,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
31,Napoleon Kaufman,25,OAK,RB,13,13,36,25,191,7.6,0,6,50.0,39,1.9,14.7,69.4,5.3,217,921,2,37,39.6,80,4.2,70.8,16.7,242,4.6,1112,2,2,
32,Gary Brown,29,NYG,RB,16,11,26,13,36,2.8,0,1,11.5,12,0.8,2.3,50.0,1.4,247,1063,5,53,48.6,45,4.3,66.4,15.4,260,4.2,1099,5,1,
33,Wayne Chrebet,25,NYJ,WR,16,15,115,75,1083,14.4,8,60,60.0,63,4.7,67.7,65.2,9.4,0,0,0,0,,,,0.0,0.0,75,14.4,1083,8,0,
34,Joey Galloway,27,SEA,WR,16,16,133,65,1047,16.1,10,46,43.6,81,4.1,65.4,48.9,7.9,9,26,0,1,44.4,14,2.9,1.6,0.6,74,14.5,1073,10,1,
35,Rocket Ismail,29,CAR,WR,16,15,121,69,1024,14.8,8,46,45.5,62,4.3,64.0,57.0,8.5,3,42,0,1,66.7,36,14.0,2.6,0.2,72,14.8,1066,8,2,
36,Karim Abdul-Jabbar,24,MIA,RB,15,15,31,21,102,4.9,0,3,35.5,18,1.4,6.8,67.7,3.3,270,960,6,43,37.0,45,3.6,64.0,18.0,291,3.6,1062,6,2,
37,O.J. McDuffie,29,MIA,WR,16,16,167,90,1050,11.7,7,59,43.7,61,5.6,65.6,53.9,6.3,3,11,0,0,66.7,5,3.7,0.7,0.2,93,11.4,1061,7,0,
38,Michael Irvin,32,DAL,WR,16,15,128,74,1057,14.3,1,48,49.2,51,4.6,66.1,57.8,8.3,1,1,0,0,0.0,1,1.0,0.1,0.1,75,14.1,1058,1,1,
39,Ed McCaffrey,30,DEN,WR,15,15,99,64,1053,16.5,10,41,57.6,48,4.3,70.2,64.6,10.6,0,0,0,0,,,,0.0,0.0,64,16.5,1053,10,1,"PB,AP-2"
40,Johnnie Morton,27,DET,WR,16,16,140,69,1028,14.9,2,48,45.0,98,4.3,64.3,49.3,7.3,1,11,0,1,100.0,11,11.0,0.7,0.1,70,14.8,1039,2,0,
41,Carl Pickens,28,CIN,WR,16,16,155,82,1023,12.5,5,48,43.9,67,5.1,63.9,52.9,6.6,2,4,0,0,0.0,4,2.0,0.3,0.1,84,12.2,1027,5,2,
42,Cris Carter,33,MIN,WR,16,16,128,78,1011,13.0,12,57,54.7,54,4.9,63.2,60.9,7.9,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,79,12.8,1010,12,0,PB
43,Tim Brown,32,OAK,WR,16,16,153,81,1012,12.5,9,52,47.1,49,5.1,63.3,52.9,6.6,1,-7,0,0,0.0,-7,-7.0,-0.4,0.1,82,12.3,1005,9,3,
44,Mike Alstott,25,TAM,FB,16,16,30,22,152,6.9,1,7,36.7,26,1.4,9.5,73.3,5.1,215,846,8,49,47.9,37,3.9,52.9,13.4,237,4.2,998,9,5,"PB,AP-1"
45,Derrick Alexander,27,KAN,WR,15,14,108,54,992,18.4,4,40,43.5,65,3.6,66.1,50.0,9.2,0,0,0,0,,,,0.0,0.0,54,18.4,992,4,0,
46,Bobby Engram,25,CHI,WR,16,16,114,64,987,15.4,5,46,51.8,79,4.0,61.7,56.1,8.7,1,3,0,0,0.0,3,3.0,0.2,0.1,65,15.2,990,5,1,
47,Herman Moore,29,DET,WR,15,15,129,82,983,12.0,5,50,52.7,36,5.5,65.5,63.6,7.6,0,0,0,0,,,,0.0,0.0,82,12.0,983,5,0,
48,Rob Moore,30,ARI,WR,16,16,146,67,982,14.7,5,43,41.1,57,4.2,61.4,45.9,6.7,0,0,0,0,,,,0.0,0.0,67,14.7,982,5,0,
49,Natrone Means,26,SDG,RB,10,10,22,16,91,5.7,0,3,22.7,22,1.6,9.1,72.7,4.1,212,883,5,42,41.0,72,4.2,88.3,21.2,228,4.3,974,5,2,
50,Muhsin Muhammad,25,CAR,WR,16,16,106,68,941,13.8,6,42,55.7,72,4.3,58.8,64.2,8.9,0,0,0,0,,,,0.0,0.0,68,13.8,941,6,2,
51,Keenan McCardell,28,JAX,WR,15,15,113,64,892,13.9,6,44,53.1,67,4.3,59.5,56.6,7.9,0,0,0,0,,,,0.0,0.0,64,13.9,892,6,0,
52,James Jett,28,OAK,WR,16,16,88,45,882,19.6,6,31,45.5,75,2.8,55.1,51.1,10.0,1,3,0,0,0.0,3,3.0,0.2,0.1,46,19.2,885,6,0,
53,Amp Lee,27,STL,RB,14,2,84,64,667,10.4,2,31,51.2,44,4.6,47.6,76.2,7.9,44,175,2,8,38.6,38,4.0,12.5,3.1,108,7.8,842,4,3,
54,Terry Allen,30,WAS,RB,10,10,22,17,128,7.5,0,6,50.0,17,1.7,12.8,77.3,5.8,148,700,2,27,52.0,45,4.7,70.0,14.8,165,5.0,828,2,4,
55,Darnay Scott,26,CIN,WR,13,13,88,51,817,16.0,7,34,46.6,70,3.9,62.8,58.0,9.3,2,10,0,1,50.0,8,5.0,0.8,0.2,53,15.6,827,7,0,
56,Sean Dawkins,27,NOR,WR,15,15,106,53,823,15.5,1,40,47.2,64,3.5,54.9,50.0,7.8,0,0,0,0,,,,0.0,0.0,53,15.5,823,1,2,
57,Edgar Bennett,29,CHI,RB,16,13,44,28,209,7.5,0,7,36.4,31,1.8,13.1,63.6,4.8,173,611,2,28,38.2,43,3.5,38.2,10.8,201,4.1,820,2,2,
58,Charles Johnson,26,PIT,WR,16,16,124,65,815,12.5,7,43,44.4,55,4.1,50.9,52.4,6.6,1,4,0,0,100.0,4,4.0,0.3,0.1,66,12.4,819,7,0,
59,Chris Calloway,30,NYG,WR,16,16,118,62,812,13.1,6,42,47.5,36,3.9,50.8,52.5,6.9,0,0,0,0,,,,0.0,0.0,62,13.1,812,6,1,
60,Jermaine Lewis,24,BAL,WR,13,13,76,41,784,19.1,6,28,46.1,73,3.2,60.3,53.9,10.3,5,20,0,2,40.0,9,4.0,1.5,0.4,46,17.5,804,6,3,"PB,AP-1"
61,Leslie Shepherd,29,WAS,WR,16,16,114,43,712,16.6,8,39,37.7,43,2.7,44.5,37.7,6.2,6,91,1,4,66.7,29,15.2,5.7,0.4,49,16.4,803,9,0,
62,Fred Lane,23,CAR,RB,14,11,15,12,85,7.1,0,4,46.7,16,0.9,6.1,80.0,5.7,205,717,5,31,34.6,31,3.5,51.2,14.6,217,3.7,802,5,4,
63,Andre Reed,34,BUF,WR,15,13,109,63,795,12.6,5,49,56.0,67,4.2,53.0,57.8,7.3,0,0,0,0,,,,0.0,0.0,63,12.6,795,5,0,
64,Courtney Hawkins,29,PIT,WR,15,14,109,66,751,11.4,1,39,52.3,53,4.4,50.1,60.6,6.9,10,41,0,3,40.0,14,4.1,2.7,0.7,76,10.4,792,1,1,
65,Terry Glenn,24,NWE,WR,10,9,98,50,792,15.8,3,37,46.9,86,5.0,79.2,51.0,8.1,2,-1,0,0,50.0,7,-0.5,-0.1,0.2,52,15.2,791,3,0,
66,Shawn Jefferson,29,NWE,WR,16,16,79,34,771,22.7,2,30,41.8,61,2.1,48.2,43.0,9.8,1,15,0,1,100.0,15,15.0,0.9,0.1,35,22.5,786,2,0,
67,Ricky Proehl,30,STL,WR,16,11,115,60,771,12.9,3,37,45.2,47,3.8,48.2,52.2,6.7,1,14,0,1,100.0,14,14.0,0.9,0.1,61,12.9,785,3,0,
68,Curtis Conway,27,CHI,WR,15,15,104,54,733,13.6,3,36,48.1,47,3.6,48.9,51.9,7.0,5,48,0,3,60.0,29,9.6,3.2,0.3,59,13.2,781,3,1,
69,Marvin Harrison,26,IND,WR,12,12,122,59,776,13.2,7,40,41.0,61,4.9,64.7,48.4,6.4,0,0,0,0,,,,0.0,0.0,59,13.2,776,7,0,
70,J.J. Stokes,26,SFO,WR,16,11,93,63,770,12.2,8,49,62.4,33,3.9,48.1,67.7,8.3,0,0,0,0,,,,0.0,0.0,63,12.2,770,8,0,
71,Shannon Sharpe,30,DEN,TE,16,16,107,64,768,12.0,10,45,55.1,38,4.0,48.0,59.8,7.2,0,0,0,0,,,,0.0,0.0,64,12.0,768,10,0,"PB,AP-1"
72,Frank Wycheck,27,TEN,TE,16,16,91,70,768,11.0,2,37,60.4,38,4.4,48.0,76.9,8.4,0,0,0,0,,,,0.0,0.0,70,11.0,768,2,2,PB
73,Mike Pritchard,29,SEA,WR,16,16,102,58,742,12.8,3,34,49.0,50,3.6,46.4,56.9,7.3,1,17,0,1,100.0,17,17.0,1.1,0.1,59,12.9,759,3,1,
74,Reidel Anthony,22,TAM,WR,15,13,94,51,708,13.9,7,35,50.0,79,3.4,47.2,54.3,7.5,4,43,0,2,75.0,32,10.8,2.9,0.3,55,13.7,751,7,0,
75,Michael Westbrook,26,WAS,WR,11,10,90,44,736,16.7,6,33,46.7,75,4.0,66.9,48.9,8.2,1,11,0,1,100.0,11,11.0,1.0,0.1,45,16.6,747,6,0,
76,Charlie Jones,26,SDG,WR,16,11,108,46,699,15.2,3,32,36.1,56,2.9,43.7,42.6,6.5,4,39,0,2,100.0,14,9.8,2.4,0.3,50,14.8,738,3,1,
77,Terrell Fletcher,25,SDG,RB,12,5,43,30,188,6.3,0,9,39.5,22,2.5,15.7,69.8,4.4,153,543,5,34,45.1,21,3.5,45.3,12.8,183,4.0,731,5,1,
78,Ike Hilliard,22,NYG,WR,16,16,105,51,715,14.0,2,29,38.1,50,3.2,44.7,48.6,6.8,1,4,0,0,100.0,4,4.0,0.3,0.1,52,13.8,719,2,2,
79,Oronde Gadsden,27,MIA,WR,16,12,88,48,713,14.9,7,34,48.9,50,3.0,44.6,54.5,8.1,0,0,0,0,,,,0.0,0.0,48,14.9,713,7,2,
80,Billy Davis,26,DAL,WR,16,11,77,39,691,17.7,3,28,49.4,80,2.4,43.2,50.6,9.0,4,15,0,1,50.0,8,3.8,0.9,0.3,43,16.4,706,3,1,
81,Lamar Smith,28,NOR,RB,14,9,36,24,249,10.4,2,12,41.7,35,1.7,17.8,66.7,6.9,138,457,1,20,29.7,33,3.3,32.6,9.9,162,4.4,706,3,4,
82,Kimble Anders,32,KAN,FB,16,15,84,64,462,7.2,2,17,39.3,29,4.0,28.9,76.2,5.5,58,230,1,15,43.1,20,4.0,14.4,3.6,122,5.7,692,3,6,
83,Cam Cleeland,23,NOR,TE,16,16,88,54,684,12.7,6,37,53.4,53,3.4,42.8,61.4,7.8,0,0,0,0,,,,0.0,0.0,54,12.7,684,6,1,
84,Torrance Small,28,IND,WR,16,4,87,45,681,15.1,7,33,43.7,53,2.8,42.6,51.7,7.8,1,2,0,0,0.0,2,2.0,0.1,0.1,46,14.8,683,7,0,
85,Leroy Hoard,30,MIN,RB,16,1,26,22,198,9.0,1,8,57.7,24,1.4,12.4,84.6,7.6,115,479,9,29,51.3,50,4.2,29.9,7.2,137,4.9,677,10,1,
86,Larry Centers,30,ARI,FB,16,12,94,69,559,8.1,2,22,45.7,54,4.3,34.9,73.4,5.9,31,110,0,10,45.2,14,3.5,6.9,1.9,100,6.7,669,2,1,
87,Harvey Williams,31,OAK,RB,16,3,39,26,173,6.7,0,6,33.3,15,1.6,10.8,66.7,4.4,128,496,2,28,44.5,25,3.9,31.0,8.0,154,4.3,669,2,3,
88,Ben Coates,29,NWE,TE,14,14,95,67,668,10.0,6,45,62.1,33,4.8,47.7,70.5,7.0,0,0,0,0,,,,0.0,0.0,67,10.0,668,6,0,"PB,AP-2"
89,Bert Emanuel,28,TAM,WR,11,11,97,41,636,15.5,2,31,38.1,62,3.7,57.8,42.3,6.6,1,11,0,1,100.0,11,11.0,1.0,0.1,42,15.4,647,2,0,
90,Tony Gonzalez,22,KAN,TE,16,16,103,59,621,10.5,2,33,40.8,32,3.7,38.8,57.3,6.0,0,0,0,0,,,,0.0,0.0,59,10.5,621,2,3,
91,Donnell Bennett,26,KAN,RB,16,10,21,16,91,5.7,1,6,42.9,14,1.0,5.7,76.2,4.3,148,527,5,30,44.6,26,3.6,32.9,9.3,164,3.8,618,6,4,
92,Bryan Still,24,SDG,WR,14,9,81,43,605,14.1,2,30,44.4,67,3.1,43.2,53.1,7.5,0,0,0,0,,,,0.0,0.0,43,14.1,605,2,0,
93,Lamar Thomas,28,MIA,WR,16,2,68,43,603,14.0,5,32,55.9,56,2.7,37.7,63.2,8.9,0,0,0,0,,,,0.0,0.0,43,14.0,603,5,0,
94,Irving Fryar,36,PHI,WR,16,16,112,48,556,11.6,2,32,33.0,61,3.0,34.8,42.9,5.0,3,46,0,2,66.7,32,15.3,2.9,0.2,51,11.8,602,2,0,
95,Freddie Jones,24,SDG,TE,16,16,112,57,602,10.6,3,27,37.5,28,3.6,37.6,50.9,5.4,0,0,0,0,,,,0.0,0.0,57,10.6,602,3,1,
96,Thurman Thomas,32,BUF,RB,14,3,32,26,220,8.5,1,10,53.1,26,1.9,15.7,81.3,6.9,93,381,2,15,39.8,17,4.1,27.2,6.6,119,5.1,601,3,0,
97,Jeff Graham,29,PHI,WR,15,15,91,47,600,12.8,2,30,44.0,45,3.1,40.0,51.6,6.6,0,0,0,0,,,,0.0,0.0,47,12.8,600,2,0,
98,Bam Morris,26,2TM,RB,12,5,13,12,95,7.9,0,1,61.5,29,1.0,7.9,92.3,7.3,132,489,8,29,43.9,38,3.7,40.8,11.0,144,4.1,584,8,3,
98,Bam Morris,26,CHI,RB,2,0,0,0,0,,0,0,,,0.0,0.0,,,3,8,0,0,0.0,6,2.7,4.0,1.5,3,2.7,8,0,0,
98,Bam Morris,26,KAN,RB,10,5,13,12,95,7.9,0,1,61.5,29,1.2,9.5,92.3,7.3,129,481,8,29,45.0,38,3.7,48.1,12.9,141,4.1,576,8,3,
99,Darick Holmes,27,2TM,RB,14,4,24,20,188,9.4,0,9,62.5,24,1.4,13.4,83.3,7.8,95,394,1,21,52.6,13,4.1,28.1,6.8,115,5.1,582,1,1,
99,Darick Holmes,27,BUF,RB,3,0,3,1,9,9.0,0,0,0.0,9,0.3,3.0,33.3,3.0,2,8,0,0,0.0,5,4.0,2.7,0.7,3,5.7,17,0,0,
99,Darick Holmes,27,GNB,RB,11,4,21,19,179,9.4,0,9,71.4,24,1.7,16.3,90.5,8.5,93,386,1,21,53.8,13,4.2,35.1,8.5,112,5.0,565,1,1,
100,John Avery,22,MIA,RB,16,0,15,10,67,6.7,1,2,53.3,19,0.6,4.2,66.7,4.5,143,503,2,22,42.0,44,3.5,31.4,8.9,153,3.7,570,3,5,
101,Tim Biakabutuka,24,CAR,RB,10,3,10,8,138,17.3,1,5,60.0,42,0.8,13.8,80.0,13.8,101,427,3,20,48.5,41,4.2,42.7,10.1,109,5.2,565,4,1,
102,June Henley,23,STL,RB,11,3,45,35,252,7.2,0,8,31.1,43,3.2,22.9,77.8,5.6,88,313,3,17,47.7,22,3.6,28.5,8.0,123,4.6,565,3,1,
103,Charles Way,26,NYG,FB,16,15,40,31,131,4.2,1,4,25.0,16,1.9,8.2,77.5,3.3,113,432,3,29,46.9,21,3.8,27.0,7.1,144,3.9,563,4,0,
104,Steve McNair,25,TEN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,77,559,4,38,61.0,71,7.3,34.9,4.8,77,7.3,559,4,5,
105,Mark Chmura,29,GNB,TE,15,14,74,47,554,11.8,4,30,52.7,25,3.1,36.9,63.5,7.5,0,0,0,0,,,,0.0,0.0,47,11.8,554,4,1,PB
106,Andre Rison,31,KAN,WR,14,13,93,40,542,13.6,5,22,34.4,80,2.9,38.7,43.0,5.8,2,12,0,1,50.0,11,6.0,0.9,0.1,42,13.2,554,5,1,
107,Rickey Dudley,26,OAK,TE,16,15,77,36,549,15.3,5,28,44.2,32,2.3,34.3,46.8,7.1,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,37,14.8,547,5,1,
108,Dorsey Levens,28,GNB,RB,7,4,30,27,162,6.0,0,7,53.3,17,3.9,23.1,90.0,5.4,115,378,1,20,38.3,50,3.3,54.0,16.4,142,3.8,540,1,0,
109,Andrew Glover,31,MIN,TE,16,12,59,35,522,14.9,5,26,54.2,36,2.2,32.6,59.3,8.8,0,0,0,0,,,,0.0,0.0,35,14.9,522,5,0,
110,Curtis Enis,22,CHI,RB,9,1,8,6,20,3.3,0,0,50.0,7,0.7,2.2,75.0,2.5,133,497,0,22,40.6,29,3.7,55.2,14.8,139,3.7,517,0,1,
111,Tiki Barber,23,NYG,RB,16,4,59,42,348,8.3,3,13,39.0,87,2.6,21.8,71.2,5.9,52,166,0,8,36.5,23,3.2,10.4,3.3,94,5.5,514,3,1,
112,Brian Mitchell,30,WAS,RB,16,0,62,44,306,7.0,0,13,35.5,24,2.8,19.1,71.0,4.9,39,208,2,11,48.7,22,5.3,13.0,2.4,83,6.2,514,2,3,
113,Floyd Turner,32,BAL,WR,16,3,58,32,512,16.0,5,26,51.7,66,2.0,32.0,55.2,8.8,0,0,0,0,,,,0.0,0.0,32,16.0,512,5,0,
114,Jerome Pathon,23,IND,WR,16,15,105,50,511,10.2,1,26,41.0,45,3.1,31.9,47.6,4.9,3,-2,0,0,33.3,4,-0.7,-0.1,0.2,53,9.6,509,1,0,
115,Keith Poole,24,NOR,WR,15,4,51,24,509,21.2,2,20,43.1,82,1.6,33.9,47.1,10.0,0,0,0,0,,,,0.0,0.0,24,21.2,509,2,0,
116,Wesley Walls,32,CAR,TE,14,14,78,49,506,10.3,5,32,56.4,30,3.5,36.1,62.8,6.5,0,0,0,0,,,,0.0,0.0,49,10.3,506,5,0,PB
117,Germane Crowell,22,DET,WR,14,2,48,25,464,18.6,3,15,43.8,68,1.8,33.1,52.1,9.7,1,35,0,1,100.0,35,35.0,2.5,0.1,26,19.2,499,3,1,
118,Yancey Thigpen,29,TEN,WR,9,8,83,38,493,13.0,3,20,43.4,55,4.2,54.8,45.8,5.9,0,0,0,0,,,,0.0,0.0,38,13.0,493,3,0,
119,Charlie Garner,26,PHI,RB,10,3,25,19,110,5.8,0,5,40.0,21,1.9,11.0,76.0,4.4,96,381,4,18,32.3,40,4.0,38.1,9.6,115,4.3,491,4,1,
120,Ernie Mills,30,DAL,WR,11,1,41,28,479,17.1,4,21,53.7,43,2.5,43.5,68.3,11.7,3,9,0,0,66.7,5,3.0,0.8,0.3,31,15.7,488,4,0,
121,Isaac Bruce,26,STL,WR,5,5,48,32,457,14.3,1,21,62.5,80,6.4,91.4,66.7,9.5,1,30,0,1,100.0,30,30.0,6.0,0.2,33,14.8,487,1,0,
122,Andre Hastings,28,NOR,WR,16,12,88,35,455,13.0,3,20,36.4,89,2.2,28.4,39.8,5.2,3,32,0,2,66.7,16,10.7,2.0,0.2,38,12.8,487,3,0,
123,Dedric Ward,24,NYJ,WR,16,4,59,25,477,19.1,4,22,37.3,71,1.6,29.8,42.4,8.1,2,7,0,0,50.0,4,3.5,0.4,0.1,27,17.9,484,4,0,
124,Michael Jackson,29,BAL,WR,13,12,76,38,477,12.6,0,26,40.8,53,2.9,36.7,50.0,6.3,0,0,0,0,,,,0.0,0.0,38,12.6,477,0,1,
125,Jake Reed,31,MIN,WR,11,11,69,34,474,13.9,4,21,43.5,56,3.1,43.1,49.3,6.9,0,0,0,0,,,,0.0,0.0,34,13.9,474,4,0,
126,Tony Simmons,24,NWE,WR,11,6,55,23,474,20.6,3,17,36.4,63,2.1,43.1,41.8,8.6,0,0,0,0,,,,0.0,0.0,23,20.6,474,3,0,
127,Willie Davis,31,TEN,WR,13,10,59,32,461,14.4,3,23,47.5,38,2.5,35.5,54.2,7.8,0,0,0,0,,,,0.0,0.0,32,14.4,461,3,0,
128,Skip Hicks,24,WAS,RB,9,5,8,4,23,5.8,0,0,37.5,9,0.4,2.6,50.0,2.9,122,433,8,26,40.2,28,3.5,48.1,13.6,126,3.6,456,8,0,
129,Steve Young,37,SFO,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,70,454,6,35,54.3,24,6.5,30.3,4.7,70,6.5,454,6,9,"PB,AP-2,AP OPoY-4"
130,Bill Schroeder,27,GNB,WR,13,3,49,31,452,14.6,1,21,61.2,46,2.4,34.8,63.3,9.2,0,0,0,0,,,,0.0,0.0,31,14.6,452,1,1,
131,Albert Connell,24,WAS,WR,14,5,54,28,451,16.1,2,19,42.6,61,2.0,32.2,51.9,8.4,0,0,0,0,,,,0.0,0.0,28,16.1,451,2,0,
132,Mikhael Ricks,24,SDG,WR,16,9,85,30,450,15.0,2,20,32.9,39,1.9,28.1,35.3,5.3,0,0,0,0,,,,0.0,0.0,30,15.0,450,2,1,
133,Chris Penn,27,CHI,WR,14,1,61,31,448,14.5,3,24,49.2,37,2.2,32.0,50.8,7.3,0,0,0,0,,,,0.0,0.0,31,14.5,448,3,1,
