,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
47,Nate Burleson,23,MIN,WR,16,15,102,68,1006,14.8,9,50,61.8,68,4.3,62.9,66.7,9.9,6,49,0,4,100.0,11,8.2,3.1,0.4,74,14.3,1055,9,1,
48,Emmitt Smith,35,ARI,RB,15,15,20,15,105,7.0,0,3,45.0,18,1.0,7.0,75.0,5.3,267,937,9,43,38.2,29,3.5,62.5,17.8,282,3.7,1042,9,4,
49,Kevan Barlow,25,SFO,RB,15,14,45,35,212,6.1,0,12,57.8,15,2.3,14.1,77.8,4.7,244,822,7,45,38.9,60,3.4,54.8,16.3,279,3.7,1034,7,2,
50,T.J. Houshmandzadeh,27,CIN,WR,16,13,108,73,978,13.4,4,48,58.3,62,4.6,61.1,67.6,9.1,6,51,0,2,83.3,16,8.5,3.2,0.4,79,13.0,1029,4,0,AP CPoY-7
51,Hines Ward,28,PIT,WR,16,16,108,80,1004,12.6,4,52,64.8,58,5.0,62.8,74.1,9.3,7,25,1,2,28.6,16,3.6,1.6,0.4,87,11.8,1029,5,1,"PB,AP-2"
52,Keyshawn Johnson,32,DAL,WR,16,16,124,70,981,14.0,6,53,54.0,39,4.4,61.3,56.5,7.9,2,13,0,1,50.0,13,6.5,0.8,0.1,72,13.8,994,6,1,
53,Jerry Porter,26,OAK,WR,16,16,136,64,998,15.6,9,47,41.2,52,4.0,62.4,47.1,7.3,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,65,15.3,994,9,2,
54,Jerome Bettis,32,PIT,RB,15,6,8,6,46,7.7,0,2,50.0,20,0.4,3.1,75.0,5.8,250,941,13,50,48.0,29,3.8,62.7,16.7,256,3.9,987,13,1,"PB,AP CPoY-4"
55,Jason Witten,22,DAL,TE,16,15,122,87,980,11.3,6,45,54.9,42,5.4,61.3,71.3,8.0,0,0,0,0,,,,0.0,0.0,87,11.3,980,6,2,PB
56,Chris Chambers,26,MIA,WR,15,15,140,69,898,13.0,7,44,42.9,76,4.6,59.9,49.3,6.4,9,76,0,4,66.7,24,8.4,5.1,0.6,78,12.5,974,7,1,
57,Antonio Gates,24,SDG,TE,15,15,114,81,964,11.9,13,55,63.2,72,5.4,64.3,71.1,8.5,0,0,0,0,,,,0.0,0.0,81,11.9,964,13,0,"PB,AP-1"
58,Laveranues Coles,27,WAS,WR,16,16,168,90,950,10.6,1,52,43.5,45,5.6,59.4,53.6,5.7,3,-3,0,2,66.7,7,-1.0,-0.2,0.2,93,10.2,947,1,1,
59,Onterrio Smith,24,MIN,RB,11,6,45,36,394,10.9,2,22,66.7,63,3.3,35.8,80.0,8.8,124,544,2,18,46.0,38,4.4,49.5,11.3,160,5.9,938,4,2,
60,Lee Evans,23,BUF,WR,16,11,74,48,843,17.6,9,37,58.1,69,3.0,52.7,64.9,11.4,5,85,0,3,80.0,48,17.0,5.3,0.3,53,17.5,928,9,1,
61,Julius Jones,23,DAL,RB,8,7,26,17,109,6.4,0,6,38.5,37,2.1,13.6,65.4,4.2,197,819,7,44,43.7,53,4.2,102.4,24.6,214,4.3,928,7,3,
62,Lee Suggs,24,CLE,RB,10,3,36,20,178,8.9,1,6,27.8,59,2.0,17.8,55.6,4.9,199,744,2,39,43.7,39,3.7,74.4,19.9,219,4.2,922,3,6,
63,Michael Vick,24,ATL,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,120,902,3,52,58.3,58,7.5,60.1,8.0,120,7.5,902,3,16,"PB,AP MVP-2,AP OPoY-5,AP CPoY-6"
64,Chester Taylor,25,BAL,RB,16,4,38,30,184,6.1,0,10,47.4,23,1.9,11.5,78.9,4.8,160,714,2,34,41.3,47,4.5,44.6,10.0,190,4.7,898,2,1,
65,Duce Staley,29,PIT,RB,10,10,12,6,55,9.2,0,3,33.3,21,0.6,5.5,50.0,4.6,192,830,1,38,49.0,38,4.3,83.0,19.2,198,4.5,885,1,3,
66,David Givens,24,NWE,WR,15,12,106,56,874,15.6,3,47,49.1,50,3.7,58.3,52.8,8.2,0,0,0,0,,,,0.0,0.0,56,15.6,874,3,0,
67,Steven Jackson,21,STL,RB,14,3,24,19,189,9.9,0,6,41.7,28,1.4,13.5,79.2,7.9,134,673,4,37,56.0,48,5.0,48.1,9.6,153,5.6,862,4,1,
68,Larry Johnson,25,KAN,RB,10,3,29,22,278,12.6,2,13,62.1,40,2.2,27.8,75.9,9.6,120,581,9,36,53.3,46,4.8,58.1,12.0,142,6.0,859,11,0,
69,Santana Moss,25,NYJ,WR,15,14,78,45,838,18.6,5,35,52.6,69,3.0,55.9,57.7,10.7,6,18,0,2,66.7,12,3.0,1.2,0.4,51,16.8,856,5,2,
70,Johnnie Morton,33,KAN,WR,13,12,79,55,795,14.5,3,38,59.5,52,4.2,61.2,69.6,10.1,7,43,0,3,71.4,14,6.1,3.3,0.5,62,13.5,838,3,2,
71,Eric Johnson,25,SFO,TE,16,14,117,82,825,10.1,2,46,59.0,25,5.1,51.6,70.1,7.1,0,0,0,0,,,,0.0,0.0,82,10.1,825,2,1,
72,Dennis Northcutt,27,CLE,WR,16,11,94,55,806,14.7,2,25,40.4,58,3.4,50.4,58.5,8.6,8,19,0,1,50.0,8,2.4,1.2,0.5,63,13.1,825,2,2,
73,Roy Williams,23,DET,WR,14,12,118,54,817,15.1,8,34,38.1,46,3.9,58.4,45.8,6.9,1,1,0,0,0.0,1,1.0,0.1,0.1,55,14.9,818,8,1,
74,Antonio Bryant,23,2TM,WR,15,8,99,58,812,14.0,4,36,47.5,55,3.9,54.1,58.6,8.2,0,0,0,0,,,,0.0,0.0,58,14.0,812,4,1,
74,Antonio Bryant,23,DAL,WR,5,1,27,16,266,16.6,0,11,51.9,48,3.2,53.2,59.3,9.9,0,0,0,0,,,,0.0,0.0,16,16.6,266,0,1,
74,Antonio Bryant,23,CLE,WR,10,7,72,42,546,13.0,4,25,45.8,55,4.2,54.6,58.3,7.6,0,0,0,0,,,,0.0,0.0,42,13.0,546,4,0,
75,David Patten,30,NWE,WR,16,11,95,44,800,18.2,7,36,45.3,48,2.8,50.0,46.3,8.4,1,5,0,0,100.0,5,5.0,0.3,0.1,45,17.9,805,7,0,
76,Donte' Stallworth,24,NOR,WR,16,10,106,58,767,13.2,5,35,47.2,45,3.6,47.9,54.7,7.2,6,37,0,1,50.0,26,6.2,2.3,0.4,64,12.6,804,5,0,
77,Larry Fitzgerald,21,ARI,WR,16,16,115,58,780,13.4,8,37,39.1,48,3.6,48.8,50.4,6.8,8,14,0,2,25.0,10,1.8,0.9,0.5,66,12.0,794,8,1,
78,Randy McMichael,25,MIA,TE,16,16,118,73,791,10.8,4,43,44.9,42,4.6,49.4,61.9,6.7,0,0,0,0,,,,0.0,0.0,73,10.8,791,4,2,
79,Derrick Blaylock,25,KAN,RB,12,5,36,25,246,9.8,1,10,44.4,30,2.1,20.5,69.4,6.8,118,539,8,34,55.9,24,4.6,44.9,9.8,143,5.5,785,9,0,
80,Alge Crumpler,27,ATL,TE,14,14,74,48,774,16.1,6,32,56.8,49,3.4,55.3,64.9,10.5,0,0,0,0,,,,0.0,0.0,48,16.1,774,6,1,PB
81,Randy Moss,27,MIN,WR,13,13,86,49,767,15.7,13,43,54.7,82,3.8,59.0,57.0,8.9,0,0,0,0,,,,0.0,0.0,49,15.7,767,13,1,
82,Justin McCareins,26,NYJ,WR,16,16,90,56,770,13.8,4,43,56.7,43,3.5,48.1,62.2,8.6,2,-5,0,0,0.0,-2,-2.5,-0.3,0.1,58,13.2,765,4,3,
83,Keary Colbert,22,CAR,WR,15,15,92,47,754,16.0,5,32,42.4,63,3.1,50.3,51.1,8.2,0,0,0,0,,,,0.0,0.0,47,16.0,754,5,1,
84,Amani Toomer,30,NYG,WR,15,14,107,51,747,14.6,0,39,42.1,48,3.4,49.8,47.7,7.0,0,0,0,0,,,,0.0,0.0,51,14.6,747,0,1,
85,Eric Parker,25,SDG,WR,15,13,71,47,690,14.7,4,33,57.7,79,3.1,46.0,66.2,9.7,4,53,0,2,50.0,38,13.3,3.5,0.3,51,14.6,743,4,5,
86,David Terrell,25,CHI,WR,16,15,90,42,699,16.6,1,34,42.2,63,2.6,43.7,46.7,7.8,3,10,0,1,66.7,20,3.3,0.6,0.2,45,15.8,709,1,1,
87,Amos Zereoue,28,OAK,RB,15,6,48,39,284,7.3,0,12,54.2,13,2.6,18.9,81.3,5.9,112,425,3,20,41.1,55,3.8,28.3,7.5,151,4.7,709,3,1,
88,Jermaine Wiggins,29,MIN,TE,14,13,92,71,705,9.9,4,33,62.0,39,5.1,50.4,77.2,7.7,0,0,0,0,,,,0.0,0.0,71,9.9,705,4,1,
89,Plaxico Burress,27,PIT,WR,11,11,59,35,698,19.9,5,30,54.2,48,3.2,63.5,59.3,11.8,0,0,0,0,,,,0.0,0.0,35,19.9,698,5,1,
90,Antowain Smith,32,TEN,RB,13,4,26,22,169,7.7,0,7,50.0,31,1.7,13.0,84.6,6.5,137,509,4,23,38.7,43,3.7,39.2,10.5,159,4.3,678,4,2,
91,Ronald Curry,25,OAK,WR,12,3,70,50,679,13.6,6,32,64.3,63,4.2,56.6,71.4,9.7,1,-3,0,0,0.0,-3,-3.0,-0.3,0.1,51,13.3,676,6,1,
92,Todd Pinkston,27,PHI,WR,16,16,63,36,676,18.8,1,24,54.0,80,2.3,42.3,57.1,10.7,0,0,0,0,,,,0.0,0.0,36,18.8,676,1,0,
93,William Green,25,CLE,RB,15,13,22,14,84,6.0,0,3,27.3,17,0.9,5.6,63.6,3.8,163,585,2,29,35.6,46,3.6,39.0,10.9,177,3.8,669,2,3,
94,Jeremy Shockey,24,NYG,TE,15,15,97,61,666,10.9,6,31,56.7,38,4.1,44.4,62.9,6.9,0,0,0,0,,,,0.0,0.0,61,10.9,666,6,1,
95,Jabar Gaffney,24,HOU,WR,16,12,68,41,632,15.4,2,34,57.4,69,2.6,39.5,60.3,9.3,4,30,0,1,100.0,10,7.5,1.9,0.3,45,14.7,662,2,1,
96,Rod Gardner,27,WAS,WR,16,14,106,51,650,12.7,5,30,39.6,51,3.2,40.6,48.1,6.1,3,7,0,2,66.7,11,2.3,0.4,0.2,54,12.2,657,5,0,
97,Marcus Robinson,29,MIN,WR,16,7,79,47,657,14.0,8,31,53.2,50,2.9,41.1,59.5,8.3,0,0,0,0,,,,0.0,0.0,47,14.0,657,8,1,
98,Sammy Morris,27,MIA,RB,13,8,28,22,124,5.6,0,5,35.7,24,1.7,9.5,78.6,4.4,132,523,6,33,45.5,35,4.0,40.2,10.2,154,4.2,647,6,1,
99,Cedrick Wilson,26,SFO,WR,15,15,85,47,641,13.6,3,35,49.4,39,3.1,42.7,55.3,7.5,1,6,0,1,100.0,6,6.0,0.4,0.1,48,13.5,647,3,0,
100,Antwaan Randle El,25,PIT,WR,16,7,63,43,601,14.0,3,29,54.0,39,2.7,37.6,68.3,9.5,8,34,0,1,50.0,12,4.3,2.1,0.5,51,12.5,635,3,5,
101,Marty Booker,28,MIA,WR,15,15,105,50,638,12.8,1,30,39.0,45,3.3,42.5,47.6,6.1,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,51,12.4,630,1,0,
102,Anquan Boldin,24,ARI,WR,10,9,104,56,623,11.1,1,34,47.1,31,5.6,62.3,53.8,6.0,1,3,0,0,0.0,3,3.0,0.3,0.1,57,11.0,626,1,1,
103,Mewelde Moore,22,MIN,RB,10,3,32,27,238,8.8,0,8,53.1,26,2.7,23.8,84.4,7.4,65,379,0,17,56.9,33,5.8,37.9,6.5,92,6.7,617,0,0,
104,Peerless Price,28,ATL,WR,16,15,106,45,575,12.8,3,28,37.7,50,2.8,35.9,42.5,5.4,3,34,0,1,100.0,16,11.3,2.1,0.2,48,12.7,609,3,0,
105,LaMont Jordan,26,NYJ,RB,16,0,16,15,112,7.5,0,7,62.5,25,0.9,7.0,93.8,7.0,93,479,2,27,53.8,33,5.2,29.9,5.8,108,5.5,591,2,1,
106,Shawn Bryson,28,DET,RB,16,1,57,44,322,7.3,0,12,40.4,30,2.8,20.1,77.2,5.6,50,264,0,15,46.0,28,5.3,16.5,3.1,94,6.2,586,0,1,
107,Jerome Pathon,29,NOR,WR,15,7,67,34,581,17.1,1,24,40.3,38,2.3,38.7,50.7,8.7,0,0,0,0,,,,0.0,0.0,34,17.1,581,1,1,
108,Jeb Putzier,25,DEN,TE,16,5,54,36,572,15.9,2,27,59.3,39,2.3,35.8,66.7,10.6,0,0,0,0,,,,0.0,0.0,36,15.9,572,2,0,
109,Brandon Lloyd,23,SFO,WR,13,13,89,43,565,13.1,6,26,42.7,52,3.3,43.5,48.3,6.3,0,0,0,0,,,,0.0,0.0,43,13.1,565,6,0,
110,Doug Gabriel,24,OAK,WR,16,5,79,33,551,16.7,2,26,38.0,58,2.1,34.4,41.8,7.0,2,7,0,0,50.0,4,3.5,0.4,0.1,35,15.9,558,2,2,
111,Bobby Wade,23,CHI,WR,16,14,89,42,481,11.5,0,23,31.5,40,2.6,30.1,47.2,5.4,12,76,0,5,75.0,14,6.3,4.8,0.8,54,10.3,557,0,2,
112,Anthony Thomas,27,CHI,RB,12,2,23,17,132,7.8,0,5,30.4,30,1.4,11.0,73.9,5.7,122,404,2,16,38.5,41,3.3,33.7,10.2,139,3.9,536,2,1,
113,Troy Edwards,27,JAX,WR,16,4,80,50,533,10.7,1,25,43.8,36,3.1,33.3,62.5,6.7,2,2,0,0,0.0,2,1.0,0.1,0.1,52,10.3,535,1,3,
114,Az-Zahir Hakim,27,DET,WR,12,5,57,31,533,17.2,3,24,49.1,39,2.6,44.4,54.4,9.4,1,0,0,0,0.0,,0.0,0.0,0.1,32,16.7,533,3,0,
115,Bryant Johnson,23,ARI,WR,16,11,102,49,537,11.0,1,29,43.1,40,3.1,33.6,48.0,5.3,2,-6,0,0,0.0,1,-3.0,-0.4,0.1,51,10.4,531,1,1,
116,T.J. Duckett,23,ATL,RB,13,0,3,3,15,5.0,0,1,33.3,11,0.2,1.2,100.0,5.0,104,509,8,30,54.8,35,4.9,39.2,8.0,107,4.9,524,8,2,
117,Maurice Hicks,26,SFO,RB,9,2,25,16,154,9.6,0,9,48.0,19,1.8,17.1,64.0,6.2,96,362,2,20,37.5,35,3.8,40.2,10.7,112,4.6,516,2,3,
118,Eddie George,31,DAL,RB,13,8,13,9,83,9.2,0,1,53.8,28,0.7,6.4,69.2,6.4,132,432,4,28,42.4,24,3.3,33.2,10.2,141,3.7,515,4,3,
119,Ricky Proehl,36,CAR,WR,16,3,70,34,497,14.6,0,25,44.3,34,2.1,31.1,48.6,7.1,1,9,0,0,100.0,9,9.0,0.6,0.1,35,14.5,506,0,0,
120,Kevin Faulk,28,NWE,RB,11,1,30,26,248,9.5,1,14,50.0,31,2.4,22.5,86.7,8.3,54,255,2,14,51.9,20,4.7,23.2,4.9,80,6.3,503,3,2,
121,Dorsey Levens,34,PHI,RB,15,5,14,9,92,10.2,0,5,42.9,23,0.6,6.1,64.3,6.6,94,410,4,25,53.2,45,4.4,27.3,6.3,103,4.9,502,4,0,
122,Tony Fisher,25,GNB,RB,16,0,44,38,277,7.3,2,13,52.3,25,2.4,17.3,86.4,6.3,65,224,0,16,43.1,24,3.4,14.0,4.1,103,4.9,501,2,1,
123,Bobby Engram,31,SEA,WR,13,7,53,36,499,13.9,2,25,58.5,60,2.8,38.4,67.9,9.4,0,0,0,0,,,,0.0,0.0,36,13.9,499,2,1,
124,Koren Robinson,24,SEA,WR,10,8,67,31,495,16.0,2,22,41.8,33,3.1,49.5,46.3,7.4,1,3,0,0,0.0,3,3.0,0.3,0.1,32,15.6,498,2,0,
125,Shaun McDonald,23,STL,WR,16,0,68,37,494,13.4,3,23,48.5,52,2.3,30.9,54.4,7.3,4,0,0,0,25.0,,0.0,0.0,0.3,41,12.0,494,3,4,
126,Michael Bennett,26,MIN,RB,11,7,23,21,207,9.9,1,6,69.6,38,1.9,18.8,91.3,9.0,70,276,1,14,40.0,25,3.9,25.1,6.4,91,5.3,483,2,1,
127,Ladell Betts,25,WAS,RB,16,1,25,15,108,7.2,0,4,24.0,20,0.9,6.8,60.0,4.3,90,371,1,20,48.9,27,4.1,23.2,5.6,105,4.6,479,1,0,
128,Tatum Bell,23,DEN,RB,14,0,7,5,80,16.0,0,1,28.6,58,0.4,5.7,71.4,11.4,75,396,3,20,57.3,29,5.3,28.3,5.4,80,6.0,476,3,1,
129,Ike Hilliard,28,NYG,WR,16,15,81,49,437,8.9,0,22,44.4,43,3.1,27.3,60.5,5.4,3,34,0,2,100.0,17,11.3,2.1,0.2,52,9.1,471,0,3,
130,Travis Minor,25,MIA,RB,11,4,27,13,75,5.8,0,2,18.5,20,1.2,6.8,48.1,2.8,109,388,3,22,35.8,34,3.6,35.3,9.9,122,3.8,463,3,0,
131,Deion Branch,25,NWE,WR,9,9,51,35,454,13.0,4,27,60.8,26,3.9,50.4,68.6,8.9,0,0,0,0,,,,0.0,0.0,35,13.0,454,4,1,
132,Richie Anderson,33,DAL,FB,12,4,41,26,207,8.0,0,7,41.5,28,2.2,17.3,63.4,5.0,57,246,1,12,40.4,27,4.3,20.5,4.8,83,5.5,453,1,1,
133,Kevin Curtis,26,STL,WR,15,0,50,32,421,13.2,2,18,52.0,41,2.1,28.1,64.0,8.4,3,24,0,2,66.7,15,8.0,1.6,0.2,35,12.7,445,2,1,
134,Joey Galloway,33,TAM,WR,10,7,53,33,416,12.6,5,25,56.6,36,3.3,41.6,62.3,7.8,2,19,0,1,100.0,14,9.5,1.9,0.2,35,12.4,435,5,3,
