,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
37,Brett Perriman,31,DET,WR,16,16,170,94,1021,10.9,5,59,46.5,44,5.9,63.8,55.3,6.0,1,13,0,1,100.0,13,13.0,0.8,0.1,95,10.9,1034,5,0,
38,Napoleon Kaufman,23,OAK,RB,16,9,26,22,143,6.5,1,8,42.3,19,1.4,8.9,84.6,5.5,150,874,1,31,48.0,77,5.8,54.6,9.4,172,5.9,1017,2,3,
39,Rob Moore,28,ARI,WR,16,16,147,58,1016,17.5,4,45,36.7,69,3.6,63.5,39.5,6.9,0,0,0,0,,,,0.0,0.0,58,17.5,1016,4,0,
40,Marshall Faulk,23,IND,RB,13,13,80,56,428,7.6,0,18,47.5,30,4.3,32.9,70.0,5.4,198,587,7,41,39.9,43,3.0,45.2,15.2,254,4.0,1015,7,2,
41,Henry Ellard,35,WAS,WR,16,16,99,52,1014,19.5,2,49,50.5,51,3.3,63.4,52.5,10.2,0,0,0,0,,,,0.0,0.0,52,19.5,1014,2,0,
42,Charles Johnson,24,PIT,WR,16,12,101,60,1008,16.8,3,44,54.5,70,3.8,63.0,59.4,10.0,0,0,0,0,,,,0.0,0.0,60,16.8,1008,3,1,
43,Terry Kirby,26,SFO,RB,14,10,69,52,439,8.4,1,17,44.9,52,3.7,31.4,75.4,6.4,134,559,3,23,41.8,31,4.2,39.9,9.6,186,5.4,998,4,1,
44,Bam Morris,24,BAL,RB,11,7,31,25,242,9.7,1,11,48.4,52,2.3,22.0,80.6,7.8,172,737,4,47,54.7,19,4.3,67.0,15.6,197,5.0,979,5,0,
45,Garrison Hearst,25,CIN,RB,16,12,22,12,131,10.9,1,7,45.5,40,0.8,8.2,54.5,6.0,225,847,0,42,50.2,24,3.8,52.9,14.1,237,4.1,978,1,1,
46,Michael Irvin,30,DAL,WR,11,11,105,64,962,15.0,2,46,57.1,61,5.8,87.5,61.0,9.2,0,0,0,0,,,,0.0,0.0,64,15.0,962,2,1,
47,Mike Alstott,23,TAM,FB,16,16,81,65,557,8.6,3,28,65.4,29,4.1,34.8,80.2,6.9,96,377,3,21,45.8,39,3.9,23.6,6.0,161,5.8,934,6,4,"AP-2,AP ORoY-3"
48,Antonio Freeman,24,GNB,WR,12,12,107,56,933,16.7,9,46,47.7,51,4.7,77.8,52.3,8.7,0,0,0,0,,,,0.0,0.0,56,16.7,933,9,3,
49,O.J. McDuffie,27,MIA,WR,16,16,120,74,918,12.4,8,50,53.3,36,4.6,57.4,61.7,7.7,2,7,0,1,50.0,7,3.5,0.4,0.1,76,12.2,925,8,6,
50,Eddie Kennison,23,STL,WR,15,14,117,54,924,17.1,9,34,40.2,77,3.6,61.6,46.2,7.9,0,0,0,0,,,,0.0,0.0,54,17.1,924,9,5,AP ORoY-4
51,Bert Emanuel,26,ATL,WR,14,13,124,75,921,12.3,6,48,48.4,53,5.4,65.8,60.5,7.4,0,0,0,0,,,,0.0,0.0,75,12.3,921,6,0,
52,Wayne Chrebet,23,NYJ,WR,16,9,130,84,909,10.8,3,48,54.6,44,5.3,56.8,64.6,7.0,0,0,0,0,,,,0.0,0.0,84,10.8,909,3,5,
53,Rodney Hampton,27,NYG,RB,15,15,22,15,82,5.5,0,4,40.9,16,1.0,5.5,68.2,3.7,254,827,1,43,40.6,25,3.3,55.1,16.9,269,3.4,909,1,3,
54,Earnest Byner,34,BAL,RB,16,8,44,30,270,9.0,1,9,43.2,40,1.9,16.9,68.2,6.1,159,634,4,35,56.0,42,4.0,39.6,9.9,189,4.8,904,5,1,
55,James Stewart,25,JAX,RB,13,11,40,30,177,5.9,2,7,35.0,21,2.3,13.6,75.0,4.4,190,723,8,37,44.2,34,3.8,55.6,14.6,220,4.1,900,10,2,
56,Leonard Russell,27,SDG,RB,15,15,18,13,180,13.8,0,7,50.0,35,0.9,12.0,72.2,10.0,219,713,7,42,39.3,21,3.3,47.5,14.6,232,3.8,893,7,6,
57,Chris Sanders,24,HOU,WR,16,15,106,48,882,18.4,4,36,41.5,83,3.0,55.1,45.3,8.3,0,0,0,0,,,,0.0,0.0,48,18.4,882,4,0,
58,Chris Jones,25,PHI,WR,16,16,114,70,859,12.3,5,51,56.1,38,4.4,53.7,61.4,7.5,0,0,0,0,,,,0.0,0.0,70,12.3,859,5,1,
59,Marvin Harrison,24,IND,WR,16,15,118,64,836,13.1,8,43,48.3,41,4.0,52.3,54.2,7.1,3,15,0,1,33.3,15,5.0,0.9,0.2,67,12.7,851,8,1,
60,Keyshawn Johnson,24,NYJ,WR,14,11,126,63,844,13.4,8,42,43.7,50,4.5,60.3,50.0,6.7,0,0,0,0,,,,0.0,0.0,63,13.4,844,8,0,
61,Quinn Early,31,BUF,WR,16,13,91,50,798,16.0,4,35,46.2,95,3.1,49.9,54.9,8.8,3,39,0,1,66.7,29,13.0,2.4,0.2,53,15.8,837,4,0,
62,Darnay Scott,24,CIN,WR,16,16,116,58,833,14.4,5,40,47.4,50,3.6,52.1,50.0,7.2,3,4,0,0,33.3,8,1.3,0.3,0.2,61,13.7,837,5,0,
63,Michael Timpson,29,CHI,WR,15,15,108,62,802,12.9,0,45,50.9,49,4.1,53.5,57.4,7.4,3,21,0,1,33.3,13,7.0,1.4,0.2,65,12.7,823,0,2,
64,Andre Hastings,26,PIT,WR,16,10,115,72,739,10.3,6,42,50.4,38,4.5,46.2,62.6,6.4,4,71,0,3,75.0,37,17.8,4.4,0.3,76,10.7,810,6,3,
65,LeShon Johnson,25,ARI,RB,15,8,20,15,176,11.7,1,10,65.0,35,1.0,11.7,75.0,8.8,141,634,3,22,36.9,70,4.5,42.3,9.4,156,5.2,810,4,5,
66,Frank Sanders,23,ARI,WR,16,16,132,69,813,11.8,4,48,47.7,34,4.3,50.8,52.3,6.2,2,-4,0,0,0.0,1,-2.0,-0.3,0.1,71,11.4,809,4,1,
67,Mark Carrier,31,CAR,WR,16,15,104,58,808,13.9,6,38,51.9,39,3.6,50.5,55.8,7.8,0,0,0,0,,,,0.0,0.0,58,13.9,808,6,0,
68,Dorsey Levens,26,GNB,RB,16,1,33,31,226,7.3,5,14,66.7,49,1.9,14.1,93.9,6.8,121,566,5,31,51.2,24,4.7,35.4,7.6,152,5.2,792,10,2,
69,Jeff Graham,27,NYJ,WR,11,9,85,50,788,15.8,6,37,50.6,78,4.5,71.6,58.8,9.3,0,0,0,0,,,,0.0,0.0,50,15.8,788,6,0,
70,Michael Haynes,31,NOR,WR,16,10,91,44,786,17.9,4,35,48.4,51,2.8,49.1,48.4,8.6,0,0,0,0,,,,0.0,0.0,44,17.9,786,4,1,
71,Shawn Jefferson,27,NWE,WR,15,15,92,50,771,15.4,4,39,52.2,42,3.3,51.4,54.3,8.4,1,6,0,1,100.0,6,6.0,0.4,0.1,51,15.2,777,4,2,
72,Anthony Miller,31,DEN,WR,16,16,111,56,735,13.1,3,30,40.5,46,3.5,45.9,50.5,6.6,3,39,1,1,100.0,26,13.0,2.4,0.2,59,13.1,774,4,0,
73,Terance Mathis,29,ATL,WR,16,16,114,69,771,11.2,7,48,52.6,55,4.3,48.2,60.5,6.8,0,0,0,0,,,,0.0,0.0,69,11.2,771,7,0,
74,Harold Green,28,STL,RB,16,5,58,37,246,6.6,1,15,37.9,19,2.3,15.4,63.8,4.2,127,523,4,30,48.0,35,4.1,32.7,7.9,164,4.7,769,5,2,
75,Terrell Fletcher,23,SDG,RB,16,0,86,61,476,7.8,2,21,41.9,41,3.8,29.8,70.9,5.5,77,282,0,13,39.0,19,3.7,17.6,4.8,138,5.5,758,2,1,
76,Sean Dawkins,25,IND,WR,15,14,91,54,751,13.9,1,39,57.1,42,3.6,50.1,59.3,8.3,0,0,0,0,,,,0.0,0.0,54,13.9,751,1,1,
77,Johnnie Morton,25,DET,WR,16,15,97,55,714,13.0,6,31,40.2,62,3.4,44.6,56.7,7.4,9,35,0,1,55.6,18,3.9,2.2,0.6,64,11.7,749,6,1,
78,Chris Calloway,28,NYG,WR,16,15,109,53,739,13.9,4,41,44.0,36,3.3,46.2,48.6,6.8,1,2,0,0,0.0,2,2.0,0.1,0.1,54,13.7,741,4,1,
79,Lamar Smith,26,SEA,RB,16,2,16,9,58,6.4,0,2,18.8,22,0.6,3.6,56.3,3.6,153,680,8,39,47.1,29,4.4,42.5,9.6,162,4.6,738,8,4,
80,Robert Smith,24,MIN,RB,8,7,14,7,39,5.6,0,1,14.3,16,0.9,4.9,50.0,2.8,162,692,3,25,51.2,57,4.3,86.5,20.3,169,4.3,731,3,2,
81,Kimble Anders,30,KAN,FB,16,15,88,60,529,8.8,2,25,44.3,45,3.8,33.1,68.2,6.0,54,201,2,11,40.7,15,3.7,12.6,3.4,114,6.4,730,4,0,PB
82,Wesley Walls,30,CAR,TE,16,15,111,61,713,11.7,10,44,50.5,40,3.8,44.6,55.0,6.4,0,0,0,0,,,,0.0,0.0,61,11.7,713,10,0,"PB,AP-2"
83,Greg Hill,24,KAN,RB,15,1,5,3,60,20.0,1,3,60.0,34,0.2,4.0,60.0,12.0,135,645,4,30,49.6,28,4.8,43.0,9.0,138,5.1,705,5,1,
84,Don Beebe,32,GNB,WR,16,6,76,39,699,17.9,4,25,47.4,80,2.4,43.7,51.3,9.2,0,0,0,0,,,,0.0,0.0,39,17.9,699,4,1,
85,Thomas Lewis,24,NYG,WR,13,11,98,53,694,13.1,4,38,49.0,34,4.1,53.4,54.1,7.1,0,0,0,0,,,,0.0,0.0,53,13.1,694,4,0,
86,Ben Coates,27,NWE,TE,16,15,100,62,682,11.0,9,37,48.0,84,3.9,42.6,62.0,6.8,0,0,0,0,,,,0.0,0.0,62,11.0,682,9,1,PB
87,Darick Holmes,25,BUF,RB,16,1,21,16,102,6.4,1,4,38.1,20,1.0,6.4,76.2,4.9,189,571,4,36,42.9,37,3.0,35.7,11.8,205,3.3,673,5,2,
88,Lawrence Phillips,21,STL,RB,15,11,12,8,28,3.5,1,2,33.3,11,0.5,1.9,66.7,2.3,193,632,4,31,35.2,38,3.3,42.1,12.9,201,3.3,660,5,2,
89,Mario Bates,23,NOR,RB,14,10,16,13,44,3.4,0,1,31.3,15,0.9,3.1,81.3,2.8,164,584,4,32,38.4,33,3.6,41.7,11.7,177,3.5,628,4,4,
90,Chris Penn,25,KAN,WR,16,16,90,49,628,12.8,5,40,51.1,22,3.1,39.3,54.4,7.0,0,0,0,0,,,,0.0,0.0,49,12.8,628,5,3,
91,Leroy Hoard,28,3TM,RB,11,7,16,11,133,12.1,0,5,56.3,37,1.0,12.1,68.8,8.3,125,492,3,33,48.8,25,3.9,44.7,11.4,136,4.6,625,3,3,
91,Leroy Hoard,28,BAL,RB,2,1,2,1,4,4.0,0,0,0.0,4,0.5,2.0,50.0,2.0,15,61,0,7,73.3,10,4.1,30.5,7.5,16,4.1,65,0,0,
91,Leroy Hoard,28,CAR,RB,3,0,0,0,0,,0,0,,,0.0,0.0,,,5,11,0,1,40.0,5,2.2,3.7,1.7,5,2.2,11,0,0,
91,Leroy Hoard,28,MIN,RB,6,6,14,10,129,12.9,0,5,64.3,37,1.7,21.5,71.4,9.2,105,420,3,25,45.7,25,4.0,70.0,17.5,115,4.8,549,3,3,
92,Erric Pegram,27,PIT,RB,12,4,27,17,112,6.6,0,9,44.4,14,1.4,9.3,63.0,4.1,97,509,1,32,59.8,27,5.2,42.4,8.1,114,5.4,621,1,1,
93,Ronnie Harmon,32,HOU,RB,16,6,59,42,488,11.6,2,26,55.9,43,2.6,30.5,71.2,8.3,29,131,1,9,44.8,25,4.5,8.2,1.8,71,8.7,619,3,0,
94,Willie Green,30,CAR,WR,15,10,75,46,614,13.3,3,33,56.0,50,3.1,40.9,61.3,8.2,1,1,0,0,0.0,1,1.0,0.1,0.1,47,13.1,615,3,0,
95,Torrance Small,26,NOR,WR,16,13,89,50,558,11.2,2,27,43.8,41,3.1,34.9,56.2,6.3,4,51,1,2,75.0,22,12.8,3.2,0.3,54,11.3,609,3,1,
96,Eric Metcalf,28,ATL,WR,16,11,90,54,599,11.1,6,33,54.4,67,3.4,37.4,60.0,6.7,3,8,0,0,0.0,4,2.7,0.5,0.2,57,10.6,607,6,3,
97,James Jett,26,OAK,WR,16,16,84,43,601,14.0,4,33,48.8,58,2.7,37.6,51.2,7.2,0,0,0,0,,,,0.0,0.0,43,14.0,601,4,0,
98,Andre Rison,29,2TM,WR,15,13,91,47,593,12.6,3,25,38.5,61,3.1,39.5,51.6,6.5,0,0,0,0,,,,0.0,0.0,47,12.6,593,3,1,
98,Andre Rison,29,JAX,WR,10,9,65,34,458,13.5,2,17,38.5,61,3.4,45.8,52.3,7.0,0,0,0,0,,,,0.0,0.0,34,13.5,458,2,0,
98,Andre Rison,29,GNB,WR,5,4,26,13,135,10.4,1,8,38.5,22,2.6,27.0,50.0,5.2,0,0,0,0,,,,0.0,0.0,13,10.4,135,1,1,
99,Amp Lee,25,MIN,RB,16,3,71,54,422,7.8,2,25,46.5,21,3.4,26.4,76.1,5.9,51,161,0,5,31.4,12,3.2,10.1,3.2,105,5.6,583,2,2,
100,Brian Kinchen,31,BAL,TE,16,16,77,55,581,10.6,1,26,64.9,29,3.4,36.3,71.4,7.5,0,0,0,0,,,,0.0,0.0,55,10.6,581,1,1,
101,Pete Mitchell,25,JAX,TE,16,7,77,52,575,11.1,1,28,57.1,30,3.3,35.9,67.5,7.5,0,0,0,0,,,,0.0,0.0,52,11.1,575,1,1,
102,Harvey Williams,29,OAK,RB,13,5,29,22,143,6.5,0,4,41.4,20,1.7,11.0,75.9,4.9,121,431,0,12,38.0,44,3.6,33.2,9.3,143,4.0,574,0,3,
103,Fred Barnett,30,MIA,WR,9,7,63,36,562,15.6,3,24,46.0,66,4.0,62.4,57.1,8.9,0,0,0,0,,,,0.0,0.0,36,15.6,562,3,1,
104,Brian Blades,31,SEA,WR,11,9,71,43,556,12.9,2,27,52.1,80,3.9,50.5,60.6,7.8,0,0,0,0,,,,0.0,0.0,43,12.9,556,2,1,
105,Ed McCaffrey,28,DEN,WR,15,15,76,48,553,11.5,7,32,56.6,39,3.2,36.9,63.2,7.3,0,0,0,0,,,,0.0,0.0,48,11.5,553,7,0,
106,Natrone Means,24,JAX,RB,14,4,9,7,45,6.4,1,2,55.6,11,0.5,3.2,77.8,5.0,152,507,2,27,44.1,35,3.3,36.2,10.9,159,3.5,552,3,3,
107,Errict Rhett,26,TAM,RB,9,7,4,4,11,2.8,1,1,25.0,5,0.4,1.2,100.0,2.8,176,539,3,30,43.2,35,3.1,59.9,19.6,180,3.1,550,4,3,
108,Eric Bieniemy,27,CIN,RB,16,0,46,32,272,8.5,0,13,45.7,42,2.0,17.0,69.6,5.9,56,269,2,20,48.2,33,4.8,16.8,3.5,88,6.1,541,2,1,
109,Rashaan Salaam,22,CHI,RB,12,6,8,7,44,6.3,1,1,50.0,11,0.6,3.7,87.5,5.5,143,496,3,27,36.4,32,3.5,41.3,11.9,150,3.6,540,4,3,
110,Richie Anderson,25,NYJ,FB,16,13,70,44,385,8.8,0,16,32.9,48,2.8,24.1,62.9,5.5,47,150,1,15,51.1,11,3.2,9.4,2.9,91,5.9,535,1,0,
111,Courtney Hawkins,27,TAM,WR,16,16,94,46,544,11.8,1,31,41.5,45,2.9,34.0,48.9,5.8,1,-13,0,0,0.0,-13,-13.0,-0.8,0.1,47,11.3,531,1,1,
112,Aaron Craver,28,DEN,FB,15,15,52,39,297,7.6,1,13,53.8,39,2.6,19.8,75.0,5.7,59,232,2,9,50.8,28,3.9,15.5,3.9,98,5.4,529,3,1,
113,Charlie Jones,24,SDG,WR,14,4,75,41,524,12.8,4,24,44.0,63,2.9,37.4,54.7,7.0,0,0,0,0,,,,0.0,0.0,41,12.8,524,4,0,
114,Terrell Owens,23,SFO,WR,16,10,58,35,520,14.9,4,23,51.7,46,2.2,32.5,60.3,9.0,0,0,0,0,,,,0.0,0.0,35,14.9,520,4,1,
115,Ray Zellars,23,NOR,FB,9,6,15,9,45,5.0,0,1,33.3,12,1.0,5.0,60.0,3.0,120,475,4,28,47.5,63,4.0,52.8,13.3,129,4.0,520,4,2,
116,Frank Wycheck,25,HOU,TE,16,16,68,53,511,9.6,6,25,58.8,29,3.3,31.9,77.9,7.5,2,3,0,0,50.0,3,1.5,0.2,0.1,55,9.3,514,6,2,
117,David Dunn,24,CIN,WR,16,0,49,32,509,15.9,1,23,55.1,40,2.0,31.8,65.3,10.4,0,0,0,0,,,,0.0,0.0,32,15.9,509,1,1,
118,Michael Westbrook,24,WAS,WR,11,6,61,34,505,14.9,1,25,52.5,45,3.1,45.9,55.7,8.3,2,2,0,0,0.0,2,1.0,0.2,0.2,36,14.1,507,1,0,
119,Keith Jackson,31,GNB,TE,16,5,63,40,505,12.6,10,28,58.7,51,2.5,31.6,63.5,8.0,0,0,0,0,,,,0.0,0.0,40,12.6,505,10,0,PB
120,Ken Dilger,25,IND,TE,16,16,60,42,503,12.0,4,23,56.7,51,2.6,31.4,70.0,8.4,0,0,0,0,,,,0.0,0.0,42,12.0,503,4,1,
121,Derrick Fenner,29,OAK,FB,16,11,45,31,252,8.1,4,13,51.1,23,1.9,15.8,68.9,5.6,67,245,4,23,52.2,17,3.7,15.3,4.2,98,5.1,497,8,0,
122,Craig Heyward,30,ATL,RB,15,5,19,16,168,10.5,0,8,57.9,25,1.1,11.2,84.2,8.8,72,321,3,16,52.8,34,4.5,21.4,4.8,88,5.6,489,3,0,
123,Willie Jackson,25,JAX,WR,16,2,42,33,486,14.7,3,21,69.0,58,2.1,30.4,78.6,11.6,1,2,0,0,0.0,2,2.0,0.1,0.1,34,14.4,488,3,0,
124,Andre Coleman,24,SDG,WR,16,10,73,36,486,13.5,2,20,45.2,50,2.3,30.4,49.3,6.7,2,0,0,0,0.0,,0.0,0.0,0.1,38,12.8,486,2,4,
125,Jamie Asher,24,WAS,TE,16,12,74,42,481,11.5,4,25,43.2,34,2.6,30.1,56.8,6.5,0,0,0,0,,,,0.0,0.0,42,11.5,481,4,0,
126,Willie Davis,29,HOU,WR,16,14,72,39,464,11.9,6,21,45.8,49,2.4,29.0,54.2,6.4,1,15,0,1,100.0,15,15.0,0.9,0.1,40,12.0,479,6,1,
127,Brian Mitchell,28,WAS,RB,16,2,40,32,286,8.9,0,14,40.0,20,2.0,17.9,80.0,7.2,39,193,0,12,38.5,32,4.9,12.1,2.4,71,6.7,479,0,1,
128,Deion Sanders,29,DAL,RCB/WR,16,15,67,36,475,13.2,1,25,50.7,41,2.3,29.7,53.7,7.1,3,2,0,0,0.0,3,0.7,0.1,0.2,39,12.2,477,1,2,"PB,AP-1"
129,Floyd Turner,30,BAL,WR,11,6,66,38,461,12.1,2,26,50.0,27,3.5,41.9,57.6,7.0,2,12,0,1,100.0,6,6.0,1.1,0.2,40,11.8,473,2,0,
130,Kordell Stewart,24,PIT,QB,16,2,42,17,293,17.2,3,11,26.2,48,1.1,18.3,40.5,7.0,39,171,5,17,53.8,80,4.4,10.7,2.4,56,8.3,464,8,1,
131,Lonnie Johnson,25,BUF,TE,16,15,80,46,457,9.9,0,17,43.8,33,2.9,28.6,57.5,5.7,0,0,0,0,,,,0.0,0.0,46,9.9,457,0,1,
132,Tyrone Wheatley,24,NYG,RB,14,0,17,12,51,4.3,2,5,41.2,13,0.9,3.6,70.6,3.0,112,400,1,21,38.4,37,3.6,28.6,8.0,124,3.6,451,3,6,
133,Kevin Turner,27,PHI,FB,16,12,56,43,409,9.5,1,15,53.6,41,2.7,25.6,76.8,7.3,18,39,0,5,50.0,7,2.2,2.4,1.1,61,7.3,448,1,1,
