,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
35,Michael Pittman Jr.,26,IND,WR,16,15,156,109,1152,10.6,4,53,51.9,75,6.8,72.0,69.9,7.4,0,0,0,0,,,,0.0,0.0,109,10.6,1152,4,2,
36,Davante Adams,31,LVR,WR,17,17,175,103,1144,11.1,8,59,48.6,46,6.1,67.3,58.9,6.5,0,0,0,0,,,,0.0,0.0,103,11.1,1144,8,0,
37,Chuba Hubbard,24,CAR,RB,17,12,44,39,233,6.0,0,9,36.4,25,2.3,13.7,88.6,5.3,238,902,5,59,47.5,22,3.8,53.1,14.0,277,4.1,1135,5,1,
38,Jerome Ford,24,CLE,RB,17,12,63,44,319,7.3,5,16,41.3,50,2.6,18.8,69.8,5.1,204,813,4,33,39.7,69,4.0,47.8,12.0,248,4.6,1132,9,1,
39,David Montgomery,26,DET,RB,14,14,24,16,117,7.3,0,7,54.2,19,1.1,8.4,66.7,4.9,219,1015,13,59,54.8,75,4.6,72.5,15.6,235,4.8,1132,13,2,
40,Chris Olave,23,NOR,WR,16,11,138,87,1123,12.9,5,57,53.6,51,5.4,70.2,63.0,8.1,0,0,0,0,,,,0.0,0.0,87,12.9,1123,5,0,
41,Deebo Samuel,27,SFO,WR,15,15,89,60,892,14.9,7,34,56.2,54,4.0,59.5,67.4,10.0,37,225,5,13,67.6,23,6.1,15.0,2.5,97,11.5,1117,12,1,
42,D.K. Metcalf,26,SEA,WR,16,16,119,66,1114,16.9,8,52,51.3,73,4.1,69.6,55.5,9.4,0,0,0,0,,,,0.0,0.0,66,16.9,1114,8,0,PB
43,Josh Jacobs,25,LVR,RB,13,13,54,37,296,8.0,0,15,55.6,21,2.8,22.8,68.5,5.5,233,805,6,34,45.9,63,3.5,61.9,17.9,270,4.1,1101,6,3,
44,Brian Robinson Jr.,24,WAS,RB,15,15,43,36,368,10.2,4,15,53.5,51,2.4,24.5,83.7,8.6,178,733,5,47,47.8,29,4.1,48.9,11.9,214,5.1,1101,9,4,
45,Devin Singletary,26,HOU,RB,17,10,38,30,193,6.4,0,7,36.8,41,1.8,11.4,78.9,5.1,216,898,4,41,47.7,24,4.2,52.8,12.7,246,4.4,1091,4,1,
46,DeAndre Hopkins,31,TEN,WR,17,16,137,75,1057,14.1,7,48,43.8,61,4.4,62.2,54.7,7.7,2,9,0,0,100.0,5,4.5,0.5,0.1,77,13.8,1066,7,0,
47,DeVonta Smith,25,PHI,WR,16,16,112,81,1066,13.2,7,47,55.4,63,5.1,66.6,72.3,9.5,0,0,0,0,,,,0.0,0.0,81,13.2,1066,7,1,
48,Austin Ekeler,28,LAC,RB,14,14,74,51,436,8.5,1,20,43.2,39,3.6,31.1,68.9,5.9,179,628,5,34,47.5,55,3.5,44.9,12.8,230,4.6,1064,6,5,
49,Chris Godwin,27,TAM,WR,17,17,130,83,1024,12.3,2,53,50.0,47,4.9,60.2,63.8,7.9,4,38,1,3,75.0,19,9.5,2.2,0.2,87,12.2,1062,3,0,
50,Justin Jefferson,24,MIN,WR,10,9,100,68,1074,15.8,5,51,61.0,52,6.8,107.4,68.0,10.7,1,-12,0,0,0.0,-12,-12.0,-1.2,0.1,69,15.4,1062,5,1,
51,Garrett Wilson,23,NYJ,WR,17,17,168,95,1042,11.0,3,47,44.0,68,5.6,61.3,56.5,6.2,4,0,0,1,50.0,,0.0,0.0,0.2,99,10.5,1042,3,2,
52,Calvin Ridley,29,JAX,WR,17,17,136,76,1016,13.4,8,49,48.5,59,4.5,59.8,55.9,7.5,9,23,0,3,33.3,18,2.6,1.4,0.5,85,12.2,1039,8,1,AP CPoY-7
53,Jaylen Waddle,25,MIA,WR,14,14,104,72,1014,14.1,4,47,58.7,60,5.1,72.4,69.2,9.8,3,12,0,1,33.3,12,4.0,0.9,0.2,75,13.7,1026,4,0,
54,George Kittle,30,SFO,TE,16,16,90,65,1020,15.7,6,42,60.0,66,4.1,63.8,72.2,11.3,1,2,0,1,100.0,2,2.0,0.1,0.1,66,15.5,1022,6,0,"PB,AP-1"
55,Adam Thielen,33,CAR,WR,17,17,137,103,1014,9.8,4,56,58.4,32,6.1,59.6,75.2,7.4,1,6,0,0,100.0,6,6.0,0.4,0.1,104,9.8,1020,4,2,
56,Terry McLaurin,28,WAS,WR,17,17,132,79,1002,12.7,4,47,49.2,48,4.6,58.9,59.8,7.6,0,0,0,0,,,,0.0,0.0,79,12.7,1002,4,0,
57,Javonte Williams,23,DEN,RB,16,13,58,47,228,4.9,2,10,48.3,18,2.9,14.3,81.0,3.9,217,774,3,41,40.6,21,3.6,48.4,13.6,264,3.8,1002,5,1,
58,De'Von Achane,22,MIA,RB,11,4,37,27,197,7.3,3,10,48.6,23,2.5,17.9,73.0,5.3,103,800,8,30,54.4,76,7.8,72.7,9.4,130,7.7,997,11,1,
59,Gus Edwards,28,BAL,RB,17,9,13,12,180,15.0,0,5,69.2,80,0.7,10.6,92.3,13.8,198,810,13,49,54.0,42,4.1,47.6,11.6,210,4.7,990,13,3,
60,Zack Moss,26,IND,RB,14,8,37,27,192,7.1,2,10,35.1,26,1.9,13.7,73.0,5.2,183,794,5,43,49.2,56,4.3,56.7,13.1,210,4.7,986,7,0,
61,Travis Kelce,34,KAN,TE,15,15,121,93,984,10.6,5,50,62.0,53,6.2,65.6,76.9,8.1,0,0,0,0,,,,0.0,0.0,93,10.6,984,5,1,PB
62,Evan Engram,29,JAX,TE,17,15,143,114,963,8.4,4,47,53.1,34,6.7,56.6,79.7,6.7,0,0,0,0,,,,0.0,0.0,114,8.4,963,4,3,PB
63,T.J. Hockenson,26,MIN,TE,15,11,127,95,960,10.1,5,48,53.5,29,6.3,64.0,74.8,7.6,0,0,0,0,,,,0.0,0.0,95,10.1,960,5,1,
64,Ezekiel Elliott,28,NWE,RB,17,5,65,51,313,6.1,2,12,40.0,23,3.0,18.4,78.5,4.8,184,642,3,33,45.1,17,3.5,37.8,10.8,235,4.1,955,5,2,
65,Rashee Rice,23,KAN,WR,16,8,102,79,938,11.9,7,44,61.8,67,4.9,58.6,77.5,9.2,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,80,11.7,935,7,2,AP ORoY-6
66,Zay Flowers,23,BAL,WR,16,16,108,77,858,11.1,5,41,55.6,75,4.8,53.6,71.3,7.9,8,56,1,1,50.0,37,7.0,3.5,0.5,85,10.8,914,6,0,AP ORoY-6
67,Jordan Addison,21,MIN,WR,17,14,108,70,911,13.0,10,38,50.0,62,4.1,53.6,64.8,8.4,1,2,0,0,0.0,2,2.0,0.1,0.1,71,12.9,913,10,0,
68,Jayden Reed,23,GNB,WR,16,13,94,64,793,12.4,8,32,51.1,59,4.0,49.6,68.1,8.4,11,119,2,6,54.5,32,10.8,7.4,0.7,75,12.2,912,10,2,AP ORoY-6
69,Drake London,22,ATL,WR,16,16,110,69,905,13.1,2,45,52.7,45,4.3,56.6,62.7,8.2,0,0,0,0,,,,0.0,0.0,69,13.1,905,2,0,
70,Tyler Lockett,31,SEA,WR,17,17,122,79,894,11.3,5,47,58.2,37,4.6,52.6,64.8,7.3,0,0,0,0,,,,0.0,0.0,79,11.3,894,5,0,
71,Jonathan Taylor,24,IND,RB,10,7,23,19,153,8.1,1,5,43.5,40,1.9,15.3,82.6,6.7,169,741,7,42,49.1,49,4.4,74.1,16.9,188,4.8,894,8,1,
72,Sam LaPorta,22,DET,TE,17,14,120,86,889,10.3,10,48,55.8,48,5.1,52.3,71.7,7.4,1,4,0,0,100.0,4,4.0,0.2,0.1,87,10.3,893,10,0,"PB,AP-2,AP ORoY-3"
73,Alexander Mattison,25,MIN,RB,16,13,44,30,192,6.4,3,5,34.1,47,1.9,12.0,68.2,4.4,180,700,0,28,45.0,21,3.9,43.8,11.3,210,4.2,892,3,3,
74,Aaron Jones,29,GNB,RB,11,11,43,30,233,7.8,1,13,39.5,51,2.7,21.2,69.8,5.4,142,656,2,34,62.0,39,4.6,59.6,12.9,172,5.2,889,3,2,
75,David Njoku,27,CLE,TE,16,16,123,81,882,10.9,6,35,43.9,43,5.1,55.1,65.9,7.2,0,0,0,0,,,,0.0,0.0,81,10.9,882,6,2,PB
76,Tyler Allgeier,23,ATL,RB,17,3,23,18,193,10.7,1,6,39.1,75,1.1,11.4,78.3,8.4,186,683,4,39,48.4,31,3.7,40.2,10.9,204,4.3,876,5,0,
77,Rhamondre Stevenson,25,NWE,RB,12,12,51,38,238,6.3,0,8,35.3,34,3.2,19.8,74.5,4.7,156,619,4,36,49.4,64,4.0,51.6,13.0,194,4.4,857,4,1,
78,Tyjae Spears,22,TEN,RB,17,1,70,52,385,7.4,1,17,34.3,48,3.1,22.6,74.3,5.5,100,453,2,24,44.0,23,4.5,26.6,5.9,152,5.5,838,3,1,
79,AJ Dillon,25,GNB,RB,15,6,28,22,223,10.1,0,10,57.1,35,1.5,14.9,78.6,8.0,178,613,2,32,50.0,40,3.4,40.9,11.9,200,4.2,836,2,0,
80,Jakobi Meyers,27,LVR,WR,16,16,106,71,807,11.4,8,46,54.7,33,4.4,50.4,67.0,7.6,4,24,2,3,75.0,17,6.0,1.5,0.3,75,11.1,831,10,0,
81,Trey McBride,24,ARI,TE,17,12,106,81,825,10.2,3,42,57.5,38,4.8,48.5,76.4,7.8,0,0,0,0,,,,0.0,0.0,81,10.2,825,3,1,
82,Lamar Jackson,26,BAL,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,148,821,5,48,54.1,30,5.5,51.3,9.3,148,5.5,821,5,11,"PB,AP-1,AP MVP-1,AP OPoY-4,AP CPoY-9"
83,Christian Kirk,27,JAX,WR,12,12,85,57,787,13.8,3,34,57.6,57,4.8,65.6,67.1,9.3,1,6,0,0,100.0,6,6.0,0.5,0.1,58,13.7,793,3,2,
84,Courtland Sutton,28,DEN,WR,16,14,90,59,772,13.1,10,37,54.4,46,3.7,48.3,65.6,8.6,0,0,0,0,,,,0.0,0.0,59,13.1,772,10,3,
85,Josh Downs,22,IND,WR,17,9,98,68,771,11.3,2,30,50.0,59,4.0,45.4,69.4,7.9,0,0,0,0,,,,0.0,0.0,68,11.3,771,2,0,
86,Darius Slayton,26,NYG,WR,17,13,79,50,770,15.4,4,29,49.4,80,2.9,45.3,63.3,9.7,0,0,0,0,,,,0.0,0.0,50,15.4,770,4,0,
87,Jake Ferguson,24,DAL,TE,17,16,102,71,761,10.7,5,40,55.9,40,4.2,44.8,69.6,7.5,0,0,0,0,,,,0.0,0.0,71,10.7,761,5,0,PB
88,Tank Dell,24,HOU,WR,11,8,75,47,709,15.1,7,34,54.7,68,4.3,64.5,62.7,9.5,11,51,0,3,54.5,13,4.6,4.6,1.0,58,13.1,760,7,1,
89,Jerry Jeudy,24,DEN,WR,16,11,87,54,758,14.0,2,28,46.0,47,3.4,47.4,62.1,8.7,0,0,0,0,,,,0.0,0.0,54,14.0,758,2,1,
90,Rashid Shaheed,25,NOR,WR,15,8,75,46,719,15.6,5,27,46.7,58,3.1,47.9,61.3,9.6,7,37,0,1,85.7,12,5.3,2.5,0.5,53,14.3,756,5,1,"PB,AP-1"
91,Khalil Herbert,25,CHI,RB,12,9,31,20,134,6.7,1,9,41.9,23,1.7,11.2,64.5,4.3,132,611,2,25,49.2,38,4.6,50.9,11.0,152,4.9,745,3,1,
92,Gabriel Davis,24,BUF,WR,17,17,81,45,746,16.6,7,34,53.1,57,2.6,43.9,55.6,9.2,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,46,16.2,744,7,1,
93,Cooper Kupp,30,LAR,WR,12,12,95,59,737,12.5,5,33,49.5,62,4.9,61.4,62.1,7.8,1,-3,0,0,0.0,-3,-3.0,-0.3,0.1,60,12.2,734,5,0,
94,Cole Kmet,24,CHI,TE,17,17,90,73,719,9.8,6,36,62.2,53,4.3,42.3,81.1,8.0,3,2,0,2,66.7,1,0.7,0.1,0.2,76,9.5,721,6,1,
95,Diontae Johnson,27,PIT,WR,13,11,87,51,717,14.1,5,37,52.9,71,3.9,55.2,58.6,8.2,0,0,0,0,,,,0.0,0.0,51,14.1,717,5,1,
96,Samaje Perine,28,DEN,RB,17,1,56,50,455,9.1,0,23,67.9,29,2.9,26.8,89.3,8.1,53,238,1,14,50.9,24,4.5,14.0,3.1,103,6.7,693,1,3,
97,Brandin Cooks,30,DAL,WR,16,15,81,54,657,12.2,8,38,59.3,37,3.4,41.1,66.7,8.1,5,35,0,1,60.0,14,7.0,2.2,0.3,59,11.7,692,8,1,
98,Taysom Hill,33,NOR,TE/QB,16,7,40,33,291,8.8,2,11,57.5,36,2.1,18.2,82.5,7.3,81,401,4,26,64.2,27,5.0,25.1,5.1,114,6.1,692,6,1,
99,Tyler Boyd,29,CIN,WR,17,13,98,67,667,10.0,2,28,46.9,64,3.9,39.2,68.4,6.8,2,11,0,1,100.0,6,5.5,0.6,0.1,69,9.8,678,2,0,
100,Romeo Doubs,23,GNB,WR,17,16,96,59,674,11.4,8,41,51.0,36,3.5,39.6,61.5,7.0,0,0,0,0,,,,0.0,0.0,59,11.4,674,8,1,
101,Dalton Kincaid,24,BUF,TE,16,11,91,73,673,9.2,2,29,61.5,51,4.6,42.1,80.2,7.4,0,0,0,0,,,,0.0,0.0,73,9.2,673,2,1,
102,Zach Charbonnet,22,SEA,RB,16,2,40,33,209,6.3,0,7,45.0,39,2.1,13.1,82.5,5.2,108,462,1,32,49.1,23,4.3,28.9,6.8,141,4.8,671,1,0,
103,Kyle Pitts,23,ATL,TE,17,15,90,53,667,12.6,3,35,52.2,39,3.1,39.2,58.9,7.4,1,-4,0,0,0.0,-4,-4.0,-0.2,0.1,54,12.3,663,3,0,
104,Justin Fields,24,CHI,QB,13,13,0,0,0,,0,0,,,0.0,0.0,,,124,657,4,43,52.4,39,5.3,50.5,9.5,124,5.3,657,4,10,
105,Tee Higgins,24,CIN,WR,12,11,76,42,656,15.6,5,33,53.9,80,3.5,54.7,55.3,8.6,0,0,0,0,,,,0.0,0.0,42,15.6,656,5,0,
106,Antonio Gibson,25,WAS,RB,16,2,59,48,389,8.1,2,19,44.1,41,3.0,24.3,81.4,6.6,65,265,1,13,43.1,16,4.1,16.6,4.1,113,5.8,654,3,4,
107,Curtis Samuel,27,WAS,WR,16,13,91,62,613,9.9,4,26,50.5,37,3.9,38.3,68.1,6.7,7,39,1,4,71.4,15,5.6,2.4,0.4,69,9.4,652,5,0,
108,Elijah Moore,23,CLE,WR,17,12,104,59,640,10.8,2,29,42.3,42,3.5,37.6,56.7,6.2,9,11,0,2,33.3,19,1.2,0.6,0.5,68,9.6,651,2,2,
109,Dalton Schultz,27,HOU,TE,15,8,88,59,635,10.8,5,35,52.3,31,3.9,42.3,67.0,7.2,0,0,0,0,,,,0.0,0.0,59,10.8,635,5,1,
110,Jaxon Smith-Njigba,21,SEA,WR,17,3,93,63,628,10.0,4,29,47.3,35,3.7,36.9,67.7,6.8,0,0,0,0,,,,0.0,0.0,63,10.0,628,4,0,
111,Tyler Conklin,28,NYJ,TE,17,12,87,61,621,10.2,0,27,44.8,37,3.6,36.5,70.1,7.1,1,0,0,0,0.0,,0.0,0.0,0.1,62,10.0,621,0,0,
112,Khalil Shakir,23,BUF,WR,17,10,45,39,611,15.7,2,26,73.3,81,2.3,35.9,86.7,13.6,1,10,0,1,100.0,10,10.0,0.6,0.1,40,15.5,621,2,1,
113,Ty Chandler,25,MIN,RB,17,4,25,21,159,7.6,0,7,48.0,19,1.2,9.4,84.0,6.4,102,461,3,20,45.1,31,4.5,27.1,6.0,123,5.0,620,3,0,
114,Wan'Dale Robinson,22,NYG,WR,15,8,78,60,525,8.8,1,29,53.8,33,4.0,35.0,76.9,6.7,9,87,1,4,66.7,32,9.7,5.8,0.6,69,8.9,612,2,0,
115,Josh Reynolds,28,DET,WR,17,13,64,40,608,15.2,5,32,56.3,33,2.4,35.8,62.5,9.5,0,0,0,0,,,,0.0,0.0,40,15.2,608,5,1,
116,Jalen Hurts,25,PHI,QB,17,17,0,0,0,,0,0,,,0.0,0.0,,,157,605,15,68,61.1,24,3.9,35.6,9.2,157,3.9,605,15,9,PB
117,Demario Douglas,23,NWE,WR,14,7,79,49,561,11.4,0,26,45.6,42,3.5,40.1,62.0,7.1,8,41,0,2,62.5,20,5.1,2.9,0.6,57,10.6,602,0,3,
118,Marquise Brown,26,ARI,WR,14,14,101,51,574,11.3,4,32,42.6,41,3.6,41.0,50.5,5.7,2,23,0,1,50.0,29,11.5,1.6,0.1,53,11.3,597,4,0,
119,Dallas Goedert,28,PHI,TE,14,14,83,59,592,10.0,3,33,60.2,49,4.2,42.3,71.1,7.1,1,1,0,0,0.0,1,1.0,0.1,0.1,60,9.9,593,3,0,
120,Justice Hill,26,BAL,RB,16,5,39,28,206,7.4,1,8,30.8,24,1.8,12.9,71.8,5.3,84,387,3,19,48.8,41,4.6,24.2,5.3,112,5.3,593,4,1,
121,Josh Palmer,24,LAC,WR,10,6,61,38,581,15.3,2,22,47.5,79,3.8,58.1,62.3,9.5,1,6,0,0,100.0,6,6.0,0.6,0.1,39,15.1,587,2,1,
122,Miles Sanders,26,CAR,RB,16,5,41,27,154,5.7,0,8,39.0,14,1.7,9.6,65.9,3.8,129,432,1,24,40.3,48,3.3,27.0,8.1,156,3.8,586,1,2,
123,Jonnu Smith,28,ATL,TE,17,6,70,50,582,11.6,3,26,51.4,60,2.9,34.2,71.4,8.3,1,0,0,0,0.0,,0.0,0.0,0.1,51,11.4,582,3,1,
124,Dontayvion Wicks,22,GNB,WR,15,6,58,39,581,14.9,4,29,62.1,35,2.6,38.7,67.2,10.0,1,1,0,0,0.0,1,1.0,0.1,0.1,40,14.6,582,4,3,
125,Jaleel McLaughlin,23,DEN,RB,17,3,36,31,160,5.2,2,5,38.9,22,1.8,9.4,86.1,4.4,76,410,1,16,53.9,38,5.4,24.1,4.5,107,5.3,570,3,0,
126,Noah Brown,27,HOU,WR,10,7,55,33,567,17.2,2,24,52.7,75,3.3,56.7,60.0,10.3,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,34,16.6,566,2,0,
127,Odell Beckham Jr.,31,BAL,WR,14,6,64,35,565,16.1,3,27,50.0,51,2.5,40.4,54.7,8.8,0,0,0,0,,,,0.0,0.0,35,16.1,565,3,1,
128,Michael Wilson,23,ARI,WR,13,12,58,38,565,14.9,3,29,56.9,69,2.9,43.5,65.5,9.7,0,0,0,0,,,,0.0,0.0,38,14.9,565,3,0,
129,Kalif Raymond,29,DET,WR,17,3,44,35,489,14.0,1,20,65.9,41,2.1,28.8,79.5,11.1,7,75,0,2,71.4,40,10.7,4.4,0.4,42,13.4,564,1,1,
130,Roschon Johnson,22,CHI,RB,15,0,40,34,209,6.1,0,6,27.5,24,2.3,13.9,85.0,5.2,81,352,2,16,43.2,29,4.3,23.5,5.4,115,4.9,561,2,1,
131,Darren Waller,31,NYG,TE,12,11,74,52,552,10.6,1,25,56.8,29,4.3,46.0,70.3,7.5,0,0,0,0,,,,0.0,0.0,52,10.6,552,1,0,
132,Zamir White,24,LVR,RB,17,4,19,15,98,6.5,0,4,52.6,15,0.9,5.8,78.9,5.2,104,451,1,19,51.0,43,4.3,26.5,6.1,119,4.6,549,1,1,
133,Kenneth Gainwell,24,PHI,RB,16,2,37,30,183,6.1,0,11,48.6,19,1.9,11.4,81.1,4.9,84,364,2,19,39.3,32,4.3,22.8,5.3,114,4.8,547,2,3,
134,Mark Andrews,28,BAL,TE,10,9,61,45,544,12.1,6,27,62.3,38,4.5,54.4,73.8,8.9,1,0,0,0,0.0,,0.0,0.0,0.1,46,11.8,544,6,1,
135,K.J. Osborn,26,MIN,WR,16,12,75,48,540,11.3,3,28,45.3,47,3.0,33.8,64.0,7.2,0,0,0,0,,,,0.0,0.0,48,11.3,540,3,1,
136,Chigoziem Okonkwo,24,TEN,TE,17,11,77,54,528,9.8,1,25,48.1,39,3.2,31.1,70.1,6.9,2,6,0,1,50.0,4,3.0,0.4,0.1,56,9.5,534,1,0,
