,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
10,Matt Forte,25,CHI,RB,16,16,70,51,547,10.7,3,21,48.6,89,3.2,34.2,72.9,7.8,237,1069,6,43,40.9,68,4.5,66.8,14.8,288,5.6,1616,9,3,
11,Chris Johnson,25,TEN,RB,16,16,57,44,245,5.6,1,9,29.8,25,2.8,15.3,77.2,4.3,316,1364,11,57,37.3,76,4.3,85.3,19.8,360,4.5,1609,12,3,PB
12,Ahmad Bradshaw,24,NYG,RB,16,11,58,47,314,6.7,0,18,44.8,18,2.9,19.6,81.0,5.4,276,1235,8,53,44.2,48,4.5,77.2,17.3,323,4.8,1549,8,7,
13,Michael Turner,28,ATL,RB,16,15,20,12,85,7.1,0,2,45.0,19,0.8,5.3,60.0,4.3,334,1371,12,75,44.0,55,4.1,85.7,20.9,346,4.2,1456,12,2,"PB,AP-2"
14,Rashard Mendenhall,23,PIT,RB,16,16,34,23,167,7.3,0,6,47.1,24,1.4,10.4,67.6,4.9,324,1273,13,61,40.4,50,3.9,79.6,20.3,347,4.1,1440,13,2,
15,Brandon Lloyd,29,DEN,WR,16,11,153,77,1448,18.8,11,72,49.7,71,4.8,90.5,50.3,9.5,1,-18,0,0,0.0,-18,-18.0,-1.1,0.1,78,18.3,1430,11,0,"PB,AP-2"
16,Roddy White,29,ATL,WR,16,16,179,115,1389,12.1,10,73,54.2,46,7.2,86.8,64.2,7.8,1,3,0,0,0.0,3,3.0,0.2,0.1,116,12.0,1392,10,1,"PB,AP-1,AP OPoY-5"
17,Reggie Wayne,32,IND,WR,16,16,175,111,1355,12.2,6,72,53.1,50,6.9,84.7,63.4,7.7,0,0,0,0,,,,0.0,0.0,111,12.2,1355,6,1,"PB,AP-1"
18,Frank Gore,27,SFO,RB,11,11,72,46,452,9.8,2,15,38.9,41,4.2,41.1,63.9,6.3,203,853,3,42,47.3,64,4.2,77.5,18.5,249,5.2,1305,5,4,
19,Mike Wallace,24,PIT,WR,16,16,98,60,1257,21.0,10,48,53.1,56,3.8,78.6,61.2,12.8,5,39,0,2,60.0,19,7.8,2.4,0.3,65,19.9,1296,10,1,
20,Cedric Benson,28,CIN,RB,16,16,37,28,178,6.4,1,9,45.9,24,1.8,11.1,75.7,4.8,321,1111,7,59,44.2,26,3.5,69.4,20.1,349,3.7,1289,8,7,
21,LaDainian Tomlinson,31,NYJ,RB,15,13,79,52,368,7.1,0,19,45.6,21,3.5,24.5,65.8,4.7,219,914,6,43,43.4,31,4.2,60.9,14.6,271,4.7,1282,6,4,
22,Greg Jennings,27,GNB,WR,16,16,125,76,1265,16.6,12,51,54.4,86,4.8,79.1,60.8,10.1,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,77,16.4,1264,12,2,PB
23,Felix Jones,23,DAL,RB,16,7,52,48,450,9.4,1,11,50.0,71,3.0,28.1,92.3,8.7,185,800,1,41,49.2,34,4.3,50.0,11.6,233,5.4,1250,2,2,
24,Andre Johnson,29,HOU,WR,13,13,138,86,1216,14.1,8,59,54.3,60,6.6,93.5,62.3,8.8,2,10,0,1,50.0,7,5.0,0.8,0.2,88,13.9,1226,8,1,PB
25,Dwayne Bowe,26,KAN,WR,16,16,133,72,1162,16.1,15,55,50.4,75,4.5,72.6,54.1,8.7,1,4,0,0,0.0,4,4.0,0.3,0.1,73,16.0,1166,15,1,"PB,AP-2"
26,DeSean Jackson,24,PHI,WR,14,14,95,47,1056,22.5,6,32,43.2,91,3.4,75.4,49.5,11.1,16,104,1,5,50.0,31,6.5,7.4,1.1,63,18.4,1160,7,4,"PB,AP OPoY-5"
27,Calvin Johnson,25,DET,WR,15,15,137,77,1120,14.5,12,54,49.6,87,5.1,74.7,56.2,8.2,4,32,0,2,50.0,15,8.0,2.1,0.3,81,14.2,1152,12,1,"PB,AP-2"
28,Knowshon Moreno,23,DEN,RB,13,13,48,37,372,10.1,3,15,50.0,45,2.8,28.6,77.1,7.8,182,779,5,35,43.4,35,4.3,59.9,14.0,219,5.3,1151,8,3,
29,Fred Jackson,29,BUF,RB,16,13,54,31,215,6.9,2,9,25.9,65,1.9,13.4,57.4,4.0,222,927,5,40,46.8,39,4.2,57.9,13.9,253,4.5,1142,7,5,
30,Larry Fitzgerald,27,ARI,WR,16,15,173,90,1137,12.6,6,58,44.5,41,5.6,71.1,52.0,6.6,0,0,0,0,,,,0.0,0.0,90,12.6,1137,6,0,PB
31,Miles Austin,26,DAL,WR,16,16,119,69,1041,15.1,7,46,52.9,69,4.3,65.1,58.0,8.7,7,93,1,3,57.1,60,13.3,5.8,0.4,76,14.9,1134,8,1,PB
32,Santana Moss,31,WAS,WR,16,16,145,93,1115,12.0,6,61,53.8,56,5.8,69.7,64.1,7.7,5,-6,0,2,40.0,7,-1.2,-0.4,0.3,98,11.3,1109,6,3,
33,BenJarvus Green-Ellis,25,NWE,RB,16,11,16,12,85,7.1,0,5,62.5,16,0.8,5.3,75.0,5.3,229,1008,13,65,54.1,33,4.4,63.0,14.3,241,4.5,1093,13,0,
34,Stevie Johnson,24,BUF,WR,16,13,141,82,1073,13.1,10,61,50.4,45,5.1,67.1,58.2,7.6,0,0,0,0,,,,0.0,0.0,82,13.1,1073,10,1,
35,Hakeem Nicks,22,NYG,WR,13,12,128,79,1052,13.3,11,45,53.9,46,6.1,80.9,61.7,8.2,0,0,0,0,,,,0.0,0.0,79,13.3,1052,11,1,
36,Brandon Jackson,25,GNB,RB,16,13,50,43,342,8.0,1,18,58.0,37,2.7,21.4,86.0,6.8,190,703,3,30,42.1,71,3.7,43.9,11.9,233,4.5,1045,4,1,
37,Jahvid Best,21,DET,RB,16,9,80,58,487,8.4,2,15,37.5,75,3.6,30.4,72.5,6.1,171,555,4,25,35.7,45,3.2,34.7,10.7,229,4.6,1042,6,1,
38,Marques Colston,27,NOR,WR,15,11,131,84,1023,12.2,7,57,58.8,43,5.6,68.2,64.1,7.8,1,1,0,0,0.0,1,1.0,0.1,0.1,85,12.0,1024,7,0,
39,LeGarrette Blount,24,TAM,RB,13,7,7,5,14,2.8,0,0,14.3,7,0.4,1.1,71.4,2.0,201,1007,6,38,43.8,53,5.0,77.5,15.5,206,5.0,1021,6,4,AP CPoY-7
40,Thomas Jones,32,KAN,RB,16,10,20,14,122,8.7,0,8,50.0,20,0.9,7.6,70.0,6.1,245,896,6,39,41.6,70,3.7,56.0,15.3,259,3.9,1018,6,3,
41,Brandon Marshall,26,MIA,WR,14,14,146,86,1014,11.8,3,56,51.4,46,6.1,72.4,58.9,6.9,2,3,0,0,50.0,4,1.5,0.2,0.1,88,11.6,1017,3,2,
42,Jason Witten,28,DAL,TE,16,16,128,94,1002,10.7,9,42,53.9,33,5.9,62.6,73.4,7.8,0,0,0,0,,,,0.0,0.0,94,10.7,1002,9,1,"PB,AP-1"
43,Jeremy Maclin,22,PHI,WR,16,16,115,70,964,13.8,10,40,48.7,83,4.4,60.3,60.9,8.4,3,36,0,3,100.0,14,12.0,2.3,0.2,73,13.7,1000,10,1,
44,Terrell Owens,37,CIN,WR,14,11,139,72,983,13.7,9,47,44.6,78,5.1,70.2,51.8,7.1,0,0,0,0,,,,0.0,0.0,72,13.7,983,9,0,
45,Ronnie Brown,29,MIA,RB,16,16,43,33,242,7.3,0,13,44.2,24,2.1,15.1,76.7,5.6,200,734,5,40,41.5,51,3.7,45.9,12.5,233,4.2,976,5,3,
46,Percy Harvin,22,MIN,WR,14,13,109,71,868,12.2,5,40,49.5,53,5.1,62.0,65.1,8.0,18,107,1,7,61.1,17,5.9,7.6,1.3,89,11.0,975,6,1,
47,Mike Williams,23,TAM,WR,16,16,129,65,964,14.8,11,44,42.6,58,4.1,60.3,50.4,7.5,0,0,0,0,,,,0.0,0.0,65,14.8,964,11,3,AP ORoY-2
48,Johnny Knox,24,CHI,WR,16,16,100,51,960,18.8,5,43,47.0,67,3.2,60.0,51.0,9.6,1,2,0,0,0.0,2,2.0,0.1,0.1,52,18.5,962,5,1,
49,Mike Tolbert,25,SDG,RB,15,4,29,25,216,8.6,0,8,62.1,28,1.7,14.4,86.2,7.4,182,735,11,43,49.5,36,4.0,49.0,12.1,207,4.6,951,11,5,
50,Mario Manningham,24,NYG,WR,16,8,93,60,944,15.7,9,28,50.5,92,3.8,59.0,64.5,10.2,1,2,0,0,0.0,2,2.0,0.1,0.1,61,15.5,946,9,1,
51,Mike Thomas,23,JAX,WR,16,11,102,66,820,12.4,4,38,51.0,50,4.1,51.3,64.7,8.0,12,114,0,5,58.3,33,9.5,7.1,0.8,78,12.0,934,4,3,
52,Danny Woodhead,25,NWE,RB,14,3,44,34,379,11.1,1,15,47.7,50,2.4,27.1,77.3,8.6,97,547,5,24,53.6,36,5.6,39.1,6.9,131,7.1,926,6,1,
53,Vernon Davis,26,SFO,TE,16,16,93,56,914,16.3,7,35,49.5,66,3.5,57.1,60.2,9.8,0,0,0,0,,,,0.0,0.0,56,16.3,914,7,0,
54,Braylon Edwards,27,NYJ,WR,16,15,101,53,904,17.1,7,40,45.5,74,3.3,56.5,52.5,9.0,1,4,0,0,100.0,4,4.0,0.3,0.1,54,16.8,908,7,1,
55,Shonn Greene,25,NYJ,RB,15,2,24,16,120,7.5,0,9,58.3,15,1.1,8.0,66.7,5.0,185,766,2,41,53.0,23,4.1,51.1,12.3,201,4.4,886,2,3,
56,Brandon Jacobs,28,NYG,RB,16,5,13,7,59,8.4,0,2,38.5,22,0.4,3.7,53.8,4.5,147,823,9,38,51.7,73,5.6,51.4,9.2,154,5.7,882,9,2,
57,Marshawn Lynch,24,2TM,RB,16,14,26,22,145,6.6,0,5,65.4,22,1.4,9.1,84.6,5.6,202,737,6,38,44.1,39,3.6,46.1,12.6,224,3.9,882,6,4,
57,Marshawn Lynch,24,BUF,RB,4,3,1,1,7,7.0,0,0,100.0,7,0.3,1.8,100.0,7.0,37,164,0,9,45.9,17,4.4,41.0,9.3,38,4.5,171,0,1,
57,Marshawn Lynch,24,SEA,RB,12,11,25,21,138,6.6,0,5,64.0,22,1.8,11.5,84.0,5.5,165,573,6,29,43.6,39,3.5,47.8,13.8,186,3.8,711,6,3,
58,Jabar Gaffney,30,DEN,WR,16,11,112,65,875,13.5,2,41,50.0,50,4.1,54.7,58.0,7.8,0,0,0,0,,,,0.0,0.0,65,13.5,875,2,1,
59,Jonathan Stewart,23,CAR,RB,14,7,14,8,103,12.9,1,2,35.7,55,0.6,7.4,57.1,7.4,178,770,2,32,36.0,48,4.3,55.0,12.7,186,4.7,873,3,4,
60,Tim Hightower,24,ARI,RB,16,13,42,21,136,6.5,0,7,21.4,20,1.3,8.5,50.0,3.2,153,736,5,32,40.5,80,4.8,46.0,9.6,174,5.0,872,5,5,
61,Anthony Armstrong,27,WAS,WR,15,11,86,44,871,19.8,3,32,44.2,76,2.9,58.1,51.2,10.1,0,0,0,0,,,,0.0,0.0,44,19.8,871,3,1,
62,Ryan Torain,24,WAS,RB,10,8,27,18,125,6.9,2,6,40.7,20,1.8,12.5,66.7,4.6,164,742,4,35,42.1,54,4.5,74.2,16.4,182,4.8,867,6,2,
63,Michael Bush,26,OAK,RB,14,3,24,18,194,10.8,0,11,58.3,55,1.3,13.9,75.0,8.1,158,655,8,32,44.3,30,4.1,46.8,11.3,176,4.8,849,8,0,
64,Chris Cooley,28,WAS,TE,16,16,126,77,849,11.0,3,40,49.2,35,4.8,53.1,61.1,6.7,0,0,0,0,,,,0.0,0.0,77,11.0,849,3,3,
65,Wes Welker,29,NWE,WR,15,11,123,86,848,9.9,7,47,57.7,35,5.7,56.5,69.9,6.9,0,0,0,0,,,,0.0,0.0,86,9.9,848,7,1,"PB,AP CPoY-4"
66,Anquan Boldin,30,BAL,WR,16,16,109,64,837,13.1,7,43,51.4,61,4.0,52.3,58.7,7.7,2,2,0,1,0.0,3,1.0,0.1,0.1,66,12.7,839,7,1,
67,Chad Johnson,32,CIN,WR,14,12,126,67,831,12.4,4,47,51.6,42,4.8,59.4,53.2,6.6,0,0,0,0,,,,0.0,0.0,67,12.4,831,4,0,
68,Ryan Mathews,23,SDG,RB,12,9,26,22,145,6.6,0,7,50.0,17,1.8,12.1,84.6,5.6,158,678,7,25,44.3,31,4.3,56.5,13.2,180,4.6,823,7,5,
69,Deion Branch,31,2TM,WR,15,12,92,61,818,13.4,6,43,60.9,79,4.1,54.5,66.3,8.9,0,0,0,0,,,,0.0,0.0,61,13.4,818,6,1,
69,Deion Branch,31,SEA,WR,4,3,18,13,112,8.6,1,7,61.1,41,3.3,28.0,72.2,6.2,0,0,0,0,,,,0.0,0.0,13,8.6,112,1,1,
69,Deion Branch,31,NWE,WR,11,9,74,48,706,14.7,5,36,60.8,79,4.4,64.2,64.9,9.5,0,0,0,0,,,,0.0,0.0,48,14.7,706,5,0,
70,Davone Bess,25,MIA,WR,16,8,125,79,820,10.4,5,42,48.8,29,4.9,51.3,63.2,6.6,2,-3,0,0,0.0,,-1.5,-0.2,0.1,81,10.1,817,5,3,
71,Ricky Williams,33,MIA,RB,16,0,30,19,141,7.4,1,5,40.0,28,1.2,8.8,63.3,4.7,159,673,2,26,49.1,45,4.2,42.1,9.9,178,4.6,814,3,4,
72,Derrick Mason,36,BAL,WR,16,15,100,61,802,13.1,7,44,56.0,42,3.8,50.1,61.0,8.0,0,0,0,0,,,,0.0,0.0,61,13.1,802,7,0,
73,Cadillac Williams,28,TAM,RB,16,9,64,46,355,7.7,1,19,39.1,20,2.9,22.2,71.9,5.5,125,437,2,19,34.4,45,3.5,27.3,7.8,171,4.6,792,3,1,
74,Pierre Garcon,24,IND,WR,14,14,119,67,784,11.7,6,41,52.9,57,4.8,56.0,56.3,6.6,2,6,0,1,50.0,11,3.0,0.4,0.1,69,11.4,790,6,0,
75,Darren Sproles,27,SDG,RB,16,3,75,59,520,8.8,2,25,46.7,57,3.7,32.5,78.7,6.9,50,267,0,10,34.0,34,5.3,16.7,3.1,109,7.2,787,2,3,
76,Antonio Gates,30,SDG,TE,10,10,65,50,782,15.6,10,42,69.2,48,5.0,78.2,76.9,12.0,0,0,0,0,,,,0.0,0.0,50,15.6,782,10,0,"PB,AP-2"
77,Kenny Britt,22,TEN,WR,12,7,73,42,775,18.5,9,33,53.4,80,3.5,64.6,57.5,10.6,0,0,0,0,,,,0.0,0.0,42,18.5,775,9,1,
78,Justin Forsett,25,SEA,RB,16,5,51,33,252,7.6,0,10,39.2,21,2.1,15.8,64.7,4.9,118,523,2,24,37.3,32,4.4,32.7,7.4,151,5.1,775,2,0,
79,Danny Amendola,25,STL,WR,16,6,123,85,689,8.1,3,35,50.4,36,5.3,43.1,69.1,5.6,7,81,0,4,71.4,30,11.6,5.1,0.4,92,8.4,770,3,2,
80,Santonio Holmes,26,NYJ,WR,12,10,96,52,746,14.3,6,35,46.9,52,4.3,62.2,54.2,7.8,2,17,0,0,50.0,14,8.5,1.4,0.2,54,14.1,763,6,2,
81,Lance Moore,27,NOR,WR,16,1,94,66,763,11.6,8,40,60.6,80,4.1,47.7,70.2,8.1,0,0,0,0,,,,0.0,0.0,66,11.6,763,8,2,
82,Mike Goodson,23,CAR,RB,16,3,57,40,310,7.8,0,15,36.8,32,2.5,19.4,70.2,5.4,103,452,3,20,40.8,45,4.4,28.3,6.4,143,5.3,762,3,6,
83,Ben Watson,30,CLE,TE,16,16,102,68,763,11.2,3,39,53.9,44,4.3,47.7,66.7,7.5,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,69,11.0,762,3,0,
84,Steve Breaston,27,ARI,WR,13,11,87,47,718,15.3,1,32,44.8,37,3.6,55.2,54.0,8.3,3,35,0,2,66.7,17,11.7,2.7,0.2,50,15.1,753,1,0,
85,Hines Ward,34,PIT,WR,16,15,95,59,755,12.8,5,35,51.6,43,3.7,47.2,62.1,7.9,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,60,12.6,753,5,1,
86,Mike Williams,26,SEA,WR,14,13,110,65,751,11.6,2,41,47.3,68,4.6,53.6,59.1,6.8,1,0,0,0,0.0,,0.0,0.0,0.1,66,11.4,751,2,0,AP CPoY-2
87,Michael Crabtree,23,SFO,WR,16,15,101,55,741,13.5,6,40,44.6,60,3.4,46.3,54.5,7.3,0,0,0,0,,,,0.0,0.0,55,13.5,741,6,0,
88,Chris Ivory,22,NOR,RB,12,4,1,1,17,17.0,0,1,100.0,17,0.1,1.4,100.0,17.0,137,716,5,44,58.4,55,5.2,59.7,11.4,138,5.3,733,5,4,
89,Kellen Winslow,27,TAM,TE,16,11,98,66,730,11.1,5,36,52.0,41,4.1,45.6,67.3,7.4,0,0,0,0,,,,0.0,0.0,66,11.1,730,5,1,
90,Brandon Pettigrew,25,DET,TE,16,16,111,71,722,10.2,4,33,49.5,35,4.4,45.1,64.0,6.5,0,0,0,0,,,,0.0,0.0,71,10.2,722,4,0,
91,Malcom Floyd,29,SDG,WR,11,9,77,37,717,19.4,6,33,45.5,55,3.4,65.2,48.1,9.3,0,0,0,0,,,,0.0,0.0,37,19.4,717,6,1,
92,Josh Morgan,25,SFO,WR,16,11,80,44,698,15.9,2,27,46.3,65,2.8,43.6,55.0,8.7,2,17,0,2,100.0,13,8.5,1.1,0.1,46,15.5,715,2,2,
93,Nate Burleson,29,DET,WR,14,14,86,55,625,11.4,6,29,52.3,58,3.9,44.6,64.0,7.3,7,81,0,4,71.4,25,11.6,5.8,0.5,62,11.4,706,6,2,
94,Donald Brown,23,IND,RB,13,8,28,20,205,10.3,0,9,57.1,25,1.5,15.8,71.4,7.3,129,497,2,27,43.4,49,3.9,38.2,9.9,149,4.7,702,2,0,
95,Marcedes Lewis,26,JAX,TE,16,16,89,58,700,12.1,10,37,52.8,42,3.6,43.8,65.2,7.9,0,0,0,0,,,,0.0,0.0,58,12.1,700,10,2,PB
96,Eddie Royal,24,DEN,WR,16,10,105,59,627,10.6,3,32,41.9,41,3.7,39.2,56.2,6.0,6,61,0,4,66.7,20,10.2,3.8,0.4,65,10.6,688,3,4,
97,Dustin Keller,26,NYJ,TE,16,13,100,55,687,12.5,5,33,44.0,41,3.4,42.9,55.0,6.9,0,0,0,0,,,,0.0,0.0,55,12.5,687,5,0,
98,Zach Miller,25,OAK,TE,15,15,92,60,685,11.4,5,37,53.3,43,4.0,45.7,65.2,7.4,0,0,0,0,,,,0.0,0.0,60,11.4,685,5,1,PB
99,Rashad Jennings,25,JAX,RB,13,3,35,26,223,8.6,0,8,37.1,25,2.0,17.2,74.3,6.4,84,459,4,24,53.6,74,5.5,35.3,6.5,110,6.2,682,4,0,
100,James Jones,26,GNB,WR,16,3,87,50,679,13.6,5,33,50.6,66,3.1,42.4,57.5,7.8,0,0,0,0,,,,0.0,0.0,50,13.6,679,5,3,
101,Nate Washington,27,TEN,WR,16,16,94,42,687,16.4,6,34,42.6,71,2.6,42.9,44.7,7.3,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,43,15.8,679,6,0,
102,Michael Vick,30,PHI,QB,12,12,0,0,0,,0,0,,,0.0,0.0,,,100,676,9,36,54.0,35,6.8,56.3,8.3,100,6.8,676,9,11,"PB,AP OPoY-2,AP CPoY-1"
103,Tony Gonzalez,34,ATL,TE,16,16,108,70,656,9.4,6,40,52.8,34,4.4,41.0,64.8,6.1,0,0,0,0,,,,0.0,0.0,70,9.4,656,6,0,PB
104,Robert Meachem,26,NOR,WR,16,7,66,44,638,14.5,5,27,56.1,55,2.8,39.9,66.7,9.7,4,14,0,1,50.0,8,3.5,0.9,0.3,48,13.6,652,5,0,
105,Louis Murphy,23,OAK,WR,14,9,78,41,609,14.9,2,28,43.6,70,2.9,43.5,52.6,7.8,1,43,0,1,100.0,43,43.0,3.1,0.1,42,15.5,652,2,2,
106,Austin Collie,25,IND,WR,9,6,71,58,649,11.2,8,32,71.8,73,6.4,72.1,81.7,9.1,0,0,0,0,,,,0.0,0.0,58,11.2,649,8,1,
107,Brandon Gibson,23,STL,WR,14,12,91,53,620,11.7,2,32,48.4,41,3.8,44.3,58.2,6.8,3,28,0,2,66.7,14,9.3,2.0,0.2,56,11.6,648,2,0,
108,Brian Hartline,24,MIA,WR,12,11,73,43,615,14.3,1,27,52.1,54,3.6,51.3,58.9,8.4,2,27,0,1,50.0,30,13.5,2.3,0.2,45,14.3,642,1,1,
109,Jacob Tamme,25,IND,TE,16,8,93,67,631,9.4,4,35,61.3,30,4.2,39.4,72.0,6.8,0,0,0,0,,,,0.0,0.0,67,9.4,631,4,0,
110,Jason Snelling,27,ATL,RB,14,0,51,44,303,6.9,3,13,39.2,28,3.1,21.6,86.3,5.9,87,324,2,20,42.5,30,3.7,23.1,6.2,131,4.8,627,5,2,
111,Jacoby Ford,23,OAK,WR,16,9,54,25,470,18.8,2,19,40.7,52,1.6,29.4,46.3,8.7,10,155,2,7,80.0,71,15.5,9.7,0.6,35,17.9,625,4,3,
112,Kevin Walter,29,HOU,WR,16,16,80,51,621,12.2,5,33,55.0,35,3.2,38.8,63.8,7.8,0,0,0,0,,,,0.0,0.0,51,12.2,621,5,0,
113,Joseph Addai,27,IND,RB,8,7,26,19,124,6.5,0,5,42.3,15,2.4,15.5,73.1,4.8,116,495,4,32,53.4,46,4.3,61.9,14.5,135,4.6,619,4,2,
114,Aaron Hernandez,21,NWE,TE,14,7,64,45,563,12.5,6,27,54.7,46,3.2,40.2,70.3,8.8,3,47,0,3,100.0,18,15.7,3.4,0.2,48,12.7,610,6,0,
115,Jordan Shipley,25,CIN,WR,15,4,74,52,600,11.5,3,31,52.7,64,3.5,40.0,70.3,8.1,0,0,0,0,,,,0.0,0.0,52,11.5,600,3,0,
116,Todd Heap,30,BAL,TE,13,13,64,40,599,15.0,5,30,54.7,65,3.1,46.1,62.5,9.4,0,0,0,0,,,,0.0,0.0,40,15.0,599,5,1,
117,Jordy Nelson,25,GNB,WR,16,4,64,45,582,12.9,2,25,62.5,80,2.8,36.4,70.3,9.1,0,0,0,0,,,,0.0,0.0,45,12.9,582,2,3,
118,Lee Evans,29,BUF,WR,13,13,84,37,578,15.6,4,26,39.3,54,2.8,44.5,44.0,6.9,0,0,0,0,,,,0.0,0.0,37,15.6,578,4,2,
119,Jason Avant,27,PHI,WR,16,3,76,51,573,11.2,1,29,60.5,34,3.2,35.8,67.1,7.5,0,0,0,0,,,,0.0,0.0,51,11.2,573,1,0,
120,Earl Bennett,23,CHI,WR,14,3,71,46,561,12.2,3,27,50.7,48,3.3,40.1,64.8,7.9,2,9,0,1,50.0,5,4.5,0.6,0.1,48,11.9,570,3,1,
121,Keiland Williams,24,WAS,RB,15,3,58,39,309,7.9,2,11,34.5,36,2.6,20.6,67.2,5.3,65,261,3,14,52.3,32,4.0,17.4,4.3,104,5.5,570,5,1,
122,Jacoby Jones,26,HOU,WR,15,7,78,51,562,11.0,3,30,51.3,47,3.4,37.5,65.4,7.2,2,7,0,1,50.0,10,3.5,0.5,0.1,53,10.7,569,3,1,
123,Donald Driver,35,GNB,WR,15,15,85,51,565,11.1,4,30,49.4,61,3.4,37.7,60.0,6.6,0,0,0,0,,,,0.0,0.0,51,11.1,565,4,1,PB
124,Steve Smith Sr.,31,CAR,WR,14,14,100,46,554,12.0,2,24,37.0,39,3.3,39.6,46.0,5.5,1,9,0,1,100.0,9,9.0,0.6,0.1,47,12.0,563,2,3,
125,Mike Sims-Walker,26,JAX,WR,14,13,80,43,562,13.1,7,32,52.5,39,3.1,40.1,53.8,7.0,0,0,0,0,,,,0.0,0.0,43,13.1,562,7,1,
126,Dez Bryant,22,DAL,WR,12,2,73,45,561,12.5,6,23,45.2,46,3.8,46.8,61.6,7.7,1,0,0,0,0.0,,0.0,0.0,0.1,46,12.2,561,6,1,
127,Tony Moeaki,23,KAN,TE,15,15,73,47,556,11.8,3,31,53.4,34,3.1,37.1,64.4,7.6,0,0,0,0,,,,0.0,0.0,47,11.8,556,3,0,
128,Rob Gronkowski,21,NWE,TE,16,11,59,42,546,13.0,10,30,64.4,28,2.6,34.1,71.2,9.3,0,0,0,0,,,,0.0,0.0,42,13.0,546,10,1,
129,Kevin Boss,26,NYG,TE,15,13,70,35,531,15.2,5,20,40.0,54,2.3,35.4,50.0,7.6,0,0,0,0,,,,0.0,0.0,35,15.2,531,5,1,
130,Visanthe Shiancoe,30,MIN,TE,16,9,79,47,530,11.3,2,20,46.8,33,2.9,33.1,59.5,6.7,0,0,0,0,,,,0.0,0.0,47,11.3,530,2,0,
131,Roy Williams,29,DAL,WR,15,9,64,37,530,14.3,5,24,50.0,63,2.5,35.3,57.8,8.3,0,0,0,0,,,,0.0,0.0,37,14.3,530,5,3,
132,Steve Smith,25,NYG,WR,9,7,75,48,529,11.0,3,26,57.3,45,5.3,58.8,64.0,7.1,0,0,0,0,,,,0.0,0.0,48,11.0,529,3,0,
133,Anthony Fasano,26,MIA,TE,15,15,60,39,528,13.5,4,29,56.7,31,2.6,35.2,65.0,8.8,0,0,0,0,,,,0.0,0.0,39,13.5,528,4,0,
134,Brandon LaFell,24,CAR,WR,14,2,77,38,468,12.3,1,23,39.0,44,2.7,33.4,49.4,6.1,1,60,0,1,100.0,60,60.0,4.3,0.1,39,13.5,528,1,0,
