,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
137,Mark Carrier,32,CAR,WR,9,6,51,33,436,13.2,2,26,64.7,36,3.7,48.4,64.7,8.5,0,0,0,0,,,,0.0,0.0,33,13.2,436,2,1,
138,Scott Greene,25,CAR,FB,16,14,58,40,277,6.9,1,13,44.8,25,2.5,17.3,69.0,4.8,45,157,1,16,57.8,10,3.5,9.8,2.8,85,5.1,434,2,1,
139,Horace Copeland,26,TAM,WR,13,11,61,33,431,13.1,1,19,45.9,49,2.5,33.2,54.1,7.1,0,0,0,0,,,,0.0,0.0,33,13.1,431,1,3,
140,Terry Glenn,23,NWE,WR,9,9,49,27,431,16.0,2,17,49.0,50,3.0,47.9,55.1,8.8,0,0,0,0,,,,0.0,0.0,27,16.0,431,2,1,
141,Rodney Thomas,24,TEN,RB,16,1,18,14,111,7.9,0,4,38.9,22,0.9,6.9,77.8,6.2,67,310,3,16,44.8,25,4.6,19.4,4.2,81,5.2,421,3,1,
142,Mark Chmura,28,GNB,TE,15,14,56,38,417,11.0,6,25,58.9,32,2.5,27.8,67.9,7.4,0,0,0,0,,,,0.0,0.0,38,11.0,417,6,1,PB
143,Eddie Kennison,24,STL,WR,14,9,64,25,404,16.2,0,18,37.5,76,1.8,28.9,39.1,6.3,3,13,0,0,66.7,6,4.3,0.9,0.2,28,14.9,417,0,2,
144,David Dunn,25,CIN,WR,14,5,53,27,414,15.3,2,21,49.1,39,1.9,29.6,50.9,7.8,0,0,0,0,,,,0.0,0.0,27,15.3,414,2,1,
145,Tony McGee,26,CIN,TE,16,16,53,34,414,12.2,6,24,56.6,37,2.1,25.9,64.2,7.8,0,0,0,0,,,,0.0,0.0,34,12.2,414,6,0,
146,Zack Crockett,25,IND,FB,16,11,24,15,112,7.5,0,5,41.7,19,0.9,7.0,62.5,4.7,95,300,1,18,46.3,20,3.2,18.8,5.9,110,3.7,412,1,3,
147,Jerris McPhail,25,MIA,RB,14,1,48,34,262,7.7,1,12,41.7,19,2.4,18.7,70.8,5.5,17,146,1,6,52.9,71,8.6,10.4,1.2,51,8.0,408,2,1,
148,Ernie Conwell,25,STL,TE,16,16,60,38,404,10.6,4,20,50.0,46,2.4,25.3,63.3,6.7,0,0,0,0,,,,0.0,0.0,38,10.6,404,4,0,
149,Lamar Thomas,27,MIA,WR,12,6,53,28,402,14.4,2,21,49.1,26,2.3,33.5,52.8,7.6,0,0,0,0,,,,0.0,0.0,28,14.4,402,2,1,
150,Bobby Engram,24,CHI,WR,11,11,75,45,399,8.9,2,22,45.3,23,4.1,36.3,60.0,5.3,0,0,0,0,,,,0.0,0.0,45,8.9,399,2,1,
151,Brett Perriman,32,2TM,WR,13,9,64,25,392,15.7,1,20,35.9,27,1.9,30.2,39.1,6.1,0,0,0,0,,,,0.0,0.0,25,15.7,392,1,0,
151,Brett Perriman,32,KAN,WR,5,4,18,6,83,13.8,0,5,33.3,27,1.2,16.6,33.3,4.6,0,0,0,0,,,,0.0,0.0,6,13.8,83,0,0,
151,Brett Perriman,32,MIA,WR,8,5,46,19,309,16.3,1,15,37.0,26,2.4,38.6,41.3,6.7,0,0,0,0,,,,0.0,0.0,19,16.3,309,1,0,
152,Byron Hanspard,21,ATL,RB,16,0,7,6,53,8.8,1,3,71.4,21,0.4,3.3,85.7,7.6,53,335,0,9,34.0,77,6.3,20.9,3.3,59,6.6,388,1,3,
153,Brent Jones,34,SFO,TE,13,12,47,29,383,13.2,2,20,53.2,33,2.2,29.5,61.7,8.1,0,0,0,0,,,,0.0,0.0,29,13.2,383,2,1,
154,Ken Dilger,26,IND,TE,14,14,36,27,380,14.1,3,16,66.7,43,1.9,27.1,75.0,10.6,0,0,0,0,,,,0.0,0.0,27,14.1,380,3,0,
155,Pete Mitchell,26,JAX,TE,16,12,47,35,380,10.9,4,20,57.4,33,2.2,23.8,74.5,8.1,0,0,0,0,,,,0.0,0.0,35,10.9,380,4,0,
156,Darnell Autry,21,CHI,RB,13,3,14,9,59,6.6,0,2,28.6,14,0.7,4.5,64.3,4.2,112,319,1,13,31.3,17,2.8,24.5,8.6,121,3.1,378,1,2,
157,Andrew Glover,30,MIN,TE,13,11,55,32,378,11.8,3,15,47.3,43,2.5,29.1,58.2,6.9,0,0,0,0,,,,0.0,0.0,32,11.8,378,3,0,
158,Donnell Bennett,25,KAN,RB,14,1,9,7,5,0.7,0,1,11.1,4,0.5,0.4,77.8,0.6,94,369,1,19,53.2,14,3.9,26.4,6.7,101,3.7,374,1,0,
159,Tony Gonzalez,21,KAN,TE,16,0,54,33,368,11.2,2,21,51.9,30,2.1,23.0,61.1,6.8,0,0,0,0,,,,0.0,0.0,33,11.2,368,2,0,
160,Carlester Crumpler,26,SEA,TE,15,12,45,31,361,11.6,1,16,53.3,30,2.1,24.1,68.9,8.0,0,0,0,0,,,,0.0,0.0,31,11.6,361,1,0,
161,Eric Guliford,28,NOR,WR,16,2,58,27,362,13.4,1,20,39.7,47,1.7,22.6,46.6,6.2,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,28,12.9,360,1,2,
162,Bernie Parmalee,30,MIA,RB,16,4,35,28,301,10.8,1,16,65.7,29,1.8,18.8,80.0,8.6,18,59,0,5,38.9,12,3.3,3.7,1.1,46,7.8,360,1,1,
163,Troy Davis,22,NOR,RB,16,7,18,13,85,6.5,0,4,33.3,18,0.8,5.3,72.2,4.7,75,271,0,12,41.3,20,3.6,16.9,4.7,88,4.0,356,0,3,
164,Eric Moulds,24,BUF,WR,16,8,52,29,294,10.1,0,18,42.3,32,1.8,18.4,55.8,5.7,4,59,0,2,75.0,29,14.8,3.7,0.3,33,10.7,353,0,3,
165,Jay Graham,22,BAL,RB,13,3,14,12,51,4.3,0,1,35.7,19,0.9,3.9,85.7,3.6,81,299,2,23,48.1,19,3.7,23.0,6.2,93,3.8,350,2,2,
166,Aaron Bailey,26,IND,WR,13,4,56,26,329,12.7,3,19,42.9,22,2.0,25.3,46.4,5.9,3,20,0,1,66.7,18,6.7,1.5,0.2,29,12.0,349,3,2,
167,Eric Bieniemy,28,CIN,RB,16,0,37,31,249,8.0,0,13,48.6,21,1.9,15.6,83.8,6.7,21,97,1,3,19.0,20,4.6,6.1,1.3,52,6.7,346,1,2,
168,Lonnie Johnson,26,BUF,TE,16,16,63,41,340,8.3,2,15,38.1,62,2.6,21.3,65.1,5.4,1,6,0,0,100.0,6,6.0,0.4,0.1,42,8.2,346,2,2,
169,Tommy Vardell,28,DET,FB,16,10,31,16,218,13.6,0,10,35.5,37,1.0,13.6,51.6,7.0,32,122,6,15,59.4,41,3.8,7.6,2.0,48,7.1,340,6,1,
170,George Jones,24,PIT,RB,16,1,18,16,96,6.0,1,5,38.9,25,1.0,6.0,88.9,5.3,72,235,1,12,27.8,32,3.3,14.7,4.5,88,3.8,331,2,3,
171,Bryan Still,23,SDG,WR,15,4,44,24,324,13.5,0,16,45.5,39,1.6,21.6,54.5,7.4,0,0,0,0,,,,0.0,0.0,24,13.5,324,0,0,
172,Ted Popson,31,KAN,TE,13,12,47,35,320,9.1,2,18,48.9,21,2.7,24.6,74.5,6.8,0,0,0,0,,,,0.0,0.0,35,9.1,320,2,0,
173,Brian Blades,32,SEA,WR,11,3,55,30,319,10.6,2,20,49.1,27,2.7,29.0,54.5,5.8,0,0,0,0,,,,0.0,0.0,30,10.6,319,2,1,
174,Leroy Hoard,29,MIN,RB,12,1,15,11,84,7.6,0,1,46.7,30,0.9,7.0,73.3,5.6,80,235,4,16,40.0,20,2.9,19.6,6.7,91,3.5,319,4,0,
175,Muhsin Muhammad,24,CAR,WR,13,5,62,27,317,11.7,0,20,38.7,38,2.1,24.4,43.5,5.1,0,0,0,0,,,,0.0,0.0,27,11.7,317,0,0,
176,Ronald Moore,27,2TM,RB,13,4,5,4,34,8.5,0,2,80.0,13,0.3,2.6,80.0,6.8,81,278,1,12,33.3,27,3.4,21.4,6.2,85,3.7,312,1,0,
176,Ronald Moore,27,STL,RB,7,2,5,4,34,8.5,0,2,80.0,13,0.6,4.9,80.0,6.8,24,103,1,5,33.3,27,4.3,14.7,3.4,28,4.9,137,1,0,
176,Ronald Moore,27,ARI,RB,6,2,0,0,0,,0,0,,,0.0,0.0,,,57,175,0,7,33.3,16,3.1,29.2,9.5,57,3.1,175,0,0,
177,Charles Evans,30,MIN,FB,16,13,31,21,152,7.2,0,10,48.4,17,1.3,9.5,67.7,4.9,43,157,2,9,55.8,13,3.7,9.8,2.7,64,4.8,309,2,0,
178,Stepfret Williams,24,DAL,WR,16,0,53,30,308,10.3,1,21,47.2,20,1.9,19.3,56.6,5.8,0,0,0,0,,,,0.0,0.0,30,10.3,308,1,0,
179,Leon Johnson,23,NYJ,RB,16,1,21,16,142,8.9,0,9,47.6,20,1.0,8.9,76.2,6.8,48,158,2,13,35.4,20,3.3,9.9,3.0,64,4.7,300,2,5,
180,Tim Biakabutuka,23,CAR,RB,8,2,3,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,75,299,2,12,45.3,26,4.0,37.4,9.4,75,4.0,299,2,1,
181,Derrick Mayes,23,GNB,WR,12,3,34,18,290,16.1,0,13,47.1,74,1.5,24.2,52.9,8.5,0,0,0,0,,,,0.0,0.0,18,16.1,290,0,0,
182,James Hundon,26,CIN,WR,16,0,31,16,285,17.8,2,13,51.6,61,1.0,17.8,51.6,9.2,0,0,0,0,,,,0.0,0.0,16,17.8,285,2,1,
183,Kevin Alexander,22,NYG,WR,14,8,49,18,276,15.3,1,14,28.6,40,1.3,19.7,36.7,5.6,0,0,0,0,,,,0.0,0.0,18,15.3,276,1,0,
184,Fred Baxter,26,NYJ,TE,16,9,35,27,276,10.2,3,14,54.3,37,1.7,17.3,77.1,7.9,0,0,0,0,,,,0.0,0.0,27,10.2,276,3,1,
185,Vincent Brisby,26,NWE,WR,16,4,46,23,276,12.0,2,14,43.5,31,1.4,17.3,50.0,6.0,0,0,0,0,,,,0.0,0.0,23,12.0,276,2,0,
186,Chris Gedney,27,ARI,TE,16,3,28,23,261,11.3,4,12,78.6,37,1.4,16.3,82.1,9.3,1,15,0,1,0.0,15,15.0,0.9,0.1,24,11.5,276,4,1,
187,Lake Dawson,25,KAN,WR,11,11,36,21,273,13.0,2,14,47.2,27,1.9,24.8,58.3,7.6,0,0,0,0,,,,0.0,0.0,21,13.0,273,2,0,
188,Lamont Warren,24,IND,RB,13,0,26,20,192,9.6,0,9,50.0,31,1.5,14.8,76.9,7.4,28,80,2,7,50.0,11,2.9,6.2,2.2,48,5.7,272,2,0,
189,Kevin Williams,26,ARI,WR,16,0,37,20,273,13.7,1,15,48.6,31,1.3,17.1,54.1,7.4,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,21,12.9,271,1,3,
190,Todd Kinchen,28,ATL,WR,16,0,23,16,266,16.6,1,10,60.9,53,1.0,16.6,69.6,11.6,0,0,0,0,,,,0.0,0.0,16,16.6,266,1,5,
191,Keith Crawford,27,STL,WR,15,2,19,11,232,21.1,0,9,57.9,69,0.7,15.5,57.9,12.2,2,32,0,1,100.0,23,16.0,2.1,0.1,13,20.3,264,0,0,
192,David Sloan,25,DET,TE,14,12,49,29,264,9.1,0,7,38.8,25,2.1,18.9,59.2,5.4,0,0,0,0,,,,0.0,0.0,29,9.1,264,0,0,
193,Dave Meggett,31,NWE,RB,16,2,24,19,203,10.7,1,9,41.7,49,1.2,12.7,79.2,8.5,20,60,1,3,30.0,10,3.0,3.8,1.3,39,6.7,263,2,2,
194,Amani Toomer,23,NYG,WR,16,0,37,16,263,16.4,1,13,35.1,56,1.0,16.4,43.2,7.1,0,0,0,0,,,,0.0,0.0,16,16.4,263,1,0,
195,Vaughn Hebron,27,DEN,RB,16,1,5,3,36,12.0,0,2,40.0,21,0.2,2.3,60.0,7.2,49,222,1,12,46.9,46,4.5,13.9,3.1,52,5.0,258,1,1,
196,Mark Brunell,27,JAX,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,48,257,2,16,56.3,15,5.4,18.4,3.4,48,5.4,257,2,4,PB
197,John Farquhar,25,NOR,TE,11,8,26,17,253,14.9,1,10,53.8,42,1.5,23.0,65.4,9.7,0,0,0,0,,,,0.0,0.0,17,14.9,253,1,0,
198,Brian Stablein,27,IND,WR,16,0,31,25,253,10.1,1,13,54.8,30,1.6,15.8,80.6,8.2,0,0,0,0,,,,0.0,0.0,25,10.1,253,1,0,
199,Irving Spikes,27,MIA,RB,12,1,10,7,70,10.0,0,3,70.0,24,0.6,5.8,70.0,7.0,63,180,2,9,33.3,14,2.9,15.0,5.3,70,3.6,250,2,3,
200,Frank Hartley,30,SDG,TE,16,16,38,19,246,12.9,1,13,50.0,35,1.2,15.4,50.0,6.5,0,0,0,0,,,,0.0,0.0,19,12.9,246,1,0,
201,Willie Green,31,DEN,WR,16,1,43,19,240,12.6,2,12,32.6,31,1.2,15.0,44.2,5.6,0,0,0,0,,,,0.0,0.0,19,12.6,240,2,0,
202,Kyle Brady,25,NYJ,TE,16,14,35,22,238,10.8,2,12,54.3,24,1.4,14.9,62.9,6.8,0,0,0,0,,,,0.0,0.0,22,10.8,238,2,1,
203,Dedric Ward,23,NYJ,WR,11,1,24,18,212,11.8,1,10,58.3,33,1.6,19.3,75.0,8.8,2,25,0,1,100.0,21,12.5,2.3,0.2,20,11.9,237,1,1,
204,Jeff Blake,27,CIN,QB,11,11,0,0,0,,0,0,,,0.0,0.0,,,45,234,3,18,57.8,16,5.2,21.3,4.1,45,5.2,234,3,7,
205,Ronnie Harmon,33,2TM,RB,12,0,22,18,197,10.9,0,11,59.1,27,1.5,16.4,81.8,9.0,10,36,0,3,40.0,14,3.6,3.0,0.8,28,8.3,233,0,0,
205,Ronnie Harmon,33,TEN,RB,11,0,20,16,189,11.8,0,10,60.0,27,1.5,17.2,80.0,9.5,8,30,0,2,37.5,14,3.8,2.7,0.7,24,9.1,219,0,0,
205,Ronnie Harmon,33,CHI,RB,1,0,2,2,8,4.0,0,1,50.0,6,2.0,8.0,100.0,4.0,2,6,0,1,50.0,4,3.0,6.0,2.0,4,3.5,14,0,0,
206,David Palmer,25,MIN,WR,16,0,40,26,193,7.4,1,9,37.5,23,1.6,12.1,65.0,4.8,11,36,1,3,45.5,10,3.3,2.3,0.7,37,6.2,229,2,2,
207,David Patten,23,NYG,WR,16,3,34,13,226,17.4,2,9,35.3,40,0.8,14.1,38.2,6.6,1,2,0,0,0.0,2,2.0,0.1,0.1,14,16.3,228,2,2,
208,Richie Anderson,26,NYJ,FB,16,3,34,26,150,5.8,1,6,44.1,19,1.6,9.4,76.5,4.4,21,70,0,4,28.6,19,3.3,4.4,1.3,47,4.7,220,1,2,
209,Willie Jackson,26,JAX,WR,16,1,35,17,206,12.1,2,13,40.0,45,1.1,12.9,48.6,5.9,3,14,0,1,66.7,13,4.7,0.9,0.2,20,11.0,220,2,1,
210,John Elway,37,DEN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,50,218,1,13,42.0,23,4.4,13.6,3.1,50,4.4,218,1,11,PB
211,Jake Plummer,23,ARI,QB,10,9,1,1,2,2.0,0,0,0.0,2,0.1,0.2,100.0,2.0,39,216,2,15,43.6,31,5.5,21.6,3.9,40,5.5,218,2,6,AP ORoY-3
212,Dave Moore,28,TAM,TE,16,7,26,19,217,11.4,4,13,69.2,28,1.2,13.6,73.1,8.3,0,0,0,0,,,,0.0,0.0,19,11.4,217,4,0,
213,O.J. Santiago,23,ATL,TE,11,11,32,17,217,12.8,2,15,50.0,30,1.5,19.7,53.1,6.8,0,0,0,0,,,,0.0,0.0,17,12.8,217,2,1,
214,Harvey Williams,30,OAK,FB,14,6,39,16,147,9.2,2,7,28.2,32,1.1,10.5,41.0,3.8,18,70,3,6,61.1,13,3.9,5.0,1.3,34,6.4,217,5,0,
215,Keith Byars,34,NWE,FB,16,8,40,20,189,9.5,3,8,30.0,51,1.3,11.8,50.0,4.7,11,24,0,4,45.5,5,2.2,1.5,0.7,31,6.9,213,3,1,
216,Darick Holmes,26,BUF,RB,13,0,20,13,106,8.2,0,2,60.0,22,1.0,8.2,65.0,5.3,22,106,2,11,63.6,19,4.8,8.2,1.7,35,6.1,212,2,1,
217,Tony Carter,25,CHI,FB,16,10,38,24,152,6.3,0,11,42.1,19,1.5,9.5,63.2,4.0,9,56,0,3,33.3,16,6.2,3.5,0.6,33,6.3,208,0,0,
218,Jay Riemersma,24,BUF,TE,16,8,40,26,208,8.0,2,7,40.0,22,1.6,13.0,65.0,5.2,0,0,0,0,,,,0.0,0.0,26,8.0,208,2,1,
219,Jim Harbaugh,34,IND,QB,12,11,0,0,0,,0,0,,,0.0,0.0,,,36,206,0,12,52.8,18,5.7,17.2,3.0,36,5.7,206,0,4,
220,Anthony Edwards,31,ARI,WR,16,1,39,20,203,10.2,0,9,35.9,33,1.3,12.7,51.3,5.2,0,0,0,0,,,,0.0,0.0,20,10.2,203,0,0,
221,Steve Young,36,SFO,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,50,199,3,15,36.0,13,4.0,13.3,3.3,50,4.0,199,3,4,"PB,AP-2,AP MVP-4"
222,Jackie Harris,29,TAM,TE,12,11,34,19,197,10.4,1,12,41.2,39,1.6,16.4,55.9,5.8,0,0,0,0,,,,0.0,0.0,19,10.4,197,1,0,
223,Brett Favre,28,GNB,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,58,187,1,16,37.9,16,3.2,11.7,3.6,58,3.2,187,1,7,"PB,AP-1,AP MVP-1,AP OPoY-3"
224,Mark Seay,30,PHI,WR,12,2,21,13,187,14.4,1,12,57.1,38,1.1,15.6,61.9,8.9,0,0,0,0,,,,0.0,0.0,13,14.4,187,1,3,
225,Tony Banks,24,STL,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,47,186,1,9,38.3,23,4.0,11.6,2.9,47,4.0,186,1,15,
226,Erric Pegram,28,2TM,RB,15,0,29,21,90,4.3,0,4,20.7,14,1.4,6.0,72.4,3.1,28,95,2,5,35.7,18,3.4,6.3,1.9,49,3.8,185,2,1,
226,Erric Pegram,28,SDG,RB,4,0,2,2,7,3.5,0,0,0.0,4,0.5,1.8,100.0,3.5,9,23,1,1,33.3,6,2.6,5.8,2.3,11,2.7,30,1,0,
226,Erric Pegram,28,NYG,RB,11,0,27,19,83,4.4,0,4,22.2,14,1.7,7.5,70.4,3.1,19,72,1,4,36.8,18,3.8,6.5,1.7,38,4.1,155,1,1,
227,Ryan Yarborough,26,BAL,WR,16,3,31,16,183,11.4,0,7,38.7,26,1.0,11.4,51.6,5.9,0,0,0,0,,,,0.0,0.0,16,11.4,183,0,3,
228,Will Blackwell,22,PIT,WR,14,0,29,12,168,14.0,1,6,20.7,46,0.9,12.0,41.4,5.8,2,14,0,1,50.0,11,7.0,1.0,0.1,14,13.0,182,1,3,
229,Irv Smith,26,NOR,TE,11,8,36,17,180,10.6,1,8,38.9,25,1.5,16.4,47.2,5.0,0,0,0,0,,,,0.0,0.0,17,10.6,180,1,1,
230,Derrick Mason,23,TEN,WR,16,2,30,14,186,13.3,0,8,36.7,38,0.9,11.6,46.7,6.2,1,-7,0,0,0.0,-7,-7.0,-0.4,0.1,15,11.9,179,0,5,
231,Jimmie Johnson,31,PHI,TE,16,11,24,14,177,12.6,1,8,54.2,28,0.9,11.1,58.3,7.4,0,0,0,0,,,,0.0,0.0,14,12.6,177,1,1,
232,Brian Milne,24,CIN,FB,16,16,32,23,138,6.0,0,7,40.6,20,1.4,8.6,71.9,4.3,13,32,2,3,38.5,5,2.5,2.0,0.8,36,4.7,170,2,0,
233,Daryl Johnston,31,DAL,FB,6,6,29,18,166,9.2,1,8,48.3,21,3.0,27.7,62.1,5.7,2,3,0,1,50.0,3,1.5,0.5,0.3,20,8.5,169,1,1,
234,Herschel Walker,35,DAL,FB,16,6,23,14,149,10.6,2,7,43.5,64,0.9,9.3,60.9,6.5,6,20,0,2,33.3,11,3.3,1.3,0.4,20,8.5,169,2,0,
235,Elvis Grbac,27,KAN,QB,10,10,0,0,0,,0,0,,,0.0,0.0,,,30,168,1,14,56.7,20,5.6,16.8,3.0,30,5.6,168,1,1,
236,Fred Barnett,31,MIA,WR,6,5,45,17,166,9.8,1,10,33.3,20,2.8,27.7,37.8,3.7,0,0,0,0,,,,0.0,0.0,17,9.8,166,1,1,
237,Ron Rivers,26,DET,RB,16,0,0,0,0,,0,0,,,0.0,0.0,,,29,166,1,6,48.3,31,5.7,10.4,1.8,29,5.7,166,1,0,
238,Iheanyi Uwaezuoke,24,SFO,WR,14,0,25,14,165,11.8,0,9,40.0,25,1.0,11.8,56.0,6.6,0,0,0,0,,,,0.0,0.0,14,11.8,165,0,4,
239,Sam Gash,28,NWE,FB,16,5,29,22,154,7.0,3,12,62.1,19,1.4,9.6,75.9,5.3,6,10,0,0,0.0,4,1.7,0.6,0.4,28,5.9,164,3,0,
240,Keith Jennings,31,CHI,TE,12,12,19,14,164,11.7,0,8,57.9,23,1.2,13.7,73.7,8.6,0,0,0,0,,,,0.0,0.0,14,11.7,164,0,0,
241,Bob Christian,29,ATL,FB,16,12,31,22,154,7.0,1,6,54.8,19,1.4,9.6,71.0,5.0,7,8,0,1,14.3,3,1.1,0.5,0.4,29,5.6,162,1,3,
242,Craig Heyward,31,STL,FB,16,12,13,8,77,9.6,0,4,46.2,25,0.5,4.8,61.5,5.9,34,84,1,5,47.1,8,2.5,5.3,2.1,42,3.8,161,1,1,
243,Aaron Hayden,24,GNB,RB,14,0,2,2,11,5.5,0,2,100.0,7,0.1,0.8,100.0,5.5,32,148,1,6,46.9,21,4.6,10.6,2.3,34,4.7,159,1,0,
244,Michael Roan,25,TEN,TE,14,13,24,12,159,13.3,0,8,45.8,26,0.9,11.4,50.0,6.6,0,0,0,0,,,,0.0,0.0,12,13.3,159,0,0,
245,Chris Chandler,32,ATL,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,43,158,0,11,39.5,19,3.7,11.3,3.1,43,3.7,158,0,9,PB
246,Chuck Levy,25,SFO,RB,14,0,9,5,68,13.6,0,3,33.3,30,0.4,4.9,55.6,7.6,16,90,0,4,50.0,24,5.6,6.4,1.1,21,7.5,158,0,1,
247,Michael Haynes,32,ATL,WR,12,0,31,12,154,12.8,1,7,25.8,24,1.0,12.8,38.7,5.0,0,0,0,0,,,,0.0,0.0,12,12.8,154,1,0,
248,Ty Hallock,26,JAX,FB,15,7,23,18,131,7.3,1,6,52.2,23,1.2,8.7,78.3,5.7,4,21,0,2,50.0,11,5.3,1.4,0.3,22,6.9,152,1,0,
249,Howard Cross,30,NYG,TE,16,16,38,21,150,7.1,2,7,39.5,26,1.3,9.4,55.3,3.9,0,0,0,0,,,,0.0,0.0,21,7.1,150,2,1,
250,Marco Battaglia,24,CIN,TE,16,0,22,12,149,12.4,1,6,40.9,34,0.8,9.3,54.5,6.8,0,0,0,0,,,,0.0,0.0,12,12.4,149,1,2,
251,Fabien Bownes,25,CHI,WR,16,0,20,12,146,12.2,0,8,55.0,21,0.8,9.1,60.0,7.3,0,0,0,0,,,,0.0,0.0,12,12.2,146,0,0,
252,Pete Metzelaars,37,DET,TE,16,6,22,17,144,8.5,0,6,59.1,22,1.1,9.0,77.3,6.5,0,0,0,0,,,,0.0,0.0,17,8.5,144,0,0,
253,Tommie Boyd,26,DET,WR,16,1,25,10,142,14.2,0,6,36.0,32,0.6,8.9,40.0,5.7,0,0,0,0,,,,0.0,0.0,10,14.2,142,0,0,
254,Brad Johnson,29,MIN,QB,13,13,1,1,3,3.0,1,1,100.0,3,0.1,0.2,100.0,3.0,35,139,0,13,48.6,28,4.0,10.7,2.7,36,3.9,142,1,4,
255,Tamarick Vanover,23,KAN,WR,16,0,17,7,92,13.1,0,5,35.3,42,0.4,5.8,41.2,5.4,5,50,0,4,100.0,17,10.0,3.1,0.3,12,11.8,142,0,6,
256,Albert Connell,23,WAS,WR,5,1,17,9,138,15.3,2,8,52.9,41,1.8,27.6,52.9,8.1,1,3,0,0,0.0,3,3.0,0.6,0.2,10,14.1,141,2,0,
257,Derek Russell,28,TEN,WR,11,2,37,12,141,11.8,1,8,27.0,23,1.1,12.8,32.4,3.8,0,0,0,0,,,,0.0,0.0,12,11.8,141,1,0,
258,Derek Loville,29,DEN,RB,16,0,2,2,10,5.0,0,0,0.0,7,0.1,0.6,100.0,5.0,25,124,1,6,56.0,17,5.0,7.8,1.6,27,5.0,134,1,1,
259,Vinny Testaverde,34,BAL,QB,13,13,1,1,-4,-4.0,0,0,0.0,-4,0.1,-0.3,100.0,-4.0,34,138,0,12,38.2,16,4.1,10.6,2.6,35,3.8,134,0,11,
260,Rashaan Salaam,23,CHI,RB,3,3,3,2,20,10.0,0,1,33.3,18,0.7,6.7,66.7,6.7,31,112,0,4,32.3,17,3.6,37.3,10.3,33,4.0,132,0,2,
261,Tim Hall,23,OAK,RB,16,0,4,1,9,9.0,0,0,25.0,9,0.1,0.6,25.0,2.3,23,120,0,8,43.5,15,5.2,7.5,1.4,24,5.4,129,0,0,
262,Robb Thomas,31,TAM,WR,16,1,24,13,129,9.9,0,6,45.8,21,0.8,8.1,54.2,5.4,0,0,0,0,,,,0.0,0.0,13,9.9,129,0,0,
263,Randall Cunningham,34,MIN,QB,6,3,0,0,0,,0,0,,,0.0,0.0,,,19,127,0,5,42.1,28,6.7,21.2,3.2,19,6.7,127,0,4,
264,Ernie Mills,29,CAR,WR,10,5,35,11,127,11.5,1,9,28.6,37,1.1,12.7,31.4,3.6,0,0,0,0,,,,0.0,0.0,11,11.5,127,1,0,
265,James Roe,24,BAL,WR,12,4,14,7,124,17.7,0,5,50.0,29,0.6,10.3,50.0,8.9,0,0,0,0,,,,0.0,0.0,7,17.7,124,0,1,
266,David LaFleur,23,DAL,TE,16,5,24,18,122,6.8,2,5,33.3,17,1.1,7.6,75.0,5.1,0,0,0,0,,,,0.0,0.0,18,6.8,122,2,1,
267,Mark Bruener,25,PIT,TE,16,16,30,18,117,6.5,6,10,50.0,18,1.1,7.3,60.0,3.9,0,0,0,0,,,,0.0,0.0,18,6.5,117,6,1,
268,Derrick Fenner,30,OAK,FB,9,7,17,14,92,6.6,0,3,23.5,13,1.6,10.2,82.4,5.4,7,24,0,1,42.9,7,3.4,2.7,0.8,21,5.5,116,0,1,
269,Marcus Pollard,25,IND,TE,16,6,19,10,116,11.6,0,8,52.6,28,0.6,7.3,52.6,6.1,0,0,0,0,,,,0.0,0.0,10,11.6,116,0,0,
270,Kenny Shedd,26,OAK,WR,16,0,18,10,115,11.5,0,7,44.4,19,0.6,7.2,55.6,6.4,0,0,0,0,,,,0.0,0.0,10,11.5,115,0,0,
271,Jeff Thomason,28,GNB,TE,13,1,16,9,115,12.8,1,5,50.0,27,0.7,8.8,56.3,7.2,0,0,0,0,,,,0.0,0.0,9,12.8,115,1,1,
272,Chris Walsh,29,MIN,WR,14,0,18,11,114,10.4,1,9,61.1,19,0.8,8.1,61.1,6.3,0,0,0,0,,,,0.0,0.0,11,10.4,114,1,0,
273,Christian Fauria,26,SEA,TE,16,3,13,10,110,11.0,0,5,61.5,25,0.6,6.9,76.9,8.5,0,0,0,0,,,,0.0,0.0,10,11.0,110,0,0,
274,Derrick Cullors,25,NWE,RB,15,1,5,2,8,4.0,0,0,0.0,6,0.1,0.5,40.0,1.6,22,101,0,4,40.9,24,4.6,6.7,1.5,24,4.5,109,0,3,
275,Rich Gannon,32,KAN,QB,9,6,0,0,0,,0,0,,,0.0,0.0,,,33,109,2,8,39.4,13,3.3,12.1,3.7,33,3.3,109,2,5,
