,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
54,Vernon Davis,25,SFO,TE,16,16,128,78,965,12.4,13,38,46.1,73,4.9,60.3,60.9,7.5,0,0,0,0,,,,0.0,0.0,78,12.4,965,13,0,PB
55,LeSean McCoy,21,PHI,RB,16,4,55,40,308,7.7,0,13,41.8,45,2.5,19.3,72.7,5.6,155,637,4,29,42.6,66,4.1,39.8,9.7,195,4.8,945,4,2,
56,Beanie Wells,21,ARI,RB,16,0,16,12,143,11.9,0,5,62.5,25,0.8,8.9,75.0,8.9,176,793,7,39,51.1,33,4.5,49.6,11.0,188,5.0,936,7,4,
57,Percy Harvin,21,MIN,WR,15,8,91,60,790,13.2,6,43,53.8,51,4.0,52.7,65.9,8.7,15,135,0,8,66.7,35,9.0,9.0,1.0,75,12.3,925,6,1,"PB,AP ORoY-1"
58,T.J. Houshmandzadeh,32,SEA,WR,16,16,135,79,911,11.5,3,52,50.4,53,4.9,56.9,58.5,6.7,0,0,0,0,,,,0.0,0.0,79,11.5,911,3,2,
59,Santana Moss,30,WAS,WR,16,16,120,70,902,12.9,3,40,44.2,59,4.4,56.4,58.3,7.5,2,8,0,0,50.0,6,4.0,0.5,0.1,72,12.6,910,3,2,
60,Michael Turner,27,ATL,RB,11,11,7,5,35,7.0,0,2,71.4,10,0.5,3.2,71.4,5.0,178,871,10,43,48.9,58,4.9,79.2,16.2,183,5.0,906,10,4,
61,Julius Jones,28,SEA,RB,14,14,43,35,232,6.6,2,10,32.6,49,2.5,16.6,81.4,5.4,177,663,2,33,42.9,62,3.7,47.4,12.6,212,4.2,895,4,0,
62,Kellen Winslow,26,TAM,TE,16,14,127,77,884,11.5,5,46,48.0,42,4.8,55.3,60.6,7.0,1,7,0,0,0.0,7,7.0,0.4,0.1,78,11.4,891,5,0,
63,LaDainian Tomlinson,30,SDG,RB,14,14,30,20,154,7.7,0,8,33.3,36,1.4,11.0,66.7,5.1,223,730,12,40,42.2,36,3.3,52.1,15.9,243,3.6,884,12,2,
64,Terrell Owens,36,BUF,WR,16,16,109,55,829,15.1,5,35,42.2,98,3.4,51.8,50.5,7.6,6,54,1,2,66.7,29,9.0,3.4,0.4,61,14.5,883,6,1,
65,Correll Buckhalter,31,DEN,RB,14,7,38,31,240,7.7,0,6,44.7,30,2.2,17.1,81.6,6.3,120,642,1,30,54.2,45,5.4,45.9,8.6,151,5.8,882,1,3,
66,Jason Snelling,26,ATL,RB,14,2,39,30,259,8.6,1,13,43.6,38,2.1,18.5,76.9,6.6,142,613,4,39,46.5,31,4.3,43.8,10.1,172,5.1,872,5,2,
67,Mike Sims-Walker,25,JAX,WR,15,14,111,63,869,13.8,7,43,51.4,61,4.2,57.9,56.8,7.8,0,0,0,0,,,,0.0,0.0,63,13.8,869,7,2,
68,Tony Gonzalez,33,ATL,TE,16,16,134,83,867,10.4,6,55,54.5,27,5.2,54.2,61.9,6.5,0,0,0,0,,,,0.0,0.0,83,10.4,867,6,0,
69,Laurence Maroney,24,NWE,RB,15,5,18,14,99,7.1,0,4,55.6,17,0.9,6.6,77.8,5.5,194,757,9,45,51.5,45,3.9,50.5,12.9,208,4.1,856,9,4,
70,Steve Slaton,23,HOU,RB,11,10,55,44,417,9.5,4,20,60.0,38,4.0,37.9,80.0,7.6,131,437,3,27,33.6,32,3.3,39.7,11.9,175,4.9,854,7,7,
71,Darren Sproles,26,SDG,RB,16,2,57,45,497,11.0,4,20,50.9,81,2.8,31.1,78.9,8.7,93,343,3,15,39.8,21,3.7,21.4,5.8,138,6.1,840,7,3,
72,Jerricho Cotchery,27,NYJ,WR,14,12,96,57,821,14.4,3,44,56.3,53,4.1,58.6,59.4,8.6,2,7,1,1,50.0,6,3.5,0.5,0.1,59,14.0,828,4,1,
73,Mario Manningham,23,NYG,WR,14,10,99,57,822,14.4,5,40,50.5,49,4.1,58.7,57.6,8.3,0,0,0,0,,,,0.0,0.0,57,14.4,822,5,1,
74,Devery Henderson,27,NOR,WR,16,11,83,51,804,15.8,2,33,53.0,75,3.2,50.3,61.4,9.7,4,13,0,1,50.0,13,3.3,0.8,0.3,55,14.9,817,2,0,
75,Nate Burleson,28,SEA,WR,13,12,103,63,812,12.9,3,41,56.3,44,4.8,62.5,61.2,7.9,2,4,0,0,0.0,2,2.0,0.3,0.2,65,12.6,816,3,3,
76,Zach Miller,24,OAK,TE,15,15,99,66,805,12.2,3,30,47.5,86,4.4,53.7,66.7,8.1,0,0,0,0,,,,0.0,0.0,66,12.2,805,3,0,
77,Felix Jones,22,DAL,RB,14,1,22,19,119,6.3,0,5,50.0,30,1.4,8.5,86.4,5.4,116,685,3,24,45.7,56,5.9,48.9,8.3,135,6.0,804,3,3,
78,Robert Meachem,25,NOR,WR,16,7,64,45,722,16.0,9,30,54.7,54,2.8,45.1,70.3,11.3,6,82,0,4,100.0,41,13.7,5.1,0.4,51,15.8,804,9,2,
79,Mike Wallace,23,PIT,WR,16,4,72,39,756,19.4,6,28,48.6,60,2.4,47.3,54.2,10.5,5,48,0,3,60.0,21,9.6,3.0,0.3,44,18.3,804,6,1,AP ORoY-3
80,Hakeem Nicks,21,NYG,WR,14,6,74,47,790,16.8,6,32,51.4,68,3.4,56.4,63.5,10.7,2,8,0,0,50.0,9,4.0,0.6,0.1,49,16.3,798,6,2,
81,Heath Miller,27,PIT,TE,16,16,98,76,789,10.4,6,37,60.2,41,4.8,49.3,77.6,8.1,0,0,0,0,,,,0.0,0.0,76,10.4,789,6,2,PB
82,Malcom Floyd,28,SDG,WR,16,9,76,45,776,17.2,1,36,57.9,53,2.8,48.5,59.2,10.2,0,0,0,0,,,,0.0,0.0,45,17.2,776,1,0,
83,Pierre Garcon,23,IND,WR,14,13,92,47,765,16.3,4,33,45.7,66,3.4,54.6,51.1,8.3,2,10,0,2,50.0,17,5.0,0.7,0.1,49,15.8,775,4,1,
84,Davone Bess,24,MIA,WR,16,2,113,76,758,10.0,2,48,53.1,34,4.8,47.4,67.3,6.7,2,11,0,1,50.0,11,5.5,0.7,0.1,78,9.9,769,2,6,
85,Jeremy Maclin,21,PHI,WR,15,13,91,56,773,13.8,4,31,48.4,56,3.7,51.5,61.5,8.5,2,-7,0,0,0.0,-1,-3.5,-0.5,0.1,58,13.2,766,4,0,AP ORoY-3
86,Steve Breaston,26,ARI,WR,15,6,82,55,712,12.9,3,33,56.1,45,3.7,47.5,67.1,8.7,2,44,0,2,100.0,25,22.0,2.9,0.1,57,13.3,756,3,2,
87,Devin Hester,27,CHI,WR,13,12,91,57,757,13.3,3,34,51.6,48,4.4,58.2,62.6,8.3,6,-1,0,0,50.0,7,-0.2,-0.1,0.5,63,12.0,756,3,3,
88,Ronnie Brown,28,MIA,RB,9,9,20,14,98,7.0,0,5,50.0,27,1.6,10.9,70.0,4.9,147,648,8,32,50.3,45,4.4,72.0,16.3,161,4.6,746,8,1,
89,Jabar Gaffney,29,DEN,WR,16,7,87,54,732,13.6,2,33,43.7,49,3.4,45.8,62.1,8.4,0,0,0,0,,,,0.0,0.0,54,13.6,732,2,0,
90,Chris Chambers,31,2TM,WR,16,14,92,45,730,16.2,5,32,42.4,61,2.8,45.6,48.9,7.9,0,0,0,0,,,,0.0,0.0,45,16.2,730,5,0,
90,Chris Chambers,31,SDG,WR,7,5,31,9,122,13.6,1,7,25.8,20,1.3,17.4,29.0,3.9,0,0,0,0,,,,0.0,0.0,9,13.6,122,1,0,
90,Chris Chambers,31,KAN,WR,9,9,61,36,608,16.9,4,25,50.8,61,4.0,67.6,59.0,10.0,0,0,0,0,,,,0.0,0.0,36,16.9,608,4,0,
91,Chester Taylor,30,MIN,RB,16,0,59,44,389,8.8,1,18,39.0,33,2.8,24.3,74.6,6.6,94,338,1,12,29.8,25,3.6,21.1,5.9,138,5.3,727,2,2,
92,Reggie Bush,24,NOR,RB,14,8,68,47,335,7.1,3,16,48.5,29,3.4,23.9,69.1,4.9,70,390,5,19,42.9,55,5.6,27.9,5.0,117,6.2,725,8,4,
93,Torry Holt,33,JAX,WR,15,12,103,51,722,14.2,0,35,45.6,63,3.4,48.1,49.5,7.0,0,0,0,0,,,,0.0,0.0,51,14.2,722,0,1,
94,Earl Bennett,22,CHI,WR,16,15,88,54,717,13.3,2,32,50.0,71,3.4,44.8,61.4,8.1,0,0,0,0,,,,0.0,0.0,54,13.3,717,2,2,
95,Kenny Britt,21,TEN,WR,16,6,75,42,701,16.7,3,34,50.7,57,2.6,43.8,56.0,9.3,0,0,0,0,,,,0.0,0.0,42,16.7,701,3,1,
96,Michael Bush,25,OAK,RB,16,7,19,17,105,6.2,0,3,57.9,17,1.1,6.6,89.5,5.5,123,589,3,22,45.5,60,4.8,36.8,7.7,140,5.0,694,3,2,
97,Braylon Edwards,26,2TM,WR,16,15,95,45,680,15.1,4,36,45.3,65,2.8,42.5,47.4,7.2,0,0,0,0,,,,0.0,0.0,45,15.1,680,4,1,
97,Braylon Edwards,26,CLE,WR,4,4,23,10,139,13.9,0,10,43.5,24,2.5,34.8,43.5,6.0,0,0,0,0,,,,0.0,0.0,10,13.9,139,0,0,
97,Braylon Edwards,26,NYJ,WR,12,11,72,35,541,15.5,4,26,45.8,65,2.9,45.1,48.6,7.5,0,0,0,0,,,,0.0,0.0,35,15.5,541,4,1,
98,Austin Collie,24,IND,WR,16,5,89,60,676,11.3,7,37,58.4,39,3.8,42.3,67.4,7.6,2,1,0,0,0.0,2,0.5,0.1,0.1,62,10.9,677,7,0,
99,Jermichael Finley,22,GNB,TE,13,10,72,55,676,12.3,5,30,63.9,62,4.2,52.0,76.4,9.4,0,0,0,0,,,,0.0,0.0,55,12.3,676,5,1,
100,Mike Bell,26,NOR,RB,13,3,4,4,12,3.0,0,1,25.0,9,0.3,0.9,100.0,3.0,172,654,5,34,49.4,35,3.8,50.3,13.2,176,3.8,666,5,2,
101,Larry Johnson,30,2TM,RB,14,7,21,15,80,5.3,0,5,28.6,22,1.1,5.7,71.4,3.8,178,581,0,28,38.2,27,3.3,41.5,12.7,193,3.4,661,0,2,
101,Larry Johnson,30,KAN,RB,7,7,17,12,76,6.3,0,5,29.4,22,1.7,10.9,70.6,4.5,132,377,0,17,34.8,19,2.9,53.9,18.9,144,3.1,453,0,2,
101,Larry Johnson,30,CIN,RB,7,0,4,3,4,1.3,0,0,25.0,6,0.4,0.6,75.0,1.0,46,204,0,11,47.8,27,4.4,29.1,6.6,49,4.2,208,0,0,
102,Patrick Crayton,30,DAL,WR,16,6,67,37,622,16.8,5,27,49.3,80,2.3,38.9,55.2,9.3,4,28,0,2,50.0,20,7.0,1.8,0.3,41,15.9,650,5,4,
103,Kevin Walter,28,HOU,WR,14,14,70,53,611,11.5,2,33,70.0,41,3.8,43.6,75.7,8.7,4,26,0,2,50.0,13,6.5,1.9,0.3,57,11.2,637,2,0,
104,Kevin Faulk,33,NWE,RB,15,7,53,37,301,8.1,1,13,45.3,38,2.5,20.1,69.8,5.7,62,335,2,18,54.8,29,5.4,22.3,4.1,99,6.4,636,3,1,
105,Michael Jenkins,27,ATL,WR,15,9,90,50,635,12.7,1,29,43.3,50,3.3,42.3,55.6,7.1,0,0,0,0,,,,0.0,0.0,50,12.7,635,1,0,
106,Marshawn Lynch,23,BUF,RB,13,6,37,28,179,6.4,0,6,27.0,35,2.2,13.8,75.7,4.8,120,450,2,18,37.5,47,3.8,34.6,9.2,148,4.3,629,2,3,
107,Willis McGahee,28,BAL,RB,16,1,22,15,85,5.7,2,5,36.4,14,0.9,5.3,68.2,3.9,109,544,12,29,52.3,77,5.0,34.0,6.8,124,5.1,629,14,1,
108,Michael Crabtree,22,SFO,WR,11,11,86,48,625,13.0,2,28,37.2,50,4.4,56.8,55.8,7.3,0,0,0,0,,,,0.0,0.0,48,13.0,625,2,1,
109,Mohamed Massaquoi,23,CLE,WR,16,11,95,34,624,18.4,3,24,32.6,59,2.1,39.0,35.8,6.6,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,35,17.7,621,3,1,
110,Donnie Avery,25,STL,WR,16,16,97,47,589,12.5,5,24,39.2,50,2.9,36.8,48.5,6.1,4,30,0,1,75.0,15,7.5,1.9,0.3,51,12.1,619,5,2,
111,Bernard Berrian,29,MIN,WR,16,15,92,55,618,11.2,4,35,50.0,40,3.4,38.6,59.8,6.7,0,0,0,0,,,,0.0,0.0,55,11.2,618,4,0,
112,Lee Evans,28,BUF,WR,16,16,96,44,612,13.9,7,27,38.5,50,2.8,38.3,45.8,6.4,0,0,0,0,,,,0.0,0.0,44,13.9,612,7,0,
113,Greg Olsen,24,CHI,TE,16,15,108,60,612,10.2,8,33,42.6,41,3.8,38.3,55.6,5.7,0,0,0,0,,,,0.0,0.0,60,10.2,612,8,0,
114,Justin Fargas,29,OAK,FB,12,4,21,17,113,6.6,0,5,42.9,14,1.4,9.4,81.0,5.4,129,491,3,25,38.0,35,3.8,40.9,10.8,146,4.1,604,3,1,
115,Darren McFadden,22,OAK,RB,12,7,36,21,245,11.7,0,10,50.0,48,1.8,20.4,58.3,6.8,104,357,1,13,36.5,28,3.4,29.8,8.7,125,4.8,602,1,5,
116,Antonio Bryant,28,TAM,WR,13,11,86,39,600,15.4,4,25,38.4,42,3.0,46.2,45.3,7.0,0,0,0,0,,,,0.0,0.0,39,15.4,600,4,0,
117,Roy Williams,28,DAL,WR,15,13,86,38,596,15.7,7,29,43.0,66,2.5,39.7,44.2,6.9,0,0,0,0,,,,0.0,0.0,38,15.7,596,7,1,
118,Todd Heap,29,BAL,TE,16,16,75,53,593,11.2,6,33,57.3,31,3.3,37.1,70.7,7.9,1,2,0,0,0.0,2,2.0,0.1,0.1,54,11.0,595,6,1,
119,Maurice Morris,30,DET,RB,14,3,38,26,210,8.1,0,7,50.0,19,1.9,15.0,68.4,5.5,93,384,2,14,41.9,64,4.1,27.4,6.6,119,5.0,594,2,1,
120,Dwayne Bowe,25,KAN,WR,11,9,87,47,589,12.5,4,30,44.8,41,4.3,53.5,54.0,6.8,0,0,0,0,,,,0.0,0.0,47,12.5,589,4,1,
121,Jamal Lewis,30,CLE,RB,9,8,11,8,88,11.0,0,5,54.5,19,0.9,9.8,72.7,8.0,143,500,0,18,37.8,18,3.5,55.6,15.9,151,3.9,588,0,0,
122,Josh Morgan,24,SFO,WR,16,15,80,52,527,10.1,3,18,38.8,61,3.3,32.9,65.0,6.6,5,61,0,3,100.0,20,12.2,3.8,0.3,57,10.3,588,3,0,
123,Jason Avant,26,PHI,WR,16,9,58,41,587,14.3,3,24,56.9,58,2.6,36.7,70.7,10.1,0,0,0,0,,,,0.0,0.0,41,14.3,587,3,1,
124,Nate Washington,26,TEN,WR,16,15,95,47,569,12.1,6,34,43.2,35,2.9,35.6,49.5,6.0,2,15,0,1,50.0,14,7.5,0.9,0.1,49,11.9,584,6,1,
125,Kevin Boss,25,NYG,TE,15,15,69,42,567,13.5,5,26,43.5,35,2.8,37.8,60.9,8.2,1,16,0,1,100.0,16,16.0,1.1,0.1,43,13.6,583,5,0,
126,Muhsin Muhammad,36,CAR,WR,14,13,89,53,581,11.0,1,32,53.9,27,3.8,41.5,59.6,6.5,0,0,0,0,,,,0.0,0.0,53,11.0,581,1,0,
127,John Carlson,25,SEA,TE,16,16,83,51,574,11.3,7,27,47.0,42,3.2,35.9,61.4,6.9,0,0,0,0,,,,0.0,0.0,51,11.3,574,7,0,
128,Jeremy Shockey,29,NOR,TE,13,12,67,48,569,11.9,3,29,61.2,66,3.7,43.8,71.6,8.5,0,0,0,0,,,,0.0,0.0,48,11.9,569,3,0,
129,Visanthe Shiancoe,29,MIN,TE,16,13,79,56,566,10.1,11,38,65.8,27,3.5,35.4,70.9,7.2,0,0,0,0,,,,0.0,0.0,56,10.1,566,11,0,
130,Derrick Ward,29,TAM,RB,14,1,24,20,150,7.5,2,7,54.2,38,1.4,10.7,83.3,6.3,114,409,1,13,33.3,28,3.6,29.2,8.1,134,4.2,559,3,0,
131,Greg Camarillo,27,MIA,WR,16,16,72,50,552,11.0,0,28,62.5,29,3.1,34.5,69.4,7.7,0,0,0,0,,,,0.0,0.0,50,11.0,552,0,0,
132,Louis Murphy,22,OAK,WR,16,9,96,34,521,15.3,4,26,28.1,75,2.1,32.6,35.4,5.4,6,31,0,2,66.7,13,5.2,1.9,0.4,40,13.8,552,4,0,
