,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
136,Kevin Lockett,25,KAN,WR,16,1,57,34,426,12.5,2,26,52.6,39,2.1,26.6,59.6,7.5,0,0,0,0,,,,0.0,0.0,34,12.5,426,2,0,
137,Curtis Conway,28,CHI,WR,9,8,79,44,426,9.7,4,24,45.6,30,4.9,47.3,55.7,5.4,1,-2,0,0,0.0,-2,-2.0,-0.2,0.1,45,9.4,424,4,2,
138,Jon Ritchie,25,OAK,FB,16,14,61,45,408,9.1,1,23,54.1,20,2.8,25.5,73.8,6.7,5,12,0,4,80.0,5,2.4,0.8,0.3,50,8.4,420,1,0,
139,Charles Johnson,27,PHI,WR,11,11,71,34,414,12.2,1,20,39.4,36,3.1,37.6,47.9,5.8,0,0,0,0,,,,0.0,0.0,34,12.2,414,1,2,
140,Kevin Williams,28,BUF,WR,16,0,51,31,381,12.3,0,20,45.1,35,1.9,23.8,60.8,7.5,1,13,0,1,100.0,13,13.0,0.8,0.1,32,12.3,394,0,0,
141,Bobby Shaw,24,PIT,WR,15,1,43,28,387,13.8,3,18,53.5,49,1.9,25.8,65.1,9.0,0,0,0,0,,,,0.0,0.0,28,13.8,387,3,0,
142,Richie Anderson,28,NYJ,FB,16,9,46,29,302,10.4,3,14,43.5,29,1.8,18.9,63.0,6.6,16,84,0,4,37.5,16,5.3,5.3,1.0,45,8.6,386,3,0,
143,Peerless Price,23,BUF,WR,16,4,71,31,393,12.7,3,19,36.6,45,1.9,24.6,43.7,5.5,1,-7,0,0,0.0,-7,-7.0,-0.4,0.1,32,12.1,386,3,0,
144,Lamont Warren,26,NWE,RB,16,2,48,29,262,9.0,1,15,39.6,21,1.8,16.4,60.4,5.5,35,120,0,5,37.1,18,3.4,7.5,2.2,64,6.0,382,1,0,
145,Christian Fauria,28,SEA,TE,16,16,53,35,376,10.7,0,20,56.6,25,2.2,23.5,66.0,7.1,0,0,0,0,,,,0.0,0.0,35,10.7,376,0,1,
146,Mike Pritchard,30,SEA,WR,14,5,48,26,375,14.4,2,19,47.9,51,1.9,26.8,54.2,7.8,0,0,0,0,,,,0.0,0.0,26,14.4,375,2,0,
147,Marcus Pollard,27,IND,TE,16,12,47,34,374,11.0,4,18,55.3,33,2.1,23.4,72.3,8.0,0,0,0,0,,,,0.0,0.0,34,11.0,374,4,2,
148,Rashaan Shehee,24,KAN,RB,9,5,21,18,136,7.6,0,5,42.9,17,2.0,15.1,85.7,6.5,65,238,1,12,30.8,18,3.7,26.4,7.2,83,4.5,374,1,1,
149,Kordell Stewart,27,PIT,QB,16,12,16,9,113,12.6,1,6,43.8,28,0.6,7.1,56.3,7.1,56,258,2,13,50.0,21,4.6,16.1,3.5,65,5.7,371,3,4,
150,Ben Coates,30,NWE,TE,16,15,65,32,370,11.6,2,20,36.9,27,2.0,23.1,49.2,5.7,0,0,0,0,,,,0.0,0.0,32,11.6,370,2,0,
151,Charles Evans,32,BAL,FB,16,10,48,32,235,7.3,1,12,43.8,27,2.0,14.7,66.7,4.9,38,134,0,8,36.8,12,3.5,8.4,2.4,70,5.3,369,1,0,
152,Willie Jackson,28,CIN,WR,16,2,64,31,369,11.9,2,22,40.6,29,1.9,23.1,48.4,5.8,0,0,0,0,,,,0.0,0.0,31,11.9,369,2,1,
153,Sedrick Irvin,21,DET,RB,14,0,32,25,233,9.3,0,11,43.8,31,1.8,16.6,78.1,7.3,36,133,4,10,50.0,51,3.7,9.5,2.6,61,6.0,366,4,2,
154,Jermaine Fazande,24,SDG,RB,7,3,0,0,0,,0,0,,,0.0,0.0,,,91,365,2,20,46.2,54,4.0,52.1,13.0,91,4.0,365,2,2,
155,Lamar Smith,29,NOR,RB,13,2,30,20,151,7.6,1,9,36.7,26,1.5,11.6,66.7,5.0,60,205,0,13,45.0,24,3.4,15.8,4.6,80,4.5,356,1,1,
156,Ricky Proehl,31,STL,WR,15,2,49,33,349,10.6,0,24,57.1,30,2.2,23.3,67.3,7.1,0,0,0,0,,,,0.0,0.0,33,10.6,349,0,0,
157,Joe Montgomery,23,NYG,RB,7,5,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,115,348,3,22,38.3,14,3.0,49.7,16.4,115,3.0,348,3,2,
158,Greg Clark,27,SFO,TE,12,11,55,34,347,10.2,0,24,56.4,24,2.8,28.9,61.8,6.3,0,0,0,0,,,,0.0,0.0,34,10.2,347,0,1,
159,Kyle Brady,27,JAX,TE,13,12,52,32,346,10.8,1,15,46.2,30,2.5,26.6,61.5,6.7,0,0,0,0,,,,0.0,0.0,32,10.8,346,1,0,
160,Tony McGee,28,CIN,TE,16,16,49,26,344,13.2,2,17,49.0,35,1.6,21.5,53.1,7.0,0,0,0,0,,,,0.0,0.0,26,13.2,344,2,0,
161,Steve McNair,26,TEN,QB,11,11,0,0,0,,0,0,,,0.0,0.0,,,72,337,8,36,56.9,38,4.7,30.6,6.5,72,4.7,337,8,3,
162,Chris Sanders,27,TEN,WR,16,0,48,20,336,16.8,1,11,35.4,48,1.3,21.0,41.7,7.0,0,0,0,0,,,,0.0,0.0,20,16.8,336,1,0,
163,Joey Galloway,28,SEA,WR,8,4,53,22,335,15.2,1,17,37.7,48,2.8,41.9,41.5,6.3,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,23,14.5,334,1,0,
164,Jeff Blake,29,CIN,QB,14,12,0,0,0,,0,0,,,0.0,0.0,,,63,332,2,27,55.6,16,5.3,23.7,4.5,63,5.3,332,2,12,
165,Skip Hicks,25,WAS,RB,10,2,10,8,72,9.0,0,4,60.0,25,0.8,7.2,80.0,7.2,78,257,3,14,41.0,24,3.3,25.7,7.8,86,3.8,329,3,1,
166,Natrone Means,27,SDG,RB,7,5,13,9,51,5.7,1,2,38.5,12,1.3,7.3,69.2,3.9,112,277,4,16,33.9,15,2.5,39.6,16.0,121,2.7,328,5,0,
167,Andrew Glover,32,MIN,TE,16,13,49,28,327,11.7,1,14,42.9,31,1.8,20.4,57.1,6.7,0,0,0,0,,,,0.0,0.0,28,11.7,327,1,0,
168,Cam Cleeland,24,NOR,TE,11,8,48,26,325,12.5,1,16,47.9,31,2.4,29.5,54.2,6.8,0,0,0,0,,,,0.0,0.0,26,12.5,325,1,1,
169,Kevin Faulk,23,NWE,RB,11,2,20,12,98,8.2,1,3,35.0,19,1.1,8.9,60.0,4.9,67,227,1,7,34.3,43,3.4,20.6,6.1,79,4.1,325,2,3,
170,Stephen Alexander,24,WAS,TE,15,15,48,29,324,11.2,3,19,52.1,27,1.9,21.6,60.4,6.8,0,0,0,0,,,,0.0,0.0,29,11.2,324,3,0,
171,Ernie Mills,31,DAL,WR,11,7,54,30,325,10.8,0,15,40.7,36,2.7,29.5,55.6,6.0,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,31,10.5,324,0,0,
172,Dedric Ward,25,NYJ,WR,16,10,55,22,325,14.8,3,16,32.7,56,1.4,20.3,40.0,5.9,1,-1,0,1,0.0,-1,-1.0,-0.1,0.1,23,14.1,324,3,2,
173,David LaFleur,25,DAL,TE,16,16,53,35,322,9.2,7,18,52.8,25,2.2,20.1,66.0,6.1,0,0,0,0,,,,0.0,0.0,35,9.2,322,7,0,
174,Joe Jurevicius,25,NYG,WR,16,1,40,18,318,17.7,1,12,45.0,71,1.1,19.9,45.0,8.0,0,0,0,0,,,,0.0,0.0,18,17.7,318,1,1,
175,Chris Calloway,31,ATL,WR,11,6,42,22,314,14.3,1,18,52.4,33,2.0,28.5,52.4,7.5,0,0,0,0,,,,0.0,0.0,22,14.3,314,1,0,
176,Donovan McNabb,23,PHI,QB,12,6,1,1,-6,-6.0,0,0,0.0,-6,0.1,-0.5,100.0,-6.0,47,313,0,18,42.6,27,6.7,26.1,3.9,48,6.4,307,0,8,
177,Troy Drayton,29,MIA,TE,14,13,50,32,299,9.3,1,14,54.0,26,2.3,21.4,64.0,6.0,0,0,0,0,,,,0.0,0.0,32,9.3,299,1,0,
178,Reidel Anthony,23,TAM,WR,13,7,60,30,296,9.9,1,18,38.3,30,2.3,22.8,50.0,4.9,1,2,0,0,0.0,2,2.0,0.2,0.1,31,9.6,298,1,1,
179,Jackie Harris,31,TEN,TE,12,1,34,26,297,11.4,1,10,64.7,62,2.2,24.8,76.5,8.7,0,0,0,0,,,,0.0,0.0,26,11.4,297,1,0,
180,Lawrence Phillips,24,SFO,RB,8,0,20,15,152,10.1,0,5,45.0,47,1.9,19.0,75.0,7.6,30,144,2,8,46.7,68,4.8,18.0,3.8,45,6.6,296,2,2,
181,Luther Broughton,25,PHI,TE,16,3,46,26,295,11.3,4,18,45.7,33,1.6,18.4,56.5,6.4,0,0,0,0,,,,0.0,0.0,26,11.3,295,4,0,
182,Rich Gannon,34,OAK,QB,16,16,1,1,-3,-3.0,0,0,0.0,-3,0.1,-0.2,100.0,-3.0,46,298,2,16,45.7,39,6.5,18.6,2.9,47,6.3,295,2,8,PB
183,Jermaine Lewis,25,BAL,WR,15,6,58,25,281,11.2,2,13,27.6,46,1.7,18.7,43.1,4.8,5,11,0,1,20.0,4,2.2,0.7,0.3,30,9.7,292,2,1,
184,E.G. Green,24,IND,WR,11,4,44,21,287,13.7,0,16,38.6,50,1.9,26.1,47.7,6.5,0,0,0,0,,,,0.0,0.0,21,13.7,287,0,0,
185,Courtney Hawkins,30,PIT,WR,11,11,55,30,285,9.5,0,19,47.3,23,2.7,25.9,54.5,5.2,0,0,0,0,,,,0.0,0.0,30,9.5,285,0,0,
186,Leslie Shepherd,30,CLE,WR,9,8,61,23,274,11.9,0,13,27.9,36,2.6,30.4,37.7,4.5,1,5,0,1,100.0,5,5.0,0.6,0.1,24,11.6,279,0,0,
187,Ryan Wetnight,29,CHI,TE,16,4,60,38,277,7.3,1,15,55.0,22,2.4,17.3,63.3,4.6,0,0,0,0,,,,0.0,0.0,38,7.3,277,1,0,
188,Dave Moore,30,TAM,TE,16,16,37,23,276,12.0,5,12,56.8,35,1.4,17.3,62.2,7.5,0,0,0,0,,,,0.0,0.0,23,12.0,276,5,0,
189,Tony Simmons,25,NWE,WR,15,1,33,19,276,14.5,2,10,48.5,58,1.3,18.4,57.6,8.4,0,0,0,0,,,,0.0,0.0,19,14.5,276,2,1,
190,Cory Schlesinger,27,DET,FB,16,11,34,21,151,7.2,1,6,35.3,25,1.3,9.4,61.8,4.4,43,124,0,10,32.6,16,2.9,7.8,2.7,64,4.3,275,1,4,
191,Donald Hayes,24,CAR,WR,13,1,29,11,270,24.5,2,10,37.9,56,0.8,20.8,37.9,9.3,0,0,0,0,,,,0.0,0.0,11,24.5,270,2,0,
192,Tim Couch,22,CLE,QB,15,14,0,0,0,,0,0,,,0.0,0.0,,,40,267,1,19,55.0,40,6.7,17.8,2.7,40,6.7,267,1,14,
193,Rob Konrad,23,MIA,FB,15,9,66,34,251,7.4,1,14,39.4,25,2.3,16.7,51.5,3.8,9,16,0,4,44.4,5,1.8,1.1,0.6,43,6.2,267,1,3,
194,Vincent Brisby,28,NWE,WR,12,1,34,18,266,14.8,0,13,50.0,40,1.5,22.2,52.9,7.8,0,0,0,0,,,,0.0,0.0,18,14.8,266,0,0,
195,Reggie Brown,26,SEA,FB,16,8,47,34,228,6.7,1,11,42.6,26,2.1,14.3,72.3,4.9,14,38,0,1,28.6,9,2.7,2.4,0.9,48,5.5,266,1,1,
196,Isaac Byrd,25,TEN,WR,12,6,25,14,261,18.6,2,8,48.0,65,1.2,21.8,56.0,10.4,0,0,0,0,,,,0.0,0.0,14,18.6,261,2,1,
197,Terry Mickens,28,OAK,WR,16,3,40,20,261,13.1,0,13,47.5,30,1.3,16.3,50.0,6.5,0,0,0,0,,,,0.0,0.0,20,13.1,261,0,1,
198,Howard Griffith,32,DEN,FB,16,16,39,26,192,7.4,1,13,48.7,20,1.6,12.0,66.7,4.9,17,66,1,6,64.7,13,3.9,4.1,1.1,43,6.0,258,2,0,
199,William Floyd,27,CAR,FB,16,16,32,21,179,8.5,0,8,46.9,25,1.3,11.2,65.6,5.6,35,78,3,7,37.1,16,2.2,4.9,2.2,56,4.6,257,3,1,
200,Chris Penn,28,SDG,WR,16,3,38,17,257,15.1,1,14,42.1,43,1.1,16.1,44.7,6.8,0,0,0,0,,,,0.0,0.0,17,15.1,257,1,3,
201,Irving Fryar,37,WAS,WR,16,1,46,26,254,9.8,2,16,39.1,30,1.6,15.9,56.5,5.5,0,0,0,0,,,,0.0,0.0,26,9.8,254,2,0,
202,Derek Loville,31,DEN,RB,10,0,16,11,50,4.5,0,4,37.5,15,1.1,5.0,68.8,3.1,40,203,1,9,42.5,36,5.1,20.3,4.0,51,5.0,253,1,1,
203,Glyn Milburn,28,CHI,RB,16,1,30,20,151,7.6,0,7,43.3,22,1.3,9.4,66.7,5.0,16,102,1,5,37.5,49,6.4,6.4,1.0,36,7.0,253,1,4,"PB,AP-1"
204,Marc Edwards,25,CLE,FB,16,14,40,27,212,7.9,2,8,40.0,27,1.7,13.3,67.5,5.3,6,35,0,1,33.3,28,5.8,2.2,0.4,33,7.5,247,2,1,
205,Bernie Parmalee,32,NYJ,RB,16,0,19,15,113,7.5,0,6,47.4,23,0.9,7.1,78.9,5.9,27,133,0,7,40.7,18,4.9,8.3,1.7,42,5.9,246,0,0,
206,Bert Emanuel,29,TAM,WR,11,10,52,22,238,10.8,1,10,25.0,39,2.0,21.6,42.3,4.6,0,0,0,0,,,,0.0,0.0,22,10.8,238,1,0,
207,Terrell Davis,27,DEN,RB,4,4,3,3,26,8.7,0,2,100.0,10,0.8,6.5,100.0,8.7,67,211,2,11,37.3,26,3.1,52.8,16.8,70,3.4,237,2,1,
208,Mario Bates,26,ARI,RB,16,2,7,5,34,6.8,0,2,42.9,18,0.3,2.1,71.4,4.9,72,202,9,23,44.4,16,2.8,12.6,4.5,77,3.1,236,9,2,
209,Rodney Thomas,26,TEN,RB,16,0,11,9,72,8.0,0,4,54.5,26,0.6,4.5,81.8,6.5,43,164,1,9,44.2,22,3.8,10.3,2.7,52,4.5,236,1,0,
210,Yatil Green,26,MIA,WR,8,1,40,18,234,13.0,0,16,42.5,27,2.3,29.3,45.0,5.9,0,0,0,0,,,,0.0,0.0,18,13.0,234,0,0,
211,William Henderson,28,GNB,FB,16,13,40,30,203,6.8,1,11,47.5,22,1.9,12.7,75.0,5.1,7,29,2,2,57.1,10,4.1,1.8,0.4,37,6.3,232,3,1,
212,Jeff Garcia,29,SFO,QB,13,10,0,0,0,,0,0,,,0.0,0.0,,,45,231,2,18,48.9,25,5.1,17.8,3.5,45,5.1,231,2,5,
213,LeShon Johnson,28,NYG,RB,16,4,15,12,86,7.2,1,4,46.7,28,0.8,5.4,80.0,5.7,61,143,2,9,36.1,17,2.3,8.9,3.8,73,3.1,229,3,2,
214,Marty Booker,23,CHI,WR,9,4,34,19,219,11.5,3,9,41.2,57,2.1,24.3,55.9,6.4,1,8,0,0,100.0,8,8.0,0.9,0.1,20,11.4,227,3,0,
215,Roland Williams,24,STL,TE,16,15,36,25,226,9.0,6,14,52.8,24,1.6,14.1,69.4,6.3,0,0,0,0,,,,0.0,0.0,25,9.0,226,6,0,
216,Shannon Sharpe,31,DEN,TE,5,5,37,23,224,9.7,0,9,43.2,24,4.6,44.8,62.2,6.1,0,0,0,0,,,,0.0,0.0,23,9.7,224,0,0,
217,Terry Hardy,23,ARI,TE,16,16,45,30,222,7.4,0,12,48.9,23,1.9,13.9,66.7,4.9,0,0,0,0,,,,0.0,0.0,30,7.4,222,0,1,
218,Irv Smith,28,CLE,TE,13,13,42,24,222,9.3,1,13,38.1,22,1.8,17.1,57.1,5.3,0,0,0,0,,,,0.0,0.0,24,9.3,222,1,0,
219,Damon Jones,25,JAX,TE,15,8,34,19,221,11.6,4,15,47.1,31,1.3,14.7,55.9,6.5,0,0,0,0,,,,0.0,0.0,19,11.6,221,4,0,
220,Tavian Banks,25,JAX,RB,8,1,18,14,137,9.8,0,6,50.0,38,1.8,17.1,77.8,7.6,23,82,0,3,30.4,21,3.6,10.3,2.9,37,5.9,219,0,0,
221,Jammi German,25,ATL,WR,14,0,20,12,219,18.3,3,9,50.0,62,0.9,15.6,60.0,11.0,0,0,0,0,,,,0.0,0.0,12,18.3,219,3,0,
222,Andre Rison,32,KAN,WR,15,14,44,21,218,10.4,0,11,38.6,20,1.4,14.5,47.7,5.0,0,0,0,0,,,,0.0,0.0,21,10.4,218,0,0,
223,James Allen,24,CHI,RB,12,3,11,9,91,10.1,0,4,63.6,17,0.8,7.6,81.8,8.3,32,119,0,7,43.8,13,3.7,9.9,2.7,41,5.1,210,0,0,
224,Mark Brunell,29,JAX,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,47,208,1,24,51.1,15,4.4,13.9,3.1,47,4.4,208,1,6,PB
225,Wilmont Perry,24,NOR,RB,7,3,9,4,26,6.5,0,1,33.3,11,0.6,3.7,44.4,2.9,48,180,0,8,39.6,22,3.8,25.7,6.9,52,4.0,206,0,0,
226,Rae Carruth,25,CAR,WR,5,5,26,14,200,14.3,0,9,50.0,43,2.8,40.0,53.8,7.7,1,4,0,1,100.0,4,4.0,0.8,0.2,15,13.6,204,0,0,
227,Tyrone Davis,27,GNB,TE,16,13,45,20,204,10.2,2,11,33.3,33,1.3,12.8,44.4,4.5,0,0,0,0,,,,0.0,0.0,20,10.2,204,2,0,
228,Reggie Barlow,26,JAX,WR,14,2,28,16,202,12.6,0,10,35.7,31,1.1,14.4,57.1,7.2,0,0,0,0,,,,0.0,0.0,16,12.6,202,0,4,
229,Dwayne Carswell,27,DEN,TE,16,11,38,24,201,8.4,2,12,60.5,20,1.5,12.6,63.2,5.3,0,0,0,0,,,,0.0,0.0,24,8.4,201,2,0,
230,Fred McCrary,27,SDG,FB,16,14,50,37,201,5.4,1,7,42.0,38,2.3,12.6,74.0,4.0,0,0,0,0,,,,0.0,0.0,37,5.4,201,1,0,
231,Charles Way,27,NYG,FB,11,8,20,11,59,5.4,0,2,30.0,16,1.0,5.4,55.0,3.0,49,141,2,10,40.8,17,2.9,12.8,4.5,60,3.3,200,2,0,
232,De'Mond Parker,23,GNB,RB,11,0,5,4,15,3.8,0,0,0.0,7,0.4,1.4,80.0,3.0,36,184,2,11,44.4,26,5.1,16.7,3.3,40,5.0,199,2,1,
233,Herman Moore,30,DET,WR,8,4,31,16,197,12.3,2,11,48.4,26,2.0,24.6,51.6,6.4,0,0,0,0,,,,0.0,0.0,16,12.3,197,2,0,
234,Lawrence Dawsey,32,NOR,WR,10,0,33,16,196,12.3,1,8,30.3,57,1.6,19.6,48.5,5.9,0,0,0,0,,,,0.0,0.0,16,12.3,196,1,0,
235,Kimble Anders,33,KAN,RB,2,2,5,2,14,7.0,0,1,40.0,9,1.0,7.0,40.0,2.8,32,181,0,7,50.0,46,5.7,90.5,16.0,34,5.7,195,0,1,
236,Aaron Craver,31,NOR,FB,13,10,42,19,154,8.1,0,6,21.4,29,1.5,11.8,45.2,3.7,17,40,0,2,35.3,8,2.4,3.1,1.3,36,5.4,194,0,1,
237,Tremayne Stephens,23,SDG,RB,11,2,23,18,133,7.4,1,6,43.5,22,1.6,12.1,78.3,5.8,24,61,3,6,54.2,9,2.5,5.5,2.2,42,4.6,194,4,2,
238,Thurman Thomas,33,BUF,RB,5,3,5,3,37,12.3,1,2,40.0,23,0.6,7.4,60.0,7.4,36,152,0,10,52.8,31,4.2,30.4,7.2,39,4.8,189,1,0,
239,Na Brown,22,PHI,WR,12,5,36,18,188,10.4,1,9,33.3,27,1.5,15.7,50.0,5.2,0,0,0,0,,,,0.0,0.0,18,10.4,188,1,0,
240,Will Blackwell,24,PIT,WR,11,1,36,20,186,9.3,0,11,44.4,26,1.8,16.9,55.6,5.2,0,0,0,0,,,,0.0,0.0,20,9.3,186,0,1,
241,Matthew Hatchette,25,MIN,WR,13,0,19,9,180,20.0,2,7,47.4,80,0.7,13.8,47.4,9.5,0,0,0,0,,,,0.0,0.0,9,20.0,180,2,0,
242,Dietrich Jells,27,PHI,WR,14,3,29,10,180,18.0,2,7,34.5,57,0.7,12.9,34.5,6.2,0,0,0,0,,,,0.0,0.0,10,18.0,180,2,0,
243,Gary Brown,30,NYG,RB,3,2,2,2,2,1.0,0,0,0.0,1,0.7,0.7,100.0,1.0,55,177,0,12,34.5,28,3.2,59.0,18.3,57,3.1,179,0,1,
244,Justin Watson,24,STL,RB,8,0,5,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,47,179,0,9,29.8,21,3.8,22.4,5.9,47,3.8,179,0,2,
245,Mark Bruener,27,PIT,TE,14,14,35,18,176,9.8,0,6,31.4,29,1.3,12.6,51.4,5.0,0,0,0,0,,,,0.0,0.0,18,9.8,176,0,0,
246,Clif Groce,27,CIN,FB,16,15,40,25,154,6.2,0,6,40.0,14,1.6,9.6,62.5,3.9,8,22,1,2,50.0,8,2.8,1.4,0.5,33,5.3,176,1,0,
247,Karl Williams,28,TAM,WR,13,4,33,21,176,8.4,0,9,39.4,14,1.6,13.5,63.6,5.3,0,0,0,0,,,,0.0,0.0,21,8.4,176,0,2,
248,Anthony Johnson,32,CAR,RB,16,0,18,13,103,7.9,0,4,33.3,22,0.8,6.4,72.2,5.7,25,72,0,6,40.0,23,2.9,4.5,1.6,38,4.6,175,0,1,
249,O.J. Santiago,25,ATL,TE,14,14,31,15,174,11.6,0,8,41.9,46,1.1,12.4,48.4,5.6,0,0,0,0,,,,0.0,0.0,15,11.6,174,0,0,
250,Macey Brooks,24,CHI,WR,9,2,27,14,160,11.4,0,10,44.4,30,1.6,17.8,51.9,5.9,1,7,0,0,100.0,7,7.0,0.8,0.1,15,11.1,167,0,0,
251,Michael Irvin,33,DAL,WR,4,4,20,10,167,16.7,3,8,45.0,37,2.5,41.8,50.0,8.4,0,0,0,0,,,,0.0,0.0,10,16.7,167,3,0,
252,Basil Mitchell,24,GNB,RB,16,2,9,6,48,8.0,0,1,44.4,20,0.4,3.0,66.7,5.3,29,117,0,7,55.2,15,4.0,7.3,1.8,35,4.7,165,0,2,
253,Ronnie Harris,29,ATL,WR,13,0,19,10,164,16.4,0,6,42.1,24,0.8,12.6,52.6,8.6,0,0,0,0,,,,0.0,0.0,10,16.4,164,0,1,
254,Scott Slutzker,27,NOR,TE,11,2,18,11,164,14.9,1,7,50.0,42,1.0,14.9,61.1,9.1,0,0,0,0,,,,0.0,0.0,11,14.9,164,1,1,
255,Sam Gash,30,BUF,FB,15,11,29,20,163,8.2,2,10,65.5,31,1.3,10.9,69.0,5.6,0,0,0,0,,,,0.0,0.0,20,8.2,163,2,0,"PB,AP-2"
256,Jerome Pathon,24,IND,WR,10,2,32,14,163,11.6,0,7,31.3,38,1.4,16.3,43.8,5.1,0,0,0,0,,,,0.0,0.0,14,11.6,163,0,0,
257,Cade McNown,22,CHI,QB,15,6,0,0,0,,0,0,,,0.0,0.0,,,32,160,0,10,40.6,18,5.0,10.7,2.1,32,5.0,160,0,6,
258,Marco Battaglia,26,CIN,TE,16,0,27,14,153,10.9,0,6,33.3,30,0.9,9.6,51.9,5.7,0,0,0,0,,,,0.0,0.0,14,10.9,153,0,0,
259,Sean Bennett,24,NYG,RB,9,2,8,4,27,6.8,0,1,37.5,16,0.4,3.0,50.0,3.4,29,126,1,5,41.4,40,4.3,14.0,3.2,33,4.6,153,1,0,
260,Mike Cloud,24,KAN,RB,11,0,3,3,25,8.3,0,1,100.0,12,0.3,2.3,100.0,8.3,35,128,0,7,45.7,14,3.7,11.6,3.2,38,4.0,153,0,0,
261,Eric Metcalf,31,CAR,WR,16,1,22,11,133,12.1,0,5,40.9,33,0.7,8.3,50.0,6.0,2,20,0,1,100.0,17,10.0,1.3,0.1,13,11.8,153,0,2,
262,Eric Bjornson,28,DAL,TE,16,6,19,10,131,13.1,0,6,52.6,32,0.6,8.2,52.6,6.9,1,20,1,0,0.0,20,20.0,1.3,0.1,11,13.7,151,1,0,
263,Zack Crockett,27,OAK,FB,13,1,12,8,56,7.0,1,2,33.3,12,0.6,4.3,66.7,4.7,45,91,4,17,53.3,7,2.0,7.0,3.5,53,2.8,147,5,0,
264,Reggie Kelly,22,ATL,TE,16,2,13,8,146,18.3,0,5,61.5,50,0.5,9.1,61.5,11.2,0,0,0,0,,,,0.0,0.0,8,18.3,146,0,0,
265,Edgar Bennett,30,CHI,RB,16,2,21,14,116,8.3,0,5,38.1,34,0.9,7.3,66.7,5.5,6,28,0,1,16.7,15,4.7,1.8,0.4,20,7.2,144,0,1,
266,Trent Dilfer,27,TAM,QB,10,10,0,0,0,,0,0,,,0.0,0.0,,,35,144,0,14,45.7,28,4.1,14.4,3.5,35,4.1,144,0,6,
267,Ray Lucas,27,NYJ,QB,9,9,0,0,0,,0,0,,,0.0,0.0,,,41,144,1,9,29.3,21,3.5,16.0,4.6,41,3.5,144,1,8,
268,Jeff Ogden,24,DAL,WR,16,0,27,12,144,12.0,0,9,33.3,25,0.8,9.0,44.4,5.3,0,0,0,0,,,,0.0,0.0,12,12.0,144,0,0,
269,Brett Favre,30,GNB,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,28,142,0,13,53.6,20,5.1,8.9,1.8,28,5.1,142,0,9,
270,David Patten,25,NYG,WR,16,0,28,9,115,12.8,0,6,21.4,19,0.6,7.2,32.1,4.1,1,27,0,1,100.0,27,27.0,1.7,0.1,10,14.2,142,0,0,
271,Billy Joe Tolliver,33,NOR,QB,10,7,0,0,0,,0,0,,,0.0,0.0,,,26,142,3,13,53.8,33,5.5,14.2,2.6,26,5.5,142,3,4,
272,Stoney Case,27,BAL,QB,10,4,0,0,0,,0,0,,,0.0,0.0,,,36,141,3,11,38.9,28,3.9,14.1,3.6,36,3.9,141,3,2,
273,Jeff Thomason,30,GNB,TE,14,2,20,14,140,10.0,2,10,60.0,22,1.0,10.0,70.0,7.0,0,0,0,0,,,,0.0,0.0,14,10.0,140,2,0,
274,Brian Griese,24,DEN,QB,14,13,0,0,0,,0,0,,,0.0,0.0,,,46,138,2,19,37.0,23,3.0,9.9,3.3,46,3.0,138,2,16,
275,Reggie Davis,23,SDG,TE,16,3,19,12,137,11.4,1,7,42.1,46,0.8,8.6,63.2,7.2,0,0,0,0,,,,0.0,0.0,12,11.4,137,1,0,
276,Tony Carter,27,NWE,FB,16,14,31,20,108,5.4,0,4,38.7,20,1.3,6.8,64.5,3.5,6,26,0,2,83.3,9,4.3,1.6,0.4,26,5.2,134,0,0,
277,Mark Campbell,24,CLE,TE,14,4,15,9,131,14.6,0,9,60.0,21,0.6,9.4,60.0,8.7,0,0,0,0,,,,0.0,0.0,9,14.6,131,0,0,
278,Kent Graham,31,NYG,QB,9,9,1,1,-1,-1.0,0,0,0.0,-1,0.1,-0.1,100.0,-1.0,35,132,1,14,40.0,17,3.8,14.7,3.9,36,3.6,131,1,4,
279,Autry Denson,23,MIA,RB,6,1,6,4,28,7.0,0,1,50.0,10,0.7,4.7,66.7,4.7,28,98,0,6,32.1,20,3.5,16.3,4.7,32,3.9,126,0,0,
280,Jim Harbaugh,36,SDG,QB,14,12,0,0,0,,0,0,,,0.0,0.0,,,34,126,0,11,29.4,16,3.7,9.0,2.4,34,3.7,126,0,12,
281,Nick Luchey,22,CIN,FB,11,0,12,10,96,9.6,0,5,66.7,19,0.9,8.7,83.3,8.0,10,30,0,2,40.0,8,3.0,2.7,0.9,20,6.3,126,0,1,
282,Steve Beuerlein,34,CAR,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,27,124,2,7,48.1,16,4.6,7.8,1.7,27,4.6,124,2,12,PB
