,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
37,Antonio Freeman,27,GNB,WR,16,16,136,74,1074,14.5,6,51,47.8,51,4.6,67.1,54.4,7.9,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,75,14.3,1072,6,1,
38,Ricky Williams,22,NOR,RB,12,12,40,28,172,6.1,0,8,30.0,29,2.3,14.3,70.0,4.3,253,884,2,51,41.9,25,3.5,73.7,21.1,281,3.8,1056,2,6,
39,Bill Schroeder,28,GNB,WR,16,16,123,74,1051,14.2,5,52,53.7,51,4.6,65.7,60.2,8.5,0,0,0,0,,,,0.0,0.0,74,14.2,1051,5,3,
40,James Stewart,28,JAX,RB,14,7,28,21,108,5.1,0,4,25.0,19,1.5,7.7,75.0,3.9,249,931,13,55,46.2,44,3.7,66.5,17.8,270,3.8,1039,13,4,
41,Tony Martin,34,MIA,WR,16,13,117,67,1037,15.5,5,51,51.3,69,4.2,64.8,57.3,8.9,1,-6,0,0,0.0,-6,-6.0,-0.4,0.1,68,15.2,1031,5,0,
42,Darnay Scott,27,CIN,WR,16,16,123,68,1022,15.0,7,46,48.8,76,4.3,63.9,55.3,8.3,0,0,0,0,,,,0.0,0.0,68,15.0,1022,7,0,
43,Terry Allen,31,NWE,RB,16,13,19,14,125,8.9,1,6,42.1,38,0.9,7.8,73.7,6.6,254,896,8,45,39.4,39,3.5,56.0,15.9,268,3.8,1021,9,8,
44,Errict Rhett,29,BAL,RB,16,10,32,24,169,7.0,2,7,50.0,20,1.5,10.6,75.0,5.3,236,852,5,40,43.6,52,3.6,53.3,14.8,260,3.9,1021,7,0,
45,Rod Smith,29,DEN,WR,15,15,139,79,1020,12.9,4,48,47.5,71,5.3,68.0,56.8,7.3,0,0,0,0,,,,0.0,0.0,79,12.9,1020,4,1,
46,Ed McCaffrey,31,DEN,WR,15,15,127,71,1018,14.3,7,45,44.1,78,4.7,67.9,55.9,8.0,0,0,0,0,,,,0.0,0.0,71,14.3,1018,7,0,
47,Terance Mathis,32,ATL,WR,16,16,154,81,1016,12.5,6,57,46.1,52,5.1,63.5,52.6,6.6,1,0,0,0,0.0,,0.0,0.0,0.1,82,12.4,1016,6,0,
48,Ike Hilliard,23,NYG,WR,16,16,121,72,996,13.8,3,50,54.5,46,4.5,62.3,59.5,8.2,3,16,0,1,33.3,24,5.3,1.0,0.2,75,13.5,1012,3,0,
49,Eric Moulds,26,BUF,WR,14,14,117,65,994,15.3,7,44,50.4,54,4.6,71.0,55.6,8.5,1,1,0,0,0.0,1,1.0,0.1,0.1,66,15.1,995,7,1,
50,Sean Dawkins,28,SEA,WR,16,13,114,58,992,17.1,7,51,48.2,45,3.6,62.0,50.9,8.7,0,0,0,0,,,,0.0,0.0,58,17.1,992,7,1,
51,Kevin Johnson,23,CLE,WR,16,16,137,66,986,14.9,8,40,39.4,64,4.1,61.6,48.2,7.2,1,-6,0,0,0.0,-6,-6.0,-0.4,0.1,67,14.6,980,8,1,AP ORoY-2
52,Terry Kirby,29,CLE,RB,16,10,77,58,528,9.1,3,19,39.0,78,3.6,33.0,75.3,6.9,130,452,6,26,42.3,28,3.5,28.3,8.1,188,5.2,980,9,4,
53,Jeff Graham,30,SDG,WR,16,11,116,57,968,17.0,2,40,45.7,54,3.6,60.5,49.1,8.3,0,0,0,0,,,,0.0,0.0,57,17.0,968,2,0,
54,Bobby Engram,26,CHI,WR,16,14,147,88,947,10.8,4,47,49.0,56,5.5,59.2,59.9,6.4,2,11,0,2,100.0,9,5.5,0.7,0.1,90,10.6,958,4,2,
55,Frank Sanders,26,ARI,WR,16,16,153,79,954,12.1,1,56,46.4,63,4.9,59.6,51.6,6.2,0,0,0,0,,,,0.0,0.0,79,12.1,954,1,2,
56,Jonathan Linton,25,BUF,RB,16,2,39,29,228,7.9,1,8,46.2,28,1.8,14.3,74.4,5.8,205,695,5,44,42.4,18,3.4,43.4,12.8,234,3.9,923,6,4,
57,Derrick Alexander,28,KAN,WR,16,15,105,54,832,15.4,2,31,43.8,86,3.4,52.0,51.4,7.9,2,82,1,1,50.0,82,41.0,5.1,0.1,56,16.3,914,3,0,
58,Tim Biakabutuka,25,CAR,RB,11,11,29,23,189,8.2,0,9,48.3,32,2.1,17.2,79.3,6.5,138,718,6,27,39.9,67,5.2,65.3,12.5,161,5.6,907,6,3,
59,Napoleon Kaufman,26,OAK,RB,16,5,25,18,181,10.1,1,7,36.0,50,1.1,11.3,72.0,7.2,138,714,2,33,44.9,75,5.2,44.6,8.6,156,5.7,895,3,3,
60,Keenan McCardell,29,JAX,WR,16,15,148,78,891,11.4,5,50,45.3,49,4.9,55.7,52.7,6.0,0,0,0,0,,,,0.0,0.0,78,11.4,891,5,1,
61,Adrian Murrell,29,ARI,RB,16,12,71,49,335,6.8,0,13,40.8,23,3.1,20.9,69.0,4.7,193,553,0,27,32.1,22,2.9,34.6,12.1,242,3.7,888,0,4,
62,Tiki Barber,24,NYG,RB,16,1,91,66,609,9.2,2,32,51.6,56,4.1,38.1,72.5,6.7,62,258,0,13,41.9,30,4.2,16.1,3.9,128,6.8,867,2,5,
63,Eddie Kennison,26,NOR,WR,16,16,129,61,835,13.7,4,35,40.3,90,3.8,52.2,47.3,6.5,3,20,0,1,66.7,15,6.7,1.3,0.2,64,13.4,855,4,6,
64,Tony Gonzalez,23,KAN,TE,15,15,110,76,849,11.2,11,47,57.3,73,5.1,56.6,69.1,7.7,0,0,0,0,,,,0.0,0.0,76,11.2,849,11,2,"PB,AP-1"
65,Jerry Rice,37,SFO,WR,16,16,124,67,830,12.4,5,41,46.0,62,4.2,51.9,54.0,6.7,2,13,0,1,50.0,11,6.5,0.8,0.1,69,12.2,843,5,0,
66,Derrick Mayes,25,SEA,WR,16,15,103,62,829,13.4,10,43,53.4,43,3.9,51.8,60.2,8.0,0,0,0,0,,,,0.0,0.0,62,13.4,829,10,1,
67,Wesley Walls,33,CAR,TE,16,16,108,63,822,13.0,12,47,54.6,37,3.9,51.4,58.3,7.6,0,0,0,0,,,,0.0,0.0,63,13.0,822,12,1,"PB,AP-2"
68,Richard Huntley,27,PIT,RB,16,2,39,27,253,9.4,3,14,41.0,25,1.7,15.8,69.2,6.5,93,567,5,29,55.9,52,6.1,35.4,5.8,120,6.8,820,8,3,
69,Fred Taylor,23,JAX,RB,10,9,15,10,83,8.3,0,4,40.0,41,1.0,8.3,66.7,5.5,159,732,6,40,41.5,52,4.6,73.2,15.9,169,4.8,815,6,0,
70,Torry Holt,23,STL,WR,16,15,96,52,788,15.2,6,32,49.0,63,3.3,49.3,54.2,8.2,3,25,0,2,100.0,14,8.3,1.6,0.2,55,14.8,813,6,4,
71,Keith Poole,25,NOR,WR,15,15,85,42,796,19.0,6,34,47.1,67,2.8,53.1,49.4,9.4,1,14,0,1,100.0,14,14.0,0.9,0.1,43,18.8,810,6,0,
72,Oronde Gadsden,28,MIA,WR,16,7,93,48,803,16.7,6,37,43.0,62,3.0,50.2,51.6,8.6,0,0,0,0,,,,0.0,0.0,48,16.7,803,6,0,
73,Jacquez Green,23,TAM,WR,16,10,101,56,791,14.1,3,32,49.5,62,3.5,49.4,55.4,7.8,3,8,0,0,0.0,15,2.7,0.5,0.2,59,13.5,799,3,1,
74,Terrell Owens,26,SFO,WR,14,14,98,60,754,12.6,4,36,50.0,36,4.3,53.9,61.2,7.7,0,0,0,0,,,,0.0,0.0,60,12.6,754,4,1,
75,Carl Pickens,29,CIN,WR,16,14,108,57,737,12.9,6,32,46.3,75,3.6,46.1,52.8,6.8,0,0,0,0,,,,0.0,0.0,57,12.9,737,6,1,
76,Az-Zahir Hakim,22,STL,WR,15,0,56,36,677,18.8,8,25,53.6,75,2.4,45.1,64.3,12.1,4,44,0,1,25.0,31,11.0,2.9,0.3,40,18.0,721,8,6,
77,Leroy Hoard,31,MIN,RB,15,3,20,17,166,9.8,0,8,40.0,29,1.1,11.1,85.0,8.3,138,555,10,40,47.8,53,4.0,37.0,9.2,155,4.7,721,10,4,
78,Troy Edwards,22,PIT,WR,16,6,117,61,714,11.7,5,42,44.4,41,3.8,44.6,52.1,6.1,0,0,0,0,,,,0.0,0.0,61,11.7,714,5,4,
79,Shawn Jefferson,30,NWE,WR,16,16,78,40,698,17.5,6,33,51.3,68,2.5,43.6,51.3,8.9,0,0,0,0,,,,0.0,0.0,40,17.5,698,6,0,
80,Tim Dwight,24,ATL,WR,12,8,51,32,669,20.9,7,27,54.9,60,2.7,55.8,62.7,13.1,5,28,1,1,60.0,9,5.6,2.3,0.4,37,18.8,697,8,2,
81,Freddie Jones,25,SDG,TE,16,16,91,56,670,12.0,2,38,51.6,36,3.5,41.9,61.5,7.4,0,0,0,0,,,,0.0,0.0,56,12.0,670,2,0,
82,Donnell Bennett,27,KAN,RB,15,1,12,10,41,4.1,0,2,33.3,12,0.7,2.7,83.3,3.4,161,627,8,40,41.0,44,3.9,41.8,10.7,171,3.9,668,8,1,
83,Kevin Dyson,24,TEN,WR,16,16,103,54,658,12.2,4,34,47.6,47,3.4,41.1,52.4,6.4,1,3,0,0,0.0,3,3.0,0.2,0.1,55,12.0,661,4,0,
84,J.J. Johnson,25,MIA,RB,13,4,23,15,100,6.7,0,2,21.7,17,1.2,7.7,65.2,4.3,164,558,4,26,40.2,34,3.4,42.9,12.6,179,3.7,658,4,2,
85,Torrance Small,29,PHI,WR,15,15,100,49,655,13.4,4,30,41.0,84,3.3,43.7,49.0,6.6,0,0,0,0,,,,0.0,0.0,49,13.4,655,4,0,
86,Yancey Thigpen,30,TEN,WR,10,10,69,38,648,17.1,4,30,50.7,35,3.8,64.8,55.1,9.4,0,0,0,0,,,,0.0,0.0,38,17.1,648,4,1,
87,Antowain Smith,27,BUF,RB,14,11,2,2,32,16.0,0,2,100.0,23,0.1,2.3,100.0,16.0,165,614,6,28,38.2,52,3.7,43.9,11.8,167,3.9,646,6,4,
88,Jake Reed,32,MIN,WR,16,8,79,44,643,14.6,2,27,46.8,50,2.8,40.2,55.7,8.1,0,0,0,0,,,,0.0,0.0,44,14.6,643,2,0,
89,Frank Wycheck,28,TEN,TE,16,16,108,69,641,9.3,2,33,45.4,35,4.3,40.1,63.9,5.9,0,0,0,0,,,,0.0,0.0,69,9.3,641,2,0,PB
90,Fred Lane,24,CAR,RB,15,5,30,23,163,7.1,0,5,40.0,23,1.5,10.9,76.7,5.4,115,475,1,29,51.3,41,4.1,31.7,7.7,138,4.6,638,1,1,
91,Corey Bradford,24,GNB,WR,16,2,90,37,637,17.2,5,25,33.3,74,2.3,39.8,41.1,7.1,0,0,0,0,,,,0.0,0.0,37,17.2,637,5,1,
92,Hines Ward,23,PIT,WR,16,14,102,61,638,10.5,7,31,52.9,42,3.8,39.9,59.8,6.3,2,-2,0,0,0.0,3,-1.0,-0.1,0.1,63,10.1,636,7,1,
93,Wayne Chrebet,26,NYJ,WR,11,11,81,48,631,13.1,3,27,48.1,50,4.4,57.4,59.3,7.8,0,0,0,0,,,,0.0,0.0,48,13.1,631,3,0,
94,Chris Warren,31,DAL,RB,16,1,46,34,224,6.6,0,10,32.6,24,2.1,14.0,73.9,4.9,99,403,2,27,39.4,25,4.1,25.2,6.2,133,4.7,627,2,4,
95,Ken Oxendine,24,ATL,RB,12,9,22,17,172,10.1,1,8,50.0,32,1.4,14.3,77.3,7.8,141,452,1,25,48.9,20,3.2,37.7,11.8,158,3.9,624,2,5,
96,Rob Moore,31,ARI,WR,14,10,101,37,621,16.8,5,26,30.7,71,2.6,44.4,36.6,6.1,0,0,0,0,,,,0.0,0.0,37,16.8,621,5,0,
97,Greg Hill,27,DET,RB,14,8,23,13,77,5.9,0,1,17.4,15,0.9,5.5,56.5,3.3,144,542,2,21,36.1,45,3.8,38.7,10.3,157,3.9,619,2,1,
98,Priest Holmes,26,BAL,RB,9,4,17,13,104,8.0,1,6,47.1,34,1.4,11.6,76.5,6.1,89,506,1,20,52.8,72,5.7,56.2,9.9,102,6.0,610,2,0,
99,Joe Horn,27,KAN,WR,16,1,60,35,586,16.7,6,28,55.0,76,2.2,36.6,58.3,9.8,2,15,0,0,100.0,9,7.5,0.9,0.1,37,16.2,601,6,0,
100,Larry Centers,31,WAS,FB,16,12,90,69,544,7.9,3,31,50.0,33,4.3,34.0,76.7,6.0,13,51,0,3,53.8,12,3.9,3.2,0.8,82,7.3,595,3,2,
101,David Sloan,27,DET,TE,16,15,76,47,591,12.6,4,27,55.3,74,2.9,36.9,61.8,7.8,0,0,0,0,,,,0.0,0.0,47,12.6,591,4,0,PB
102,Andre Hastings,29,NOR,WR,15,5,64,40,564,14.1,1,25,51.6,42,2.7,37.6,62.5,8.8,1,4,0,0,0.0,4,4.0,0.3,0.1,41,13.9,568,1,0,
103,Terrence Wilkins,24,IND,WR,16,11,68,42,565,13.5,4,25,52.9,80,2.6,35.3,61.8,8.3,1,2,0,0,0.0,2,2.0,0.1,0.1,43,13.2,567,4,3,
104,Fred Beasley,25,SFO,FB,13,11,51,32,282,8.8,0,16,47.1,24,2.5,21.7,62.7,5.5,58,276,4,18,51.7,44,4.8,21.2,4.5,90,6.2,558,4,2,
105,Rickey Dudley,27,OAK,TE,16,16,59,39,555,14.2,9,36,66.1,35,2.4,34.7,66.1,9.4,0,0,0,0,,,,0.0,0.0,39,14.2,555,9,0,
106,James Jett,29,OAK,WR,16,11,80,39,552,14.2,2,32,47.5,43,2.4,34.5,48.8,6.9,0,0,0,0,,,,0.0,0.0,39,14.2,552,2,0,
107,Justin Armour,26,BAL,WR,15,7,89,37,538,14.5,4,29,37.1,54,2.5,35.9,41.6,6.0,0,0,0,0,,,,0.0,0.0,37,14.5,538,4,0,
108,Patrick Johnson,23,BAL,WR,10,6,58,29,526,18.1,3,19,44.8,76,2.9,52.6,50.0,9.1,1,12,0,1,100.0,12,12.0,1.2,0.1,30,17.9,538,3,1,
109,Andre Reed,35,BUF,WR,16,16,92,52,536,10.3,1,31,46.7,30,3.3,33.5,56.5,5.8,0,0,0,0,,,,0.0,0.0,52,10.3,536,1,0,
110,Karim Abdul-Jabbar,25,2TM,RB,13,9,22,17,84,4.9,1,5,50.0,21,1.3,6.5,77.3,3.8,143,445,1,21,38.5,21,3.1,34.2,11.0,160,3.3,529,2,0,
110,Karim Abdul-Jabbar,25,MIA,RB,3,3,6,4,25,6.3,0,1,50.0,14,1.3,8.3,66.7,4.2,28,95,1,5,42.9,12,3.4,31.7,9.3,32,3.8,120,1,0,
110,Karim Abdul-Jabbar,25,CLE,RB,10,6,16,13,59,4.5,1,4,50.0,21,1.3,5.9,81.3,3.7,115,350,0,16,37.4,21,3.0,35.0,11.5,128,3.2,409,1,0,
111,Bob Christian,31,ATL,FB,16,14,62,40,354,8.9,2,17,40.3,36,2.5,22.1,64.5,5.7,38,174,5,15,55.3,33,4.6,10.9,2.4,78,6.8,528,7,1,
112,Tony Richardson,28,KAN,FB,16,16,29,24,141,5.9,0,4,41.4,29,1.5,8.8,82.8,4.9,84,387,1,28,50.0,26,4.6,24.2,5.3,108,4.9,528,1,1,
113,Brian Mitchell,31,WAS,RB,16,0,40,31,305,9.8,0,12,42.5,36,1.9,19.1,77.5,7.6,40,220,1,12,50.0,16,5.5,13.8,2.5,71,7.4,525,1,2,
114,Pete Mitchell,28,NYG,TE,15,6,91,58,520,9.0,3,34,53.8,25,3.9,34.7,63.7,5.7,0,0,0,0,,,,0.0,0.0,58,9.0,520,3,1,
115,O.J. McDuffie,30,MIA,WR,12,10,80,43,516,12.0,2,31,48.8,34,3.6,43.0,53.8,6.5,0,0,0,0,,,,0.0,0.0,43,12.0,516,2,2,
116,Kenny Bynum,25,SDG,RB,16,5,23,16,209,13.1,2,6,39.1,80,1.0,13.1,69.6,9.1,92,287,1,18,39.1,25,3.1,17.9,5.8,108,4.6,496,3,3,
117,Jay Riemersma,26,BUF,TE,14,11,65,37,496,13.4,4,25,47.7,38,2.6,35.4,56.9,7.6,0,0,0,0,,,,0.0,0.0,37,13.4,496,4,0,
118,Byron Chamberlain,28,DEN,TE,16,0,57,32,488,15.3,2,18,42.1,88,2.0,30.5,56.1,8.6,0,0,0,0,,,,0.0,0.0,32,15.3,488,2,0,
119,Darrin Chiaverini,22,CLE,WR,16,8,76,44,487,11.1,4,27,46.1,28,2.8,30.4,57.9,6.4,0,0,0,0,,,,0.0,0.0,44,11.1,487,4,0,
120,Terrell Fletcher,26,SDG,RB,15,2,65,45,360,8.0,0,18,38.5,25,3.0,24.0,69.2,5.5,48,126,0,5,33.3,16,2.6,8.4,3.2,93,5.2,486,0,1,
121,Michael Pittman,24,ARI,RB,10,2,27,16,196,12.3,0,8,44.4,46,1.6,19.6,59.3,7.3,64,289,2,12,37.5,58,4.5,28.9,6.4,80,6.1,485,2,3,
122,Michael Basnight,22,CIN,RB,13,1,19,16,172,10.8,0,4,47.4,47,1.2,13.2,84.2,9.1,62,308,0,12,37.1,46,5.0,23.7,4.8,78,6.2,480,0,1,
123,Ken Dilger,28,IND,TE,15,15,51,40,479,12.0,2,28,64.7,30,2.7,31.9,78.4,9.4,0,0,0,0,,,,0.0,0.0,40,12.0,479,2,1,
124,Doug Flutie,37,BUF,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,88,476,1,35,48.9,24,5.4,31.7,5.9,88,5.4,476,1,6,
125,Byron Hanspard,23,ATL,RB,12,4,18,10,93,9.3,0,4,33.3,34,0.8,7.8,55.6,5.2,136,383,1,20,38.2,15,2.8,31.9,11.3,146,3.3,476,1,1,
126,David Boston,21,ARI,WR,16,8,82,40,473,11.8,2,21,37.8,43,2.5,29.6,48.8,5.8,5,0,0,0,20.0,,0.0,0.0,0.3,45,10.5,473,2,2,
127,Troy Brown,28,NWE,WR,13,1,55,36,471,13.1,1,23,54.5,37,2.8,36.2,65.5,8.6,0,0,0,0,,,,0.0,0.0,36,13.1,471,1,1,
128,Stanley Pritchett,26,MIA,FB,14,7,58,43,312,7.3,4,19,43.1,30,3.1,22.3,74.1,5.4,47,158,1,11,36.2,25,3.4,11.3,3.4,90,5.2,470,5,0,
129,Ron Rivers,28,DET,RB,7,6,25,22,173,7.9,1,8,56.0,31,3.1,24.7,88.0,6.9,82,295,0,16,40.2,37,3.6,42.1,11.7,104,4.5,468,1,0,
130,Robert Holcombe,24,STL,FB,15,7,27,14,163,11.6,1,9,44.4,30,0.9,10.9,51.9,6.0,78,294,4,18,39.7,34,3.8,19.6,5.2,92,5.0,457,5,4,
131,Bam Morris,27,KAN,RB,12,8,11,7,37,5.3,0,0,27.3,9,0.6,3.1,63.6,3.4,120,414,3,16,35.0,24,3.5,34.5,10.0,127,3.6,451,3,3,
132,Jason Tucker,23,DAL,WR,15,4,46,23,439,19.1,2,20,45.7,90,1.5,29.3,50.0,9.5,1,8,0,0,0.0,8,8.0,0.5,0.1,24,18.6,447,2,1,
133,Cecil Collins,23,MIA,RB,8,6,8,6,32,5.3,0,0,37.5,12,0.8,4.0,75.0,4.0,131,414,2,21,37.4,25,3.2,51.8,16.4,137,3.3,446,2,2,
134,Mikhael Ricks,25,SDG,WR,16,15,74,40,429,10.7,0,24,47.3,50,2.5,26.8,54.1,5.8,2,11,0,0,100.0,7,5.5,0.7,0.1,42,10.5,440,0,0,
135,J.J. Stokes,27,SFO,WR,16,4,79,34,429,12.6,3,20,34.2,47,2.1,26.8,43.0,5.4,0,0,0,0,,,,0.0,0.0,34,12.6,429,3,1,
