,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
16,Corey Dillon,26,CIN,RB,16,16,26,18,158,8.8,0,5,42.3,31,1.1,9.9,69.2,6.1,315,1435,7,71,44.8,80,4.6,89.7,19.7,333,4.8,1593,7,4,PB
17,Warrick Dunn,25,TAM,RB,16,14,67,44,422,9.6,1,21,40.3,45,2.8,26.4,65.7,6.3,248,1133,8,43,43.5,70,4.6,70.8,15.5,292,5.3,1555,9,1,PB
18,Isaac Bruce,28,STL,WR,16,16,135,87,1471,16.9,9,65,60.0,78,5.4,91.9,64.4,10.9,1,11,0,1,100.0,11,11.0,0.7,0.1,88,16.8,1482,9,1,PB
19,James Stewart,29,DET,RB,16,16,48,32,287,9.0,1,15,37.5,32,2.0,17.9,66.7,6.0,339,1184,10,66,46.3,34,3.5,74.0,21.2,371,4.0,1471,11,4,
20,Terrell Owens,27,SFO,WR,14,13,147,97,1451,15.0,13,65,59.9,69,6.9,103.6,66.0,9.9,3,11,0,0,33.3,5,3.7,0.8,0.2,100,14.6,1462,13,3,"PB,AP-1"
21,Randy Moss,23,MIN,WR,16,16,128,77,1437,18.7,15,57,57.8,78,4.8,89.8,60.2,11.2,3,5,0,0,33.3,9,1.7,0.3,0.2,80,18.0,1442,15,2,"PB,AP-1,AP OPoY-5"
22,Jerome Bettis,28,PIT,RB,16,16,19,13,97,7.5,0,5,47.4,25,0.8,6.1,68.4,5.1,355,1341,8,72,47.3,30,3.8,83.8,22.2,368,3.9,1438,8,1,
23,Derrick Alexander,29,KAN,WR,16,16,144,78,1391,17.8,10,55,50.0,81,4.9,86.9,54.2,9.7,3,45,0,2,66.7,26,15.0,2.8,0.2,81,17.7,1436,10,0,
24,Marvin Harrison,28,IND,WR,16,16,170,102,1413,13.9,14,70,52.4,78,6.4,88.3,60.0,8.3,0,0,0,0,,,,0.0,0.0,102,13.9,1413,14,2,"PB,AP-2"
25,James Allen,25,CHI,RB,16,15,60,39,291,7.5,1,17,41.7,26,2.4,18.2,65.0,4.9,290,1120,2,56,45.9,29,3.9,70.0,18.1,329,4.3,1411,3,5,
26,Ricky Williams,23,NOR,RB,10,10,55,44,409,9.3,1,19,60.0,24,4.4,40.9,80.0,7.4,248,1000,8,56,44.4,26,4.0,100.0,24.8,292,4.8,1409,9,6,
27,Jamal Anderson,28,ATL,RB,16,16,58,42,382,9.1,0,15,46.6,55,2.6,23.9,72.4,6.6,282,1024,6,52,42.9,42,3.6,64.0,17.6,324,4.3,1406,6,6,AP CPoY-12
28,Joe Horn,28,NOR,WR,16,16,151,94,1340,14.3,8,62,51.7,52,5.9,83.8,62.3,8.9,6,10,0,1,33.3,16,1.7,0.6,0.4,100,13.5,1350,8,1,PB
29,Eric Moulds,27,BUF,WR,16,16,164,94,1326,14.1,5,62,51.2,52,5.9,82.9,57.3,8.1,2,24,0,1,100.0,20,12.0,1.5,0.1,96,14.1,1350,5,1,PB
30,Lamar Smith,30,MIA,RB,15,15,38,31,201,6.5,2,8,47.4,28,2.1,13.4,81.6,5.3,309,1139,14,65,45.3,68,3.7,75.9,20.6,340,3.9,1340,16,3,AP CPoY-5
31,Ed McCaffrey,32,DEN,WR,16,16,149,101,1317,13.0,9,69,59.1,61,6.3,82.3,67.8,8.8,0,0,0,0,,,,0.0,0.0,101,13.0,1317,9,0,
32,Michael Pittman,25,ARI,RB,16,12,91,73,579,7.9,2,18,45.1,36,4.6,36.2,80.2,6.4,184,719,4,36,44.0,29,3.9,44.9,11.5,257,5.1,1298,6,5,
33,Emmitt Smith,31,DAL,RB,16,16,14,11,79,7.2,0,2,50.0,19,0.7,4.9,78.6,5.6,294,1203,9,66,46.3,52,4.1,75.2,18.4,305,4.2,1282,9,6,
34,Cris Carter,35,MIN,WR,16,16,160,96,1274,13.3,9,72,54.4,53,6.0,79.6,60.0,8.0,0,0,0,0,,,,0.0,0.0,96,13.3,1274,9,3,PB
35,Jimmy Smith,31,JAX,WR,15,14,145,91,1213,13.3,8,46,53.8,65,6.1,80.9,62.8,8.4,0,0,0,0,,,,0.0,0.0,91,13.3,1213,8,1,PB
36,Keenan McCardell,30,JAX,WR,16,16,140,94,1207,12.8,5,58,60.7,67,5.9,75.4,67.1,8.6,0,0,0,0,,,,0.0,0.0,94,12.8,1207,5,3,
37,Tony Gonzalez,24,KAN,TE,16,16,150,93,1203,12.9,9,66,52.0,39,5.8,75.2,62.0,8.0,0,0,0,0,,,,0.0,0.0,93,12.9,1203,9,0,"PB,AP-1"
38,Tyrone Wheatley,28,OAK,RB,14,13,34,20,156,7.8,1,7,38.2,17,1.4,11.1,58.8,4.6,232,1046,9,52,45.7,80,4.5,74.7,16.6,252,4.8,1202,10,4,
39,Muhsin Muhammad,27,CAR,WR,16,16,156,102,1183,11.6,6,62,56.4,36,6.4,73.9,65.4,7.6,2,12,0,1,100.0,8,6.0,0.8,0.1,104,11.5,1195,6,1,
40,Amani Toomer,26,NYG,WR,16,14,124,78,1094,14.0,7,60,57.3,54,4.9,68.4,62.9,8.8,5,91,1,5,100.0,28,18.2,5.7,0.3,83,14.3,1185,8,1,
41,David Boston,22,ARI,WR,16,16,133,71,1156,16.3,7,48,48.1,70,4.4,72.3,53.4,8.7,3,9,0,1,33.3,24,3.0,0.6,0.2,74,15.7,1165,7,2,
42,Tony Richardson,29,KAN,FB,16,16,74,58,468,8.1,3,19,44.6,24,3.6,29.3,78.4,6.3,147,697,3,35,46.9,33,4.7,43.6,9.2,205,5.7,1165,6,3,
43,Tim Brown,34,OAK,WR,16,16,133,76,1128,14.8,11,59,51.9,45,4.8,70.5,57.1,8.5,3,12,0,0,33.3,7,4.0,0.8,0.2,79,14.4,1140,11,0,
44,Kevin Faulk,24,NWE,RB,16,9,68,51,465,9.1,1,18,50.0,52,3.2,29.1,75.0,6.8,164,570,4,32,39.6,18,3.5,35.6,10.3,215,4.8,1035,5,6,
45,Bill Schroeder,29,GNB,WR,16,16,119,65,999,15.4,4,51,51.3,55,4.1,62.4,54.6,8.4,2,11,0,1,50.0,12,5.5,0.7,0.1,67,15.1,1010,4,1,
46,Terry Glenn,26,NWE,WR,16,16,164,79,963,12.2,6,56,42.1,39,4.9,60.2,48.2,5.9,4,39,0,1,50.0,35,9.8,2.4,0.3,83,12.1,1002,6,0,
47,Troy Brown,29,NWE,WR,16,15,118,83,944,11.4,4,46,62.7,44,5.2,59.0,70.3,8.0,6,46,0,2,33.3,35,7.7,2.9,0.4,89,11.1,990,4,2,
48,Tim Biakabutuka,26,CAR,RB,12,11,58,34,341,10.0,2,15,46.6,25,2.8,28.4,58.6,5.9,173,627,2,29,38.7,43,3.6,52.3,14.4,207,4.7,968,4,4,
49,Wayne Chrebet,27,NYJ,WR,16,16,145,69,937,13.6,8,49,42.8,50,4.3,58.6,47.6,6.5,3,-3,0,1,33.3,8,-1.0,-0.2,0.2,72,13.0,934,8,0,
50,Donald Hayes,25,CAR,WR,15,15,112,66,926,14.0,3,47,53.6,43,4.4,61.7,58.9,8.3,0,0,0,0,,,,0.0,0.0,66,14.0,926,3,1,
51,James McKnight,28,DAL,WR,16,15,106,52,926,17.8,2,38,46.2,48,3.3,57.9,49.1,8.7,0,0,0,0,,,,0.0,0.0,52,17.8,926,2,1,
52,Antonio Freeman,28,GNB,WR,15,15,120,62,912,14.7,9,47,45.8,67,4.1,60.8,51.7,7.6,2,5,0,1,50.0,3,2.5,0.3,0.1,64,14.3,917,9,1,
53,Richie Anderson,29,NYJ,FB,16,10,124,88,853,9.7,2,35,51.6,41,5.5,53.3,71.0,6.9,27,63,0,8,44.4,9,2.3,3.9,1.7,115,8.0,916,2,2,PB
54,Jeff Graham,31,SDG,WR,14,13,113,55,907,16.5,4,38,43.4,83,3.9,64.8,48.7,8.0,0,0,0,0,,,,0.0,0.0,55,16.5,907,4,1,
55,Derrick Mason,26,TEN,WR,16,10,88,63,895,14.2,5,45,58.0,34,3.9,55.9,71.6,10.2,1,1,0,0,0.0,1,1.0,0.1,0.1,64,14.0,896,5,1,"PB,AP-1"
56,Keyshawn Johnson,28,TAM,WR,16,16,123,71,874,12.3,8,49,52.0,38,4.4,54.6,57.7,7.1,2,5,0,0,0.0,3,2.5,0.3,0.1,73,12.0,879,8,2,
57,Shawn Bryson,24,BUF,RB,16,7,46,32,271,8.5,2,10,37.0,32,2.0,16.9,69.6,5.9,161,591,0,32,36.6,24,3.7,36.9,10.1,193,4.5,862,2,1,
58,Dedric Ward,26,NYJ,WR,16,16,119,54,801,14.8,3,39,42.9,61,3.4,50.1,45.4,6.7,4,23,0,0,25.0,12,5.8,1.4,0.3,58,14.2,824,3,1,
59,Shawn Jefferson,31,ATL,WR,16,14,104,60,822,13.7,2,40,49.0,49,3.8,51.4,57.7,7.9,1,1,0,0,0.0,1,1.0,0.1,0.1,61,13.5,823,2,1,
60,Johnnie Morton,29,DET,WR,16,16,116,61,788,12.9,3,40,44.0,42,3.8,49.3,52.6,6.8,4,25,0,0,50.0,27,6.3,1.6,0.3,65,12.5,813,3,1,
61,Shannon Sharpe,32,BAL,TE,16,15,105,67,810,12.1,5,36,54.3,59,4.2,50.6,63.8,7.7,0,0,0,0,,,,0.0,0.0,67,12.1,810,5,0,
62,Priest Holmes,27,BAL,RB,16,2,46,32,221,6.9,0,11,39.1,27,2.0,13.8,69.6,4.8,137,588,2,38,51.1,21,4.3,36.8,8.6,169,4.8,809,2,2,
63,Ike Hilliard,24,NYG,WR,14,14,106,55,787,14.3,8,44,45.3,59,3.9,56.2,51.9,7.4,3,19,0,1,66.7,17,6.3,1.4,0.2,58,13.9,806,8,0,
64,Jerry Rice,38,SFO,WR,16,16,122,75,805,10.7,7,49,51.6,68,4.7,50.3,61.5,6.6,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,76,10.6,803,7,3,
65,Peerless Price,24,BUF,WR,16,16,106,52,762,14.7,3,34,42.5,42,3.3,47.6,49.1,7.2,2,32,0,1,50.0,27,16.0,2.0,0.1,54,14.7,794,3,4,
66,Oronde Gadsden,29,MIA,WR,16,16,93,56,786,14.0,6,35,53.8,61,3.5,49.1,60.2,8.5,0,0,0,0,,,,0.0,0.0,56,14.0,786,6,0,
67,Jacquez Green,24,TAM,WR,16,16,103,51,773,15.2,1,34,42.7,75,3.2,48.3,49.5,7.5,5,13,0,0,60.0,6,2.6,0.8,0.3,56,14.0,786,1,0,
68,Ron Dayne,22,NYG,RB,16,4,3,3,11,3.7,0,1,33.3,12,0.2,0.7,100.0,3.7,228,770,5,48,43.4,50,3.4,48.1,14.3,231,3.4,781,5,1,
69,Freddie Jones,26,SDG,TE,16,16,130,71,766,10.8,5,38,43.8,44,4.4,47.9,54.6,5.9,0,0,0,0,,,,0.0,0.0,71,10.8,766,5,3,
70,Albert Connell,26,WAS,WR,16,12,102,39,762,19.5,3,29,33.3,77,2.4,47.6,38.2,7.5,0,0,0,0,,,,0.0,0.0,39,19.5,762,3,0,
71,Az-Zahir Hakim,23,STL,WR,16,4,80,53,734,13.8,4,32,56.3,80,3.3,45.9,66.3,9.2,5,19,0,1,20.0,5,3.8,1.2,0.3,58,13.0,753,4,7,
72,Frank Sanders,27,ARI,WR,16,16,116,54,749,13.9,6,37,41.4,53,3.4,46.8,46.6,6.5,0,0,0,0,,,,0.0,0.0,54,13.9,749,6,0,
73,Marcus Robinson,25,CHI,WR,11,11,102,55,738,13.4,5,27,39.2,68,5.0,67.1,53.9,7.2,1,9,0,0,100.0,9,9.0,0.8,0.1,56,13.3,747,5,1,
74,Curtis Conway,29,SDG,WR,14,14,106,53,712,13.4,5,30,36.8,68,3.8,50.9,50.0,6.7,3,31,0,3,100.0,13,10.3,2.2,0.2,56,13.3,743,5,0,
75,Peter Warrick,23,CIN,WR,16,16,126,51,592,11.6,4,34,34.9,46,3.2,37.0,40.5,4.7,16,148,2,6,50.0,77,9.3,9.3,1.0,67,11.0,740,6,2,
76,Terrell Fletcher,27,SDG,RB,16,6,72,48,355,7.4,1,17,38.9,26,3.0,22.2,66.7,4.9,116,384,3,18,36.2,21,3.3,24.0,7.3,164,4.5,739,4,2,
77,Chad Lewis,29,PHI,TE,16,16,110,69,735,10.7,3,35,54.5,52,4.3,45.9,62.7,6.7,0,0,0,0,,,,0.0,0.0,69,10.7,735,3,0,"PB,AP-2"
78,James Thrash,25,WAS,WR,16,9,74,50,653,13.1,2,29,54.1,50,3.1,40.8,67.6,8.8,10,82,0,4,60.0,34,8.2,5.1,0.6,60,12.3,735,2,1,
79,Sean Dawkins,29,SEA,WR,16,16,102,63,731,11.6,5,42,56.9,40,3.9,45.7,61.8,7.2,0,0,0,0,,,,0.0,0.0,63,11.6,731,5,0,
80,Kyle Brady,28,JAX,TE,16,15,94,64,729,11.4,3,39,61.7,36,4.0,45.6,68.1,7.8,0,0,0,0,,,,0.0,0.0,64,11.4,729,3,0,
81,Hines Ward,24,PIT,WR,16,15,84,48,672,14.0,4,31,48.8,77,3.0,42.0,57.1,8.0,4,53,0,2,50.0,23,13.3,3.3,0.3,52,13.9,725,4,2,
82,Darrell Jackson,22,SEA,WR,16,9,93,53,713,13.5,6,31,48.4,71,3.3,44.6,57.0,7.7,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,54,13.2,712,6,2,
83,Larry Centers,32,WAS,FB,15,6,94,81,600,7.4,3,27,42.6,26,5.4,40.0,86.2,6.4,19,103,0,4,47.4,14,5.4,6.9,1.3,100,7.0,703,3,1,
84,Travis Prentice,24,CLE,RB,16,11,43,37,191,5.2,1,7,39.5,13,2.3,11.9,86.0,4.4,173,512,7,30,36.4,17,3.0,32.0,10.8,210,3.3,703,8,2,
85,Jeremy McDaniel,24,BUF,WR,16,6,69,43,697,16.2,2,31,55.1,74,2.7,43.6,62.3,10.1,0,0,0,0,,,,0.0,0.0,43,16.2,697,2,0,
86,Sylvester Morris,23,KAN,WR,15,14,105,48,678,14.1,3,32,39.0,47,3.2,45.2,45.7,6.5,0,0,0,0,,,,0.0,0.0,48,14.1,678,3,3,
87,Terance Mathis,33,ATL,WR,16,16,126,57,679,11.9,5,42,39.7,44,3.6,42.4,45.2,5.4,1,-5,0,0,0.0,-5,-5.0,-0.3,0.1,58,11.6,674,5,1,
88,Bobby Shaw,25,PIT,WR,16,0,69,40,672,16.8,4,31,53.6,45,2.5,42.0,58.0,9.7,0,0,0,0,,,,0.0,0.0,40,16.8,672,4,2,
89,Kevin Johnson,24,CLE,WR,16,16,98,57,669,11.7,0,26,37.8,79,3.6,41.8,58.2,6.8,0,0,0,0,,,,0.0,0.0,57,11.7,669,0,0,
90,Charles Johnson,28,PHI,WR,16,16,100,56,642,11.5,7,33,43.0,59,3.5,40.1,56.0,6.4,5,18,0,1,40.0,15,3.6,1.1,0.3,61,10.8,660,7,0,
91,Qadry Ismail,30,BAL,WR,15,13,95,49,655,13.4,5,37,47.4,53,3.3,43.7,51.6,6.9,0,0,0,0,,,,0.0,0.0,49,13.4,655,5,0,
92,Jerome Pathon,25,IND,WR,16,10,89,50,646,12.9,3,33,51.7,38,3.1,40.4,56.2,7.3,1,3,0,0,0.0,3,3.0,0.2,0.1,51,12.7,649,3,0,
93,Frank Wycheck,29,TEN,TE,16,16,109,70,636,9.1,4,37,47.7,26,4.4,39.8,64.2,5.8,0,0,0,0,,,,0.0,0.0,70,9.1,636,4,2,"PB,AP-2"
94,Donovan McNabb,24,PHI,QB,16,16,4,2,5,2.5,0,0,0.0,3,0.1,0.3,50.0,1.3,86,629,6,32,58.1,54,7.3,39.3,5.4,88,7.2,634,6,7,"PB,AP MVP-2,AP OPoY-4"
95,Napoleon Kaufman,27,OAK,RB,14,2,24,13,127,9.8,1,8,41.7,25,0.9,9.1,54.2,5.3,93,499,0,22,40.9,60,5.4,35.6,6.6,106,5.9,626,1,1,
96,Eddie Kennison,27,CHI,WR,16,10,95,55,549,10.0,2,29,42.1,26,3.4,34.3,57.9,5.8,3,72,0,2,66.7,52,24.0,4.5,0.2,58,10.7,621,2,1,
97,Darnell Autry,24,PHI,RB,11,7,37,24,275,11.5,1,12,59.5,37,2.2,25.0,64.9,7.4,112,334,3,17,41.1,15,3.0,30.4,10.2,136,4.5,609,4,2,
98,Sammy Morris,23,BUF,RB,12,8,48,37,268,7.2,1,7,43.8,24,3.1,22.3,77.1,5.6,93,341,5,28,47.3,32,3.7,28.4,7.8,130,4.7,609,6,2,
99,Andre Rison,33,OAK,WR,16,0,70,41,606,14.8,6,29,55.7,49,2.6,37.9,58.6,8.7,0,0,0,0,,,,0.0,0.0,41,14.8,606,6,0,AP CPoY-7
100,Chris Warren,32,2TM,RB,14,1,43,32,303,9.5,1,12,46.5,76,2.3,21.6,74.4,7.0,74,296,2,18,44.6,32,4.0,21.1,5.3,106,5.7,599,3,3,
100,Chris Warren,32,DAL,RB,13,0,42,31,302,9.7,1,12,47.6,76,2.4,23.2,73.8,7.2,59,254,2,14,47.5,32,4.3,19.5,4.5,90,6.2,556,3,1,
100,Chris Warren,32,PHI,RB,1,1,1,1,1,1.0,0,0,0.0,1,1.0,1.0,100.0,1.0,15,42,0,4,33.3,11,2.8,42.0,15.0,16,2.7,43,0,2,
101,Thomas Jones,22,ARI,RB,14,4,46,32,208,6.5,0,9,41.3,20,2.3,14.9,69.6,4.5,112,373,2,23,45.5,29,3.3,26.6,8.0,144,4.0,581,2,4,
102,Terrence Wilkins,25,IND,WR,14,7,67,43,569,13.2,3,28,55.2,43,3.1,40.6,64.2,8.5,3,8,0,0,33.3,6,2.7,0.6,0.2,46,12.5,577,3,4,
103,Torrance Small,30,PHI,WR,14,14,94,40,569,14.2,3,27,37.2,70,2.9,40.6,42.6,6.1,1,1,0,0,0.0,1,1.0,0.1,0.1,41,13.9,570,3,0,
104,Irving Fryar,38,WAS,WR,14,6,76,41,548,13.4,5,29,46.1,34,2.9,39.1,53.9,7.2,2,16,0,1,50.0,15,8.0,1.1,0.1,43,13.1,564,5,0,
105,Mike Alstott,27,TAM,FB,13,13,19,13,93,7.2,0,3,47.4,21,1.0,7.2,68.4,4.9,131,465,5,37,51.1,20,3.5,35.8,10.1,144,3.9,558,5,3,PB
106,David Patten,26,CLE,WR,14,11,73,38,546,14.4,1,20,42.5,65,2.7,39.0,52.1,7.5,0,0,0,0,,,,0.0,0.0,38,14.4,546,1,2,
107,Duce Staley,25,PHI,RB,5,5,33,25,201,8.0,0,12,54.5,26,5.0,40.2,75.8,6.1,79,344,1,14,43.0,60,4.4,68.8,15.8,104,5.2,545,1,3,
108,Ken Dilger,29,IND,TE,16,16,72,47,538,11.4,3,27,52.8,32,2.9,33.6,65.3,7.5,0,0,0,0,,,,0.0,0.0,47,11.4,538,3,1,
109,Chris Sanders,28,TEN,WR,16,14,61,33,536,16.2,0,24,49.2,54,2.1,33.5,54.1,8.8,0,0,0,0,,,,0.0,0.0,33,16.2,536,0,1,
110,J.R. Redmond,23,NWE,RB,12,5,29,20,126,6.3,2,5,27.6,20,1.7,10.5,69.0,4.3,125,406,1,14,35.2,20,3.2,33.8,10.4,145,3.7,532,3,2,
111,J.J. Stokes,28,SFO,WR,16,3,53,30,524,17.5,3,26,52.8,53,1.9,32.8,56.6,9.9,1,6,0,0,100.0,6,6.0,0.4,0.1,31,17.1,530,3,0,
112,Rich Gannon,35,OAK,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,89,529,4,35,58.4,23,5.9,33.1,5.6,89,5.9,529,4,9,"PB,AP-1,AP MVP-4,AP OPoY-5"
113,Willie Jackson,29,NOR,WR,15,7,80,37,523,14.1,6,28,41.3,53,2.5,34.9,46.3,6.5,0,0,0,0,,,,0.0,0.0,37,14.1,523,6,2,
114,Randy Jordan,30,OAK,RB,16,0,32,27,299,11.1,1,15,59.4,55,1.7,18.7,84.4,9.3,46,213,3,10,37.0,43,4.6,13.3,2.9,73,7.0,512,4,1,
115,Stephen Alexander,25,WAS,TE,16,16,74,47,510,10.9,2,33,56.8,30,2.9,31.9,63.5,6.9,0,0,0,0,,,,0.0,0.0,47,10.9,510,2,2,PB
116,Dwayne Carswell,28,DEN,TE,16,16,64,49,495,10.1,3,27,57.8,43,3.1,30.9,76.6,7.7,0,0,0,0,,,,0.0,0.0,49,10.1,495,3,0,
117,Brandon Bennett,27,CIN,RB,16,0,29,19,168,8.8,0,5,27.6,25,1.2,10.5,65.5,5.8,90,324,3,18,37.8,37,3.6,20.3,5.6,109,4.5,492,3,2,
118,Marty Booker,24,CHI,WR,15,7,74,47,490,10.4,2,28,48.6,41,3.1,32.7,63.5,6.6,2,-1,0,0,50.0,5,-0.5,-0.1,0.1,49,10.0,489,2,2,
119,Jermaine Fazande,25,SDG,RB,13,7,18,16,104,6.5,0,2,50.0,17,1.2,8.0,88.9,5.8,119,368,2,22,36.1,26,3.1,28.3,9.2,135,3.5,472,2,1,
120,Daunte Culpepper,23,MIN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,89,470,7,36,56.2,27,5.3,29.4,5.6,89,5.3,470,7,11,PB
121,Dennis Northcutt,23,CLE,WR,15,8,81,39,422,10.8,0,24,37.0,37,2.6,28.1,48.1,5.2,9,33,0,1,55.6,13,3.7,2.2,0.6,48,9.5,455,0,1,
122,Leslie Shepherd,31,MIA,WR,13,11,59,35,446,12.7,4,16,45.8,46,2.7,34.3,59.3,7.6,4,3,0,1,25.0,14,0.8,0.2,0.3,39,11.5,449,4,0,
123,Germane Crowell,24,DET,WR,9,7,73,34,430,12.6,3,16,35.6,50,3.8,47.8,46.6,5.9,1,12,0,1,100.0,12,12.0,1.3,0.1,35,12.6,442,3,0,
124,Ricky Proehl,32,STL,WR,12,4,39,31,441,14.2,4,26,76.9,29,2.6,36.8,79.5,11.3,0,0,0,0,,,,0.0,0.0,31,14.2,441,4,0,
125,Marcus Pollard,28,IND,TE,16,14,42,30,439,14.6,3,18,59.5,50,1.9,27.4,71.4,10.5,0,0,0,0,,,,0.0,0.0,30,14.6,439,3,0,
126,Kordell Stewart,28,PIT,QB,16,11,0,0,0,,0,0,,,0.0,0.0,,,78,436,7,29,46.2,45,5.6,27.3,4.9,78,5.6,436,7,8,AP CPoY-12
127,Herman Moore,31,DET,WR,15,11,80,40,434,10.9,3,25,43.8,30,2.7,28.9,50.0,5.4,0,0,0,0,,,,0.0,0.0,40,10.9,434,3,0,
128,Rocket Ismail,31,DAL,WR,9,9,43,25,350,14.0,1,18,53.5,44,2.8,38.9,58.1,8.1,8,73,0,3,50.0,37,9.1,8.1,0.9,33,12.8,423,1,1,
129,Kevin Lockett,26,KAN,WR,16,2,57,33,422,12.8,2,25,47.4,34,2.1,26.4,57.9,7.4,0,0,0,0,,,,0.0,0.0,33,12.8,422,2,3,
130,Wesley Walls,34,CAR,TE,8,8,49,31,422,13.6,2,21,59.2,54,3.9,52.8,63.3,8.6,0,0,0,0,,,,0.0,0.0,31,13.6,422,2,0,
131,Stanley Pritchett,27,PHI,FB,16,2,30,25,193,7.7,0,15,56.7,17,1.6,12.1,83.3,6.4,58,225,1,11,43.1,16,3.9,14.1,3.6,83,5.0,418,1,1,
132,Tim Dwight,25,ATL,WR,14,1,53,26,406,15.6,3,20,43.4,52,1.9,29.0,49.1,7.7,5,8,0,1,20.0,5,1.6,0.6,0.4,31,13.4,414,3,3,
133,Jeff Garcia,30,SFO,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,72,414,4,24,47.2,33,5.8,25.9,4.5,72,5.8,414,4,7,PB
134,Kimble Anders,34,KAN,RB,15,7,19,15,76,5.1,0,0,36.8,12,1.0,5.1,78.9,4.0,76,331,2,1,14.5,69,4.4,22.1,5.1,91,4.5,407,2,1,
135,Steve McNair,27,TEN,QB,16,15,0,0,0,,0,0,,,0.0,0.0,,,72,403,0,23,44.4,25,5.6,25.2,4.5,72,5.6,403,0,12,PB
