,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
41,Mikel Leshoure,22,DET,RB,14,14,49,34,214,6.3,0,12,40.8,15,2.4,15.3,69.4,4.4,215,798,9,47,45.6,16,3.7,57.0,15.4,249,4.1,1012,9,3,
42,Mike Williams,25,TAM,WR,16,16,126,63,996,15.8,9,44,43.7,65,3.9,62.3,50.0,7.9,0,0,0,0,,,,0.0,0.0,63,15.8,996,9,0,
43,Jimmy Graham,26,NOR,TE,15,9,135,85,982,11.6,9,59,54.8,46,5.7,65.5,63.0,7.3,0,0,0,0,,,,0.0,0.0,85,11.6,982,9,1,
44,Cecil Shorts,25,JAX,WR,14,9,105,55,979,17.8,7,37,44.8,80,3.9,69.9,52.4,9.3,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,56,17.4,975,7,1,
45,Vick Ballard,22,IND,RB,16,12,27,17,152,8.9,1,7,44.4,19,1.1,9.5,63.0,5.6,211,814,2,52,46.0,26,3.9,50.9,13.2,228,4.2,966,3,3,
46,Darren McFadden,25,OAK,RB,12,12,63,42,258,6.1,1,12,33.3,20,3.5,21.5,66.7,4.1,216,707,2,35,35.2,64,3.3,58.9,18.0,258,3.7,965,3,2,
47,Ryan Mathews,25,SDG,RB,12,9,56,39,252,6.5,0,9,42.9,24,3.3,21.0,69.6,4.5,184,707,1,35,47.3,31,3.8,58.9,15.3,223,4.3,959,1,2,
48,Willis McGahee,31,DEN,RB,10,9,33,26,221,8.5,0,10,51.5,31,2.6,22.1,78.8,6.7,167,731,4,44,56.3,31,4.4,73.1,16.7,193,4.9,952,4,5,
49,Miles Austin,28,DAL,WR,16,15,119,66,943,14.3,6,49,50.4,49,4.1,58.9,55.5,7.9,0,0,0,0,,,,0.0,0.0,66,14.3,943,6,1,
50,Tony Gonzalez,36,ATL,TE,16,16,124,93,930,10.0,8,65,68.5,25,5.8,58.1,75.0,7.5,0,0,0,0,,,,0.0,0.0,93,10.0,930,8,0,"PB,AP-1"
51,Michael Turner,30,ATL,RB,16,16,30,19,128,6.7,1,2,26.7,60,1.2,8.0,63.3,4.3,222,800,10,40,41.0,43,3.6,50.0,13.9,241,3.9,928,11,3,
52,Anquan Boldin,32,BAL,WR,15,15,112,65,921,14.2,4,45,50.9,43,4.3,61.4,58.0,8.2,1,3,0,0,0.0,3,3.0,0.2,0.1,66,14.0,924,4,0,
53,DeAngelo Williams,29,CAR,RB,16,10,20,13,187,14.4,2,5,40.0,53,0.8,11.7,65.0,9.4,173,737,5,34,42.8,65,4.3,46.1,10.8,186,5.0,924,7,2,
54,DeMarco Murray,24,DAL,RB,10,10,42,35,251,7.2,0,11,59.5,22,3.5,25.1,83.3,6.0,161,663,4,39,53.4,48,4.1,66.3,16.1,196,4.7,914,4,3,
55,Brandon Lloyd,31,NWE,WR,16,15,131,74,911,12.3,4,50,51.1,53,4.6,56.9,56.5,7.0,0,0,0,0,,,,0.0,0.0,74,12.3,911,4,0,
56,Darren Sproles,29,NOR,RB,13,6,104,75,667,8.9,7,30,47.1,44,5.8,51.3,72.1,6.4,48,244,1,10,41.7,47,5.1,18.8,3.7,123,7.4,911,8,0,
57,Joique Bell,26,DET,RB,16,0,68,52,485,9.3,0,29,60.3,50,3.3,30.3,76.5,7.1,82,414,3,16,52.4,67,5.0,25.9,5.1,134,6.7,899,3,2,
58,T.Y. Hilton,23,IND,WR,15,1,90,50,861,17.2,7,30,48.9,61,3.3,57.4,55.6,9.6,5,29,0,2,40.0,19,5.8,1.9,0.3,55,16.2,890,7,1,
59,Justin Blackmon,22,JAX,WR,16,14,132,64,865,13.5,5,41,43.9,81,4.0,54.1,48.5,6.6,2,23,0,2,100.0,12,11.5,1.4,0.1,66,13.5,888,5,1,
60,Torrey Smith,23,BAL,WR,16,16,110,49,855,17.4,8,39,41.8,54,3.1,53.4,44.5,7.8,3,9,0,1,33.3,13,3.0,0.6,0.2,52,16.6,864,8,0,
61,Jeremy Maclin,24,PHI,WR,15,15,122,69,857,12.4,7,37,42.6,70,4.6,57.1,56.6,7.0,0,0,0,0,,,,0.0,0.0,69,12.4,857,7,1,
62,Greg Olsen,27,CAR,TE,16,16,104,69,843,12.2,5,44,54.8,47,4.3,52.7,66.3,8.1,0,0,0,0,,,,0.0,0.0,69,12.2,843,5,0,
63,Mike Wallace,26,PIT,WR,15,14,119,64,836,13.1,8,33,42.9,82,4.3,55.7,53.8,7.0,5,7,0,1,20.0,13,1.4,0.5,0.3,69,12.2,843,8,2,
64,Jeremy Kerley,24,NYJ,WR,16,7,95,56,827,14.8,2,31,49.5,66,3.5,51.7,58.9,8.7,5,8,0,0,20.0,5,1.6,0.5,0.3,61,13.7,835,2,4,
65,Pierre Thomas,28,NOR,RB,15,4,53,39,354,9.1,1,20,50.9,36,2.6,23.6,73.6,6.7,105,473,1,17,52.4,48,4.5,31.5,7.0,144,5.7,827,2,0,
66,Heath Miller,30,PIT,TE,15,15,101,71,816,11.5,8,44,58.4,43,4.7,54.4,70.3,8.1,0,0,0,0,,,,0.0,0.0,71,11.5,816,8,0,PB
67,Robert Griffin III,22,WAS,QB,15,15,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,120,815,7,45,56.7,76,6.8,54.3,8.0,120,6.8,815,7,12,"PB,AP ORoY-1"
68,Malcom Floyd,31,SDG,WR,14,14,85,56,814,14.5,5,47,61.2,39,4.0,58.1,65.9,9.6,0,0,0,0,,,,0.0,0.0,56,14.5,814,5,0,
69,Antonio Brown,24,PIT,WR,13,10,106,66,787,11.9,5,43,51.9,60,5.1,60.5,62.3,7.4,7,24,0,2,71.4,13,3.4,1.8,0.5,73,11.1,811,5,4,
70,Brandon Myers,27,OAK,TE,16,16,105,79,806,10.2,4,42,57.1,29,4.9,50.4,75.2,7.7,0,0,0,0,,,,0.0,0.0,79,10.2,806,4,0,
71,Josh Gordon,21,CLE,WR,16,13,96,50,805,16.1,5,40,44.8,71,3.1,50.3,52.1,8.4,0,0,0,0,,,,0.0,0.0,50,16.1,805,5,1,
72,Dwayne Bowe,28,KAN,WR,13,12,114,59,801,13.6,3,44,49.1,47,4.5,61.6,51.8,7.0,0,0,0,0,,,,0.0,0.0,59,13.6,801,3,1,
73,Larry Fitzgerald,29,ARI,WR,16,16,156,71,798,11.2,4,45,34.6,37,4.4,49.9,45.5,5.1,0,0,0,0,,,,0.0,0.0,71,11.2,798,4,0,PB
74,Donnie Avery,28,IND,WR,16,15,124,60,781,13.0,3,37,40.3,48,3.8,48.8,48.4,6.3,4,9,0,0,25.0,7,2.3,0.6,0.3,64,12.3,790,3,1,
75,Rob Gronkowski,23,NWE,TE,11,11,79,55,790,14.4,11,45,68.4,41,5.0,71.8,69.6,10.0,0,0,0,0,,,,0.0,0.0,55,14.4,790,11,1,PB
76,Andre Roberts,24,ARI,WR,15,15,114,64,759,11.9,5,40,46.5,46,4.3,50.6,56.1,6.7,4,29,0,2,50.0,15,7.3,1.9,0.3,68,11.6,788,5,1,
77,James Jones,28,GNB,WR,16,16,98,64,784,12.3,14,45,57.1,49,4.0,49.0,65.3,8.0,0,0,0,0,,,,0.0,0.0,64,12.3,784,14,0,
78,Davone Bess,27,MIA,WR,13,13,104,61,778,12.8,1,38,45.2,39,4.7,59.8,58.7,7.5,0,0,0,0,,,,0.0,0.0,61,12.8,778,1,1,
79,Percy Harvin,24,MIN,WR,9,8,85,62,677,10.9,3,37,61.2,45,6.9,75.2,72.9,8.0,22,96,1,7,54.5,20,4.4,10.7,2.4,84,9.2,773,4,2,
80,Marcel Reece,27,OAK,RB,16,14,73,52,496,9.5,1,23,46.6,56,3.3,31.0,71.2,6.8,59,271,0,16,54.2,17,4.6,16.9,3.7,111,6.9,767,1,2,PB
81,Jacquizz Rodgers,22,ATL,RB,16,0,59,53,402,7.6,1,18,61.0,32,3.3,25.1,89.8,6.8,94,362,1,16,36.2,43,3.9,22.6,5.9,147,5.2,764,2,0,
82,Sidney Rice,26,SEA,WR,16,16,82,50,748,15.0,7,38,56.1,46,3.1,46.8,61.0,9.1,2,6,0,0,0.0,3,3.0,0.4,0.1,52,14.5,754,7,0,
83,Cam Newton,23,CAR,QB,16,16,1,0,6,,0,0,0.0,6,0.0,0.4,0.0,6.0,127,741,8,52,52.0,72,5.8,46.3,7.9,127,5.9,747,8,10,
84,Danny Woodhead,27,NWE,RB,16,2,55,40,446,11.2,3,23,54.5,25,2.5,27.9,72.7,8.1,76,301,4,20,52.6,19,4.0,18.8,4.8,116,6.4,747,7,1,
85,Nate Washington,29,TEN,WR,16,14,89,46,746,16.2,4,30,42.7,71,2.9,46.6,51.7,8.4,0,0,0,0,,,,0.0,0.0,46,16.2,746,4,1,
86,Jordy Nelson,27,GNB,WR,12,10,73,49,745,15.2,7,36,57.5,73,4.1,62.1,67.1,10.2,0,0,0,0,,,,0.0,0.0,49,15.2,745,7,0,
87,Jermaine Gresham,24,CIN,TE,16,15,94,64,737,11.5,5,33,51.1,55,4.0,46.1,68.1,7.8,0,0,0,0,,,,0.0,0.0,64,11.5,737,5,2,PB
88,Denarius Moore,24,OAK,WR,15,15,114,51,741,14.5,7,33,39.5,58,3.4,49.4,44.7,6.5,1,-5,0,0,0.0,-5,-5.0,-0.3,0.1,52,14.2,736,7,3,
89,Jonathan Dwyer,23,PIT,RB,13,6,25,18,106,5.9,0,7,44.0,15,1.4,8.2,72.0,4.2,156,623,2,29,41.7,34,4.0,47.9,12.0,174,4.2,729,2,2,
90,Owen Daniels,30,HOU,TE,15,14,104,62,716,11.5,6,38,47.1,39,4.1,47.7,59.6,6.9,0,0,0,0,,,,0.0,0.0,62,11.5,716,6,0,PB
91,Brandon LaFell,26,CAR,WR,14,12,76,44,677,15.4,4,31,48.7,62,3.1,48.4,57.9,8.9,3,35,0,1,100.0,25,11.7,2.5,0.2,47,15.1,712,4,1,
92,Chris Givens,23,STL,WR,15,12,80,42,698,16.6,3,25,41.3,65,2.8,46.5,52.5,8.7,3,12,0,1,33.3,14,4.0,0.8,0.2,45,15.8,710,3,0,
93,Golden Tate,24,SEA,WR,15,15,68,45,688,15.3,7,28,48.5,51,3.0,45.9,66.2,10.1,3,20,0,1,66.7,13,6.7,1.3,0.2,48,14.8,708,7,1,
94,DeSean Jackson,26,PHI,WR,11,11,87,45,700,15.6,2,30,46.0,77,4.1,63.6,51.7,8.0,3,-7,0,0,33.3,5,-2.3,-0.6,0.3,48,14.4,693,2,1,
95,Knowshon Moreno,25,DEN,RB,8,6,26,21,167,8.0,0,11,53.8,26,2.6,20.9,80.8,6.4,138,525,4,32,53.6,20,3.8,65.6,17.3,159,4.4,692,4,1,
96,Hakeem Nicks,24,NYG,WR,13,11,100,53,692,13.1,3,35,43.0,50,4.1,53.2,53.0,6.9,0,0,0,0,,,,0.0,0.0,53,13.1,692,3,0,
97,Brandon Gibson,25,STL,WR,16,13,82,51,691,13.5,5,43,59.8,34,3.2,43.2,62.2,8.4,0,0,0,0,,,,0.0,0.0,51,13.5,691,5,0,
98,Brent Celek,27,PHI,TE,15,14,88,57,684,12.0,1,34,46.6,34,3.8,45.6,64.8,7.8,0,0,0,0,,,,0.0,0.0,57,12.0,684,1,1,
99,Danny Amendola,27,STL,WR,11,8,101,63,666,10.6,3,39,50.5,56,5.7,60.5,62.4,6.6,2,8,0,0,50.0,6,4.0,0.7,0.2,65,10.4,674,3,3,
100,Dennis Pitta,27,BAL,TE,16,5,94,61,669,11.0,7,29,47.9,61,3.8,41.8,64.9,7.1,0,0,0,0,,,,0.0,0.0,61,11.0,669,7,0,
101,Jermichael Finley,25,GNB,TE,16,14,87,61,667,10.9,2,31,52.9,40,3.8,41.7,70.1,7.7,0,0,0,0,,,,0.0,0.0,61,10.9,667,2,1,
102,Felix Jones,25,DAL,RB,16,7,36,25,262,10.5,2,10,50.0,39,1.6,16.4,69.4,7.3,111,402,3,24,47.7,22,3.6,25.1,6.9,136,4.9,664,5,2,
103,Greg Little,23,CLE,WR,16,16,94,53,647,12.2,4,36,44.7,43,3.3,40.4,56.4,6.9,2,15,0,1,50.0,17,7.5,0.9,0.1,55,12.0,662,4,0,
104,Danario Alexander,26,SDG,WR,10,6,62,37,658,17.8,7,29,58.1,80,3.7,65.8,59.7,10.6,0,0,0,0,,,,0.0,0.0,37,17.8,658,7,0,
105,Fred Jackson,31,BUF,RB,10,8,42,34,217,6.4,1,10,45.2,34,3.4,21.7,81.0,5.2,115,437,3,26,47.0,15,3.8,43.7,11.5,149,4.4,654,4,5,
106,Isaac Redman,28,PIT,RB,14,5,23,19,244,12.8,0,10,65.2,55,1.4,17.4,82.6,10.6,110,410,2,28,40.9,28,3.7,29.3,7.9,129,5.1,654,2,3,
107,Jason Avant,29,PHI,WR,14,6,76,53,648,12.2,0,31,56.6,39,3.8,46.3,69.7,8.5,0,0,0,0,,,,0.0,0.0,53,12.2,648,0,1,
108,Pierre Garcon,26,WAS,WR,10,10,68,44,633,14.4,4,26,50.0,88,4.4,63.3,64.7,9.3,2,9,0,0,0.0,7,4.5,0.9,0.2,46,14.0,642,4,0,
109,Daryl Richardson,22,STL,RB,16,0,36,24,163,6.8,0,7,22.2,26,1.5,10.2,66.7,4.5,98,475,0,22,42.9,53,4.8,29.7,6.1,122,5.2,638,0,3,
110,Mark Ingram,23,NOR,RB,16,5,10,6,29,4.8,0,2,30.0,16,0.4,1.8,60.0,2.9,156,602,5,29,47.4,31,3.9,37.6,9.8,162,3.9,631,5,0,
111,Emmanuel Sanders,25,PIT,WR,16,7,75,44,626,14.2,1,31,49.3,37,2.8,39.1,58.7,8.3,1,4,0,0,100.0,4,4.0,0.3,0.1,45,14.0,630,1,3,
112,Kendall Wright,23,TEN,WR,15,5,104,64,626,9.8,4,38,49.0,38,4.3,41.7,61.5,6.0,1,4,0,0,100.0,4,4.0,0.3,0.1,65,9.7,630,4,1,
113,Martellus Bennett,25,NYG,TE,16,16,89,55,626,11.4,5,35,52.8,33,3.4,39.1,61.8,7.0,0,0,0,0,,,,0.0,0.0,55,11.4,626,5,0,
114,Darrius Heyward-Bey,25,OAK,WR,15,14,80,41,606,14.8,5,25,41.3,59,2.7,40.4,51.3,7.6,2,16,0,1,50.0,20,8.0,1.1,0.1,43,14.5,622,5,0,
115,Bryce Brown,21,PHI,RB,16,4,19,13,56,4.3,0,3,31.6,11,0.8,3.5,68.4,2.9,115,564,4,33,39.1,65,4.9,35.3,7.2,128,4.8,620,4,4,
116,Ronnie Brown,31,SDG,RB,14,1,59,49,371,7.6,0,16,44.1,25,3.5,26.5,83.1,6.3,46,220,0,12,41.3,21,4.8,15.7,3.3,95,6.2,591,0,0,
117,Kenny Britt,24,TEN,WR,14,11,90,45,589,13.1,4,25,41.1,46,3.2,42.1,50.0,6.5,0,0,0,0,,,,0.0,0.0,45,13.1,589,4,2,
118,Alex Green,24,GNB,RB,12,4,30,18,125,6.9,0,6,36.7,19,1.5,10.4,60.0,4.2,135,464,0,17,37.8,41,3.4,38.7,11.3,153,3.8,589,0,1,
119,Santana Moss,33,WAS,WR,16,1,62,41,573,14.0,8,26,50.0,77,2.6,35.8,66.1,9.2,3,14,0,1,33.3,12,4.7,0.9,0.2,44,13.3,587,8,2,
120,Rod Streater,24,OAK,WR,16,2,74,39,584,15.0,3,27,45.9,64,2.4,36.5,52.7,7.9,0,0,0,0,,,,0.0,0.0,39,15.0,584,3,1,
121,Bernard Pierce,21,BAL,RB,16,0,11,7,47,6.7,0,4,54.5,11,0.4,2.9,63.6,4.3,108,532,1,24,45.4,78,4.9,33.3,6.8,115,5.0,579,1,0,
122,Bilal Powell,24,NYJ,RB,14,2,36,17,140,8.2,0,9,33.3,16,1.2,10.0,47.2,3.9,110,437,4,24,46.4,18,4.0,31.2,7.9,127,4.5,577,4,0,
123,Scott Chandler,27,BUF,TE,15,13,74,43,571,13.3,6,36,52.7,43,2.9,38.1,58.1,7.7,0,0,0,0,,,,0.0,0.0,43,13.3,571,6,2,
124,Domenik Hixon,28,NYG,WR,13,3,59,39,567,14.5,2,25,57.6,41,3.0,43.6,66.1,9.6,0,0,0,0,,,,0.0,0.0,39,14.5,567,2,0,
125,Brandon Pettigrew,27,DET,TE,14,11,102,59,567,9.6,3,33,47.1,24,4.2,40.5,57.8,5.6,0,0,0,0,,,,0.0,0.0,59,9.6,567,3,4,
126,Andrew Hawkins,26,CIN,WR,14,2,80,51,533,10.5,4,24,48.8,59,3.6,38.1,63.8,6.7,6,30,0,2,33.3,11,5.0,2.1,0.4,57,9.9,563,4,1,
127,Michael Floyd,23,ARI,WR,16,3,86,45,562,12.5,2,26,46.5,53,2.8,35.1,52.3,6.5,0,0,0,0,,,,0.0,0.0,45,12.5,562,2,1,
128,Jacob Tamme,27,DEN,TE,16,8,85,52,555,10.7,2,29,54.1,36,3.3,34.7,61.2,6.5,0,0,0,0,,,,0.0,0.0,52,10.7,555,2,0,
129,Vernon Davis,28,SFO,TE,16,16,61,41,548,13.4,5,26,54.1,53,2.6,34.3,67.2,9.0,0,0,0,0,,,,0.0,0.0,41,13.4,548,5,0,
130,Leonard Hankerson,23,WAS,WR,16,5,57,38,543,14.3,3,25,52.6,68,2.4,33.9,66.7,9.5,2,5,0,0,0.0,3,2.5,0.3,0.1,40,13.7,548,3,0,
131,Brandon Stokley,36,DEN,WR,15,9,58,45,544,12.1,5,30,70.7,38,3.0,36.3,77.6,9.4,0,0,0,0,,,,0.0,0.0,45,12.1,544,5,0,
132,Marcedes Lewis,28,JAX,TE,16,15,77,52,540,10.4,4,25,48.1,26,3.3,33.8,67.5,7.0,0,0,0,0,,,,0.0,0.0,52,10.4,540,4,0,
133,Antonio Gates,32,SDG,TE,15,15,80,49,538,11.0,7,30,51.3,34,3.3,35.9,61.3,6.7,0,0,0,0,,,,0.0,0.0,49,11.0,538,7,0,
134,Josh Morgan,27,WAS,WR,16,15,73,48,510,10.6,2,30,52.1,32,3.0,31.9,65.8,7.0,3,25,0,1,100.0,9,8.3,1.6,0.2,51,10.5,535,2,1,
135,Robert Turbin,23,SEA,RB,16,0,23,19,181,9.5,0,8,52.2,20,1.2,11.3,82.6,7.9,80,354,0,16,42.5,26,4.4,22.1,5.0,99,5.4,535,0,0,
136,Dwayne Allen,22,IND,TE,16,16,66,45,521,11.6,3,30,56.1,40,2.8,32.6,68.2,7.9,3,5,0,2,66.7,3,1.7,0.3,0.2,48,11.0,526,3,1,
137,Jared Cook,25,TEN,TE,13,5,73,44,523,11.9,4,24,47.9,61,3.4,40.2,60.3,7.2,0,0,0,0,,,,0.0,0.0,44,11.9,523,4,1,
138,Dexter McCluster,23,KAN,RB,16,6,77,52,452,8.7,1,24,40.3,31,3.3,28.3,67.5,5.9,12,70,0,4,58.3,19,5.8,4.4,0.8,64,8.2,522,1,2,
