,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
47,Tee Higgins,23,CIN,WR,16,14,109,74,1029,13.9,7,47,59.6,59,4.6,64.3,67.9,9.4,0,0,0,0,,,,0.0,0.0,74,13.9,1029,7,0,
48,Chris Godwin,26,TAM,WR,15,13,142,104,1023,9.8,3,53,60.6,44,6.9,68.2,73.2,7.2,3,5,0,0,0.0,2,1.7,0.3,0.2,107,9.6,1028,3,2,AP CPoY-7
49,Jerry Jeudy,23,DEN,WR,15,14,100,67,972,14.5,6,41,52.0,67,4.5,64.8,67.0,9.7,4,40,0,4,100.0,14,10.0,2.7,0.3,71,14.3,1012,6,0,
50,Jonathan Taylor,23,IND,RB,11,11,40,28,143,5.1,0,4,32.5,19,2.5,13.0,70.0,3.6,192,861,4,39,48.4,66,4.5,78.3,17.5,220,4.6,1004,4,3,
51,AJ Dillon,24,GNB,RB,17,3,43,28,206,7.4,0,9,39.5,17,1.6,12.1,65.1,4.8,186,770,7,47,56.5,27,4.1,45.3,10.9,214,4.6,976,7,1,
52,Ezekiel Elliott,27,DAL,RB,15,14,23,17,92,5.4,0,4,39.1,31,1.1,6.1,73.9,4.0,231,876,12,52,47.6,27,3.8,58.4,15.4,248,3.9,968,12,0,
53,Isiah Pacheco,23,KAN,RB,17,11,14,13,130,10.0,0,7,64.3,32,0.8,7.6,92.9,9.3,170,830,5,37,57.1,31,4.9,48.8,10.0,183,5.2,960,5,4,AP ORoY-10
54,Michael Pittman Jr.,25,IND,WR,16,16,141,99,925,9.3,4,51,53.9,28,6.2,57.8,70.2,6.6,3,30,0,2,66.7,19,10.0,1.9,0.2,102,9.4,955,4,2,
55,D.J. Moore,25,CAR,WR,17,17,118,63,888,14.1,7,44,43.2,62,3.7,52.2,53.4,7.5,10,53,0,3,80.0,11,5.3,3.1,0.6,73,12.9,941,7,0,
56,D'Onta Foreman,26,CAR,RB,17,9,9,5,26,5.2,0,1,22.2,23,0.3,1.5,55.6,2.9,203,914,5,45,48.8,60,4.5,53.8,11.9,208,4.5,940,5,1,
57,JuJu Smith-Schuster,26,KAN,WR,16,14,101,78,933,12.0,3,47,67.3,53,4.9,58.3,77.2,9.2,0,0,0,0,,,,0.0,0.0,78,12.0,933,3,3,
58,D'Andre Swift,23,DET,RB,14,8,70,48,389,8.1,3,17,38.6,25,3.4,27.8,68.6,5.6,99,542,5,21,47.5,50,5.5,38.7,7.1,147,6.3,931,8,1,
59,T.J. Hockenson,25,2TM,TE,17,14,129,86,914,10.6,6,44,47.3,81,5.1,53.8,66.7,7.1,0,0,0,0,,,,0.0,0.0,86,10.6,914,6,1,PB
59,T.J. Hockenson,25,DET,TE,7,7,43,26,395,15.2,3,17,48.8,81,3.7,56.4,60.5,9.2,0,0,0,0,,,,0.0,0.0,26,15.2,395,3,0,
59,T.J. Hockenson,25,MIN,TE,10,7,86,60,519,8.7,3,27,46.5,21,6.0,51.9,69.8,6.0,0,0,0,0,,,,0.0,0.0,60,8.7,519,3,1,
60,Diontae Johnson,26,PIT,WR,17,17,147,86,882,10.3,0,45,49.0,37,5.1,51.9,58.5,6.0,7,25,0,1,28.6,8,3.6,1.5,0.4,93,9.8,907,0,1,
61,Cam Akers,23,LAR,RB,15,9,18,13,117,9.0,0,8,50.0,18,0.9,7.8,72.2,6.5,188,786,7,39,52.7,42,4.2,52.4,12.5,201,4.5,903,7,2,
62,Antonio Gibson,24,WAS,RB,15,6,58,46,353,7.7,2,18,46.6,26,3.1,23.5,79.3,6.1,149,546,3,32,49.7,20,3.7,36.4,9.9,195,4.6,899,5,1,
63,Mike Williams,28,LAC,WR,13,13,93,63,895,14.2,4,39,59.1,55,4.8,68.8,67.7,9.6,0,0,0,0,,,,0.0,0.0,63,14.2,895,4,0,
64,Latavius Murray,32,2TM,RB,13,7,35,27,132,4.9,0,4,25.7,15,2.1,10.2,77.1,3.8,171,760,6,44,53.8,52,4.4,58.5,13.2,198,4.5,892,6,1,
64,Latavius Murray,32,NOR,RB,1,0,1,1,8,8.0,0,0,100.0,8,1.0,8.0,100.0,8.0,11,57,1,4,81.8,10,5.2,57.0,11.0,12,5.4,65,1,0,
64,Latavius Murray,32,DEN,RB,12,7,34,26,124,4.8,0,4,23.5,15,2.2,10.3,76.5,3.6,160,703,5,40,51.9,52,4.4,58.6,13.3,186,4.4,827,5,1,
65,Drake London,21,ATL,WR,17,15,117,72,866,12.0,4,48,56.4,40,4.2,50.9,61.5,7.4,0,0,0,0,,,,0.0,0.0,72,12.0,866,4,3,
66,Cooper Kupp,29,LAR,WR,9,9,98,75,812,10.8,6,42,62.2,75,8.3,90.2,76.5,8.3,9,52,1,4,66.7,20,5.8,5.8,1.0,84,10.3,864,7,2,
67,Deebo Samuel,26,SFO,WR,13,12,94,56,632,11.3,2,25,47.9,57,4.3,48.6,59.6,6.7,42,232,3,8,40.5,51,5.5,17.8,3.2,98,8.8,864,5,3,
68,Brian Robinson Jr.,23,WAS,RB,12,9,12,9,60,6.7,1,3,50.0,18,0.8,5.0,75.0,5.0,205,797,2,49,52.7,24,3.9,66.4,17.1,214,4.0,857,3,2,
69,Mark Andrews,27,BAL,TE,15,15,113,73,847,11.6,5,48,56.6,36,4.9,56.5,64.6,7.5,3,8,0,3,100.0,4,2.7,0.5,0.2,76,11.3,855,5,1,PB
70,Curtis Samuel,26,WAS,WR,17,12,92,64,656,10.3,4,36,46.7,49,3.8,38.6,69.6,7.1,38,187,1,11,44.7,21,4.9,11.0,2.2,102,8.3,843,5,1,
71,Zay Jones,27,JAX,WR,16,15,121,82,823,10.0,5,44,54.5,59,5.1,51.4,67.8,6.8,4,18,0,1,50.0,14,4.5,1.1,0.3,86,9.8,841,5,0,
72,Donovan Peoples-Jones,23,CLE,WR,17,14,96,61,839,13.8,3,33,50.0,42,3.6,49.4,63.5,8.7,1,2,0,0,0.0,2,2.0,0.1,0.1,62,13.6,841,3,1,
73,Gabriel Davis,23,BUF,WR,15,15,93,48,836,17.4,7,35,51.6,98,3.2,55.7,51.6,9.0,0,0,0,0,,,,0.0,0.0,48,17.4,836,7,1,
74,Courtland Sutton,27,DEN,WR,15,15,109,64,829,13.0,2,38,46.8,51,4.3,55.3,58.7,7.6,1,5,0,0,100.0,5,5.0,0.3,0.1,65,12.8,834,2,0,
75,George Pickens,21,PIT,WR,17,12,84,52,801,15.4,4,38,48.8,42,3.1,47.1,61.9,9.5,3,24,1,2,66.7,22,8.0,1.4,0.2,55,15.0,825,5,0,
76,Cordarrelle Patterson,31,ATL,RB,13,11,31,21,122,5.8,0,6,38.7,16,1.6,9.4,67.7,3.9,144,695,8,39,60.4,40,4.8,53.5,11.1,165,5.0,817,8,1,
77,Jerick McKinnon,30,KAN,RB,17,0,71,56,512,9.1,9,28,54.9,56,3.3,30.1,78.9,7.2,72,291,1,12,45.8,30,4.0,17.1,4.2,128,6.3,803,10,1,AP CPoY-12
78,Jakobi Meyers,26,NWE,WR,14,13,96,67,804,12.0,6,38,56.3,48,4.8,57.4,69.8,8.4,2,-11,0,2,100.0,7,-5.5,-0.8,0.1,69,11.5,793,6,2,
79,Khalil Herbert,24,CHI,RB,13,1,12,9,57,6.3,1,2,16.7,25,0.7,4.4,75.0,4.8,129,731,4,26,47.3,63,5.7,56.2,9.9,138,5.7,788,5,0,
80,Allen Lazard,27,GNB,WR,15,15,100,60,788,13.1,6,45,55.0,47,4.0,52.5,60.0,7.9,2,0,0,0,0.0,,0.0,0.0,0.1,62,12.7,788,6,0,
81,Evan Engram,28,JAX,TE,17,14,98,73,766,10.5,4,33,55.1,36,4.3,45.1,74.5,7.8,2,13,0,1,50.0,13,6.5,0.8,0.1,75,10.4,779,4,0,
82,Josh Palmer,23,LAC,WR,16,11,107,72,769,10.7,3,39,55.1,50,4.5,48.1,67.3,7.2,1,4,0,1,100.0,4,4.0,0.3,0.1,73,10.6,773,3,1,
83,Rachaad White,23,TAM,RB,17,8,58,50,290,5.8,2,13,53.4,20,2.9,17.1,86.2,5.0,129,481,1,27,49.6,35,3.7,28.3,7.6,179,4.3,771,3,3,
84,George Kittle,29,SFO,TE,15,15,86,60,765,12.8,11,36,58.1,54,4.0,51.0,69.8,8.9,0,0,0,0,,,,0.0,0.0,60,12.8,765,11,1,"PB,AP-2"
85,Lamar Jackson,25,BAL,QB,12,12,0,0,0,,0,0,,,0.0,0.0,,,112,764,3,47,64.3,79,6.8,63.7,9.3,112,6.8,764,3,5,
86,Josh Allen,26,BUF,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,124,762,7,55,61.3,44,6.1,47.6,7.8,124,6.1,762,7,13,"PB,AP MVP-3,AP OPoY-8"
87,Tyler Boyd,28,CIN,WR,16,14,82,58,762,13.1,5,42,62.2,60,3.6,47.6,70.7,9.3,0,0,0,0,,,,0.0,0.0,58,13.1,762,5,0,
88,Keenan Allen,30,LAC,WR,10,10,89,66,752,11.4,4,39,56.2,46,6.6,75.2,74.2,8.4,1,8,0,1,100.0,8,8.0,0.8,0.1,67,11.3,760,4,1,
89,Jalen Hurts,24,PHI,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,165,760,13,67,59.4,42,4.6,50.7,11.0,165,4.6,760,13,9,"PB,AP-2,AP MVP-2,AP OPoY-3"
90,Pat Freiermuth,24,PIT,TE,16,8,98,63,732,11.6,2,37,53.1,57,3.9,45.8,64.3,7.5,0,0,0,0,,,,0.0,0.0,63,11.6,732,2,0,
91,Mack Hollins,29,LVR,WR,17,16,94,57,690,12.1,4,34,51.1,60,3.4,40.6,60.6,7.3,4,40,0,2,75.0,17,10.0,2.4,0.2,61,12.0,730,4,0,
92,Darius Slayton,25,NYG,WR,16,11,71,46,724,15.7,2,30,57.7,55,2.9,45.3,64.8,10.2,0,0,0,0,,,,0.0,0.0,46,15.7,724,2,2,
93,Adam Thielen,32,MIN,WR,17,17,107,70,716,10.2,6,45,49.5,36,4.1,42.1,65.4,6.7,1,4,0,0,100.0,4,4.0,0.2,0.1,71,10.1,720,6,0,
94,DeAndre Hopkins,30,ARI,WR,9,9,96,64,717,11.2,3,35,54.2,33,7.1,79.7,66.7,7.5,0,0,0,0,,,,0.0,0.0,64,11.2,717,3,2,
95,Marquise Brown,25,ARI,WR,12,10,107,67,709,10.6,3,33,44.9,47,5.6,59.1,62.6,6.6,1,1,0,0,0.0,1,1.0,0.1,0.1,68,10.4,710,3,1,
96,Daniel Jones,25,NYG,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,120,708,7,57,59.2,25,5.9,44.3,7.5,120,5.9,708,7,6,AP CPoY-11
97,Brandin Cooks,29,HOU,WR,13,13,93,57,699,12.3,3,29,47.3,44,4.4,53.8,61.3,7.5,2,7,0,0,50.0,5,3.5,0.5,0.2,59,12.0,706,3,0,
98,Dallas Goedert,27,PHI,TE,12,12,69,55,702,12.8,3,40,69.6,31,4.6,58.5,79.7,10.2,0,0,0,0,,,,0.0,0.0,55,12.8,702,3,1,
99,Christian Watson,23,GNB,WR,14,11,66,41,611,14.9,7,28,50.0,63,2.9,43.6,62.1,9.3,7,80,2,2,71.4,46,11.4,5.7,0.5,48,14.4,691,9,0,AP ORoY-7
100,Michael Carter,23,NYJ,RB,16,10,54,41,288,7.0,0,12,46.3,37,2.6,18.0,75.9,5.3,114,402,3,14,42.1,25,3.5,25.1,7.1,155,4.5,690,3,2,
101,James Cook,23,BUF,RB,16,0,32,21,180,8.6,1,5,46.9,41,1.3,11.3,65.6,5.6,89,507,2,25,50.6,33,5.7,31.7,5.6,110,6.2,687,3,1,
102,Marquez Valdes-Scantling,28,KAN,WR,17,11,81,42,687,16.4,2,32,48.1,57,2.5,40.4,51.9,8.5,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,43,15.9,684,2,0,
103,Parris Campbell,25,IND,WR,17,16,91,63,623,9.9,3,32,54.9,49,3.7,36.6,69.2,6.8,5,58,0,2,40.0,28,11.6,3.4,0.3,68,10.0,681,3,1,
104,Breece Hall,21,NYJ,RB,7,2,31,19,218,11.5,1,8,35.5,79,2.7,31.1,61.3,7.0,80,463,4,20,50.0,62,5.8,66.1,11.4,99,6.9,681,5,1,
105,Samaje Perine,27,CIN,RB,16,2,51,38,287,7.6,4,11,41.2,32,2.4,17.9,74.5,5.6,95,394,2,19,49.5,29,4.1,24.6,5.9,133,5.1,681,6,0,
106,Kareem Hunt,27,CLE,RB,17,0,44,35,210,6.0,1,11,38.6,24,2.1,12.4,79.5,4.8,123,468,3,30,48.0,24,3.8,27.5,7.2,158,4.3,678,4,1,
107,K.J. Osborn,25,MIN,WR,17,9,90,60,650,10.8,5,32,58.9,66,3.5,38.2,66.7,7.2,3,6,0,2,66.7,5,2.0,0.4,0.2,63,10.4,656,5,1,
108,Taysom Hill,32,NOR,TE/QB,16,8,13,9,77,8.6,2,5,46.2,30,0.6,4.8,69.2,5.9,96,575,7,34,55.2,60,6.0,35.9,6.0,105,6.2,652,9,2,
109,Kalif Raymond,28,DET,WR,17,7,64,47,616,13.1,0,24,56.3,56,2.8,36.2,73.4,9.6,7,36,0,4,71.4,12,5.1,2.1,0.4,54,12.1,652,0,3,AP-2
110,Chuba Hubbard,23,CAR,RB,15,2,17,14,171,12.2,0,5,47.1,45,0.9,11.4,82.4,10.1,95,466,2,23,45.3,35,4.9,31.1,6.3,109,5.8,637,2,2,
111,Tyler Higbee,29,LAR,TE,17,17,108,72,620,8.6,3,32,51.9,26,4.2,36.5,66.7,5.7,0,0,0,0,,,,0.0,0.0,72,8.6,620,3,0,
112,David Njoku,26,CLE,TE,14,14,80,58,628,10.8,4,36,61.3,38,4.1,44.9,72.5,7.9,2,-8,0,0,0.0,-2,-4.0,-0.6,0.1,60,10.3,620,4,1,
113,Alec Pierce,22,IND,WR,16,12,78,41,593,14.5,2,28,46.2,47,2.6,37.1,52.6,7.6,0,0,0,0,,,,0.0,0.0,41,14.5,593,2,1,
114,Jaylen Warren,24,PIT,RB,16,0,33,28,214,7.6,0,14,51.5,26,1.8,13.4,84.8,6.5,77,379,1,20,53.2,31,4.9,23.7,4.8,105,5.6,593,1,1,
115,Dalton Schultz,26,DAL,TE,15,15,89,57,577,10.1,5,27,55.1,30,3.8,38.5,64.0,6.5,0,0,0,0,,,,0.0,0.0,57,10.1,577,5,1,
116,Richie James,27,NYG,WR,17,4,70,57,569,10.0,4,29,61.4,33,3.4,33.5,81.4,8.1,2,6,0,0,50.0,4,3.0,0.4,0.1,59,9.7,575,4,3,
117,Kenyan Drake,28,BAL,RB,12,5,26,17,89,5.2,1,7,34.6,15,1.4,7.4,65.4,3.4,109,482,4,21,45.0,40,4.4,40.2,9.1,126,4.5,571,5,1,
118,J.K. Dobbins,24,BAL,RB,8,8,8,7,42,6.0,1,3,62.5,20,0.9,5.3,87.5,5.3,92,520,2,26,57.6,44,5.7,65.0,11.5,99,5.7,562,3,0,
119,Damien Harris,25,NWE,RB,11,9,23,17,97,5.7,0,4,43.5,15,1.5,8.8,73.9,4.2,106,462,3,23,50.0,30,4.4,42.0,9.6,123,4.5,559,3,0,
120,Noah Brown,26,DAL,WR,16,13,74,43,555,12.9,3,25,48.6,51,2.7,34.7,58.1,7.5,0,0,0,0,,,,0.0,0.0,43,12.9,555,3,1,
121,Tyler Conklin,27,NYJ,TE,17,16,87,58,552,9.5,3,25,44.8,30,3.4,32.5,66.7,6.3,2,3,0,2,100.0,2,1.5,0.2,0.1,60,9.3,555,3,2,
122,Gerald Everett,28,LAC,TE,16,11,87,58,555,9.6,4,29,48.3,26,3.6,34.7,66.7,6.4,1,0,0,0,0.0,,0.0,0.0,0.1,59,9.4,555,4,0,
123,Cole Kmet,23,CHI,TE,17,17,69,50,544,10.9,7,27,59.4,50,2.9,32.0,72.5,7.9,2,9,0,1,100.0,8,4.5,0.5,0.1,52,10.6,553,7,1,
124,Chris Moore,29,HOU,WR,16,7,74,48,548,11.4,2,24,47.3,52,3.0,34.3,64.9,7.4,3,3,0,0,0.0,3,1.0,0.2,0.2,51,10.8,551,2,0,
125,Rashid Shaheed,24,NOR,WR,12,6,34,28,488,17.4,2,18,70.6,68,2.3,40.7,82.4,14.4,4,57,1,2,75.0,44,14.3,4.8,0.3,32,17.0,545,3,1,
126,Melvin Gordon,29,DEN,RB,10,6,32,25,223,8.9,0,11,46.9,24,2.5,22.3,78.1,7.0,90,318,2,15,50.0,17,3.5,31.8,9.0,115,4.7,541,2,5,
