,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
16,Maurice Jones-Drew,23,JAX,RB,16,3,75,62,565,9.1,2,28,56.0,26,3.9,35.3,82.7,7.5,197,824,12,49,46.2,46,4.2,51.5,12.3,259,5.4,1389,14,6,
17,Roddy White,27,ATL,WR,16,15,148,88,1382,15.7,7,60,55.4,70,5.5,86.4,59.5,9.3,2,4,0,0,0.0,2,2.0,0.3,0.1,90,15.4,1386,7,1,PB
18,Brian Westbrook,29,PHI,RB,14,14,74,54,402,7.4,5,19,44.6,47,3.9,28.7,73.0,5.4,233,936,9,49,45.9,39,4.0,66.9,16.6,287,4.7,1338,14,2,
19,Marshawn Lynch,22,BUF,RB,15,15,67,47,300,6.4,1,15,35.8,42,3.1,20.0,70.1,4.5,250,1036,8,53,46.8,50,4.1,69.1,16.7,297,4.5,1336,9,2,PB
20,Calvin Johnson,23,DET,WR,16,16,150,78,1331,17.1,12,52,47.3,96,4.9,83.2,52.0,8.9,3,-1,0,1,33.3,7,-0.3,-0.1,0.2,81,16.4,1330,12,3,
21,Ryan Grant,26,GNB,RB,16,14,22,18,116,6.4,1,3,45.5,17,1.1,7.3,81.8,5.3,312,1203,4,54,44.6,57,3.9,75.2,19.5,330,4.0,1319,5,4,
22,Marion Barber III,25,DAL,RB,15,13,61,52,417,8.0,2,18,49.2,70,3.5,27.8,85.2,6.8,238,885,7,57,39.5,35,3.7,59.0,15.9,290,4.5,1302,9,7,
23,Greg Jennings,25,GNB,WR,16,15,140,80,1292,16.2,9,55,50.7,63,5.0,80.8,57.1,9.2,0,0,0,0,,,,0.0,0.0,80,16.2,1292,9,1,
24,Antonio Bryant,27,TAM,WR,16,15,138,83,1248,15.0,7,58,54.3,71,5.2,78.0,60.1,9.0,2,22,0,2,100.0,13,11.0,1.4,0.1,85,14.9,1270,7,1,AP CPoY-4
25,Kevin Smith,22,DET,RB,16,12,54,39,286,7.3,0,9,35.2,27,2.4,17.9,72.2,5.3,238,976,8,51,44.1,50,4.1,61.0,14.9,277,4.6,1262,8,2,
26,Brandon Marshall,24,DEN,WR,15,15,181,104,1265,12.2,6,67,50.8,47,6.9,84.3,57.5,7.0,2,-4,0,0,50.0,7,-2.0,-0.3,0.1,106,11.9,1261,6,4,PB
27,Wes Welker,27,NWE,WR,16,14,149,111,1165,10.5,3,57,58.4,64,6.9,72.8,74.5,7.8,3,26,0,1,66.7,19,8.7,1.6,0.2,114,10.4,1191,3,1,"PB,AP-2"
28,Jamal Lewis,29,CLE,RB,16,16,32,23,178,7.7,0,8,50.0,18,1.4,11.1,71.9,5.6,279,1002,4,43,38.7,29,3.6,62.6,17.4,302,3.9,1180,4,2,
29,Ronnie Brown,27,MIA,RB,16,13,43,33,254,7.7,0,12,44.2,39,2.1,15.9,76.7,5.9,214,916,10,49,47.2,62,4.3,57.3,13.4,247,4.7,1170,10,1,"PB,AP CPoY-8"
30,Vincent Jackson,25,SDG,WR,16,16,101,59,1098,18.6,7,52,54.5,60,3.7,68.6,58.4,10.9,4,69,0,3,100.0,31,17.3,4.3,0.3,63,18.5,1167,7,1,
31,Reggie Wayne,30,IND,WR,16,16,131,82,1145,14.0,6,65,58.0,65,5.1,71.6,62.6,8.7,0,0,0,0,,,,0.0,0.0,82,14.0,1145,6,0,PB
32,Brandon Jacobs,26,NYG,RB,13,13,12,6,36,6.0,0,0,33.3,9,0.5,2.8,50.0,3.0,219,1089,15,58,50.2,44,5.0,83.8,16.8,225,5.0,1125,15,3,
33,Warrick Dunn,33,TAM,RB,15,6,68,47,330,7.0,0,11,47.1,36,3.1,22.0,69.1,4.9,186,786,2,31,44.6,40,4.2,52.4,12.4,233,4.8,1116,2,0,
34,Anquan Boldin,28,ARI,WR,12,11,127,89,1038,11.7,11,56,56.7,79,7.4,86.5,70.1,8.2,9,67,0,2,44.4,30,7.4,5.6,0.8,98,11.3,1105,11,4,"PB,AP CPoY-4"
35,Eddie Royal,22,DEN,WR,15,15,129,91,980,10.8,5,43,60.5,93,6.1,65.3,70.5,7.6,11,109,0,4,45.5,71,9.9,7.3,0.7,102,10.7,1089,5,2,
36,Terrell Owens,35,DAL,WR,16,16,140,69,1052,15.2,10,38,42.1,75,4.3,65.8,49.3,7.5,7,33,0,2,71.4,8,4.7,2.1,0.4,76,14.3,1085,10,1,
37,Santana Moss,29,WAS,WR,16,16,138,79,1044,13.2,6,50,47.8,67,4.9,65.3,57.2,7.6,1,27,0,1,100.0,27,27.0,1.7,0.1,80,13.4,1071,6,1,
38,Tony Gonzalez,32,KAN,TE,16,16,155,96,1058,11.0,10,66,55.5,35,6.0,66.1,61.9,6.8,0,0,0,0,,,,0.0,0.0,96,11.0,1058,10,0,"PB,AP-1"
39,Hines Ward,32,PIT,WR,16,15,124,81,1043,12.9,7,55,57.3,49,5.1,65.2,65.3,8.4,1,4,0,0,100.0,4,4.0,0.3,0.1,82,12.8,1047,7,1,
40,Derrick Mason,34,BAL,WR,16,16,121,80,1037,13.0,5,60,57.0,54,5.0,64.8,66.1,8.6,1,3,0,0,0.0,3,3.0,0.2,0.1,81,12.8,1040,5,2,
41,Lee Evans,27,BUF,WR,16,16,102,63,1017,16.1,3,46,53.9,87,3.9,63.6,61.8,10.0,1,22,0,1,100.0,22,22.0,1.4,0.1,64,16.2,1039,3,2,
42,Le'Ron McClain,24,BAL,FB,16,16,30,19,123,6.5,1,7,26.7,25,1.2,7.7,63.3,4.1,232,902,10,53,45.7,82,3.9,56.4,14.5,251,4.1,1025,11,4,"PB,AP-1"
43,Dwayne Bowe,24,KAN,WR,16,16,157,86,1022,11.9,7,49,47.1,36,5.4,63.9,54.8,6.5,0,0,0,0,,,,0.0,0.0,86,11.9,1022,7,0,
44,Donald Driver,33,GNB,WR,16,16,116,74,1012,13.7,5,45,50.9,71,4.6,63.3,63.8,8.7,2,4,0,0,50.0,6,2.0,0.3,0.1,76,13.4,1016,5,0,
45,Steve Breaston,25,ARI,WR,16,9,113,77,1006,13.1,3,44,56.6,58,4.8,62.9,68.1,8.9,2,8,0,0,50.0,4,4.0,0.5,0.1,79,12.8,1014,3,1,
46,DeSean Jackson,22,PHI,WR,16,15,120,62,912,14.7,2,43,45.8,60,3.9,57.0,51.7,7.6,17,96,1,6,52.9,21,5.6,6.0,1.1,79,12.8,1008,3,4,
47,Randy Moss,31,NWE,WR,16,16,125,69,1008,14.6,11,46,48.0,76,4.3,63.0,55.2,8.1,2,0,0,0,0.0,,0.0,0.0,0.1,71,14.2,1008,11,3,
48,Kevin Faulk,32,NWE,RB,15,3,74,58,486,8.4,3,23,58.1,22,3.9,32.4,78.4,6.6,83,507,3,24,55.4,41,6.1,33.8,5.5,141,7.0,993,6,0,
49,Bernard Berrian,28,MIN,WR,16,13,95,48,964,20.1,7,35,45.3,99,3.0,60.3,50.5,10.1,4,26,0,2,50.0,14,6.5,1.6,0.3,52,19.0,990,7,1,
50,Jason Witten,26,DAL,TE,16,16,121,81,952,11.8,4,49,54.5,42,5.1,59.5,66.9,7.9,0,0,0,0,,,,0.0,0.0,81,11.8,952,4,0,"PB,AP-2"
51,Larry Johnson,29,KAN,RB,12,12,17,12,74,6.2,0,3,29.4,20,1.0,6.2,70.6,4.4,193,874,5,44,43.5,65,4.5,72.8,16.1,205,4.6,948,5,5,
52,Cedric Benson,26,CIN,RB,12,10,26,20,185,9.3,0,6,38.5,79,1.7,15.4,76.9,7.1,214,747,2,36,39.3,46,3.5,62.3,17.8,234,4.0,932,2,2,
53,Lance Moore,25,NOR,WR,16,6,121,79,928,11.7,10,40,52.1,70,4.9,58.0,65.3,7.7,0,0,0,0,,,,0.0,0.0,79,11.7,928,10,1,
54,Muhsin Muhammad,35,CAR,WR,16,15,107,65,923,14.2,5,46,54.2,60,4.1,57.7,60.7,8.6,0,0,0,0,,,,0.0,0.0,65,14.2,923,5,2,
55,Kevin Walter,27,HOU,WR,16,16,95,60,899,15.0,8,39,53.7,61,3.8,56.2,63.2,9.5,3,23,0,3,100.0,13,7.7,1.4,0.2,63,14.6,922,8,0,
56,T.J. Houshmandzadeh,31,CIN,WR,15,15,137,92,904,9.8,4,51,54.7,46,6.1,60.3,67.2,6.6,1,9,0,0,100.0,9,9.0,0.6,0.1,93,9.8,913,4,0,
57,Pierre Thomas,24,NOR,RB,15,5,41,31,284,9.2,3,15,61.0,24,2.1,18.9,75.6,6.9,129,625,9,43,58.9,42,4.8,41.7,8.6,160,5.7,909,12,1,
58,Mewelde Moore,26,PIT,RB,16,4,53,40,320,8.0,1,17,47.2,25,2.5,20.0,75.5,6.0,140,588,5,36,50.0,32,4.2,36.8,8.8,180,5.0,908,6,2,
59,Justin Fargas,28,OAK,RB,14,14,15,10,52,5.2,0,2,26.7,12,0.7,3.7,66.7,3.5,218,853,1,33,43.1,42,3.9,60.9,15.6,228,4.0,905,1,3,
60,Fred Jackson,27,BUF,RB,16,3,45,37,317,8.6,0,12,44.4,65,2.3,19.8,82.2,7.0,130,571,3,33,48.5,32,4.4,35.7,8.1,167,5.3,888,3,3,
61,Sammy Morris,31,NWE,RB,13,7,24,17,161,9.5,0,5,54.2,42,1.3,12.4,70.8,6.7,156,727,7,46,49.4,35,4.7,55.9,12.0,173,5.1,888,7,1,
62,Jonathan Stewart,21,CAR,RB,16,0,17,8,47,5.9,0,2,23.5,15,0.5,2.9,47.1,2.8,184,836,10,42,41.8,41,4.5,52.3,11.5,192,4.6,883,10,2,
63,Ricky Williams,31,MIA,RB,16,3,39,29,219,7.6,1,10,38.5,47,1.8,13.7,74.4,5.6,160,659,4,36,45.6,51,4.1,41.2,10.0,189,4.6,878,5,5,
64,Braylon Edwards,25,CLE,WR,16,16,138,55,873,15.9,3,42,37.0,70,3.4,54.6,39.9,6.3,0,0,0,0,,,,0.0,0.0,55,15.9,873,3,0,
65,Jerricho Cotchery,26,NYJ,WR,16,16,112,71,858,12.1,5,43,53.6,56,4.4,53.6,63.4,7.7,2,8,0,0,50.0,8,4.0,0.5,0.1,73,11.9,866,5,2,
66,Ted Ginn Jr.,23,MIA,WR,16,14,93,56,790,14.1,2,36,52.7,64,3.5,49.4,60.2,8.5,5,73,2,2,40.0,40,14.6,4.6,0.3,61,14.1,863,4,5,
67,Owen Daniels,26,HOU,TE,16,16,101,70,862,12.3,2,46,60.4,35,4.4,53.9,69.3,8.5,0,0,0,0,,,,0.0,0.0,70,12.3,862,2,2,PB
68,Laveranues Coles,31,NYJ,WR,16,16,116,70,850,12.1,7,45,54.3,54,4.4,53.1,60.3,7.3,2,9,0,0,50.0,6,4.5,0.6,0.1,72,11.9,859,7,1,
69,Chris Cooley,26,WAS,TE,16,16,111,83,849,10.2,1,43,62.2,28,5.2,53.1,74.8,7.6,0,0,0,0,,,,0.0,0.0,83,10.2,849,1,3,PB
70,Dallas Clark,29,IND,TE,15,15,107,77,848,11.0,6,41,61.7,33,5.1,56.5,72.0,7.9,0,0,0,0,,,,0.0,0.0,77,11.0,848,6,2,
71,Reggie Bush,23,NOR,RB,10,9,73,52,440,8.5,4,22,47.9,42,5.2,44.0,71.2,6.0,106,404,2,20,45.3,43,3.8,40.4,10.6,158,5.3,844,6,3,
72,Willis McGahee,27,BAL,RB,13,8,32,24,173,7.2,0,8,37.5,35,1.8,13.3,75.0,5.4,170,671,7,36,43.5,77,3.9,51.6,13.1,194,4.4,844,7,3,
73,Dominic Rhodes,29,IND,RB,15,4,59,45,302,6.7,3,15,42.4,29,3.0,20.1,76.3,5.1,152,538,6,27,47.4,38,3.5,35.9,10.1,197,4.3,840,9,0,
74,Isaac Bruce,36,SFO,WR,16,15,108,61,835,13.7,7,44,52.8,63,3.8,52.2,56.5,7.7,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,62,13.4,832,7,0,
75,Santonio Holmes,24,PIT,WR,15,15,114,55,821,14.9,5,40,44.7,48,3.7,54.7,48.2,7.2,2,9,0,1,50.0,10,4.5,0.6,0.1,57,14.6,830,5,4,
76,Jerious Norwood,25,ATL,RB,16,0,54,36,338,9.4,2,12,33.3,67,2.3,21.1,66.7,6.3,95,489,4,22,42.1,45,5.1,30.6,5.9,131,6.3,827,6,2,
77,Devery Henderson,26,NOR,WR,16,13,56,32,793,24.8,3,27,53.6,84,2.0,49.6,57.1,14.2,4,33,0,1,50.0,30,8.3,2.1,0.3,36,22.9,826,3,1,
78,Willie Parker,28,PIT,RB,11,11,10,3,13,4.3,0,0,0.0,5,0.3,1.2,30.0,1.3,210,791,5,29,41.0,34,3.8,71.9,19.1,213,3.8,804,5,0,
79,Leon Washington,26,NYJ,RB,16,1,61,47,355,7.6,2,17,42.6,40,2.9,22.2,77.0,5.8,76,448,6,17,50.0,61,5.9,28.0,4.8,123,6.5,803,8,3,"PB,AP-1"
80,Chester Taylor,29,MIN,RB,16,1,55,45,399,8.9,2,17,43.6,47,2.8,24.9,81.8,7.3,101,399,4,19,42.6,21,4.0,24.9,6.3,146,5.5,798,6,2,
81,Torry Holt,32,STL,WR,16,14,119,64,796,12.4,3,40,43.7,45,4.0,49.8,53.8,6.7,0,0,0,0,,,,0.0,0.0,64,12.4,796,3,0,
82,LenDale White,24,TEN,RB,16,2,10,5,16,3.2,0,1,20.0,7,0.3,1.0,50.0,1.6,200,773,15,43,50.0,80,3.9,48.3,12.5,205,3.8,789,15,1,
83,Darren McFadden,21,OAK,RB,13,5,39,29,285,9.8,0,13,51.3,27,2.2,21.9,74.4,7.3,113,499,4,25,37.2,50,4.4,38.4,8.7,142,5.5,784,4,3,
84,Zach Miller,23,OAK,TE,16,15,86,56,778,13.9,1,32,50.0,63,3.5,48.6,65.1,9.0,0,0,0,0,,,,0.0,0.0,56,13.9,778,1,0,
85,Michael Jenkins,26,ATL,WR,16,12,81,50,777,15.5,3,37,53.1,62,3.1,48.6,61.7,9.6,0,0,0,0,,,,0.0,0.0,50,15.5,777,3,0,
86,Mark Clayton,26,BAL,WR,16,13,82,41,695,17.0,3,23,39.0,70,2.6,43.4,50.0,8.5,6,81,1,3,66.7,42,13.5,5.1,0.4,47,16.5,776,4,0,
87,Julius Jones,27,SEA,RB,15,10,25,14,66,4.7,0,4,28.0,17,0.9,4.4,56.0,2.6,158,698,2,30,39.2,33,4.4,46.5,10.5,172,4.4,764,2,4,
88,Matt Jones,25,JAX,WR,12,10,107,65,761,11.7,2,46,57.0,35,5.4,63.4,60.7,7.1,0,0,0,0,,,,0.0,0.0,65,11.7,761,2,1,
89,Marques Colston,25,NOR,WR,11,6,88,47,760,16.2,5,35,52.3,70,4.3,69.1,53.4,8.6,0,0,0,0,,,,0.0,0.0,47,16.2,760,5,1,
90,Joseph Addai,25,IND,RB,12,12,39,25,206,8.2,2,9,38.5,55,2.1,17.2,64.1,5.3,155,544,5,34,47.1,23,3.5,45.3,12.9,180,4.2,750,7,1,
91,Donnie Avery,24,STL,WR,15,12,102,53,674,12.7,3,29,41.2,69,3.5,44.9,52.0,6.6,10,69,1,3,60.0,37,6.9,4.6,0.7,63,11.8,743,4,0,
92,Earnest Graham,28,TAM,RB,10,10,33,23,174,7.6,0,6,45.5,24,2.3,17.4,69.7,5.3,132,563,4,26,47.7,68,4.3,56.3,13.2,155,4.8,737,4,2,
93,Ray Rice,21,BAL,RB,13,4,43,33,273,8.3,0,12,48.8,40,2.5,21.0,76.7,6.3,107,454,0,21,41.1,60,4.2,34.9,8.2,140,5.2,727,0,1,
94,Devin Hester,26,CHI,WR,15,8,91,51,665,13.0,3,29,41.8,65,3.4,44.3,56.0,7.3,6,61,0,4,66.7,20,10.2,4.1,0.4,57,12.7,726,3,5,
95,Maurice Morris,29,SEA,RB,13,6,27,19,136,7.2,2,5,55.6,13,1.5,10.5,70.4,5.0,132,574,0,29,43.9,45,4.3,44.2,10.2,151,4.7,710,2,1,
96,Antonio Gates,28,SDG,TE,16,16,92,60,704,11.7,8,39,55.4,34,3.8,44.0,65.2,7.7,0,0,0,0,,,,0.0,0.0,60,11.7,704,8,1,PB
97,Correll Buckhalter,30,PHI,RB,14,2,32,26,324,12.5,2,15,65.6,59,1.9,23.1,81.3,10.1,76,369,2,18,48.7,33,4.9,26.4,5.4,102,6.8,693,4,0,
98,Darren Sproles,25,SDG,RB,16,0,34,29,342,11.8,5,14,67.6,66,1.8,21.4,85.3,10.1,61,330,1,15,45.9,37,5.4,20.6,3.8,90,7.5,672,6,3,
99,Anthony Gonzalez,24,IND,WR,16,2,79,57,664,11.6,4,36,62.0,58,3.6,41.5,72.2,8.4,0,0,0,0,,,,0.0,0.0,57,11.6,664,4,0,
100,Tashard Choice,24,DAL,RB,16,3,30,21,185,8.8,0,6,46.7,50,1.3,11.6,70.0,6.2,92,472,2,25,45.7,38,5.1,29.5,5.8,113,5.8,657,2,0,
101,Fred Taylor,32,JAX,RB,13,13,22,16,98,6.1,0,2,50.0,17,1.2,7.5,72.7,4.5,143,556,1,24,38.5,34,3.9,42.8,11.0,159,4.1,654,1,1,
102,Justin Gage,27,TEN,WR,12,11,74,34,651,19.1,6,28,44.6,56,2.8,54.3,45.9,8.8,0,0,0,0,,,,0.0,0.0,34,19.1,651,6,0,
103,Nate Washington,25,PIT,WR,16,1,78,40,631,15.8,3,24,47.4,65,2.5,39.4,51.3,8.1,5,18,0,2,60.0,8,3.6,1.1,0.3,45,14.4,649,3,0,
104,Bobby Wade,27,MIN,WR,16,14,89,53,645,12.2,2,32,49.4,59,3.3,40.3,59.6,7.2,0,0,0,0,,,,0.0,0.0,53,12.2,645,2,2,
105,Tony Scheffler,25,DEN,TE,13,7,61,40,645,16.1,3,28,59.0,72,3.1,49.6,65.6,10.6,1,-1,0,0,0.0,-1,-1.0,-0.1,0.1,41,15.7,644,3,1,
106,Marvin Harrison,36,IND,WR,15,15,107,60,636,10.6,5,41,47.7,67,4.0,42.4,56.1,5.9,0,0,0,0,,,,0.0,0.0,60,10.6,636,5,1,
107,Tim Hightower,22,ARI,RB,16,7,50,34,237,7.0,0,11,38.0,26,2.1,14.8,68.0,4.7,143,399,10,34,36.4,30,2.8,24.9,8.9,177,3.6,636,10,2,
108,Jamaal Charles,22,KAN,RB,16,2,39,27,272,10.1,1,9,25.6,75,1.7,17.0,69.2,7.0,67,357,0,18,52.2,30,5.3,22.3,4.2,94,6.7,629,1,2,
109,John Carlson,24,SEA,TE,16,9,80,55,627,11.4,5,36,60.0,33,3.4,39.2,68.8,7.8,0,0,0,0,,,,0.0,0.0,55,11.4,627,5,0,
110,Domenik Hixon,24,NYG,WR,16,7,73,43,596,13.9,2,29,52.1,41,2.7,37.3,58.9,8.2,2,26,0,2,100.0,15,13.0,1.6,0.1,45,13.8,622,2,0,
111,Greg Camarillo,26,MIA,WR,11,11,83,55,613,11.1,2,30,57.8,33,5.0,55.7,66.3,7.4,2,1,0,0,50.0,6,0.5,0.1,0.2,57,10.8,614,2,0,
112,Edgerrin James,30,ARI,RB,13,7,18,12,85,7.1,0,4,38.9,16,0.9,6.5,66.7,4.7,133,514,3,25,41.4,35,3.9,39.5,10.2,145,4.1,599,3,2,
113,Antwaan Randle El,29,WAS,WR,16,16,87,53,593,11.2,4,34,54.0,31,3.3,37.1,60.9,6.8,1,5,0,0,100.0,5,5.0,0.3,0.1,54,11.1,598,4,2,
114,Josh Reed,28,BUF,WR,13,13,80,56,597,10.7,1,36,62.5,24,4.3,45.9,70.0,7.5,0,0,0,0,,,,0.0,0.0,56,10.7,597,1,0,
115,Visanthe Shiancoe,28,MIN,TE,16,15,59,42,596,14.2,7,30,61.0,40,2.6,37.3,71.2,10.1,0,0,0,0,,,,0.0,0.0,42,14.2,596,7,0,
116,Michael Bush,24,OAK,RB,15,0,30,19,162,8.5,0,6,46.7,25,1.3,10.8,63.3,5.4,95,421,3,15,36.8,67,4.4,28.1,6.3,114,5.1,583,3,1,
117,Amani Toomer,34,NYG,WR,16,12,88,48,580,12.1,4,30,52.3,40,3.0,36.3,54.5,6.6,0,0,0,0,,,,0.0,0.0,48,12.1,580,4,1,
118,Billy Miller,31,NOR,TE,15,5,62,45,579,12.9,1,30,62.9,41,3.0,38.6,72.6,9.3,0,0,0,0,,,,0.0,0.0,45,12.9,579,1,0,
119,Greg Olsen,23,CHI,TE,16,7,82,54,574,10.6,5,33,56.1,52,3.4,35.9,65.9,7.0,0,0,0,0,,,,0.0,0.0,54,10.6,574,5,2,
120,Steve Smith,23,NYG,WR,16,4,82,57,574,10.1,1,36,61.0,30,3.6,35.9,69.5,7.0,0,0,0,0,,,,0.0,0.0,57,10.1,574,1,1,
121,Davone Bess,23,MIA,WR,16,6,75,54,554,10.3,1,29,57.3,37,3.4,34.6,72.0,7.4,1,13,0,1,100.0,13,13.0,0.8,0.1,55,10.3,567,1,1,
122,Patrick Crayton,29,DAL,WR,16,7,70,39,550,14.1,4,24,45.7,55,2.4,34.4,55.7,7.9,1,11,0,1,100.0,11,11.0,0.7,0.1,40,14.0,561,4,1,
123,Bo Scaife,27,TEN,TE,16,7,84,58,561,9.7,2,28,48.8,44,3.6,35.1,69.0,6.7,0,0,0,0,,,,0.0,0.0,58,9.7,561,2,1,
124,Dennis Northcutt,31,JAX,WR,14,3,68,44,545,12.4,2,24,55.9,41,3.1,38.9,64.7,8.0,1,9,0,0,100.0,9,9.0,0.6,0.1,45,12.3,554,2,1,
125,Bryant Johnson,27,SFO,WR,16,12,75,45,546,12.1,3,28,52.0,42,2.8,34.1,60.0,7.3,0,0,0,0,,,,0.0,0.0,45,12.1,546,3,0,
126,Deuce McAllister,30,NOR,RB,13,6,23,18,128,7.1,1,5,52.2,20,1.4,9.8,78.3,5.6,107,418,5,24,55.1,19,3.9,32.2,8.2,125,4.4,546,6,0,
127,Chad Johnson,30,CIN,WR,13,10,97,53,540,10.2,4,35,54.6,26,4.1,41.5,54.6,5.6,0,0,0,0,,,,0.0,0.0,53,10.2,540,4,0,
128,Dustin Keller,24,NYJ,TE,16,6,78,48,535,11.1,3,32,56.4,54,3.0,33.4,61.5,6.9,0,0,0,0,,,,0.0,0.0,48,11.1,535,3,0,
129,Brandon Stokley,32,DEN,WR,15,2,86,49,528,10.8,3,35,53.5,36,3.3,35.2,57.0,6.1,0,0,0,0,,,,0.0,0.0,49,10.8,528,3,0,
130,Peyton Hillis,22,DEN,RB,12,6,19,14,179,12.8,1,9,68.4,47,1.2,14.9,73.7,9.4,68,343,5,25,63.2,19,5.0,28.6,5.7,82,6.4,522,6,0,
131,Heath Miller,26,PIT,TE,14,14,66,48,514,10.7,3,30,59.1,22,3.4,36.7,72.7,7.8,0,0,0,0,,,,0.0,0.0,48,10.7,514,3,1,
132,Michael Clayton,26,TAM,WR,15,9,61,38,484,12.7,1,21,45.9,58,2.5,32.3,62.3,7.9,2,5,0,0,50.0,4,2.5,0.3,0.1,40,12.2,489,1,1,
133,Bobby Engram,35,SEA,WR,13,11,80,47,489,10.4,0,25,46.3,37,3.6,37.6,58.8,6.1,0,0,0,0,,,,0.0,0.0,47,10.4,489,0,1,
134,Marcedes Lewis,24,JAX,TE,16,16,74,41,489,11.9,2,21,41.9,30,2.6,30.6,55.4,6.6,0,0,0,0,,,,0.0,0.0,41,11.9,489,2,0,
135,Brandon Jones,26,TEN,WR,16,7,62,41,449,11.0,1,25,50.0,40,2.6,28.1,66.1,7.2,2,35,0,1,100.0,28,17.5,2.2,0.1,43,11.3,484,1,0,
136,Jeremy Shockey,28,NOR,TE,12,11,72,50,483,9.7,0,30,59.7,26,4.2,40.3,69.4,6.7,0,0,0,0,,,,0.0,0.0,50,9.7,483,0,2,
137,Jabar Gaffney,28,NWE,WR,16,7,65,38,468,12.3,2,26,52.3,37,2.4,29.3,58.5,7.2,0,0,0,0,,,,0.0,0.0,38,12.3,468,2,0,
