,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
15,Edgerrin James,25,IND,RB,13,13,71,51,292,5.7,0,9,39.4,17,3.9,22.5,71.8,4.1,310,1259,11,84,49.4,43,4.1,96.8,23.8,361,4.3,1551,11,5,
16,Travis Henry,25,BUF,RB,15,15,40,28,158,5.6,1,9,37.5,18,1.9,10.5,70.0,4.0,331,1356,10,77,44.1,64,4.1,90.4,22.1,359,4.2,1514,11,7,
17,Anquan Boldin,23,ARI,WR,16,16,165,101,1377,13.6,8,62,49.1,71,6.3,86.1,61.2,8.3,5,40,0,2,80.0,23,8.0,2.5,0.3,106,13.4,1417,8,3,"PB,AP ORoY-1"
18,Moe Williams,29,MIN,RB,16,7,85,65,644,9.9,3,34,55.3,42,4.1,40.3,76.5,7.6,174,745,5,43,46.0,61,4.3,46.6,10.9,239,5.8,1389,8,2,
19,Domanick Williams,23,HOU,RB,14,10,68,47,351,7.5,0,15,45.6,17,3.4,25.1,69.1,5.2,238,1031,8,48,39.5,51,4.3,73.6,17.0,285,4.8,1382,8,4,
20,Chad Johnson,25,CIN,WR,16,14,154,90,1355,15.1,10,67,55.8,82,5.6,84.7,58.4,8.8,0,0,0,0,,,,0.0,0.0,90,15.1,1355,10,0,"PB,AP-2"
21,Michael Pittman,28,TAM,RB,16,13,120,75,597,8.0,2,23,36.7,68,4.7,37.3,62.5,5.0,187,751,0,39,47.6,17,4.0,46.9,11.7,262,5.1,1348,2,4,
22,Kevan Barlow,24,SFO,RB,16,4,44,35,307,8.8,1,14,47.7,48,2.2,19.2,79.5,7.0,201,1024,6,44,49.8,78,5.1,64.0,12.6,236,5.6,1331,7,5,
23,Derrick Mason,29,TEN,WR,16,16,133,95,1303,13.7,8,69,59.4,50,5.9,81.4,71.4,9.8,3,11,0,0,33.3,7,3.7,0.7,0.2,98,13.4,1314,8,0,PB
24,Marvin Harrison,31,IND,WR,15,15,142,94,1272,13.5,10,60,54.9,79,6.3,84.8,66.2,9.0,1,3,0,0,0.0,3,3.0,0.2,0.1,95,13.4,1275,10,2,"PB,AP-2"
25,Laveranues Coles,26,WAS,WR,16,16,158,82,1204,14.7,6,53,46.2,64,5.1,75.3,51.9,7.6,10,39,0,3,40.0,23,3.9,2.4,0.6,92,13.5,1243,6,0,PB
26,Hines Ward,27,PIT,WR,16,16,156,95,1163,12.2,10,60,53.8,50,5.9,72.7,60.9,7.5,11,61,0,3,45.5,25,5.5,3.8,0.7,106,11.5,1224,10,0,"PB,AP-2"
27,Eddie George,30,TEN,RB,16,16,31,22,163,7.4,0,7,48.4,22,1.4,10.2,71.0,5.3,312,1031,5,52,38.5,27,3.3,64.4,19.5,334,3.6,1194,5,1,
28,Keenan McCardell,33,TAM,WR,16,16,138,84,1174,14.0,8,53,53.6,76,5.3,73.4,60.9,8.5,0,0,0,0,,,,0.0,0.0,84,14.0,1174,8,1,PB
29,Santana Moss,24,NYJ,WR,16,12,117,74,1105,14.9,10,49,48.7,65,4.6,69.1,63.2,9.4,10,67,0,2,50.0,25,6.7,4.2,0.6,84,14.0,1172,10,4,
30,Steve Smith Sr.,24,CAR,WR,16,11,141,88,1110,12.6,7,47,48.2,67,5.5,69.4,62.4,7.9,11,42,0,4,45.5,14,3.8,2.6,0.7,99,11.6,1152,7,5,
31,Darrell Jackson,25,SEA,WR,16,16,130,68,1137,16.7,9,55,50.8,80,4.3,71.1,52.3,8.7,0,0,0,0,,,,0.0,0.0,68,16.7,1137,9,1,
32,Marshall Faulk,30,STL,RB,11,11,61,45,290,6.4,1,11,36.1,30,4.1,26.4,73.8,4.8,209,818,10,51,43.1,52,3.9,74.4,19.0,254,4.4,1108,11,0,AP CPoY-11
33,Rudi Johnson,24,CIN,RB,13,5,23,21,146,7.0,0,9,56.5,17,1.6,11.2,91.3,6.3,215,957,9,51,46.0,54,4.5,73.6,16.5,236,4.7,1103,9,0,
34,Terrell Owens,30,SFO,WR,15,15,146,80,1102,13.8,9,55,45.2,75,5.3,73.5,54.8,7.5,3,-2,0,0,0.0,3,-0.7,-0.1,0.2,83,13.3,1100,9,0,PB
35,Kevin Faulk,27,NWE,RB,15,8,66,48,440,9.2,0,20,54.5,27,3.2,29.3,72.7,6.7,178,638,0,30,42.1,23,3.6,42.5,11.9,226,4.8,1078,0,4,
36,Troy Hambrick,27,DAL,RB,16,16,24,17,99,5.8,0,2,37.5,13,1.1,6.2,70.8,4.1,275,972,5,58,42.9,42,3.5,60.8,17.2,292,3.7,1071,5,4,
37,Amani Toomer,29,NYG,WR,16,16,152,63,1057,16.8,5,48,38.2,77,3.9,66.1,41.4,7.0,1,5,0,0,100.0,5,5.0,0.3,0.1,64,16.6,1062,5,0,
38,Anthony Thomas,26,CHI,RB,13,13,14,9,36,4.0,0,1,14.3,9,0.7,2.8,64.3,2.6,244,1024,6,47,45.1,67,4.2,78.8,18.8,253,4.2,1060,6,1,
39,Marcel Shipp,25,ARI,RB,16,11,37,30,184,6.1,0,6,32.4,34,1.9,11.5,81.1,5.0,228,830,0,37,42.1,36,3.6,51.9,14.3,258,3.9,1014,0,3,
40,Warrick Dunn,28,ATL,RB,11,6,52,37,336,9.1,2,14,36.5,86,3.4,30.5,71.2,6.5,125,672,3,28,42.4,69,5.4,61.1,11.4,162,6.2,1008,5,2,
41,Isaac Bruce,31,STL,WR,15,15,119,69,981,14.2,5,49,52.9,41,4.6,65.4,58.0,8.2,2,17,0,1,50.0,14,8.5,1.1,0.1,71,14.1,998,5,0,
42,Chris Chambers,25,MIA,WR,16,16,130,64,963,15.0,11,50,46.9,57,4.0,60.2,49.2,7.4,4,30,0,1,75.0,12,7.5,1.9,0.3,68,14.6,993,11,1,
43,Joe Horn,31,NOR,WR,15,14,130,78,973,12.5,10,52,52.3,50,5.2,64.9,60.0,7.5,2,15,0,1,50.0,13,7.5,1.0,0.1,80,12.4,988,10,2,
44,Garrison Hearst,32,SFO,RB,12,12,38,25,211,8.4,1,7,34.2,26,2.1,17.6,65.8,5.6,178,768,3,41,41.0,36,4.3,64.0,14.8,203,4.8,979,4,2,
45,Peter Warrick,26,CIN,WR,15,14,122,79,819,10.4,7,49,51.6,77,5.3,54.6,64.8,6.7,18,157,0,7,55.6,50,8.7,10.5,1.2,97,10.1,976,7,2,
46,Andre Johnson,22,HOU,WR,16,16,119,66,976,14.8,4,46,47.1,46,4.1,61.0,55.5,8.2,5,-10,0,1,20.0,11,-2.0,-0.6,0.3,71,13.6,966,4,0,
47,Shawn Bryson,27,DET,RB,16,13,72,54,340,6.3,0,10,33.3,26,3.4,21.3,75.0,4.7,158,606,3,32,40.5,39,3.8,37.9,9.9,212,4.5,946,3,2,
48,Brian Westbrook,24,PHI,RB,15,8,48,37,332,9.0,4,17,45.8,38,2.5,22.1,77.1,6.9,117,613,7,30,43.6,62,5.2,40.9,7.8,154,6.1,945,11,3,
49,Rod Smith,33,DEN,WR,15,15,114,74,845,11.4,3,48,51.8,38,4.9,56.3,64.9,7.4,10,98,0,4,80.0,26,9.8,6.5,0.7,84,11.2,943,3,0,
50,Charlie Garner,31,OAK,RB,14,9,70,48,386,8.0,1,15,34.3,46,3.4,27.6,68.6,5.5,120,553,3,27,44.2,33,4.6,39.5,8.6,168,5.6,939,4,1,
51,Tony Gonzalez,27,KAN,TE,16,16,106,71,916,12.9,10,48,54.7,67,4.4,57.3,67.0,8.6,0,0,0,0,,,,0.0,0.0,71,12.9,916,10,0,"PB,AP-1"
52,Koren Robinson,23,SEA,WR,15,15,119,65,896,13.8,4,39,52.1,38,4.3,59.7,54.6,7.5,4,15,0,2,50.0,16,3.8,1.0,0.3,69,13.2,911,4,1,
53,David Boston,25,SDG,WR,14,14,115,70,880,12.6,7,42,50.4,46,5.0,62.9,60.9,7.7,3,18,0,2,66.7,13,6.0,1.3,0.2,73,12.3,898,7,2,
54,Jerome Bettis,31,PIT,RB,16,10,22,13,86,6.6,0,5,36.4,16,0.8,5.4,59.1,3.9,246,811,7,44,46.7,21,3.3,50.7,15.4,259,3.5,897,7,5,
55,T.J. Duckett,22,ATL,RB,16,10,13,11,94,8.5,0,1,53.8,21,0.7,5.9,84.6,7.2,197,779,11,39,45.7,55,4.0,48.7,12.3,208,4.2,873,11,3,
56,Jerry Rice,41,OAK,WR,16,15,124,63,869,13.8,2,44,46.0,47,3.9,54.3,50.8,7.0,0,0,0,0,,,,0.0,0.0,63,13.8,869,2,2,
57,Eddie Kennison,30,KAN,WR,16,16,99,56,853,15.2,5,43,51.5,51,3.5,53.3,56.6,8.6,2,9,0,0,100.0,5,4.5,0.6,0.1,58,14.9,862,5,1,
58,Plaxico Burress,26,PIT,WR,16,16,124,60,860,14.3,4,39,43.5,47,3.8,53.8,48.4,6.9,1,-7,0,0,0.0,-7,-7.0,-0.4,0.1,61,14.0,853,4,1,
59,Duce Staley,28,PHI,RB,16,4,47,36,382,10.6,2,19,51.1,52,2.3,23.9,76.6,8.1,96,463,5,22,52.1,22,4.8,28.9,6.0,132,6.4,845,7,2,
60,Peerless Price,27,ATL,WR,16,15,142,64,838,13.1,3,41,35.9,49,4.0,52.4,45.1,5.9,2,3,0,0,50.0,5,1.5,0.2,0.1,66,12.7,841,3,0,
61,Reggie Wayne,25,IND,WR,16,16,107,68,838,12.3,7,50,55.1,57,4.3,52.4,63.6,7.8,0,0,0,0,,,,0.0,0.0,68,12.3,838,7,0,
62,Muhsin Muhammad,30,CAR,WR,15,15,100,54,837,15.5,3,37,46.0,60,3.6,55.8,54.0,8.4,2,-2,0,0,0.0,,-1.0,-0.1,0.1,56,14.9,835,3,3,
63,Johnnie Morton,32,KAN,WR,16,16,93,50,740,14.8,4,36,48.4,50,3.1,46.3,53.8,8.0,8,94,0,3,50.0,39,11.8,5.9,0.5,58,14.4,834,4,0,
64,Justin McCareins,25,TEN,WR,16,10,82,47,813,17.3,7,40,56.1,73,2.9,50.8,57.3,9.9,1,13,0,1,100.0,13,13.0,0.8,0.1,48,17.2,826,7,2,
65,Deion Branch,24,NWE,WR,15,12,103,57,803,14.1,3,40,45.6,66,3.8,53.5,55.3,7.8,1,11,0,1,100.0,11,11.0,0.7,0.1,58,14.0,814,3,0,
66,Dennis Northcutt,26,CLE,WR,15,6,92,62,729,11.8,2,43,55.4,44,4.1,48.6,67.4,7.9,12,83,0,4,75.0,23,6.9,5.5,0.8,74,11.0,812,2,2,
67,Terry Glenn,29,DAL,WR,16,14,96,52,754,14.5,5,37,49.0,51,3.3,47.1,54.2,7.9,3,55,0,1,100.0,47,18.3,3.4,0.2,55,14.7,809,5,2,
68,Thomas Jones,25,TAM,RB,16,3,31,24,180,7.5,0,9,45.2,29,1.5,11.3,77.4,5.8,137,627,3,24,42.3,61,4.6,39.2,8.6,161,5.0,807,3,4,
69,Jimmy Smith,34,JAX,WR,12,12,112,54,805,14.9,4,38,44.6,67,4.5,67.1,48.2,7.2,0,0,0,0,,,,0.0,0.0,54,14.9,805,4,1,
70,Richie Anderson,32,DAL,FB,15,8,87,69,493,7.1,4,21,43.7,37,4.6,32.9,79.3,5.7,70,306,1,16,44.3,19,4.4,20.4,4.7,139,5.7,799,5,1,
71,Tyrone Wheatley,31,OAK,RB,15,5,18,12,120,10.0,0,5,38.9,25,0.8,8.0,66.7,6.7,159,678,4,31,49.1,41,4.3,45.2,10.6,171,4.7,798,4,2,
72,Eric Moulds,30,BUF,WR,13,13,122,64,780,12.2,1,34,44.3,49,4.9,60.0,52.5,6.4,0,0,0,0,,,,0.0,0.0,64,12.2,780,1,0,
73,Shannon Sharpe,35,DEN,TE,15,15,94,62,770,12.4,8,42,60.6,28,4.1,51.3,66.0,8.2,0,0,0,0,,,,0.0,0.0,62,12.4,770,8,0,
74,Amos Zereoue,27,PIT,RB,16,6,51,40,310,7.8,0,12,45.1,29,2.5,19.4,78.4,6.1,132,433,2,22,37.9,22,3.3,27.1,8.3,172,4.3,743,2,0,
75,Antowain Smith,31,NWE,RB,13,6,16,14,92,6.6,0,5,43.8,16,1.1,7.1,87.5,5.8,182,642,3,31,42.9,30,3.5,49.4,14.0,196,3.7,734,3,1,
76,Bobby Shaw,28,BUF,WR,16,7,86,56,732,13.1,4,37,52.3,54,3.5,45.8,65.1,8.5,0,0,0,0,,,,0.0,0.0,56,13.1,732,4,1,
77,Javon Walker,25,GNB,WR,16,3,74,41,716,17.5,9,27,51.4,66,2.6,44.8,55.4,9.7,2,1,0,0,0.0,1,0.5,0.1,0.1,43,16.7,717,9,1,
78,Todd Heap,23,BAL,TE,16,16,112,57,693,12.2,3,32,42.0,33,3.6,43.3,50.9,6.2,3,21,0,0,100.0,9,7.0,1.3,0.2,60,11.9,714,3,1,"PB,AP-2"
79,Marty Booker,27,CHI,WR,13,13,105,52,715,13.8,4,30,38.1,61,4.0,55.0,49.5,6.8,3,-7,0,0,0.0,1,-2.3,-0.5,0.2,55,12.9,708,4,1,
80,Onterrio Smith,23,MIN,RB,15,3,20,15,129,8.6,0,8,55.0,20,1.0,8.6,75.0,6.5,107,579,5,29,53.3,47,5.4,38.6,7.1,122,5.8,708,5,1,
81,Joey Galloway,32,DAL,WR,15,13,83,34,672,19.8,2,27,39.8,64,2.3,44.8,41.0,8.1,4,22,0,0,50.0,10,5.5,1.5,0.3,38,18.3,694,2,1,
82,Travis Taylor,25,BAL,WR,16,16,90,39,632,16.2,3,23,35.6,73,2.4,39.5,43.3,7.0,11,62,0,3,54.5,16,5.6,3.9,0.7,50,13.9,694,3,0,
83,Correll Buckhalter,25,PHI,RB,15,5,14,10,133,13.3,1,6,57.1,27,0.7,8.9,71.4,9.5,126,542,8,31,46.8,64,4.3,36.1,8.4,136,5.0,675,9,3,
84,Donald Driver,28,GNB,WR,15,15,86,52,621,11.9,2,30,57.0,41,3.5,41.4,60.5,7.2,5,51,0,1,60.0,45,10.2,3.4,0.3,57,11.8,672,2,0,
85,Trung Canidate,26,WAS,RB,11,10,15,10,71,7.1,1,4,40.0,25,0.9,6.5,66.7,4.7,142,600,1,27,43.0,38,4.2,54.5,12.9,152,4.4,671,2,1,
86,Ashley Lelie,23,DEN,WR,16,10,81,37,628,17.0,2,25,43.2,60,2.3,39.3,45.7,7.8,8,43,0,2,50.0,13,5.4,2.7,0.5,45,14.9,671,2,0,
87,Curtis Conway,32,NYJ,WR,16,15,103,46,640,13.9,2,33,35.9,45,2.9,40.0,44.7,6.2,0,0,0,0,,,,0.0,0.0,46,13.9,640,2,0,
88,Bobby Engram,30,SEA,WR,16,7,74,52,637,12.3,6,34,63.5,34,3.3,39.8,70.3,8.6,0,0,0,0,,,,0.0,0.0,52,12.3,637,6,5,
89,DeShaun Foster,23,CAR,RB,14,2,35,26,207,8.0,2,7,45.7,47,1.9,14.8,74.3,5.9,113,429,0,23,32.7,21,3.8,30.6,8.1,139,4.6,636,2,3,
90,Kevin Johnson,27,2TM,WR,15,9,95,58,634,10.9,3,33,50.5,41,3.9,42.3,61.1,6.7,0,0,0,0,,,,0.0,0.0,58,10.9,634,3,0,
90,Kevin Johnson,27,CLE,WR,9,8,65,41,381,9.3,2,21,50.8,41,4.6,42.3,63.1,5.9,0,0,0,0,,,,0.0,0.0,41,9.3,381,2,0,
90,Kevin Johnson,27,JAX,WR,6,1,30,17,253,14.9,1,12,50.0,28,2.8,42.2,56.7,8.4,0,0,0,0,,,,0.0,0.0,17,14.9,253,1,0,
91,Ike Hilliard,27,NYG,WR,13,12,102,60,608,10.1,6,38,52.9,38,4.6,46.8,58.8,6.0,2,19,0,1,100.0,13,9.5,1.5,0.2,62,10.1,627,6,2,
92,Josh Reed,23,BUF,WR,16,16,104,58,588,10.1,2,33,47.1,26,3.6,36.8,55.8,5.7,3,38,0,2,66.7,16,12.7,2.4,0.2,61,10.3,626,2,1,
93,Corey Dillon,29,CIN,RB,13,11,18,11,71,6.5,0,4,38.9,14,0.8,5.5,61.1,3.9,138,541,2,27,42.0,39,3.9,41.6,10.6,149,4.1,612,2,0,
94,James Thrash,28,PHI,WR,16,16,92,49,558,11.4,1,24,43.5,51,3.1,34.9,53.3,6.1,5,52,0,2,40.0,47,10.4,3.3,0.3,54,11.3,610,1,0,
95,William Green,24,CLE,RB,7,7,14,10,50,5.0,0,3,42.9,12,1.4,7.1,71.4,3.6,142,559,1,30,45.8,26,3.9,79.9,20.3,152,4.0,609,1,5,
96,Andre' Davis,24,CLE,WR,16,8,62,40,576,14.4,5,28,51.6,49,2.5,36.0,64.5,9.3,5,28,0,1,40.0,7,5.6,1.8,0.3,45,13.4,604,5,2,
97,Rod Gardner,26,WAS,WR,16,16,115,59,600,10.2,5,29,42.6,35,3.7,37.5,51.3,5.2,0,0,0,0,,,,0.0,0.0,59,10.2,600,5,1,
98,Keyshawn Johnson,31,TAM,WR,10,10,74,45,600,13.3,3,34,58.1,39,4.5,60.0,60.8,8.1,0,0,0,0,,,,0.0,0.0,45,13.3,600,3,0,
99,Randy McMichael,24,MIA,TE,16,16,83,49,598,12.2,2,29,45.8,46,3.1,37.4,59.0,7.2,0,0,0,0,,,,0.0,0.0,49,12.2,598,2,0,
100,Dez White,24,CHI,WR,15,11,107,49,583,11.9,3,31,40.2,49,3.3,38.9,45.8,5.4,2,13,0,1,50.0,12,6.5,0.9,0.1,51,11.7,596,3,0,
101,Tai Streets,26,SFO,WR,16,16,85,47,595,12.7,7,30,48.2,41,2.9,37.2,55.3,7.0,0,0,0,0,,,,0.0,0.0,47,12.7,595,7,0,
102,Kelly Campbell,23,MIN,WR,15,6,44,25,522,20.9,4,16,50.0,72,1.7,34.8,56.8,11.9,10,71,0,4,80.0,19,7.1,4.7,0.7,35,16.9,593,4,2,
103,Rock Cartwright,24,WAS,FB,15,3,27,18,176,9.8,0,5,37.0,40,1.2,11.7,66.7,6.5,107,411,4,36,53.3,22,3.8,27.4,7.1,125,4.7,587,4,2,
104,Michael Bennett,25,MIN,RB,8,7,14,12,132,11.0,0,4,57.1,40,1.5,16.5,85.7,9.4,90,447,1,18,45.6,28,5.0,55.9,11.3,102,5.7,579,1,2,
105,Jerome Pathon,28,NOR,WR,16,12,79,44,578,13.1,4,27,46.8,40,2.8,36.1,55.7,7.3,0,0,0,0,,,,0.0,0.0,44,13.1,578,4,1,
106,Jamel White,26,CLE,RB,16,3,69,46,303,6.6,1,14,31.9,22,2.9,18.9,66.7,4.4,70,266,1,15,44.3,23,3.8,16.6,4.4,116,4.9,569,2,1,
107,Tim Brown,37,OAK,WR,16,15,94,52,567,10.9,2,27,45.7,36,3.3,35.4,55.3,6.0,0,0,0,0,,,,0.0,0.0,52,10.9,567,2,0,
108,Todd Pinkston,26,PHI,WR,16,15,86,36,575,16.0,2,22,32.6,59,2.3,35.9,41.9,6.7,1,-11,0,0,0.0,-11,-11.0,-0.7,0.1,37,15.2,564,2,1,
109,Alge Crumpler,26,ATL,TE,16,16,80,44,552,12.5,3,27,45.0,63,2.8,34.5,55.0,6.9,0,0,0,0,,,,0.0,0.0,44,12.5,552,3,1,PB
110,Antonio Bryant,22,DAL,WR,16,5,83,39,550,14.1,2,27,39.8,54,2.4,34.4,47.0,6.6,2,0,0,0,0.0,,0.0,0.0,0.1,41,13.4,550,2,0,
111,Marcus Pollard,31,IND,TE,14,13,57,40,541,13.5,3,25,63.2,70,2.9,38.6,70.2,9.5,0,0,0,0,,,,0.0,0.0,40,13.5,541,3,1,
112,Jeremy Shockey,23,NYG,TE,9,9,71,48,535,11.1,2,28,60.6,46,5.3,59.4,67.6,7.5,0,0,0,0,,,,0.0,0.0,48,11.1,535,2,1,PB
113,Freddie Jones,29,ARI,TE,16,16,89,55,517,9.4,3,19,40.4,34,3.4,32.3,61.8,5.8,0,0,0,0,,,,0.0,0.0,55,9.4,517,3,0,
114,Robert Ferguson,24,GNB,WR,15,12,59,38,520,13.7,4,25,54.2,47,2.5,34.7,64.4,8.8,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,39,13.1,512,4,0,
115,Quincy Morgan,26,CLE,WR,16,15,79,38,516,13.6,3,22,36.7,71,2.4,32.3,48.1,6.5,3,-4,0,0,33.3,2,-1.3,-0.3,0.2,41,12.5,512,3,0,
116,David Givens,23,NWE,WR,13,5,55,34,510,15.0,6,24,54.5,57,2.6,39.2,61.8,9.3,0,0,0,0,,,,0.0,0.0,34,15.0,510,6,0,
117,Drew Bennett,25,TEN,WR,12,8,54,32,504,15.8,4,27,53.7,48,2.7,42.0,59.3,9.3,0,0,0,0,,,,0.0,0.0,32,15.8,504,4,0,
118,Az-Zahir Hakim,26,DET,WR,14,12,108,49,449,9.2,4,27,37.0,28,3.5,32.1,45.4,4.2,3,51,0,1,100.0,35,17.0,3.6,0.2,52,9.6,500,4,2,
119,Troy Brown,32,NWE,WR,12,10,60,40,472,11.8,4,18,53.3,82,3.3,39.3,66.7,7.9,6,27,0,2,66.7,11,4.5,2.3,0.5,46,10.8,499,4,2,
120,Freddie Mitchell,25,PHI,WR,16,6,59,35,498,14.2,2,23,49.2,39,2.2,31.1,59.3,8.4,0,0,0,0,,,,0.0,0.0,35,14.2,498,2,0,
121,Dante Hall,25,KAN,WR,16,2,60,40,423,10.6,1,17,38.3,67,2.5,26.4,66.7,7.1,16,73,0,5,56.3,16,4.6,4.6,1.0,56,8.9,496,1,3,"PB,AP-1"
122,James Jackson,27,CLE,RB,12,6,18,14,114,8.1,0,4,61.1,18,1.2,9.5,77.8,6.3,102,382,3,22,54.9,18,3.7,31.8,8.5,116,4.3,496,3,3,
123,Dane Looker,27,STL,WR,16,2,75,47,495,10.5,3,27,48.0,41,2.9,30.9,62.7,6.6,0,0,0,0,,,,0.0,0.0,47,10.5,495,3,1,
124,Itula Mili,30,SEA,TE,16,12,62,46,492,10.7,4,28,64.5,46,2.9,30.8,74.2,7.9,0,0,0,0,,,,0.0,0.0,46,10.7,492,4,0,
125,Donte' Stallworth,23,NOR,WR,11,3,55,25,485,19.4,3,19,40.0,76,2.3,44.1,45.5,8.8,1,3,0,0,0.0,3,3.0,0.3,0.1,26,18.8,488,3,3,
126,Troy Edwards,26,JAX,WR,13,11,62,35,487,13.9,3,22,46.8,84,2.7,37.5,56.5,7.9,3,-9,0,0,33.3,4,-3.0,-0.7,0.2,38,12.6,478,3,0,
127,Troy Walters,27,IND,WR,15,4,52,36,456,12.7,3,25,61.5,46,2.4,30.4,69.2,8.8,1,6,0,0,100.0,6,6.0,0.4,0.1,37,12.5,462,3,0,
128,Corey Bradford,28,HOU,WR,16,6,62,24,460,19.2,4,16,35.5,78,1.5,28.8,38.7,7.4,0,0,0,0,,,,0.0,0.0,24,19.2,460,4,0,
129,Najeh Davenport,24,GNB,RB,15,0,10,6,38,6.3,0,2,40.0,12,0.4,2.5,60.0,3.8,77,420,2,18,51.9,76,5.5,28.0,5.1,83,5.5,458,2,4,
130,Nate Burleson,22,MIN,WR,16,9,57,29,455,15.7,2,17,47.4,52,1.8,28.4,50.9,8.0,0,0,0,0,,,,0.0,0.0,29,15.7,455,2,1,
131,Olandis Gary,28,DET,RB,13,1,22,13,69,5.3,0,4,27.3,13,1.0,5.3,59.1,3.1,113,384,2,18,36.3,27,3.4,29.5,8.7,126,3.6,453,2,1,
132,Marcus Robinson,28,BAL,WR,15,5,62,31,451,14.5,6,23,46.8,50,2.1,30.1,50.0,7.3,0,0,0,0,,,,0.0,0.0,31,14.5,451,6,0,
133,Charles Lee,26,TAM,WR,8,5,46,33,432,13.1,2,20,63.0,72,4.1,54.0,71.7,9.4,2,14,0,1,100.0,8,7.0,1.8,0.3,35,12.7,446,2,0,
134,Antwaan Randle El,24,PIT,WR,16,1,56,37,364,9.8,1,21,48.2,32,2.3,22.8,66.1,6.5,15,75,0,4,53.3,32,5.0,4.7,0.9,52,8.4,439,1,5,
135,Bryant Johnson,22,ARI,WR,15,8,78,35,438,12.5,1,20,37.2,54,2.3,29.2,44.9,5.6,0,0,0,0,,,,0.0,0.0,35,12.5,438,1,1,
