,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
46,Stacey Mack,26,JAX,RB,16,11,34,23,165,7.2,1,6,44.1,25,1.4,10.3,67.6,4.9,213,877,9,50,46.5,54,4.1,54.8,13.3,236,4.4,1042,10,3,
47,Plaxico Burress,24,PIT,WR,16,16,122,66,1008,15.3,6,48,50.0,43,4.1,63.0,54.1,8.3,0,0,0,0,,,,0.0,0.0,66,15.3,1008,6,1,
48,Warrick Dunn,26,TAM,RB,13,12,97,68,557,8.2,3,31,39.2,31,5.2,42.8,70.1,5.7,158,447,3,19,32.3,21,2.8,34.4,12.2,226,4.4,1004,6,2,
49,Peerless Price,25,BUF,WR,16,16,111,55,895,16.3,7,37,42.3,70,3.4,55.9,49.5,8.1,6,97,0,3,83.3,31,16.2,6.1,0.4,61,16.3,992,7,2,
50,Maurice Smith,25,ATL,RB,16,12,27,19,230,12.1,1,7,48.1,79,1.2,14.4,70.4,8.5,237,760,5,38,36.3,58,3.2,47.5,14.8,256,3.9,990,6,1,
51,Laveranues Coles,24,NYJ,WR,16,16,103,59,868,14.7,7,43,50.5,40,3.7,54.3,57.3,8.4,10,108,0,6,70.0,20,10.8,6.8,0.6,69,14.1,976,7,1,
52,James Stewart,30,DET,RB,11,10,26,23,242,10.5,1,9,50.0,56,2.1,22.0,88.5,9.3,143,685,1,23,39.2,38,4.8,62.3,13.0,166,5.6,927,2,0,
53,Tony Gonzalez,25,KAN,TE,16,16,118,73,917,12.6,6,49,55.1,36,4.6,57.3,61.9,7.8,1,9,0,0,100.0,9,9.0,0.6,0.1,74,12.5,926,6,0,"PB,AP-1"
54,Bill Schroeder,30,GNB,WR,14,14,93,53,918,17.3,9,42,53.8,67,3.8,65.6,57.0,9.9,1,6,0,0,100.0,6,6.0,0.4,0.1,54,17.1,924,9,1,
55,Mike Alstott,28,TAM,FB,16,16,50,35,231,6.6,1,9,46.0,19,2.2,14.4,70.0,4.6,165,680,10,40,47.3,39,4.1,42.5,10.3,200,4.6,911,11,2,PB
56,Michael Bennett,23,MIN,RB,13,13,38,29,226,7.8,1,9,50.0,80,2.2,17.4,76.3,5.9,172,682,2,28,43.6,31,4.0,52.5,13.2,201,4.5,908,3,0,
57,Travis Henry,23,BUF,RB,13,12,27,22,179,8.1,0,6,37.0,40,1.7,13.8,81.5,6.6,213,729,4,39,37.6,25,3.4,56.1,16.4,235,3.9,908,4,5,
58,Eric Moulds,28,BUF,WR,16,16,136,67,904,13.5,5,42,41.9,80,4.2,56.5,49.3,6.6,3,3,0,0,33.3,6,1.0,0.2,0.2,70,13.0,907,5,1,
59,James Thrash,26,PHI,WR,15,15,108,63,833,13.2,8,35,45.4,64,4.2,55.5,58.3,7.7,6,57,0,3,66.7,24,9.5,3.8,0.4,69,12.9,890,8,1,
60,Cris Carter,36,MIN,WR,16,16,130,73,871,11.9,6,45,46.9,52,4.6,54.4,56.2,6.7,1,4,0,0,0.0,4,4.0,0.3,0.1,74,11.8,875,6,2,
61,Chris Chambers,23,MIA,WR,16,7,90,48,883,18.4,7,35,47.8,74,3.0,55.2,53.3,9.8,1,-11,0,0,0.0,-11,-11.0,-0.7,0.1,49,17.8,872,7,2,AP ORoY-3
62,Rocket Ismail,32,DAL,WR,14,13,93,53,834,15.7,2,30,44.1,80,3.8,59.6,57.0,9.0,8,31,0,2,37.5,11,3.9,2.2,0.6,61,14.2,865,2,0,
63,Jamel White,24,CLE,RB,16,7,60,44,418,9.5,1,18,43.3,45,2.8,26.1,73.3,7.0,126,443,5,28,42.9,51,3.5,27.7,7.9,170,5.1,861,6,1,
64,Edgerrin James,23,IND,RB,6,6,29,24,193,8.0,0,9,51.7,27,4.0,32.2,82.8,6.7,151,662,3,42,53.6,29,4.4,110.3,25.2,175,4.9,855,3,3,
65,Kevin Dyson,26,TEN,WR,16,16,112,54,825,15.3,7,37,42.0,68,3.4,51.6,48.2,7.4,0,0,0,0,,,,0.0,0.0,54,15.3,825,7,0,AP CPoY-2
66,Darnay Scott,29,CIN,WR,16,15,104,57,819,14.4,2,39,50.0,49,3.6,51.2,54.8,7.9,0,0,0,0,,,,0.0,0.0,57,14.4,819,2,0,
67,David Patten,27,NWE,WR,16,14,93,51,749,14.7,4,34,47.3,91,3.2,46.8,54.8,8.1,5,67,1,3,100.0,29,13.4,4.2,0.3,56,14.6,816,5,1,
68,Antonio Freeman,29,GNB,WR,16,16,108,52,818,15.7,6,40,44.4,63,3.3,51.1,48.1,7.6,1,-5,0,0,0.0,-5,-5.0,-0.3,0.1,53,15.3,813,6,1,
69,Jeff Graham,32,SDG,WR,14,11,110,52,811,15.6,5,41,45.5,61,3.7,57.9,47.3,7.4,0,0,0,0,,,,0.0,0.0,52,15.6,811,5,1,
70,Shannon Sharpe,33,BAL,TE,16,15,114,73,811,11.1,2,43,56.1,37,4.6,50.7,64.0,7.1,0,0,0,0,,,,0.0,0.0,73,11.1,811,2,1,PB
71,Larry Centers,33,BUF,FB,16,13,105,80,620,7.8,2,34,48.6,26,5.0,38.8,76.2,5.9,34,160,2,6,38.2,50,4.7,10.0,2.1,114,6.8,780,4,2,PB
72,Terrell Davis,29,DEN,RB,8,8,21,12,69,5.8,0,2,28.6,16,1.5,8.6,57.1,3.3,167,701,0,39,46.7,57,4.2,87.6,20.9,179,4.3,770,0,2,
73,Richard Huntley,29,CAR,RB,14,9,32,21,101,4.8,1,3,25.0,23,1.5,7.2,65.6,3.2,165,665,2,30,39.4,25,4.0,47.5,11.8,186,4.1,766,3,3,
74,Kevan Barlow,22,SFO,RB,15,0,28,22,247,11.2,1,10,57.1,61,1.5,16.5,78.6,8.8,125,512,4,28,51.2,25,4.1,34.1,8.3,147,5.2,759,5,1,
75,Ron Dayne,23,NYG,RB,16,7,11,8,67,8.4,0,1,63.6,21,0.5,4.2,72.7,6.1,180,690,7,39,38.9,61,3.8,43.1,11.3,188,4.0,757,7,2,
76,Rod Gardner,24,WAS,WR,16,16,101,46,741,16.1,4,28,38.6,85,2.9,46.3,45.5,7.3,1,16,0,1,100.0,16,16.0,1.0,0.1,47,16.1,757,4,1,
77,Wayne Chrebet,28,NYJ,WR,15,15,92,56,750,13.4,1,44,55.4,36,3.7,50.0,60.9,8.2,0,0,0,0,,,,0.0,0.0,56,13.4,750,1,0,
78,Marcus Pollard,29,IND,TE,16,16,73,47,739,15.7,8,34,54.8,86,2.9,46.2,64.4,10.1,0,0,0,0,,,,0.0,0.0,47,15.7,739,8,0,
79,Joey Galloway,30,DAL,WR,16,16,112,52,699,13.4,3,33,39.3,47,3.3,43.7,46.4,6.2,3,32,0,2,66.7,16,10.7,2.0,0.2,55,13.3,731,3,1,
80,Terry Allen,33,BAL,RB,11,8,20,17,68,4.0,0,1,35.0,11,1.5,6.2,85.0,3.4,168,658,3,32,41.1,26,3.9,59.8,15.3,185,3.9,726,3,1,
81,Mike Anderson,28,DEN,RB,16,7,12,8,46,5.8,0,4,41.7,16,0.5,2.9,66.7,3.8,175,678,4,36,42.3,62,3.9,42.4,10.9,183,4.0,724,4,1,
82,James McKnight,29,MIA,WR,16,15,90,55,684,12.4,3,31,48.9,40,3.4,42.8,61.1,7.6,6,39,0,3,66.7,18,6.5,2.4,0.4,61,11.9,723,3,3,
83,Correll Buckhalter,23,PHI,RB,15,6,21,13,130,10.0,0,5,38.1,26,0.9,8.7,61.9,6.2,129,586,2,30,41.1,48,4.5,39.1,8.6,142,5.0,716,2,2,
84,Joe Jurevicius,27,NYG,WR,14,9,92,51,706,13.8,3,36,52.2,46,3.6,50.4,55.4,7.7,0,0,0,0,,,,0.0,0.0,51,13.8,706,3,0,
85,Peter Warrick,24,CIN,WR,16,14,137,70,667,9.5,1,34,39.4,33,4.4,41.7,51.1,4.9,8,14,0,2,37.5,13,1.8,0.9,0.5,78,8.7,681,1,3,
86,Ike Hilliard,25,NYG,WR,14,10,87,52,659,12.7,6,36,47.1,38,3.7,47.1,59.8,7.6,1,21,0,1,100.0,21,21.0,1.5,0.1,53,12.8,680,6,0,
87,Bob Christian,33,ATL,FB,16,8,60,45,392,8.7,2,19,51.7,42,2.8,24.5,75.0,6.5,44,284,2,17,47.7,53,6.5,17.8,2.8,89,7.6,676,4,0,
88,Oronde Gadsden,30,MIA,WR,14,14,93,55,674,12.3,3,34,52.7,61,3.9,48.1,59.1,7.2,0,0,0,0,,,,0.0,0.0,55,12.3,674,3,1,
89,Frank Wycheck,30,TEN,TE,16,16,84,60,672,11.2,4,36,56.0,30,3.8,42.0,71.4,8.0,1,1,0,0,0.0,1,1.0,0.1,0.1,61,11.0,673,4,0,
90,James Allen,26,CHI,RB,16,7,42,30,203,6.8,1,8,45.2,34,1.9,12.7,71.4,4.8,135,469,1,26,43.7,19,3.5,29.3,8.4,165,4.1,672,2,1,
91,Michael Westbrook,29,WAS,WR,16,16,91,57,664,11.6,4,32,49.5,76,3.6,41.5,62.6,7.3,2,8,0,1,50.0,8,4.0,0.5,0.1,59,11.4,672,4,0,
92,Byron Chamberlain,30,MIN,TE,16,15,80,57,666,11.7,3,29,58.8,47,3.6,41.6,71.3,8.3,0,0,0,0,,,,0.0,0.0,57,11.7,666,3,1,PB
93,Troy Hambrick,25,DAL,FB,16,11,12,4,62,15.5,0,3,25.0,27,0.3,3.9,33.3,5.2,113,579,2,28,46.0,80,5.1,36.2,7.1,117,5.5,641,2,1,
94,Cory Schlesinger,29,DET,FB,16,13,85,60,466,7.8,0,14,45.9,38,3.8,29.1,70.6,5.5,47,154,3,16,46.8,26,3.3,9.6,2.9,107,5.8,620,3,1,
95,Frank Sanders,28,ARI,WR,15,13,77,41,618,15.1,2,32,45.5,68,2.7,41.2,53.2,8.0,0,0,0,0,,,,0.0,0.0,41,15.1,618,2,1,
96,James Jackson,25,CLE,RB,11,10,10,7,56,8.0,0,1,70.0,16,0.6,5.1,70.0,5.6,195,554,2,34,34.4,22,2.8,50.4,17.7,202,3.0,610,2,1,
97,Travis Taylor,23,BAL,WR,16,13,90,42,560,13.3,3,28,41.1,63,2.6,35.0,46.7,6.2,5,46,0,3,80.0,16,9.2,2.9,0.3,47,12.9,606,3,0,
98,Donald Hayes,26,CAR,WR,16,15,105,52,597,11.5,2,33,41.9,48,3.3,37.3,49.5,5.7,0,0,0,0,,,,0.0,0.0,52,11.5,597,2,1,
99,Jason Brookins,25,BAL,RB,12,3,9,6,45,7.5,0,2,44.4,15,0.5,3.8,66.7,5.0,151,551,5,32,49.0,25,3.6,45.9,12.6,157,3.8,596,5,3,
100,Trung Canidate,24,STL,RB,16,2,23,17,154,9.1,0,7,43.5,29,1.1,9.6,73.9,6.7,78,441,6,18,46.2,45,5.7,27.6,4.9,95,6.3,595,6,3,
101,Amos Zereoue,25,PIT,RB,14,0,14,13,154,11.8,1,5,50.0,62,0.9,11.0,92.9,11.0,85,441,1,26,47.1,32,5.2,31.5,6.1,98,6.1,595,2,3,
102,Todd Pinkston,24,PHI,WR,15,15,84,42,586,14.0,4,22,40.5,62,2.8,39.1,50.0,7.0,1,5,0,0,100.0,5,5.0,0.3,0.1,43,13.7,591,4,0,
103,Jay Riemersma,28,BUF,TE,16,15,78,53,590,11.1,3,34,53.8,36,3.3,36.9,67.9,7.6,0,0,0,0,,,,0.0,0.0,53,11.1,590,3,0,
104,Muhsin Muhammad,28,CAR,WR,11,11,93,50,585,11.7,1,27,41.9,43,4.5,53.2,53.8,6.3,0,0,0,0,,,,0.0,0.0,50,11.7,585,1,2,
105,J.J. Stokes,29,SFO,WR,16,16,90,54,585,10.8,7,33,48.9,47,3.4,36.6,60.0,6.5,0,0,0,0,,,,0.0,0.0,54,10.8,585,7,0,
106,Chris Fuamatu-Ma'afala,24,PIT,RB,16,5,20,16,127,7.9,1,3,35.0,54,1.0,7.9,80.0,6.4,120,453,3,27,40.0,46,3.8,28.3,7.5,136,4.3,580,4,0,
107,Ricky Proehl,33,STL,WR,16,2,55,40,563,14.1,5,31,67.3,37,2.5,35.2,72.7,10.2,1,5,0,1,100.0,5,5.0,0.3,0.1,41,13.9,568,5,0,
108,Desmond Clark,24,DEN,TE,16,4,77,51,566,11.1,6,0,0.0,39,3.2,35.4,66.2,7.4,0,0,0,0,,,,0.0,0.0,51,11.1,566,6,3,
109,Terance Mathis,34,ATL,WR,16,16,105,51,564,11.1,2,34,40.0,34,3.2,35.3,48.6,5.4,0,0,0,0,,,,0.0,0.0,51,11.1,564,2,0,
110,Koren Robinson,21,SEA,WR,16,13,79,39,536,13.7,1,26,41.8,42,2.4,33.5,49.4,6.8,4,13,0,0,25.0,6,3.3,0.8,0.3,43,12.8,549,1,2,
111,Tony Martin,36,ATL,WR,11,9,77,37,548,14.8,3,29,40.3,63,3.4,49.8,48.1,7.1,0,0,0,0,,,,0.0,0.0,37,14.8,548,3,0,
112,Travis Minor,22,MIA,RB,16,0,37,29,263,9.1,1,12,48.6,29,1.8,16.4,78.4,7.1,59,281,2,11,39.0,56,4.8,17.6,3.7,88,6.2,544,3,0,
113,Shawn Jefferson,32,ATL,WR,16,6,65,37,539,14.6,2,27,50.8,48,2.3,33.7,56.9,8.3,0,0,0,0,,,,0.0,0.0,37,14.6,539,2,0,
114,Kordell Stewart,29,PIT,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,96,537,5,32,53.1,48,5.6,33.6,6.0,96,5.6,537,5,11,"PB,AP MVP-4,AP CPoY-2"
115,Thomas Jones,23,ARI,RB,16,2,24,21,151,7.2,0,6,45.8,18,1.3,9.4,87.5,6.3,112,380,5,22,43.8,21,3.4,23.8,7.0,133,4.0,531,5,2,
116,Lamont Warren,28,DET,RB,16,3,59,40,336,8.4,1,15,44.1,36,2.5,21.0,67.8,5.7,61,191,3,11,39.3,34,3.1,11.9,3.8,101,5.2,527,4,1,
117,Corey Bradford,26,GNB,WR,16,6,58,31,526,17.0,2,24,46.6,56,1.9,32.9,53.4,9.1,0,0,0,0,,,,0.0,0.0,31,17.0,526,2,1,
118,MarTay Jenkins,26,ARI,WR,13,3,54,32,518,16.2,3,25,53.7,53,2.5,39.8,59.3,9.6,3,4,0,1,33.3,16,1.3,0.3,0.2,35,14.9,522,3,5,
119,Eddie Kennison,28,2TM,WR,13,7,50,31,491,15.8,1,17,54.0,65,2.4,37.8,62.0,9.8,5,22,0,2,60.0,14,4.4,1.7,0.4,36,14.3,513,1,1,
119,Eddie Kennison,28,DEN,WR,8,6,28,15,169,11.3,1,6,46.4,36,1.9,21.1,53.6,6.0,3,9,0,1,66.7,10,3.0,1.1,0.4,18,9.9,178,1,0,
119,Eddie Kennison,28,KAN,WR,5,1,22,16,322,20.1,0,11,63.6,65,3.2,64.4,72.7,14.6,2,13,0,1,50.0,14,6.5,2.6,0.4,18,18.6,335,0,1,
120,Snoop Minnis,24,KAN,WR,13,11,67,33,511,15.5,1,24,38.8,56,2.5,39.3,49.3,7.6,0,0,0,0,,,,0.0,0.0,33,15.5,511,1,0,
121,Moe Williams,27,BAL,RB,15,2,35,23,210,9.1,0,13,42.9,46,1.5,14.0,65.7,6.0,65,291,0,9,36.9,55,4.5,19.4,4.3,88,5.7,501,0,1,
122,Brian Finneran,25,ATL,WR,16,1,41,23,491,21.3,3,18,51.2,52,1.4,30.7,56.1,12.0,0,0,0,0,,,,0.0,0.0,23,21.3,491,3,0,
123,Isaac Byrd,27,CAR,WR,15,5,71,37,492,13.3,1,26,42.3,42,2.5,32.8,52.1,6.9,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,38,12.9,490,1,0,
124,Derrick Alexander,30,KAN,WR,13,11,68,27,470,17.4,3,22,38.2,46,2.1,36.2,39.7,6.9,2,16,0,1,50.0,15,8.0,1.2,0.2,29,16.8,486,3,0,
125,Donovan McNabb,25,PHI,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,82,482,2,28,50.0,33,5.9,30.1,5.1,82,5.9,482,2,8,PB
126,Elvis Joseph,23,JAX,RB,14,3,24,18,183,10.2,2,8,45.8,29,1.3,13.1,75.0,7.6,68,294,0,13,45.6,27,4.3,21.0,4.9,86,5.5,477,2,2,
127,Ernie Conwell,29,STL,TE,16,14,52,38,431,11.3,4,19,61.5,47,2.4,26.9,73.1,8.3,7,28,1,3,71.4,13,4.0,1.8,0.4,45,10.2,459,5,2,AP-2
128,Quincy Morgan,24,CLE,WR,16,9,72,30,432,14.4,2,16,29.2,78,1.9,27.0,41.7,6.0,2,27,0,1,50.0,23,13.5,1.7,0.1,32,14.3,459,2,3,
129,Tony Richardson,30,KAN,FB,14,8,41,30,265,8.8,0,12,48.8,47,2.1,18.9,73.2,6.5,66,191,7,24,51.5,19,2.9,13.6,4.7,96,4.8,456,7,0,
130,Wesley Walls,35,CAR,TE,14,14,73,43,452,10.5,5,20,47.9,25,3.1,32.3,58.9,6.2,0,0,0,0,,,,0.0,0.0,43,10.5,452,5,0,PB
131,Tim Dwight,26,SDG,WR,10,2,50,25,406,16.2,0,22,44.0,78,2.5,40.6,50.0,8.1,2,24,1,1,100.0,16,12.0,2.4,0.2,27,15.9,430,1,1,
132,Dez White,22,CHI,WR,14,6,82,45,428,9.5,0,23,41.5,32,3.2,30.6,54.9,5.2,0,0,0,0,,,,0.0,0.0,45,9.5,428,0,0,
133,Ricky Watters,32,SEA,RB,5,4,22,11,107,9.7,0,4,31.8,34,2.2,21.4,50.0,4.9,72,318,1,15,45.8,40,4.4,63.6,14.4,83,5.1,425,1,1,
134,Az-Zahir Hakim,24,STL,WR,16,1,53,39,374,9.6,3,21,54.7,33,2.4,23.4,73.6,7.1,11,50,0,3,45.5,12,4.5,3.1,0.7,50,8.5,424,3,8,
135,Chad Lewis,30,PHI,TE,15,15,68,41,422,10.3,6,20,55.9,33,2.7,28.1,60.3,6.2,0,0,0,0,,,,0.0,0.0,41,10.3,422,6,2,PB
