,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
139,Deuce McAllister,27,NOR,RB,5,5,18,17,117,6.9,0,4,38.9,22,3.4,23.4,94.4,6.5,93,335,3,21,41.9,26,3.6,67.0,18.6,110,4.1,452,3,0,
140,Cedrick Wilson,27,PIT,WR,16,1,52,26,451,17.3,0,20,42.3,46,1.6,28.2,50.0,8.7,1,0,0,0,0.0,,0.0,0.0,0.1,27,16.7,451,0,1,
141,Reggie Williams,22,JAX,WR,16,7,63,35,445,12.7,0,23,47.6,41,2.2,27.8,55.6,7.1,2,3,0,1,50.0,10,1.5,0.2,0.1,37,12.1,448,0,2,
142,Dante Hall,27,KAN,WR,16,2,52,34,436,12.8,3,20,51.9,52,2.1,27.3,65.4,8.4,7,11,0,0,42.9,7,1.6,0.7,0.4,41,10.9,447,3,5,
143,Josh Reed,25,BUF,WR,16,6,52,32,449,14.0,2,20,50.0,51,2.0,28.1,61.5,8.6,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,33,13.5,446,2,0,
144,T.J. Duckett,24,ATL,RB,14,0,7,6,63,10.5,0,3,71.4,19,0.4,4.5,85.7,9.0,121,380,8,24,37.2,25,3.1,27.1,8.6,127,3.5,443,8,2,
145,Ben Watson,25,NWE,TE,15,9,54,29,441,15.2,4,22,51.9,35,1.9,29.4,53.7,8.2,0,0,0,0,,,,0.0,0.0,29,15.2,441,4,1,
146,Adrian Peterson,26,CHI,RB,16,0,12,7,48,6.9,0,1,25.0,18,0.4,3.0,58.3,4.0,76,391,2,21,46.1,36,5.1,24.4,4.8,83,5.3,439,2,1,
147,Wes Welker,24,MIA,WR,16,1,52,29,434,15.0,0,19,51.9,47,1.8,27.1,55.8,8.3,1,5,0,0,100.0,5,5.0,0.3,0.1,30,14.6,439,0,5,
148,Corey Bradford,30,HOU,WR,16,6,66,34,436,12.8,5,19,45.5,50,2.1,27.3,51.5,6.6,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,35,12.4,434,5,0,
149,Ricky Proehl,37,CAR,WR,16,0,51,25,441,17.6,4,19,43.1,69,1.6,27.6,49.0,8.6,1,-8,0,0,0.0,-8,-8.0,-0.5,0.1,26,16.7,433,4,0,
150,Bryant Johnson,24,ARI,WR,14,4,72,40,432,10.8,1,25,44.4,41,2.9,30.9,55.6,6.0,1,0,0,0,0.0,,0.0,0.0,0.1,41,10.5,432,1,0,
151,Scottie Vines,26,DET,WR,13,11,71,40,417,10.4,0,22,42.3,40,3.1,32.1,56.3,5.9,1,7,0,0,100.0,7,7.0,0.5,0.1,41,10.3,424,0,0,
152,Chris Henry,22,CIN,WR,14,5,51,31,422,13.6,6,19,49.0,47,2.2,30.1,60.8,8.3,0,0,0,0,,,,0.0,0.0,31,13.6,422,6,2,
153,Ladell Betts,26,WAS,RB,12,0,17,10,78,7.8,1,4,29.4,26,0.8,6.5,58.8,4.6,89,338,1,17,38.2,22,3.8,28.2,7.4,99,4.2,416,2,3,
154,Jerome Bettis,33,PIT,RB,12,0,4,4,40,10.0,0,2,100.0,16,0.3,3.3,100.0,10.0,110,368,9,30,50.0,39,3.3,30.7,9.2,114,3.6,408,9,0,
155,Kevin Faulk,29,NWE,RB,8,2,37,29,260,9.0,0,13,51.4,23,3.6,32.5,78.4,7.0,51,145,0,6,29.4,13,2.8,18.1,6.4,80,5.1,405,0,3,
156,Ahman Green,28,GNB,RB,5,5,27,19,147,7.7,0,7,44.4,20,3.8,29.4,70.4,5.4,77,255,0,12,39.0,13,3.3,51.0,15.4,96,4.2,402,0,1,
157,Steve Heiden,29,CLE,TE,15,13,60,43,401,9.3,3,20,60.0,62,2.9,26.7,71.7,6.7,0,0,0,0,,,,0.0,0.0,43,9.3,401,3,0,
158,D.J. Hackett,24,SEA,WR,13,3,42,28,400,14.3,2,17,61.9,47,2.2,30.8,66.7,9.5,0,0,0,0,,,,0.0,0.0,28,14.3,400,2,0,
159,Troy Williamson,22,MIN,WR,14,3,52,24,372,15.5,2,18,40.4,56,1.7,26.6,46.2,7.2,3,28,0,2,100.0,11,9.3,2.0,0.2,27,14.8,400,2,0,
160,Zachary Hilton,25,NOR,TE,15,6,56,35,396,11.3,1,20,55.4,29,2.3,26.4,62.5,7.1,0,0,0,0,,,,0.0,0.0,35,11.3,396,1,0,
161,Alvin Pearman,23,JAX,RB,16,0,36,32,240,7.5,0,11,55.6,19,2.0,15.0,88.9,6.7,39,149,1,6,35.9,45,3.8,9.3,2.4,71,5.5,389,1,4,
162,Verron Haynes,26,PIT,RB,14,0,17,11,113,10.3,0,5,35.3,18,0.8,8.1,64.7,6.6,74,274,3,17,31.1,20,3.7,19.6,5.3,85,4.6,387,3,2,
163,Arnaz Battle,25,SFO,WR,10,8,54,32,363,11.3,3,20,46.3,39,3.2,36.3,59.3,6.7,8,11,0,2,37.5,9,1.4,1.1,0.8,40,9.4,374,3,1,
164,Michael Clayton,23,TAM,WR,14,10,55,32,372,11.6,0,18,41.8,41,2.3,26.6,58.2,6.8,1,2,0,0,0.0,2,2.0,0.1,0.1,33,11.3,374,0,1,
165,Koren Robinson,25,MIN,WR,14,5,37,22,347,15.8,1,10,45.9,80,1.6,24.8,59.5,9.4,4,27,1,1,75.0,13,6.8,1.9,0.3,26,14.4,374,2,2,"PB,AP CPoY-5"
166,Cedric Houston,23,NYJ,RB,12,4,10,8,66,8.3,0,2,60.0,16,0.7,5.5,80.0,6.6,81,302,2,15,42.0,17,3.7,25.2,6.8,89,4.1,368,2,1,
167,Alex Smith,23,TAM,TE,16,10,61,41,367,9.0,2,22,54.1,24,2.6,22.9,67.2,6.0,0,0,0,0,,,,0.0,0.0,41,9.0,367,2,0,
168,Robert Ferguson,26,GNB,WR,11,7,59,27,366,13.6,3,19,42.4,51,2.5,33.3,45.8,6.2,0,0,0,0,,,,0.0,0.0,27,13.6,366,3,0,
169,Reche Caldwell,26,SDG,WR,16,2,43,28,352,12.6,1,16,58.1,43,1.8,22.0,65.1,8.2,2,10,0,1,50.0,7,5.0,0.6,0.1,30,12.1,362,1,2,
170,Maurice Hicks,27,SFO,RB,14,3,16,12,47,3.9,0,2,31.3,11,0.9,3.4,75.0,2.9,59,308,3,13,40.7,73,5.2,22.0,4.2,71,5.0,355,3,0,
171,Devery Henderson,23,NOR,WR,15,3,50,22,343,15.6,3,16,40.0,66,1.5,22.9,44.0,6.9,1,9,0,0,100.0,9,9.0,0.6,0.1,23,15.3,352,3,0,
172,Mike Williams,21,DET,WR,14,4,57,29,350,12.1,1,20,47.4,49,2.1,25.0,50.9,6.1,0,0,0,0,,,,0.0,0.0,29,12.1,350,1,2,
173,Justin Gage,24,CHI,WR,15,11,55,31,346,11.2,2,22,54.5,25,2.1,23.1,56.4,6.3,0,0,0,0,,,,0.0,0.0,31,11.2,346,2,0,
174,Tim Dwight,30,NWE,WR,16,1,34,19,332,17.5,3,14,50.0,59,1.2,20.8,55.9,9.8,4,11,0,2,50.0,12,2.8,0.7,0.3,23,14.9,343,3,1,
175,Patrick Crayton,26,DAL,WR,11,0,35,22,341,15.5,2,15,54.3,63,2.0,31.0,62.9,9.7,1,0,0,0,0.0,,0.0,0.0,0.1,23,14.8,341,2,3,
176,Maurice Morris,26,SEA,RB,16,2,6,5,48,9.6,0,3,50.0,20,0.3,3.0,83.3,8.0,71,288,1,18,42.3,49,4.1,18.0,4.4,76,4.4,336,1,0,
177,Michael Turner,23,SDG,RB,16,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,57,335,3,12,47.4,83,5.9,20.9,3.6,57,5.9,335,3,0,
178,Doug Jolley,26,NYJ,TE,16,7,50,29,324,11.2,1,17,42.0,60,1.8,20.3,58.0,6.5,0,0,0,0,,,,0.0,0.0,29,11.2,324,1,1,
179,Nate Burleson,24,MIN,WR,12,9,52,30,328,10.9,1,20,50.0,20,2.5,27.3,57.7,6.3,2,-6,0,0,0.0,-2,-3.0,-0.5,0.2,32,10.1,322,1,0,
180,Zack Crockett,33,OAK,FB,16,10,18,13,111,8.5,0,3,61.1,23,0.8,6.9,72.2,6.2,60,208,1,11,40.0,24,3.5,13.0,3.8,73,4.4,319,1,1,
181,David Carr,26,HOU,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,56,308,1,20,50.0,20,5.5,19.3,3.5,56,5.5,308,1,17,
182,Courtney Roby,22,TEN,WR,13,6,43,21,289,13.8,1,12,37.2,32,1.6,22.2,48.8,6.7,2,16,0,1,100.0,11,8.0,1.2,0.2,23,13.3,305,1,1,
183,Courtney Anderson,25,OAK,TE,14,13,50,24,303,12.6,3,19,46.0,36,1.7,21.6,48.0,6.1,0,0,0,0,,,,0.0,0.0,24,12.6,303,3,1,
184,Mike Alstott,32,TAM,FB,16,7,38,25,222,8.9,1,11,50.0,24,1.6,13.9,65.8,5.8,34,80,6,12,55.9,9,2.4,5.0,2.1,59,5.1,302,7,0,
185,Brandon Jones,23,TEN,WR,10,8,47,23,299,13.0,2,18,44.7,38,2.3,29.9,48.9,6.4,1,1,0,0,0.0,1,1.0,0.1,0.1,24,12.5,300,2,0,
186,Roydell Williams,24,TEN,WR,10,2,39,21,299,14.2,2,15,43.6,50,2.1,29.9,53.8,7.7,0,0,0,0,,,,0.0,0.0,21,14.2,299,2,0,
187,Heath Evans,27,2TM,FB,12,3,17,14,105,7.5,0,2,41.2,19,1.2,8.8,82.4,6.2,52,192,0,12,38.5,21,3.7,16.0,4.3,66,4.5,297,0,0,
187,Heath Evans,27,MIA,FB,6,2,6,4,17,4.3,0,0,0.0,5,0.7,2.8,66.7,2.8,1,0,0,0,0.0,,0.0,0.0,0.2,5,3.4,17,0,0,
187,Heath Evans,27,NWE,FB,6,1,11,10,88,8.8,0,2,63.6,19,1.7,14.7,90.9,8.0,51,192,0,12,39.2,21,3.8,32.0,8.5,61,4.6,280,0,0,
188,Donald Lee,25,GNB,TE,15,5,55,33,294,8.9,2,16,45.5,27,2.2,19.6,60.0,5.3,0,0,0,0,,,,0.0,0.0,33,8.9,294,2,0,
189,Keary Colbert,23,CAR,WR,16,16,55,25,282,11.3,2,15,41.8,42,1.6,17.6,45.5,5.1,1,6,0,0,0.0,6,6.0,0.4,0.1,26,11.1,288,2,1,
190,Johnnie Morton,34,SFO,WR,13,10,44,21,288,13.7,0,14,36.4,30,1.6,22.2,47.7,6.5,0,0,0,0,,,,0.0,0.0,21,13.7,288,0,0,
191,Ron Dayne,27,DEN,RB,10,0,3,3,17,5.7,0,0,33.3,7,0.3,1.7,100.0,5.7,53,270,1,14,50.9,55,5.1,27.0,5.3,56,5.1,287,1,1,
192,Frisman Jackson,26,CLE,WR,12,0,41,24,287,12.0,1,16,56.1,68,2.0,23.9,58.5,7.0,0,0,0,0,,,,0.0,0.0,24,12.0,287,1,0,
193,Ryan Moats,23,PHI,RB,7,1,6,4,7,1.8,0,0,16.7,9,0.6,1.0,66.7,1.2,55,278,3,12,38.2,59,5.1,39.7,7.9,59,4.8,285,3,3,
194,Nick Goings,27,CAR,RB,16,1,20,14,151,10.8,0,5,50.0,30,0.9,9.4,70.0,7.6,37,133,0,6,32.4,17,3.6,8.3,2.3,51,5.6,284,0,1,
195,Ike Hilliard,29,TAM,WR,16,2,53,35,282,8.1,1,24,54.7,22,2.2,17.6,66.0,5.3,0,0,0,0,,,,0.0,0.0,35,8.1,282,1,0,
196,Aaron Brooks,29,NOR,QB,13,13,0,0,0,,0,0,,,0.0,0.0,,,45,281,2,20,60.0,22,6.2,21.6,3.5,45,6.2,281,2,4,
197,Shaud Williams,25,BUF,RB,16,0,23,17,118,6.9,0,3,30.4,23,1.1,7.4,73.9,5.1,45,161,0,7,31.1,28,3.6,10.1,2.8,62,4.5,279,0,0,
198,Obafemi Ayanbadejo,30,ARI,RB,16,2,45,34,231,6.8,0,12,35.6,18,2.1,14.4,75.6,5.1,22,46,0,5,40.9,11,2.1,2.9,1.4,56,4.9,277,0,1,
199,Bernard Berrian,25,CHI,WR,11,2,25,13,246,18.9,0,8,44.0,54,1.2,22.4,52.0,9.8,2,31,0,1,50.0,37,15.5,2.8,0.2,15,18.5,277,0,1,
200,Cedric Benson,23,CHI,RB,9,1,1,1,3,3.0,0,0,0.0,3,0.1,0.3,100.0,3.0,67,272,0,12,35.8,36,4.1,30.2,7.4,68,4.0,275,0,1,
201,Bo Scaife,24,TEN,TE,16,5,56,37,273,7.4,2,17,51.8,19,2.3,17.1,66.1,4.9,0,0,0,0,,,,0.0,0.0,37,7.4,273,2,0,
202,Vernand Morency,25,HOU,RB,12,1,15,10,87,8.7,0,5,40.0,16,0.8,7.3,66.7,5.8,46,184,2,7,34.8,25,4.0,15.3,3.8,56,4.8,271,2,1,
203,Adam Bergen,22,ARI,TE,16,9,43,28,270,9.6,1,13,44.2,32,1.8,16.9,65.1,6.3,0,0,0,0,,,,0.0,0.0,28,9.6,270,1,0,
204,Chris Baker,26,NYJ,TE,8,8,26,18,269,14.9,1,11,53.8,47,2.3,33.6,69.2,10.3,0,0,0,0,,,,0.0,0.0,18,14.9,269,1,1,
205,Billy McMullen,25,PHI,WR,16,0,38,18,268,14.9,1,13,44.7,38,1.1,16.8,47.4,7.1,0,0,0,0,,,,0.0,0.0,18,14.9,268,1,1,
206,Lamar Gordon,25,PHI,RB,14,4,17,11,79,7.2,0,1,29.4,18,0.8,5.6,64.7,4.6,54,182,1,12,53.7,11,3.4,13.0,3.9,65,4.0,261,1,3,
207,William Henderson,34,GNB,FB,16,8,34,30,264,8.8,0,13,64.7,32,1.9,16.5,88.2,7.8,1,-5,0,0,0.0,-5,-5.0,-0.3,0.1,31,8.4,259,0,1,
208,Jerricho Cotchery,23,NYJ,WR,16,1,32,19,251,13.2,0,13,46.9,45,1.2,15.7,59.4,7.8,1,4,0,0,0.0,4,4.0,0.3,0.1,20,12.8,255,0,2,
209,Mack Strong,34,SEA,FB,16,6,27,22,166,7.5,0,6,51.9,27,1.4,10.4,81.5,6.1,17,78,0,7,47.1,16,4.6,4.9,1.1,39,6.3,244,0,0,"PB,AP-1"
210,Lorenzo Neal,35,SDG,FB,16,15,29,24,145,6.0,1,4,58.6,21,1.5,9.1,82.8,5.0,29,98,0,18,82.8,9,3.4,6.1,1.8,53,4.6,243,1,0,"PB,AP-2"
211,Dane Looker,29,STL,WR,16,0,27,23,237,10.3,0,15,63.0,23,1.4,14.8,85.2,8.8,0,0,0,0,,,,0.0,0.0,23,10.3,237,0,0,
212,Daniel Graham,27,NWE,TE,11,9,25,16,235,14.7,3,9,44.0,45,1.5,21.4,64.0,9.4,0,0,0,0,,,,0.0,0.0,16,14.7,235,3,1,
213,Alvis Whitted,31,OAK,WR,16,0,26,14,183,13.1,0,9,46.2,26,0.9,11.4,53.8,7.0,2,51,0,2,100.0,27,25.5,3.2,0.1,16,14.6,234,0,0,
214,Tim Carter,26,NYG,WR,15,1,24,10,186,18.6,0,8,33.3,44,0.7,12.4,41.7,7.8,6,46,0,2,66.7,22,7.7,3.1,0.4,16,14.5,232,0,0,
215,Mark Bradley,23,CHI,WR,7,4,36,18,230,12.8,0,9,41.7,54,2.6,32.9,50.0,6.4,0,0,0,0,,,,0.0,0.0,18,12.8,230,0,1,
216,Desmond Clark,28,CHI,TE,16,16,49,24,229,9.5,2,16,38.8,31,1.5,14.3,49.0,4.7,0,0,0,0,,,,0.0,0.0,24,9.5,229,2,0,
217,David Martin,26,GNB,TE,12,8,39,27,224,8.3,3,14,51.3,21,2.3,18.7,69.2,5.7,0,0,0,0,,,,0.0,0.0,27,8.3,224,3,0,
218,Rock Cartwright,26,WAS,FB,16,0,4,2,23,11.5,0,1,25.0,17,0.1,1.4,50.0,5.8,27,199,2,10,55.6,52,7.4,12.4,1.7,29,7.7,222,2,1,
219,Charlie Adams,26,DEN,WR,16,2,36,21,203,9.7,0,9,36.1,21,1.3,12.7,58.3,5.6,5,14,0,1,40.0,13,2.8,0.9,0.3,26,8.3,217,0,4,
220,David Patten,31,WAS,WR,9,7,53,22,217,9.9,0,10,30.2,32,2.4,24.1,41.5,4.1,0,0,0,0,,,,0.0,0.0,22,9.9,217,0,0,
221,Kevin Walter,24,CIN,WR,16,2,29,19,211,11.1,1,14,55.2,33,1.2,13.2,65.5,7.3,0,0,0,0,,,,0.0,0.0,19,11.1,211,1,0,
222,Bubba Franks,27,GNB,TE,10,8,37,25,207,8.3,1,12,48.6,24,2.5,20.7,67.6,5.6,0,0,0,0,,,,0.0,0.0,25,8.3,207,1,0,
223,Dominic Rhodes,26,IND,RB,13,1,15,12,88,7.3,0,2,53.3,15,0.9,6.8,80.0,5.9,40,118,4,11,40.0,24,3.0,9.1,3.1,52,4.0,206,4,2,
224,Bryan Fletcher,26,IND,TE,16,12,27,18,202,11.2,3,11,59.3,23,1.1,12.6,66.7,7.5,0,0,0,0,,,,0.0,0.0,18,11.2,202,3,0,
225,Kris Mangum,32,CAR,TE,14,9,35,23,202,8.8,2,16,45.7,24,1.6,14.4,65.7,5.8,0,0,0,0,,,,0.0,0.0,23,8.8,202,2,0,
226,James Thrash,30,WAS,WR,12,2,30,14,194,13.9,0,11,33.3,41,1.2,16.2,46.7,6.5,1,8,0,0,100.0,8,8.0,0.7,0.1,15,13.5,202,0,1,
227,Tyson Thompson,24,DAL,RB,15,0,4,3,16,5.3,0,0,50.0,8,0.2,1.1,75.0,4.0,46,182,0,11,37.0,16,4.0,12.1,3.1,49,4.0,198,0,2,
228,Charles Rogers,24,DET,WR,9,3,31,14,197,14.1,1,11,45.2,35,1.6,21.9,45.2,6.4,0,0,0,0,,,,0.0,0.0,14,14.1,197,1,0,
229,Matt Schobel,27,CIN,TE,16,1,25,18,193,10.7,1,9,48.0,28,1.1,12.1,72.0,7.7,0,0,0,0,,,,0.0,0.0,18,10.7,193,1,1,
230,Tyrone Calico,25,TEN,WR,12,6,42,22,191,8.7,0,11,38.1,18,1.8,15.9,52.4,4.5,0,0,0,0,,,,0.0,0.0,22,8.7,191,0,1,
231,LeRon McCoy,23,ARI,WR,10,4,30,18,191,10.6,1,11,46.7,24,1.8,19.1,60.0,6.4,0,0,0,0,,,,0.0,0.0,18,10.6,191,1,0,
232,Andre' Davis,26,NWE,WR,9,4,24,9,190,21.1,1,8,37.5,60,1.0,21.1,37.5,7.9,0,0,0,0,,,,0.0,0.0,9,21.1,190,1,0,
233,Chris Horn,28,KAN,WR,14,3,31,18,187,10.4,0,7,48.4,50,1.3,13.4,58.1,6.0,0,0,0,0,,,,0.0,0.0,18,10.4,187,0,0,
234,Peter Warrick,28,SEA,WR,13,5,23,11,180,16.4,0,6,34.8,42,0.8,13.8,47.8,7.8,1,5,0,0,100.0,5,5.0,0.4,0.1,12,15.4,185,0,0,
235,Duce Staley,30,PIT,RB,5,1,7,6,34,5.7,0,0,42.9,9,1.2,6.8,85.7,4.9,38,148,1,10,47.4,17,3.9,29.6,7.6,44,4.1,182,1,1,
236,Justin Griffith,25,ATL,FB,16,15,34,21,111,5.3,3,7,35.3,17,1.3,6.9,61.8,3.3,15,65,0,3,46.7,19,4.3,4.1,0.9,36,4.9,176,3,1,
237,David Garrard,27,JAX,QB,7,5,0,0,0,,0,0,,,0.0,0.0,,,31,172,3,14,51.6,28,5.5,24.6,4.4,31,5.5,172,3,4,
238,Jim Kleinsasser,28,MIN,TE,16,16,28,22,171,7.8,0,6,53.6,15,1.4,10.7,78.6,6.1,0,0,0,0,,,,0.0,0.0,22,7.8,171,0,1,
239,Stephen Alexander,30,DEN,TE,16,15,36,21,170,8.1,1,9,44.4,15,1.3,10.6,58.3,4.7,0,0,0,0,,,,0.0,0.0,21,8.1,170,1,0,
240,Kyle Johnson,27,DEN,FB,16,14,31,17,160,9.4,5,12,41.9,33,1.1,10.0,54.8,5.2,4,9,1,3,75.0,4,2.3,0.6,0.3,21,8.0,169,6,0,
241,Marcellus Rivers,27,HOU,TE,16,5,35,24,168,7.0,0,9,45.7,20,1.5,10.5,68.6,4.8,0,0,0,0,,,,0.0,0.0,24,7.0,168,0,0,
242,Ernie Conwell,33,NOR,TE,8,8,29,13,165,12.7,1,10,41.4,31,1.6,20.6,44.8,5.7,0,0,0,0,,,,0.0,0.0,13,12.7,165,1,1,
243,Randal Williams,27,OAK,WR,16,4,26,13,164,12.6,0,7,42.3,34,0.8,10.3,50.0,6.3,0,0,0,0,,,,0.0,0.0,13,12.6,164,0,0,
244,LaBrandon Toefield,25,JAX,RB,9,2,7,3,17,5.7,0,1,28.6,11,0.3,1.9,42.9,2.4,36,142,4,9,41.7,32,3.9,15.8,4.0,39,4.1,159,4,0,
245,Kyle Brady,33,JAX,TE,16,14,26,18,157,8.7,1,6,50.0,33,1.1,9.8,69.2,6.0,0,0,0,0,,,,0.0,0.0,18,8.7,157,1,3,
246,Jerald Sowell,31,NYJ,FB,16,14,38,28,155,5.5,2,7,39.5,28,1.8,9.7,73.7,4.1,1,1,1,1,100.0,1,1.0,0.1,0.1,29,5.4,156,3,1,
247,Michael Gaines,25,CAR,TE,11,6,16,12,155,12.9,2,8,50.0,38,1.1,14.1,75.0,9.7,0,0,0,0,,,,0.0,0.0,12,12.9,155,2,0,
248,Reno Mahe,25,PHI,RB,15,0,20,12,68,5.7,0,3,20.0,12,0.8,4.5,60.0,3.4,20,87,0,3,45.0,13,4.4,5.8,1.3,32,4.8,155,0,2,
249,J.P. Losman,24,BUF,QB,9,8,0,0,0,,0,0,,,0.0,0.0,,,31,154,0,11,45.2,30,5.0,17.1,3.4,31,5.0,154,0,7,
250,Daniel Wilcox,28,BAL,TE,13,3,28,20,154,7.7,1,5,53.6,17,1.5,11.8,71.4,5.5,0,0,0,0,,,,0.0,0.0,20,7.7,154,1,0,
251,Wayne Chrebet,32,NYJ,WR,8,0,23,15,153,10.2,0,7,47.8,20,1.9,19.1,65.2,6.7,0,0,0,0,,,,0.0,0.0,15,10.2,153,0,0,
252,Aaron Shea,29,CLE,TE,12,4,32,18,153,8.5,1,9,37.5,27,1.5,12.8,56.3,4.8,0,0,0,0,,,,0.0,0.0,18,8.5,153,1,0,
253,Charles Lee,28,ARI,WR,6,0,18,11,152,13.8,0,7,61.1,49,1.8,25.3,61.1,8.4,0,0,0,0,,,,0.0,0.0,11,13.8,152,0,0,
254,Troy Walters,29,IND,WR,16,1,19,14,152,10.9,3,7,52.6,39,0.9,9.5,73.7,8.0,0,0,0,0,,,,0.0,0.0,14,10.9,152,3,0,
255,Jake Plummer,31,DEN,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,46,151,2,14,37.0,22,3.3,9.4,2.9,46,3.3,151,2,4,PB
256,Jerheme Urban,25,SEA,WR,4,1,10,7,151,21.6,0,7,70.0,46,1.8,37.8,70.0,15.1,0,0,0,0,,,,0.0,0.0,7,21.6,151,0,0,
257,Rod Gardner,28,2TM,WR,13,1,26,13,151,11.6,1,8,42.3,33,1.0,11.6,50.0,5.8,0,0,0,0,,,,0.0,0.0,13,11.6,151,1,0,
257,Rod Gardner,28,CAR,WR,11,0,16,9,84,9.3,1,4,43.8,15,0.8,7.6,56.3,5.3,0,0,0,0,,,,0.0,0.0,9,9.3,84,1,0,
257,Rod Gardner,28,GNB,WR,2,1,10,4,67,16.8,0,4,40.0,33,2.0,33.5,40.0,6.7,0,0,0,0,,,,0.0,0.0,4,16.8,67,0,0,
258,Quincy Morgan,28,PIT,WR,16,0,18,9,150,16.7,2,7,50.0,31,0.6,9.4,50.0,8.3,0,0,0,0,,,,0.0,0.0,9,16.7,150,2,1,
259,Daunte Culpepper,28,MIN,QB,7,7,0,0,0,,0,0,,,0.0,0.0,,,24,147,1,11,54.2,18,6.1,21.0,3.4,24,6.1,147,1,5,
260,Roscoe Parrish,23,BUF,WR,10,1,25,15,148,9.9,1,7,44.0,28,1.5,14.8,60.0,5.9,2,-2,0,0,0.0,4,-1.0,-0.2,0.2,17,8.6,146,1,2,
261,Mark Campbell,30,BUF,TE,14,10,29,19,139,7.3,0,6,34.5,27,1.4,9.9,65.5,4.8,0,0,0,0,,,,0.0,0.0,19,7.3,139,0,0,
262,Josh McCown,26,ARI,QB,9,6,0,0,0,,0,0,,,0.0,0.0,,,29,139,0,7,51.7,12,4.8,15.4,3.2,29,4.8,139,0,5,
263,Steve McNair,32,TEN,QB,14,14,0,0,0,,0,0,,,0.0,0.0,,,32,139,1,12,46.9,19,4.3,9.9,2.3,32,4.3,139,1,7,PB
264,Derrick Ward,25,NYG,RB,14,0,5,2,13,6.5,0,1,20.0,8,0.1,0.9,40.0,2.6,35,123,0,6,37.1,12,3.5,8.8,2.5,37,3.7,136,0,0,
265,Brooks Bollinger,26,NYJ,QB,11,9,0,0,0,,0,0,,,0.0,0.0,,,35,135,0,13,45.7,15,3.9,12.3,3.2,35,3.9,135,0,3,
266,Jarrett Payton,25,TEN,RB,13,0,10,6,30,5.0,0,0,40.0,9,0.5,2.3,60.0,3.0,33,105,2,6,36.4,15,3.2,8.1,2.5,39,3.5,135,2,0,
267,Eric Edwards,25,ARI,TE,16,9,17,12,133,11.1,1,4,47.1,63,0.8,8.3,70.6,7.8,0,0,0,0,,,,0.0,0.0,12,11.1,133,1,0,
268,Kevin Johnson,29,DET,WR,6,2,31,17,133,7.8,0,7,38.7,25,2.8,22.2,54.8,4.3,0,0,0,0,,,,0.0,0.0,17,7.8,133,0,0,
269,Randy Hymes,26,BAL,WR,16,3,31,11,132,12.0,2,9,32.3,21,0.7,8.3,35.5,4.3,0,0,0,0,,,,0.0,0.0,11,12.0,132,2,0,
270,Brandon Manumaleuna,25,STL,TE,14,14,20,13,129,9.9,1,6,45.0,33,0.9,9.2,65.0,6.5,1,2,0,1,100.0,2,2.0,0.1,0.1,14,9.4,131,1,2,
271,Robert Royal,26,WAS,TE,15,14,35,18,131,7.3,1,8,37.1,29,1.2,8.7,51.4,3.7,0,0,0,0,,,,0.0,0.0,18,7.3,131,1,0,
272,Jason McAddley,26,SFO,WR,12,2,15,7,125,17.9,0,4,33.3,38,0.6,10.4,46.7,8.3,0,0,0,0,,,,0.0,0.0,7,17.9,125,0,0,
273,Matt Hasselbeck,30,SEA,QB,16,16,0,0,0,,0,0,,,0.0,0.0,,,36,124,1,8,38.9,23,3.4,7.8,2.3,36,3.4,124,1,4,PB
274,Noah Herron,23,2TM,RB,7,0,0,0,0,,0,0,,,0.0,0.0,,,48,123,2,9,39.6,17,2.6,17.6,6.9,48,2.6,123,2,0,
274,Noah Herron,23,PIT,RB,2,0,0,0,0,,0,0,,,0.0,0.0,,,3,2,0,0,0.0,1,0.7,1.0,1.5,3,0.7,2,0,0,
274,Noah Herron,23,GNB,RB,5,0,0,0,0,,0,0,,,0.0,0.0,,,45,121,2,9,42.2,17,2.7,24.2,9.0,45,2.7,121,2,0,
275,Bobby Wade,24,2TM,WR,14,1,29,14,120,8.6,0,4,27.6,17,1.0,8.6,48.3,4.1,1,1,0,0,0.0,1,1.0,0.1,0.1,15,8.1,121,0,10,
275,Bobby Wade,24,CHI,WR,12,0,24,10,80,8.0,0,3,25.0,17,0.8,6.7,41.7,3.3,0,0,0,0,,,,0.0,0.0,10,8.0,80,0,10,
275,Bobby Wade,24,TEN,WR,2,1,5,4,40,10.0,0,1,40.0,15,2.0,20.0,80.0,8.0,1,1,0,0,0.0,1,1.0,0.5,0.5,5,8.2,41,0,0,
276,George Wrighster,24,JAX,TE,16,6,23,13,120,9.2,2,6,34.8,27,0.8,7.5,56.5,5.2,0,0,0,0,,,,0.0,0.0,13,9.2,120,2,0,
