,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
15,Brandon Marshall,23,DEN,WR,16,16,170,102,1325,13.0,7,71,52.4,68,6.4,82.8,60.0,7.8,5,57,0,4,80.0,24,11.4,3.6,0.3,107,12.9,1382,7,3,
16,Terrell Owens,34,DAL,WR,15,15,141,81,1355,16.7,15,67,54.6,52,5.4,90.3,57.4,9.6,1,5,0,0,100.0,5,5.0,0.3,0.1,82,16.6,1360,15,0,"PB,AP-1"
17,Thomas Jones,29,NYJ,RB,16,14,34,28,217,7.8,1,8,47.1,25,1.8,13.6,82.4,6.4,310,1119,1,57,42.3,36,3.6,69.9,19.4,338,4.0,1336,2,2,
18,Marshawn Lynch,21,BUF,RB,13,13,26,18,184,10.2,0,11,57.7,30,1.4,14.2,69.2,7.1,280,1115,7,55,44.3,56,4.0,85.8,21.5,298,4.4,1299,7,2,
19,Braylon Edwards,24,CLE,WR,16,16,154,80,1289,16.1,16,56,48.7,78,5.0,80.6,51.9,8.4,0,0,0,0,,,,0.0,0.0,80,16.1,1289,16,3,"PB,AP-2"
20,Steven Jackson,24,STL,RB,12,12,52,38,271,7.1,1,13,34.6,37,3.2,22.6,73.1,5.2,237,1002,5,37,43.9,54,4.2,83.5,19.8,275,4.6,1273,6,5,
21,Fred Taylor,31,JAX,RB,15,15,14,9,58,6.4,0,2,35.7,18,0.6,3.9,64.3,4.1,223,1202,5,45,44.4,80,5.4,80.1,14.9,232,5.4,1260,5,2,"PB,AP-2"
22,Marion Barber III,24,DAL,RB,16,0,54,44,282,6.4,2,17,50.0,29,2.8,17.6,81.5,5.2,204,975,10,54,47.5,54,4.8,60.9,12.8,248,5.1,1257,12,3,PB
23,LenDale White,23,TEN,RB,16,16,31,20,114,5.7,0,7,38.7,15,1.3,7.1,64.5,3.7,303,1110,7,60,44.6,28,3.7,69.4,18.9,323,3.8,1224,7,5,
24,Earnest Graham,27,TAM,RB,15,10,69,49,324,6.6,0,13,46.4,21,3.3,21.6,71.0,4.7,222,898,10,47,50.0,28,4.0,59.9,14.8,271,4.5,1222,10,1,
25,Wes Welker,26,NWE,WR,16,13,145,112,1175,10.5,8,65,66.2,42,7.0,73.4,77.2,8.1,4,34,0,1,50.0,27,8.5,2.1,0.3,116,10.4,1209,8,3,"AP-2,AP OPoY-3"
26,Marques Colston,24,NOR,WR,16,14,143,98,1202,12.3,11,64,61.5,45,6.1,75.1,68.5,8.4,0,0,0,0,,,,0.0,0.0,98,12.3,1202,11,1,
27,Roddy White,26,ATL,WR,16,15,137,83,1202,14.5,6,52,51.1,69,5.2,75.1,60.6,8.8,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,84,14.3,1200,6,3,
28,Justin Fargas,27,OAK,RB,14,7,32,23,188,8.2,0,12,46.9,17,1.6,13.4,71.9,5.9,222,1009,4,52,45.9,48,4.5,72.1,15.9,245,4.9,1197,4,3,
29,Torry Holt,31,STL,WR,16,16,149,93,1189,12.8,7,62,56.4,40,5.8,74.3,62.4,8.0,0,0,0,0,,,,0.0,0.0,93,12.8,1189,7,2,PB
30,Brandon Jacobs,25,NYG,RB,11,9,38,23,174,7.6,2,7,36.8,34,2.1,15.8,60.5,4.6,202,1009,4,52,55.9,43,5.0,91.7,18.4,225,5.3,1183,6,5,
31,Maurice Jones-Drew,22,JAX,RB,15,0,55,40,407,10.2,0,22,52.7,43,2.7,27.1,72.7,7.4,167,768,9,47,44.3,57,4.6,51.2,11.1,207,5.7,1175,9,2,
32,Tony Gonzalez,31,KAN,TE,16,16,153,99,1172,11.8,5,59,52.3,31,6.2,73.3,64.7,7.7,0,0,0,0,,,,0.0,0.0,99,11.8,1172,5,0,"PB,AP-2"
33,Jerricho Cotchery,25,NYJ,WR,15,15,127,82,1130,13.8,2,50,52.0,50,5.5,75.3,64.6,8.9,5,38,0,3,60.0,16,7.6,2.5,0.3,87,13.4,1168,2,1,
34,T.J. Houshmandzadeh,30,CIN,WR,16,15,169,112,1143,10.2,12,69,56.8,42,7.0,71.4,66.3,6.8,5,14,0,0,40.0,8,2.8,0.9,0.3,117,9.9,1157,12,2,PB
35,Bobby Engram,34,SEA,WR,16,13,134,94,1147,12.2,6,62,62.7,49,5.9,71.7,70.1,8.6,0,0,0,0,,,,0.0,0.0,94,12.2,1147,6,1,AP CPoY-6
36,Jason Witten,25,DAL,TE,16,16,141,96,1145,11.9,7,56,58.2,53,6.0,71.6,68.1,8.1,0,0,0,0,,,,0.0,0.0,96,11.9,1145,7,1,"PB,AP-1"
37,Kenny Watson,29,CIN,FB,16,5,67,52,374,7.2,0,13,40.3,43,3.3,23.4,77.6,5.6,178,763,7,42,55.1,24,4.3,47.7,11.1,230,4.9,1137,7,3,
38,Chester Taylor,28,MIN,RB,14,8,43,29,281,9.7,0,12,39.5,50,2.1,20.1,67.4,6.5,157,844,7,36,43.9,84,5.4,60.3,11.2,186,6.0,1125,7,5,
39,Kevin Curtis,29,PHI,WR,16,16,135,77,1110,14.4,6,49,51.1,75,4.8,69.4,57.0,8.2,0,0,0,0,,,,0.0,0.0,77,14.4,1110,6,0,
40,Kellen Winslow,24,CLE,TE,16,14,148,82,1106,13.5,5,56,48.6,49,5.1,69.1,55.4,7.5,0,0,0,0,,,,0.0,0.0,82,13.5,1106,5,2,PB
41,Ryan Grant,25,GNB,RB,15,7,37,30,145,4.8,0,9,43.2,21,2.0,9.7,81.1,3.9,188,956,8,38,45.2,66,5.1,63.7,12.5,218,5.1,1101,8,1,
42,Derrick Mason,33,BAL,WR,16,16,164,103,1087,10.6,5,58,50.0,79,6.4,67.9,62.8,6.6,0,0,0,0,,,,0.0,0.0,103,10.6,1087,5,1,
43,Steve Smith Sr.,28,CAR,WR,15,15,148,87,1002,11.5,7,45,44.6,74,5.8,66.8,58.8,6.8,9,66,0,4,55.6,22,7.3,4.4,0.6,96,11.1,1068,7,1,
44,DeShaun Foster,27,CAR,RB,16,16,36,25,182,7.3,1,6,38.9,23,1.6,11.4,69.4,5.1,247,876,3,43,40.1,20,3.5,54.8,15.4,272,3.9,1058,4,7,
45,Donald Driver,32,GNB,WR,15,14,122,82,1048,12.8,2,49,60.7,47,5.5,69.9,67.2,8.6,2,4,0,0,0.0,5,2.0,0.3,0.1,84,12.5,1052,2,1,PB
46,Plaxico Burress,30,NYG,WR,16,16,141,70,1025,14.6,12,50,45.4,60,4.4,64.1,49.6,7.3,0,0,0,0,,,,0.0,0.0,70,14.6,1025,12,0,
47,Joey Galloway,36,TAM,WR,15,15,98,57,1014,17.8,6,37,53.1,69,3.8,67.6,58.2,10.3,1,1,0,0,0.0,1,1.0,0.1,0.1,58,17.5,1015,6,0,
48,Reggie Bush,22,NOR,RB,12,10,98,73,417,5.7,2,23,44.9,25,6.1,34.8,74.5,4.3,157,581,4,37,45.2,22,3.7,48.4,13.1,230,4.3,998,6,8,
49,Dwayne Bowe,23,KAN,WR,16,15,116,70,995,14.2,5,52,56.0,58,4.4,62.2,60.3,8.6,0,0,0,0,,,,0.0,0.0,70,14.2,995,5,0,
50,Ronnie Brown,26,MIA,RB,7,7,46,39,389,10.0,1,17,58.7,43,5.6,55.6,84.8,8.5,119,602,4,39,51.3,60,5.1,86.0,17.0,158,6.3,991,5,0,
51,Antonio Gates,27,SDG,TE,16,16,117,75,984,13.1,9,55,55.6,49,4.7,61.5,64.1,8.4,0,0,0,0,,,,0.0,0.0,75,13.1,984,9,0,PB
52,Chris Chambers,29,2TM,WR,16,12,129,66,970,14.7,4,46,46.5,44,4.1,60.6,51.2,7.5,3,12,0,0,66.7,9,4.0,0.8,0.2,69,14.2,982,4,1,
52,Chris Chambers,29,MIA,WR,6,5,66,31,415,13.4,0,20,43.9,28,5.2,69.2,47.0,6.3,1,-5,0,0,0.0,-5,-5.0,-0.8,0.2,32,12.8,410,0,0,
52,Chris Chambers,29,SDG,WR,10,7,63,35,555,15.9,4,26,49.2,44,3.5,55.5,55.6,8.8,2,17,0,0,100.0,9,8.5,1.7,0.2,37,15.5,572,4,1,
53,Selvin Young,24,DEN,RB,15,8,43,35,231,6.6,0,9,44.2,24,2.3,15.4,81.4,5.4,140,729,1,24,42.1,50,5.2,48.6,9.3,175,5.5,960,1,2,
54,Santonio Holmes,23,PIT,WR,13,13,85,52,942,18.1,8,42,56.5,83,4.0,72.5,61.2,11.1,5,17,0,1,40.0,11,3.4,1.3,0.4,57,16.8,959,8,2,
55,Warrick Dunn,32,ATL,RB,16,15,59,37,238,6.4,0,5,27.1,35,2.3,14.9,62.7,4.0,227,720,4,36,35.7,38,3.2,45.0,14.2,264,3.6,958,4,2,
56,Bernard Berrian,27,CHI,WR,16,15,128,71,951,13.4,5,48,48.4,59,4.4,59.4,55.5,7.4,0,0,0,0,,,,0.0,0.0,71,13.4,951,5,1,
57,Laurence Maroney,22,NWE,RB,13,6,8,4,116,29.0,0,4,50.0,43,0.3,8.9,50.0,14.5,185,835,6,48,54.6,59,4.5,64.2,14.2,189,5.0,951,6,0,
58,Shaun McDonald,26,DET,WR,16,7,127,79,943,11.9,6,47,53.5,49,4.9,58.9,62.2,7.4,4,2,0,1,50.0,9,0.5,0.1,0.3,83,11.4,945,6,3,
59,Adrian Peterson,28,CHI,RB,16,5,65,51,420,8.2,0,15,50.8,30,3.2,26.3,78.5,6.5,151,510,3,28,37.7,21,3.4,31.9,9.4,202,4.6,930,3,3,
60,Greg Jennings,24,GNB,WR,13,13,84,53,920,17.4,12,36,57.1,82,4.1,70.8,63.1,11.0,0,0,0,0,,,,0.0,0.0,53,17.4,920,12,1,
61,DeAngelo Williams,24,CAR,RB,16,0,38,23,175,7.6,1,5,34.2,30,1.4,10.9,60.5,4.6,144,717,4,30,39.6,75,5.0,44.8,9.0,167,5.3,892,5,1,
62,Jerious Norwood,24,ATL,RB,15,2,39,28,277,9.9,0,12,51.3,46,1.9,18.5,71.8,7.1,103,613,1,25,47.6,67,6.0,40.9,6.9,131,6.8,890,1,0,
63,Ron Dayne,29,HOU,RB,13,8,26,17,112,6.6,0,4,42.3,17,1.3,8.6,65.4,4.3,194,773,6,44,44.8,39,4.0,59.5,14.9,211,4.2,885,6,1,
64,Anquan Boldin,27,ARI,WR,12,11,99,71,853,12.0,9,43,58.6,44,5.9,71.1,71.7,8.6,1,14,0,1,100.0,14,14.0,1.2,0.1,72,12.0,867,9,2,
65,Andre Johnson,26,HOU,WR,9,9,86,60,851,14.2,8,39,66.3,77,6.7,94.6,69.8,9.9,0,0,0,0,,,,0.0,0.0,60,14.2,851,8,1,
66,Lee Evans,26,BUF,WR,16,16,113,55,849,15.4,5,37,42.5,85,3.4,53.1,48.7,7.5,0,0,0,0,,,,0.0,0.0,55,15.4,849,5,0,
67,Maurice Morris,28,SEA,RB,14,6,32,23,213,9.3,1,8,43.8,34,1.6,15.2,71.9,6.7,140,628,4,33,47.1,46,4.5,44.9,10.0,163,5.2,841,5,1,
68,Roy Williams,26,DET,WR,12,12,105,64,838,13.1,5,34,51.4,91,5.3,69.8,61.0,8.0,2,1,0,1,50.0,9,0.5,0.1,0.2,66,12.7,839,5,2,
69,Kevin Walter,26,HOU,WR,16,15,106,65,800,12.3,4,43,54.7,46,4.1,50.0,61.3,7.5,5,30,0,2,80.0,13,6.0,1.9,0.3,70,11.9,830,4,0,
70,Santana Moss,28,WAS,WR,14,14,115,61,808,13.2,3,43,47.0,49,4.4,57.7,53.0,7.0,3,13,0,1,33.3,11,4.3,0.9,0.2,64,12.8,821,3,2,
71,Reggie Brown,26,PHI,WR,16,14,111,61,780,12.8,4,38,49.5,45,3.8,48.8,55.0,7.0,5,36,0,2,80.0,12,7.2,2.3,0.3,66,12.4,816,4,1,
72,Calvin Johnson,22,DET,WR,15,10,93,48,756,15.8,4,38,47.3,49,3.2,50.4,51.6,8.1,4,52,1,3,75.0,32,13.0,3.5,0.3,52,15.5,808,5,1,
73,Cedric Benson,25,CHI,RB,11,11,27,17,123,7.2,0,6,40.7,19,1.5,11.2,63.0,4.6,196,674,4,34,39.3,43,3.4,61.3,17.8,213,3.7,797,4,3,
74,LaMont Jordan,29,OAK,RB,12,7,34,28,247,8.8,0,11,58.8,27,2.3,20.6,82.4,7.3,144,549,3,25,36.1,33,3.8,45.8,12.0,172,4.6,796,3,0,
75,Shaun Alexander,30,SEA,RB,13,10,25,14,76,5.4,1,4,20.0,18,1.1,5.8,56.0,3.0,207,716,4,39,35.3,25,3.5,55.1,15.9,221,3.6,792,5,2,
76,Julius Jones,26,DAL,RB,16,16,26,23,203,8.8,0,10,61.5,24,1.4,12.7,88.5,7.8,164,588,2,24,36.0,25,3.6,36.8,10.3,187,4.2,791,2,0,
77,David Patten,33,NOR,WR,16,5,87,54,792,14.7,3,37,54.0,58,3.4,49.5,62.1,9.1,2,-5,0,0,0.0,1,-2.5,-0.3,0.1,56,14.1,787,3,2,
78,Chris Cooley,25,WAS,TE,16,16,110,66,786,11.9,8,46,50.0,39,4.1,49.1,60.0,7.1,0,0,0,0,,,,0.0,0.0,66,11.9,786,8,1,PB
79,Derrick Ward,27,NYG,RB,8,5,40,26,179,6.9,1,7,37.5,17,3.3,22.4,65.0,4.5,125,602,3,29,46.4,44,4.8,75.3,15.6,151,5.2,781,4,2,
80,Kevin Jones,25,DET,RB,13,10,44,32,197,6.2,0,7,43.2,16,2.5,15.2,72.7,4.5,153,581,8,35,45.1,34,3.8,44.7,11.8,185,4.2,778,8,2,
81,Owen Daniels,25,HOU,TE,16,16,94,63,768,12.2,3,44,61.7,29,3.9,48.0,67.0,8.2,0,0,0,0,,,,0.0,0.0,63,12.2,768,3,4,
82,Amani Toomer,33,NYG,WR,16,15,104,59,760,12.9,3,42,53.8,40,3.7,47.5,56.7,7.3,0,0,0,0,,,,0.0,0.0,59,12.9,760,3,0,AP CPoY-9
83,Travis Henry,29,DEN,RB,12,7,14,7,65,9.3,0,2,35.7,21,0.6,5.4,50.0,4.6,167,691,4,37,46.1,33,4.1,57.6,13.9,174,4.3,756,4,3,
84,Justin Gage,26,TEN,WR,16,8,85,55,750,13.6,2,45,60.0,73,3.4,46.9,64.7,8.8,0,0,0,0,,,,0.0,0.0,55,13.6,750,2,1,
85,Larry Johnson,28,KAN,RB,8,8,41,30,186,6.2,1,9,36.6,30,3.8,23.3,73.2,4.5,158,559,3,24,38.6,54,3.5,69.9,19.8,188,4.0,745,4,1,
86,Hines Ward,31,PIT,WR,13,13,113,71,732,10.3,7,47,54.9,25,5.5,56.3,62.8,6.5,3,11,0,1,33.3,7,3.7,0.8,0.2,74,10.0,743,7,0,
87,Isaac Bruce,35,STL,WR,14,12,101,55,733,13.3,4,36,47.5,37,3.9,52.4,54.5,7.3,2,-4,0,0,0.0,-1,-2.0,-0.3,0.1,57,12.8,729,4,0,
88,Ike Hilliard,31,TAM,WR,15,10,86,62,722,11.6,1,37,61.6,56,4.1,48.1,72.1,8.4,1,6,0,0,100.0,6,6.0,0.4,0.1,63,11.6,728,1,3,
89,Antwaan Randle El,28,WAS,WR,15,13,77,51,728,14.3,1,37,59.7,54,3.4,48.5,66.2,9.5,4,-3,0,0,0.0,1,-0.8,-0.2,0.3,55,13.2,725,1,3,
90,Ronald Curry,28,OAK,WR,16,13,97,55,717,13.0,4,35,47.4,49,3.4,44.8,56.7,7.4,1,1,0,0,0.0,1,1.0,0.1,0.1,56,12.8,718,4,0,
91,Donte' Stallworth,27,NWE,WR,16,9,75,46,697,15.2,3,27,56.0,69,2.9,43.6,61.3,9.3,1,12,0,1,100.0,12,12.0,0.8,0.1,47,15.1,709,3,0,
92,Jerry Porter,29,OAK,WR,16,16,102,44,705,16.0,6,29,38.2,59,2.8,44.1,43.1,6.9,0,0,0,0,,,,0.0,0.0,44,16.0,705,6,0,
93,Roydell Williams,26,TEN,WR,16,14,93,55,719,13.1,4,38,51.6,48,3.4,44.9,59.1,7.7,2,-17,0,0,0.0,-6,-8.5,-1.1,0.1,57,12.3,702,4,0,
94,Nate Burleson,26,SEA,WR,16,12,96,50,694,13.9,9,37,46.9,45,3.1,43.4,52.1,7.2,2,4,0,0,0.0,3,2.0,0.3,0.1,52,13.4,698,9,3,
95,Patrick Crayton,28,DAL,WR,15,13,81,50,697,13.9,7,34,54.3,59,3.3,46.5,61.7,8.6,0,0,0,0,,,,0.0,0.0,50,13.9,697,7,2,
96,Najeh Davenport,28,PIT,RB,15,1,27,18,184,10.2,2,5,29.6,32,1.2,12.3,66.7,6.8,107,499,5,37,52.3,45,4.7,33.3,7.1,125,5.5,683,7,1,
97,Jesse Chatman,28,MIA,RB,14,6,37,27,161,6.0,0,8,48.6,22,1.9,11.5,73.0,4.4,128,515,1,26,41.4,30,4.0,36.8,9.1,155,4.4,676,1,1,
98,James Jones,23,GNB,WR,16,9,80,47,676,14.4,2,29,50.0,79,2.9,42.3,58.8,8.5,0,0,0,0,,,,0.0,0.0,47,14.4,676,2,3,
99,Mike Furrey,30,DET,WR,16,10,91,61,664,10.9,1,37,58.2,49,3.8,41.5,67.0,7.3,0,0,0,0,,,,0.0,0.0,61,10.9,664,1,0,
100,Deion Branch,28,SEA,WR,11,11,85,49,661,13.5,4,30,52.9,65,4.5,60.1,57.6,7.8,0,0,0,0,,,,0.0,0.0,49,13.5,661,4,0,
101,Aaron Stecker,32,NOR,RB,16,6,43,36,211,5.9,0,12,51.2,26,2.3,13.2,83.7,4.9,115,448,5,28,47.8,26,3.9,28.0,7.2,151,4.4,659,5,1,
102,Kevin Faulk,31,NWE,RB,16,8,61,47,383,8.1,1,20,59.0,23,2.9,23.9,77.0,6.3,62,265,0,15,53.2,14,4.3,16.6,3.9,109,5.9,648,1,1,
103,Laveranues Coles,30,NYJ,WR,12,10,89,55,646,11.7,6,35,53.9,57,4.6,53.8,61.8,7.3,0,0,0,0,,,,0.0,0.0,55,11.7,646,6,0,
104,Dallas Clark,28,IND,TE,15,15,101,58,616,10.6,11,37,50.5,39,3.9,41.1,57.4,6.1,2,29,0,2,100.0,15,14.5,1.9,0.1,60,10.8,645,11,0,
105,Bobby Wade,26,MIN,WR,16,12,84,54,647,12.0,3,33,56.0,40,3.4,40.4,64.3,7.7,1,-9,0,0,0.0,-9,-9.0,-0.6,0.1,55,11.6,638,3,3,
106,Reggie Williams,24,JAX,WR,15,6,60,38,629,16.6,10,28,56.7,80,2.5,41.9,63.3,10.5,1,8,0,1,100.0,8,8.0,0.5,0.1,39,16.3,637,10,3,
107,Brandon Stokley,31,DEN,WR,13,9,71,40,635,15.9,5,34,53.5,58,3.1,48.8,56.3,8.9,1,-6,0,0,0.0,-6,-6.0,-0.5,0.1,41,15.3,629,5,0,
108,Dennis Northcutt,30,JAX,WR,15,11,73,44,601,13.7,4,30,52.1,55,2.9,40.1,60.3,8.2,6,27,0,0,66.7,8,4.5,1.8,0.4,50,12.6,628,4,1,
109,Jeremy Shockey,27,NYG,TE,14,14,93,57,619,10.9,3,33,48.4,29,4.1,44.2,61.3,6.7,1,6,0,0,0.0,6,6.0,0.4,0.1,58,10.8,625,3,0,
110,Vincent Jackson,24,SDG,WR,16,16,80,41,623,15.2,3,28,46.3,45,2.6,38.9,51.3,7.8,0,0,0,0,,,,0.0,0.0,41,15.2,623,3,0,
111,Joe Jurevicius,33,CLE,WR,16,12,81,50,614,12.3,3,34,51.9,50,3.1,38.4,61.7,7.6,0,0,0,0,,,,0.0,0.0,50,12.3,614,3,0,
112,Kenton Keith,27,IND,RB,16,1,23,13,77,5.9,1,3,34.8,14,0.8,4.8,56.5,3.3,121,533,3,42,55.4,22,4.4,33.3,7.6,134,4.6,610,4,1,
113,Rudi Johnson,28,CIN,RB,11,9,15,13,110,8.5,1,3,53.3,33,1.2,10.0,86.7,7.3,170,497,3,27,40.0,22,2.9,45.2,15.5,183,3.3,607,4,3,
114,Arnaz Battle,27,SFO,WR,16,15,104,50,600,12.0,5,28,40.4,57,3.1,37.5,48.1,5.8,4,4,1,1,50.0,8,1.0,0.3,0.3,54,11.2,604,6,3,
115,Chris Brown,26,TEN,RB,12,1,21,19,128,6.7,0,8,52.4,16,1.6,10.7,90.5,6.1,102,462,5,28,55.9,42,4.5,38.5,8.5,121,4.9,590,5,1,
116,Josh Reed,27,BUF,WR,15,9,88,51,578,11.3,0,32,47.7,30,3.4,38.5,58.0,6.6,4,10,0,1,25.0,12,2.5,0.7,0.3,55,10.7,588,0,0,
117,Andre' Davis,28,HOU,WR,14,8,63,33,583,17.7,3,19,46.0,53,2.4,41.6,52.4,9.3,0,0,0,0,,,,0.0,0.0,33,17.7,583,3,1,
118,Anthony Gonzalez,23,IND,WR,13,9,51,37,576,15.6,3,27,64.7,57,2.8,44.3,72.5,11.3,0,0,0,0,,,,0.0,0.0,37,15.6,576,3,0,
119,Donald Lee,27,GNB,TE,15,12,63,48,575,12.0,6,29,61.9,60,3.2,38.3,76.2,9.1,0,0,0,0,,,,0.0,0.0,48,12.0,575,6,1,
120,Muhsin Muhammad,34,CHI,WR,16,16,81,40,570,14.3,3,28,45.7,44,2.5,35.6,49.4,7.0,0,0,0,0,,,,0.0,0.0,40,14.3,570,3,0,
121,Marty Booker,31,MIA,WR,15,15,105,50,556,11.1,1,28,43.8,26,3.3,37.1,47.6,5.3,2,12,0,1,50.0,12,6.0,0.8,0.1,52,10.9,568,1,1,
122,Heath Miller,25,PIT,TE,16,16,61,47,566,12.0,7,32,62.3,29,2.9,35.4,77.0,9.3,0,0,0,0,,,,0.0,0.0,47,12.0,566,7,0,
123,Leon Washington,25,NYJ,RB,16,4,51,36,213,5.9,0,15,43.1,18,2.3,13.3,70.6,4.2,71,353,3,12,36.6,49,5.0,22.1,4.4,107,5.3,566,3,4,
124,Kolby Smith,23,KAN,FB,16,6,30,22,148,6.7,0,7,40.0,17,1.4,9.3,73.3,4.9,112,407,2,27,49.1,19,3.6,25.4,7.0,134,4.1,555,2,0,
125,Tony Scheffler,24,DEN,TE,16,7,65,49,549,11.2,5,29,61.5,41,3.1,34.3,75.4,8.4,0,0,0,0,,,,0.0,0.0,49,11.2,549,5,1,
126,Desmond Clark,30,CHI,TE,16,16,67,44,545,12.4,4,25,52.2,52,2.8,34.1,65.7,8.1,0,0,0,0,,,,0.0,0.0,44,12.4,545,4,1,
127,Michael Jenkins,25,ATL,WR,15,6,85,53,532,10.0,4,31,52.9,29,3.5,35.5,62.4,6.3,0,0,0,0,,,,0.0,0.0,53,10.0,532,4,0,
128,Mark Clayton,25,BAL,WR,16,12,89,48,531,11.1,0,28,43.8,52,3.0,33.2,53.9,6.0,0,0,0,0,,,,0.0,0.0,48,11.1,531,0,0,
129,Bryant Johnson,26,ARI,WR,16,8,88,46,528,11.5,2,33,46.6,30,2.9,33.0,52.3,6.0,0,0,0,0,,,,0.0,0.0,46,11.5,528,2,0,
130,Ernest Wilford,28,JAX,WR,16,14,74,45,518,11.5,3,35,54.1,35,2.8,32.4,60.8,7.0,0,0,0,0,,,,0.0,0.0,45,11.5,518,3,0,
131,Drew Carter,26,CAR,WR,16,7,75,38,517,13.6,4,28,44.0,49,2.4,32.3,50.7,6.9,0,0,0,0,,,,0.0,0.0,38,13.6,517,4,0,
132,Jason Wright,25,CLE,RB,16,1,37,24,233,9.7,0,14,48.6,23,1.5,14.6,64.9,6.3,60,277,1,19,50.0,18,4.6,17.3,3.8,84,6.1,510,1,1,
133,Ladell Betts,28,WAS,RB,16,0,32,21,174,8.3,1,7,37.5,28,1.3,10.9,65.6,5.4,93,335,1,15,44.1,20,3.6,20.9,5.8,114,4.5,509,2,1,
134,Vernon Davis,23,SFO,TE,14,14,85,52,509,9.8,4,30,47.1,31,3.7,36.4,61.2,6.0,0,0,0,0,,,,0.0,0.0,52,9.8,509,4,1,
135,Darrell Jackson,29,SFO,WR,15,15,104,46,497,10.8,3,33,39.4,34,3.1,33.1,44.2,4.8,0,0,0,0,,,,0.0,0.0,46,10.8,497,3,1,
136,Fred Jackson,26,BUF,RB,8,1,30,22,190,8.6,0,8,43.3,54,2.8,23.8,73.3,6.3,58,300,0,12,46.6,27,5.2,37.5,7.3,80,6.1,490,0,0,
