,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
57,Stefon Diggs,23,MIN,WR,13,11,112,84,903,10.8,3,48,63.4,46,6.5,69.5,75.0,8.1,3,10,0,1,33.3,12,3.3,0.8,0.2,87,10.5,913,3,0,
58,Willie Snead,24,NOR,WR,15,4,104,72,895,12.4,4,51,60.6,49,4.8,59.7,69.2,8.6,0,0,0,0,,,,0.0,0.0,72,12.4,895,4,2,
59,Cameron Meredith,24,CHI,WR,14,10,97,66,888,13.5,4,44,56.7,50,4.7,63.4,68.0,9.2,1,6,0,0,100.0,6,6.0,0.4,0.1,67,13.3,894,4,3,
60,Marqise Lee,25,JAX,WR,16,6,105,63,851,13.5,3,44,54.3,51,3.9,53.2,60.0,8.1,6,35,0,2,66.7,11,5.8,2.2,0.4,69,12.8,886,3,1,
61,Jonathan Stewart,29,CAR,RB,13,13,21,8,60,7.5,0,1,19.0,25,0.6,4.6,38.1,2.9,218,824,9,49,42.7,47,3.8,63.4,16.8,226,3.9,884,9,3,
62,Allen Robinson,23,JAX,WR,16,16,151,73,883,12.1,6,51,41.7,42,4.6,55.2,48.3,5.8,0,0,0,0,,,,0.0,0.0,73,12.1,883,6,1,
63,Devontae Booker,24,DEN,RB,16,6,45,31,265,8.5,1,8,40.0,43,1.9,16.6,68.9,5.9,174,612,4,31,43.1,18,3.5,38.3,10.9,205,4.3,877,5,4,
64,Duke Johnson,23,CLE,RB,16,1,74,53,514,9.7,0,24,47.3,32,3.3,32.1,71.6,6.9,73,358,1,18,45.2,22,4.9,22.4,4.6,126,6.9,872,1,2,
65,Quincy Enunwa,24,NYJ,WR,16,13,105,58,857,14.8,4,37,44.8,69,3.6,53.6,55.2,8.2,1,12,0,1,100.0,12,12.0,0.8,0.1,59,14.7,869,4,0,
66,Darren Sproles,33,PHI,RB,15,5,71,52,427,8.2,2,19,45.1,73,3.5,28.5,73.2,6.0,94,438,2,22,52.1,25,4.7,29.2,6.3,146,5.9,865,4,1,PB
67,Tyreek Hill,22,KAN,WR,16,1,83,61,593,9.7,6,31,50.6,49,3.8,37.1,73.5,7.1,24,267,3,11,58.3,70,11.1,16.7,1.5,85,10.1,860,9,4,"PB,AP-1"
68,Brandon LaFell,30,CIN,WR,16,14,107,64,862,13.5,6,42,51.4,86,4.0,53.9,59.8,8.1,1,-2,0,0,0.0,-2,-2.0,-0.1,0.1,65,13.2,860,6,0,
69,Ted Ginn Jr.,31,CAR,WR,16,8,95,54,752,13.9,4,27,42.1,88,3.4,47.0,56.8,7.9,14,98,0,7,71.4,20,7.0,6.1,0.9,68,12.5,850,4,3,
70,Jamison Crowder,23,WAS,WR,16,9,99,67,847,12.6,7,34,49.5,55,4.2,52.9,67.7,8.6,2,-2,0,1,50.0,7,-1.0,-0.1,0.1,69,12.2,845,7,2,
71,Cole Beasley,27,DAL,WR,16,6,98,75,833,11.1,5,51,69.4,47,4.7,52.1,76.5,8.5,1,7,0,0,100.0,7,7.0,0.4,0.1,76,11.1,840,5,0,
72,Kyle Rudolph,27,MIN,TE,16,16,132,83,840,10.1,7,50,50.0,44,5.2,52.5,62.9,6.4,0,0,0,0,,,,0.0,0.0,83,10.1,840,7,0,
73,Alshon Jeffery,26,CHI,WR,12,12,94,52,821,15.8,2,42,53.2,54,4.3,68.4,55.3,8.7,0,0,0,0,,,,0.0,0.0,52,15.8,821,2,0,
74,Zach Ertz,26,PHI,TE,14,12,106,78,816,10.5,4,42,57.5,30,5.6,58.3,73.6,7.7,0,0,0,0,,,,0.0,0.0,78,10.5,816,4,0,
75,Delanie Walker,32,TEN,TE,15,9,102,65,800,12.3,7,35,49.0,47,4.3,53.3,63.7,7.8,2,11,0,0,0.0,8,5.5,0.7,0.1,67,12.1,811,7,1,PB
76,Dontrelle Inman,27,SDG,WR,16,16,97,58,810,14.0,4,37,47.4,57,3.6,50.6,59.8,8.4,0,0,0,0,,,,0.0,0.0,58,14.0,810,4,0,
77,Ty Montgomery,23,GNB,RB,15,6,56,44,348,7.9,0,20,51.8,24,2.9,23.2,78.6,6.2,77,457,3,20,53.2,61,5.9,30.5,5.1,121,6.7,805,3,2,
78,Jordan Matthews,24,PHI,WR,14,13,117,73,804,11.0,3,38,48.7,54,5.2,57.4,62.4,6.9,0,0,0,0,,,,0.0,0.0,73,11.0,804,3,1,
79,Steve Smith Sr.,37,BAL,WR,14,14,101,70,799,11.4,5,39,55.4,52,5.0,57.1,69.3,7.9,0,0,0,0,,,,0.0,0.0,70,11.4,799,5,0,
80,Dez Bryant,28,DAL,WR,13,13,96,50,796,15.9,8,38,50.0,56,3.8,61.2,52.1,8.3,0,0,0,0,,,,0.0,0.0,50,15.9,796,8,1,PB
81,Rashad Jennings,31,NYG,RB,13,12,42,35,201,5.7,1,8,35.7,24,2.7,15.5,83.3,4.8,181,593,3,29,36.5,25,3.3,45.6,13.9,216,3.7,794,4,1,
82,Jerick McKinnon,24,MIN,RB,15,7,53,43,255,5.9,2,17,43.4,41,2.9,17.0,81.1,4.8,159,539,2,21,37.1,36,3.4,35.9,10.6,202,3.9,794,4,0,
83,Brandon Marshall,32,NYJ,WR,15,15,128,59,788,13.4,3,45,40.6,41,3.9,52.5,46.1,6.2,0,0,0,0,,,,0.0,0.0,59,13.4,788,3,0,
84,Robert Kelley,24,WAS,RB,15,9,18,12,82,6.8,1,6,44.4,22,0.8,5.5,66.7,4.6,168,704,6,30,46.4,66,4.2,46.9,11.2,180,4.4,786,7,0,
85,T.J. Yeldon,23,JAX,RB,15,13,68,50,312,6.2,1,16,38.2,17,3.3,20.8,73.5,4.6,130,465,1,21,36.9,16,3.6,31.0,8.7,180,4.3,777,2,2,
86,Ryan Mathews,29,PHI,RB,13,8,14,13,115,8.8,1,7,57.1,27,1.0,8.8,92.9,8.2,155,661,8,40,51.0,30,4.3,50.8,11.9,168,4.6,776,9,3,
87,Tim Hightower,30,NOR,RB,16,1,26,22,200,9.1,1,11,57.7,50,1.4,12.5,84.6,7.7,133,548,4,32,53.4,30,4.1,34.3,8.3,155,4.8,748,5,0,
88,DeVante Parker,23,MIA,WR,15,8,87,56,744,13.3,4,35,50.6,56,3.7,49.6,64.4,8.6,0,0,0,0,,,,0.0,0.0,56,13.3,744,4,0,
89,Dennis Pitta,31,BAL,TE,16,12,121,86,729,8.5,2,37,47.9,30,5.4,45.6,71.1,6.0,0,0,0,0,,,,0.0,0.0,86,8.5,729,2,1,AP CPoY-3
90,Theo Riddick,25,DET,RB,10,8,67,53,371,7.0,5,20,47.8,23,5.3,37.1,79.1,5.5,92,357,1,21,41.3,42,3.9,35.7,9.2,145,5.0,728,6,0,
91,Kenny Stills,24,MIA,WR,16,16,81,42,726,17.3,9,30,45.7,74,2.6,45.4,51.9,9.0,0,0,0,0,,,,0.0,0.0,42,17.3,726,9,0,
92,James White,24,NWE,RB,16,4,86,60,551,9.2,5,26,45.3,61,3.8,34.4,69.8,6.4,39,166,0,8,48.7,16,4.3,10.4,2.4,99,7.2,717,5,0,
93,Sterling Shepard,23,NYG,WR,16,16,105,65,683,10.5,8,42,49.5,32,4.1,42.7,61.9,6.5,3,31,0,1,66.7,22,10.3,1.9,0.2,68,10.5,714,8,0,
94,Eric Ebron,23,DET,TE,13,13,85,61,711,11.7,1,37,62.4,61,4.7,54.7,71.8,8.4,1,1,1,1,100.0,1,1.0,0.1,0.1,62,11.5,712,2,0,
95,Martellus Bennett,29,NWE,TE,16,12,73,55,701,12.7,7,31,54.8,58,3.4,43.8,75.3,9.6,2,10,0,0,100.0,6,5.0,0.6,0.1,57,12.5,711,7,0,
96,Tyler Lockett,24,SEA,WR,15,9,66,41,597,14.6,1,23,50.0,57,2.7,39.8,62.1,9.0,6,114,1,4,83.3,75,19.0,7.6,0.4,47,15.1,711,2,0,AP-2
97,Chris Thompson,26,WAS,RB,16,0,62,49,349,7.1,2,19,46.8,38,3.1,21.8,79.0,5.6,68,356,3,16,52.9,25,5.2,22.3,4.3,117,6.0,705,5,2,
98,Christine Michael,26,2TM,RB,15,7,29,22,107,4.9,1,4,44.8,13,1.5,7.1,75.9,3.7,148,583,7,34,48.0,42,3.9,38.9,9.9,170,4.1,690,8,2,
98,Christine Michael,26,SEA,RB,9,7,26,20,96,4.8,1,3,46.2,13,2.2,10.7,76.9,3.7,117,469,6,27,48.7,41,4.0,52.1,13.0,137,4.1,565,7,2,
98,Christine Michael,26,GNB,RB,6,0,3,2,11,5.5,0,1,33.3,10,0.3,1.8,66.7,3.7,31,114,1,7,45.2,42,3.7,19.0,5.2,33,3.8,125,1,0,
99,Chris Hogan,29,NWE,WR,15,14,58,38,680,17.9,4,23,55.2,79,2.5,45.3,65.5,11.7,3,9,0,0,33.3,6,3.0,0.6,0.2,41,16.8,689,4,1,
100,Jordan Reed,26,WAS,TE,12,8,89,66,686,10.4,6,41,59.6,33,5.5,57.2,74.2,7.7,0,0,0,0,,,,0.0,0.0,66,10.4,686,6,1,PB
101,Jalen Richard,23,OAK,RB,16,0,39,29,194,6.7,2,8,30.8,29,1.8,12.1,74.4,5.0,83,491,1,15,48.2,75,5.9,30.7,5.2,112,6.1,685,3,0,
102,Travis Benjamin,27,SDG,WR,14,8,75,47,677,14.4,4,25,52.0,54,3.4,48.4,62.7,9.0,2,-3,0,0,0.0,-1,-1.5,-0.2,0.1,49,13.8,674,4,5,
103,Giovani Bernard,25,CIN,RB,10,2,51,39,336,8.6,1,16,49.0,32,3.9,33.6,76.5,6.6,91,337,2,16,48.4,17,3.7,33.7,9.1,130,5.2,673,3,1,
104,Jason Witten,34,DAL,TE,16,16,95,69,673,9.8,3,34,51.6,35,4.3,42.1,72.6,7.1,0,0,0,0,,,,0.0,0.0,69,9.8,673,3,1,
105,Tavon Austin,26,LAR,WR,15,15,106,58,509,8.8,3,25,34.0,43,3.9,33.9,54.7,4.8,28,159,1,8,57.1,30,5.7,10.6,1.9,86,7.8,668,4,5,
106,Jeremy Kerley,28,SFO,WR,16,13,115,64,667,10.4,3,33,42.6,33,4.0,41.7,55.7,5.8,0,0,0,0,,,,0.0,0.0,64,10.4,667,3,4,
107,Matt Asiata,29,MIN,RB,16,6,38,32,263,8.2,0,9,44.7,31,2.0,16.4,84.2,6.9,121,402,6,28,46.3,29,3.3,25.1,7.6,153,4.3,665,6,1,
108,Tyler Boyd,22,CIN,WR,16,2,81,54,603,11.2,1,33,55.6,30,3.4,37.7,66.7,7.4,4,58,0,2,50.0,39,14.5,3.6,0.3,58,11.4,661,1,1,
109,Cameron Brate,25,TAM,TE,15,10,81,57,660,11.6,8,40,60.5,38,3.8,44.0,70.4,8.1,0,0,0,0,,,,0.0,0.0,57,11.6,660,8,1,
110,Jacquizz Rodgers,26,TAM,RB,10,5,16,13,98,7.5,0,3,56.3,21,1.3,9.8,81.3,6.1,129,560,2,31,48.8,45,4.3,56.0,12.9,142,4.6,658,2,0,
111,Mohamed Sanu,27,ATL,WR,15,15,81,59,653,11.1,4,33,61.7,59,3.9,43.5,72.8,8.1,1,5,0,0,100.0,5,5.0,0.3,0.1,60,11.0,658,4,1,
112,JJ Nelson,24,ARI,WR,15,6,74,34,568,16.7,6,26,44.6,80,2.3,37.9,45.9,7.7,4,83,1,3,75.0,56,20.8,5.5,0.3,38,17.1,651,7,1,
113,Randall Cobb,26,GNB,WR,13,10,84,60,610,10.2,4,36,57.1,47,4.6,46.9,71.4,7.3,10,33,0,4,50.0,14,3.3,2.5,0.8,70,9.2,643,4,1,
114,Adam Humphries,23,TAM,WR,15,4,83,55,622,11.3,2,27,50.6,42,3.7,41.5,66.3,7.5,5,18,0,0,60.0,8,3.6,1.2,0.3,60,10.7,640,2,3,
115,Coby Fleener,28,NOR,TE,16,8,81,50,631,12.6,3,28,56.8,50,3.1,39.4,61.7,7.8,1,2,1,1,100.0,2,2.0,0.1,0.1,51,12.4,633,4,2,
116,Will Fuller,22,HOU,WR,14,13,92,47,635,13.5,2,31,39.1,53,3.4,45.4,51.1,6.9,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,48,13.2,632,2,2,
117,Taylor Gabriel,25,ATL,WR,13,3,50,35,579,16.5,6,23,54.0,76,2.7,44.5,70.0,11.6,4,51,1,3,75.0,27,12.8,3.9,0.3,39,16.2,630,7,0,
118,Robbie Chosen,23,NYJ,WR,16,8,78,42,587,14.0,2,19,43.6,52,2.6,36.7,53.8,7.5,3,42,0,2,66.7,30,14.0,2.6,0.2,45,14.0,629,2,1,
119,Mike Gillislee,26,BUF,RB,15,1,11,9,50,5.6,1,1,27.3,18,0.6,3.3,81.8,4.5,101,577,8,41,67.3,44,5.7,38.5,6.7,110,5.7,627,9,1,
120,Derrick Henry,22,TEN,RB,15,2,15,13,137,10.5,0,5,46.7,29,0.9,9.1,86.7,9.1,110,490,5,29,54.5,22,4.5,32.7,7.3,123,5.1,627,5,0,
121,Chris Ivory,28,JAX,RB,11,1,28,20,186,9.3,0,10,42.9,37,1.8,16.9,71.4,6.6,117,439,3,21,45.3,42,3.8,39.9,10.6,137,4.6,625,3,5,
122,Robert Woods,24,BUF,WR,13,10,76,51,613,12.0,1,34,56.6,34,3.9,47.2,67.1,8.1,1,6,0,1,100.0,6,6.0,0.5,0.1,52,11.9,619,1,0,
123,Paul Perkins,22,NYG,RB,14,1,24,15,162,10.8,0,6,33.3,67,1.1,11.6,62.5,6.8,112,456,0,24,43.8,22,4.1,32.6,8.0,127,4.9,618,0,1,
124,Gary Barnidge,31,CLE,TE,16,16,82,55,612,11.1,2,34,52.4,43,3.4,38.3,67.1,7.5,0,0,0,0,,,,0.0,0.0,55,11.1,612,2,0,
125,Eli Rogers,24,PIT,WR,13,8,66,48,594,12.4,3,24,57.6,39,3.7,45.7,72.7,9.0,1,6,0,0,100.0,6,6.0,0.5,0.1,49,12.2,600,3,2,
126,Terrance Williams,27,DAL,WR,16,15,61,44,594,13.5,4,34,65.6,47,2.8,37.1,72.1,9.7,0,0,0,0,,,,0.0,0.0,44,13.5,594,4,1,
127,Victor Cruz,30,NYG,WR,15,12,72,39,586,15.0,1,25,47.2,48,2.6,39.1,54.2,8.1,0,0,0,0,,,,0.0,0.0,39,15.0,586,1,1,
128,Anquan Boldin,36,DET,WR,16,16,95,67,584,8.7,8,41,58.9,35,4.2,36.5,70.5,6.1,0,0,0,0,,,,0.0,0.0,67,8.7,584,8,0,
129,Jack Doyle,26,IND,TE,16,14,75,59,584,9.9,5,32,64.0,24,3.7,36.5,78.7,7.8,0,0,0,0,,,,0.0,0.0,59,9.9,584,5,1,
130,Vernon Davis,32,WAS,TE,16,14,59,44,583,13.3,2,22,62.7,44,2.8,36.4,74.6,9.9,0,0,0,0,,,,0.0,0.0,44,13.3,583,2,0,
131,DeAndre Washington,23,OAK,RB,14,2,23,17,115,6.8,0,4,43.5,18,1.2,8.2,73.9,5.0,87,467,2,19,47.1,30,5.4,33.4,6.2,104,5.6,582,2,1,
132,Tyrod Taylor,27,BUF,QB,15,15,0,0,0,,0,0,,,0.0,0.0,,,95,580,6,34,49.5,49,6.1,38.7,6.3,95,6.1,580,6,4,
133,C.J. Anderson,25,DEN,RB,7,7,24,16,128,8.0,1,6,41.7,25,2.3,18.3,66.7,5.3,110,437,4,23,37.3,28,4.0,62.4,15.7,126,4.5,565,5,0,
134,Brian Quick,27,LAR,WR,16,8,77,41,564,13.8,3,22,40.3,65,2.6,35.3,53.2,7.3,0,0,0,0,,,,0.0,0.0,41,13.8,564,3,0,
135,C.J. Fiedorowicz,25,HOU,TE,15,15,89,54,559,10.4,4,30,48.3,26,3.6,37.3,60.7,6.3,0,0,0,0,,,,0.0,0.0,54,10.4,559,4,1,
