,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,
23,Reggie Bush,21,NOR,RB,16,8,121,88,742,8.4,2,34,43.8,74,5.5,46.4,72.7,6.1,155,565,6,28,43.9,18,3.6,35.3,9.7,243,5.4,1307,8,2,AP ORoY-5
24,Lee Evans,25,BUF,WR,16,15,137,82,1292,15.8,8,54,55.5,83,5.1,80.8,59.9,9.4,0,0,0,0,,,,0.0,0.0,82,15.8,1292,8,1,
25,Travis Henry,28,TEN,RB,14,13,25,18,78,4.3,0,2,20.0,12,1.3,5.6,72.0,3.1,270,1211,7,50,42.6,70,4.5,86.5,19.3,288,4.5,1289,7,3,AP CPoY-6
26,Ronnie Brown,25,MIA,RB,13,12,38,33,276,8.4,0,12,52.6,24,2.5,21.2,86.8,7.3,241,1008,5,50,44.8,47,4.2,77.5,18.5,274,4.7,1284,5,4,
27,Deuce McAllister,28,NOR,RB,15,13,36,30,198,6.6,0,9,50.0,24,2.0,13.2,83.3,5.5,244,1057,10,53,49.6,57,4.3,70.5,16.3,274,4.6,1255,10,3,AP CPoY-6
28,Jamal Lewis,27,BAL,RB,16,16,26,18,115,6.4,0,5,42.3,15,1.1,7.2,69.2,4.4,314,1132,9,48,39.8,52,3.6,70.8,19.6,332,3.8,1247,9,4,
29,Anquan Boldin,26,ARI,WR,16,16,152,83,1203,14.5,4,55,46.7,64,5.2,75.2,54.6,7.9,5,28,0,2,40.0,18,5.6,1.8,0.3,88,14.0,1231,4,1,PB
30,Steve Smith Sr.,27,CAR,WR,14,14,139,83,1166,14.0,8,52,51.1,72,5.9,83.3,59.7,8.4,8,61,1,3,62.5,24,7.6,4.4,0.6,91,13.5,1227,9,2,PB
31,Julius Jones,25,DAL,RB,16,16,15,9,142,15.8,0,7,60.0,39,0.6,8.9,60.0,9.5,267,1084,4,48,44.9,77,4.1,67.8,16.7,276,4.4,1226,4,1,
32,Kevin Jones,24,DET,RB,12,12,78,61,520,8.5,2,26,59.0,26,5.1,43.3,78.2,6.7,181,689,6,31,39.2,52,3.8,57.4,15.1,242,5.0,1209,8,5,
33,Javon Walker,28,DEN,WR,16,16,126,69,1084,15.7,8,53,49.2,83,4.3,67.8,54.8,8.6,9,123,1,4,55.6,72,13.7,7.7,0.6,78,15.5,1207,9,0,AP CPoY-6
34,Torry Holt,30,STL,WR,16,16,179,93,1188,12.8,10,66,47.5,67,5.8,74.3,52.0,6.6,0,0,0,0,,,,0.0,0.0,93,12.8,1188,10,2,"PB,AP-2"
35,Terrell Owens,33,DAL,WR,16,15,150,85,1180,13.9,13,63,50.7,56,5.3,73.8,56.7,7.9,0,0,0,0,,,,0.0,0.0,85,13.9,1180,13,0,
36,Andre Johnson,25,HOU,WR,16,16,163,103,1147,11.1,5,56,50.3,53,6.4,71.7,63.2,7.0,3,14,0,1,66.7,18,4.7,0.9,0.2,106,11.0,1161,5,1,"PB,AP-2"
37,Willis McGahee,25,BUF,RB,14,14,28,18,156,8.7,0,4,39.3,56,1.3,11.1,64.3,5.6,259,990,6,50,45.2,57,3.8,70.7,18.5,277,4.1,1146,6,4,
38,Tatum Bell,25,DEN,RB,13,13,31,24,115,4.8,0,5,29.0,16,1.8,8.8,77.4,3.7,233,1025,2,47,39.5,51,4.4,78.8,17.9,257,4.4,1140,2,5,
39,Laveranues Coles,29,NYJ,WR,16,16,152,91,1098,12.1,6,53,49.3,58,5.7,68.6,59.9,7.2,2,14,0,1,50.0,15,7.0,0.9,0.1,93,12.0,1112,6,1,
40,Isaac Bruce,34,STL,WR,16,13,126,74,1098,14.8,3,54,54.0,45,4.6,68.6,58.7,8.7,0,0,0,0,,,,0.0,0.0,74,14.8,1098,3,0,
41,T.J. Houshmandzadeh,29,CIN,WR,14,13,132,90,1081,12.0,9,58,56.1,40,6.4,77.2,68.2,8.2,3,6,0,1,33.3,13,2.0,0.4,0.2,93,11.7,1087,9,0,
42,Mike Furrey,29,DET,WR,16,14,146,98,1086,11.1,6,55,56.2,31,6.1,67.9,67.1,7.4,0,0,0,0,,,,0.0,0.0,98,11.1,1086,6,1,
43,Joey Galloway,35,TAM,WR,16,14,143,62,1057,17.0,7,44,39.9,64,3.9,66.1,43.4,7.4,2,9,0,0,50.0,7,4.5,0.6,0.1,64,16.7,1066,7,0,
44,Terry Glenn,32,DAL,WR,15,14,111,70,1047,15.0,6,47,55.9,54,4.7,69.8,63.1,9.4,3,11,0,1,33.3,22,3.7,0.7,0.2,73,14.5,1058,6,0,
45,DeShaun Foster,26,CAR,RB,14,14,46,32,159,5.0,0,3,26.1,14,2.3,11.4,69.6,3.5,227,897,3,49,45.4,43,4.0,64.1,16.2,259,4.1,1056,3,4,
46,Michael Vick,26,ATL,QB,16,16,1,1,1,1.0,0,0,0.0,1,0.1,0.1,100.0,1.0,123,1039,2,56,63.4,51,8.4,64.9,7.7,124,8.4,1040,2,9,
47,Marques Colston,23,NOR,WR,14,12,115,70,1038,14.8,8,51,56.5,86,5.0,74.1,60.9,9.0,0,0,0,0,,,,0.0,0.0,70,14.8,1038,8,0,AP ORoY-2
48,Hines Ward,30,PIT,WR,14,14,126,74,975,13.2,6,51,52.4,70,5.3,69.6,58.7,7.7,2,30,0,0,100.0,21,15.0,2.1,0.1,76,13.2,1005,6,2,
49,Cadillac Williams,24,TAM,RB,14,14,44,30,196,6.5,0,4,50.0,21,2.1,14.0,68.2,4.5,225,798,1,32,39.1,38,3.5,57.0,16.1,255,3.9,994,1,3,
50,Plaxico Burress,29,NYG,WR,15,15,116,63,988,15.7,10,43,47.4,55,4.2,65.9,54.3,8.5,0,0,0,0,,,,0.0,0.0,63,15.7,988,10,2,
51,Jerricho Cotchery,24,NYJ,WR,16,16,125,82,961,11.7,6,53,57.6,71,5.1,60.1,65.6,7.7,5,25,0,1,60.0,10,5.0,1.6,0.3,87,11.3,986,6,0,
52,Corey Dillon,32,NWE,RB,16,13,16,15,147,9.8,0,5,62.5,52,0.9,9.2,93.8,9.2,199,812,13,49,49.2,50,4.1,50.8,12.4,214,4.5,959,13,2,
53,Darrell Jackson,28,SEA,WR,13,13,112,63,956,15.2,10,44,46.4,72,4.8,73.5,56.3,8.5,0,0,0,0,,,,0.0,0.0,63,15.2,956,10,1,
54,Larry Fitzgerald,23,ARI,WR,13,13,111,69,946,13.7,6,52,59.5,57,5.3,72.8,62.2,8.5,0,0,0,0,,,,0.0,0.0,69,13.7,946,6,0,
55,Shaun Alexander,29,SEA,RB,10,10,16,12,48,4.0,0,4,31.3,14,1.2,4.8,75.0,3.0,252,896,7,54,40.9,33,3.6,89.6,25.2,264,3.6,944,7,6,
56,Laurence Maroney,21,NWE,RB,14,0,30,22,194,8.8,1,11,50.0,31,1.6,13.9,73.3,6.5,175,745,6,42,43.4,41,4.3,53.2,12.5,197,4.8,939,7,1,
57,Reuben Droughns,28,CLE,RB,14,12,33,27,169,6.3,0,10,48.5,24,1.9,12.1,81.8,5.1,220,758,4,38,40.9,22,3.4,54.1,15.7,247,3.8,927,4,5,
58,Antonio Gates,26,SDG,TE,16,16,120,71,924,13.0,9,49,52.5,57,4.4,57.8,59.2,7.7,0,0,0,0,,,,0.0,0.0,71,13.0,924,9,0,"PB,AP-1"
59,Leon Washington,24,NYJ,RB,16,8,31,25,270,10.8,0,7,48.4,64,1.6,16.9,80.6,8.7,151,650,4,32,47.0,23,4.3,40.6,9.4,176,5.2,920,4,3,
60,Mark Clayton,24,BAL,WR,16,12,113,67,939,14.0,5,42,45.1,87,4.2,58.7,59.3,8.3,7,-30,0,0,0.0,3,-4.3,-1.9,0.4,74,12.3,909,5,0,
61,Tony Gonzalez,30,KAN,TE,15,15,104,73,900,12.3,5,53,58.7,57,4.9,60.0,70.2,8.7,0,0,0,0,,,,0.0,0.0,73,12.3,900,5,1,"PB,AP-2"
62,Dominic Rhodes,27,IND,RB,16,16,47,36,251,7.0,0,9,53.2,27,2.3,15.7,76.6,5.3,187,641,5,40,45.5,17,3.4,40.1,11.7,223,4.0,892,5,3,
63,Braylon Edwards,23,CLE,WR,16,15,125,61,884,14.5,6,38,40.0,75,3.8,55.3,48.8,7.1,3,7,0,1,66.7,8,2.3,0.4,0.2,64,13.9,891,6,0,
64,Eddie Kennison,33,KAN,WR,16,16,101,53,860,16.2,5,41,46.5,51,3.3,53.8,52.5,8.5,4,16,0,0,50.0,9,4.0,1.0,0.3,57,15.4,876,5,0,
65,Kellen Winslow,23,CLE,TE,16,16,120,89,875,9.8,3,41,53.3,40,5.6,54.7,74.2,7.3,0,0,0,0,,,,0.0,0.0,89,9.8,875,3,1,AP CPoY-4
66,Santana Moss,27,WAS,WR,14,14,101,55,790,14.4,6,36,48.5,68,3.9,56.4,54.5,7.8,7,82,0,3,57.1,35,11.7,5.9,0.5,62,14.1,872,6,2,
67,Muhsin Muhammad,33,CHI,WR,16,16,117,60,863,14.4,5,45,47.9,40,3.8,53.9,51.3,7.4,0,0,0,0,,,,0.0,0.0,60,14.4,863,5,1,
68,Marion Barber III,23,DAL,RB,16,1,32,23,196,8.5,2,8,37.5,26,1.4,12.3,71.9,6.1,135,654,14,45,55.6,25,4.8,40.9,8.4,158,5.4,850,16,0,
69,Reggie Brown,25,PHI,WR,16,15,88,46,816,17.7,8,34,52.3,60,2.9,51.0,52.3,9.3,3,24,1,1,66.7,15,8.0,1.5,0.2,49,17.1,840,9,0,
70,Santonio Holmes,22,PIT,WR,16,4,86,49,824,16.8,2,40,55.8,67,3.1,51.5,57.0,9.6,1,13,0,1,100.0,13,13.0,0.8,0.1,50,16.7,837,2,5,
71,Mike Bell,23,DEN,RB,15,3,27,20,158,7.9,0,5,29.6,24,1.3,10.5,74.1,5.9,157,677,8,43,49.7,48,4.3,45.1,10.5,177,4.7,835,8,1,
72,Keyshawn Johnson,34,CAR,WR,16,16,128,70,815,11.6,4,42,51.6,40,4.4,50.9,54.7,6.4,1,4,1,1,100.0,4,4.0,0.3,0.1,71,11.5,819,5,1,
73,DeAngelo Williams,23,CAR,RB,13,2,36,33,313,9.5,1,11,52.8,41,2.5,24.1,91.7,8.7,121,501,1,31,45.5,31,4.1,38.5,9.3,154,5.3,814,2,1,
74,Bernard Berrian,26,CHI,WR,15,14,102,51,775,15.2,6,32,38.2,62,3.4,51.7,50.0,7.6,2,5,0,0,50.0,5,2.5,0.3,0.1,53,14.7,780,6,2,
75,Alge Crumpler,29,ATL,TE,16,16,103,56,780,13.9,8,37,46.6,46,3.5,48.8,54.4,7.6,0,0,0,0,,,,0.0,0.0,56,13.9,780,8,0,PB
76,Chris Chambers,28,MIA,WR,16,16,154,59,677,11.5,4,36,31.8,46,3.7,42.3,38.3,4.4,8,95,0,4,62.5,39,11.9,5.9,0.5,67,11.5,772,4,0,
77,Marty Booker,30,MIA,WR,14,13,90,55,747,13.6,6,36,50.0,52,3.9,53.4,61.1,8.3,3,19,0,1,33.3,18,6.3,1.4,0.2,58,13.2,766,6,0,
78,Reche Caldwell,27,NWE,WR,16,14,102,61,760,12.5,4,41,50.0,62,3.8,47.5,59.8,7.5,1,5,0,0,100.0,5,5.0,0.3,0.1,62,12.3,765,4,2,
79,Todd Heap,26,BAL,TE,16,16,116,73,765,10.5,6,40,51.7,30,4.6,47.8,62.9,6.6,0,0,0,0,,,,0.0,0.0,73,10.5,765,6,0,
80,Devery Henderson,24,NOR,WR,13,7,54,32,745,23.3,5,28,53.7,76,2.5,57.3,59.3,13.8,2,14,1,2,100.0,11,7.0,1.1,0.2,34,22.3,759,6,0,
81,Deion Branch,27,SEA,WR,14,13,101,53,725,13.7,4,40,45.5,38,3.8,51.8,52.5,7.2,4,30,0,1,50.0,19,7.5,2.1,0.3,57,13.2,755,4,0,
82,Jason Witten,24,DAL,TE,16,15,90,64,754,11.8,1,37,58.9,42,4.0,47.1,71.1,8.4,0,0,0,0,,,,0.0,0.0,64,11.8,754,1,0,PB
83,Justin Fargas,26,OAK,RB,16,6,21,13,91,7.0,0,3,42.9,21,0.8,5.7,61.9,4.3,178,659,1,29,39.3,48,3.7,41.2,11.1,191,3.9,750,1,1,
84,Derrick Mason,32,BAL,WR,16,15,112,68,750,11.0,2,45,51.8,38,4.3,46.9,60.7,6.7,1,-4,0,0,0.0,-4,-4.0,-0.3,0.1,69,10.8,746,2,1,
85,Drew Bennett,28,TEN,WR,16,15,98,46,737,16.0,3,36,41.8,39,2.9,46.1,46.9,7.5,0,0,0,0,,,,0.0,0.0,46,16.0,737,3,2,
86,Bryant Johnson,25,ARI,WR,16,8,74,40,740,18.5,4,30,45.9,58,2.5,46.3,54.1,10.0,1,-3,0,0,0.0,-3,-3.0,-0.2,0.1,41,18.0,737,4,1,
87,Jerious Norwood,23,ATL,RB,14,0,15,12,102,8.5,0,4,53.3,32,0.9,7.3,80.0,6.8,99,633,2,27,47.5,78,6.4,45.2,7.1,111,6.6,735,2,0,
88,Chris Cooley,24,WAS,TE,16,16,95,57,734,12.9,6,33,49.5,66,3.6,45.9,60.0,7.7,0,0,0,0,,,,0.0,0.0,57,12.9,734,6,0,
89,Antonio Bryant,25,SFO,WR,14,13,91,40,733,18.3,3,29,37.4,72,2.9,52.4,44.0,8.1,0,0,0,0,,,,0.0,0.0,40,18.3,733,3,0,
90,Ronald Curry,27,OAK,WR,16,4,89,62,727,11.7,1,40,57.3,39,3.9,45.4,69.7,8.2,1,4,0,0,100.0,4,4.0,0.3,0.1,63,11.6,731,1,0,
91,Donte' Stallworth,26,PHI,WR,12,11,70,38,725,19.1,5,30,52.9,84,3.2,60.4,54.3,10.4,0,0,0,0,,,,0.0,0.0,38,19.1,725,5,0,
92,Arnaz Battle,26,SFO,WR,16,15,85,59,686,11.6,3,36,56.5,56,3.7,42.9,69.4,8.1,5,25,0,2,40.0,18,5.0,1.6,0.3,64,11.1,711,3,2,
93,Cedric Benson,24,CHI,RB,15,0,10,8,54,6.8,0,2,50.0,22,0.5,3.6,80.0,5.4,157,647,6,35,43.3,30,4.1,43.1,10.5,165,4.2,701,6,0,
94,Clinton Portis,25,WAS,RB,8,7,26,17,170,10.0,0,4,34.6,74,2.1,21.3,65.4,6.5,127,523,7,31,43.3,38,4.1,65.4,15.9,144,4.8,693,7,0,
95,Ron Dayne,28,HOU,RB,11,6,18,14,77,5.5,0,3,38.9,13,1.3,7.0,77.8,4.3,151,612,5,40,52.3,19,4.1,55.6,13.7,165,4.2,689,5,1,
96,Wes Welker,25,MIA,WR,16,2,100,67,687,10.3,1,33,51.0,38,4.2,42.9,67.0,6.9,0,0,0,0,,,,0.0,0.0,67,10.3,687,1,3,
97,Wali Lundy,23,HOU,RB,14,8,39,33,204,6.2,0,7,38.5,15,2.4,14.6,84.6,5.2,124,476,4,29,39.5,35,3.8,34.0,8.9,157,4.3,680,4,1,
98,Joe Horn,34,NOR,WR,10,9,61,37,679,18.4,4,28,60.7,72,3.7,67.9,60.7,11.1,0,0,0,0,,,,0.0,0.0,37,18.4,679,4,0,
99,Eric Parker,27,SDG,WR,15,12,70,48,659,13.7,0,35,60.0,38,3.2,43.9,68.6,9.4,2,19,0,1,50.0,18,9.5,1.3,0.1,50,13.6,678,0,0,
100,Travis Taylor,28,MIN,WR,16,16,87,57,651,11.4,3,29,49.4,36,3.6,40.7,65.5,7.5,1,5,0,0,100.0,5,5.0,0.3,0.1,58,11.3,656,3,2,
101,Maurice Morris,27,SEA,RB,16,8,20,11,46,4.2,0,2,30.0,27,0.7,2.9,55.0,2.3,161,604,0,34,36.6,29,3.8,37.8,10.1,172,3.8,650,0,1,
102,Michael Pittman,31,TAM,RB,16,3,76,47,405,8.6,0,16,40.8,25,2.9,25.3,61.8,5.3,50,245,1,12,38.0,32,4.9,15.3,3.1,97,6.7,650,1,2,
103,Reggie Williams,23,JAX,WR,16,14,91,52,616,11.8,4,28,46.2,48,3.3,38.5,57.1,6.8,7,33,0,3,71.4,10,4.7,2.1,0.4,59,11.0,649,4,1,
104,Ben Watson,26,NWE,TE,13,13,91,49,643,13.1,3,32,48.4,40,3.8,49.5,53.8,7.1,0,0,0,0,,,,0.0,0.0,49,13.1,643,3,3,
105,Randy McMichael,27,MIA,TE,16,16,96,62,640,10.3,3,37,53.1,24,3.9,40.0,64.6,6.7,0,0,0,0,,,,0.0,0.0,62,10.3,640,3,0,
106,Greg Jennings,23,GNB,WR,14,11,104,45,632,14.0,3,29,38.5,75,3.2,45.1,43.3,6.1,0,0,0,0,,,,0.0,0.0,45,14.0,632,3,1,
107,Nate Washington,23,PIT,WR,16,2,69,35,624,17.8,4,28,46.4,49,2.2,39.0,50.7,9.0,3,8,0,1,33.3,8,2.7,0.5,0.2,38,16.6,632,4,0,
108,Matt Jones,23,JAX,WR,14,4,76,41,643,15.7,4,33,47.4,49,2.9,45.9,53.9,8.5,2,-15,0,0,0.0,-6,-7.5,-1.1,0.1,43,14.6,628,4,1,
109,Desmond Clark,29,CHI,TE,16,16,80,45,626,13.9,6,35,52.5,33,2.8,39.1,56.3,7.8,0,0,0,0,,,,0.0,0.0,45,13.9,626,6,0,
110,Jeremy Shockey,26,NYG,TE,15,15,115,66,623,9.4,7,37,50.4,25,4.4,41.5,57.4,5.4,0,0,0,0,,,,0.0,0.0,66,9.4,623,7,0,PB
111,L.J. Smith,26,PHI,TE,16,15,75,50,611,12.2,5,29,56.0,65,3.1,38.2,66.7,8.1,0,0,0,0,,,,0.0,0.0,50,12.2,611,5,0,
112,D.J. Hackett,25,SEA,WR,14,5,66,45,610,13.6,4,33,65.2,47,3.2,43.6,68.2,9.2,0,0,0,0,,,,0.0,0.0,45,13.6,610,4,0,
113,Chris Henry,23,CIN,WR,13,4,75,36,605,16.8,9,26,42.7,71,2.8,46.5,48.0,8.1,0,0,0,0,,,,0.0,0.0,36,16.8,605,9,0,
114,Correll Buckhalter,28,PHI,RB,16,1,28,24,256,10.7,1,11,57.1,55,1.5,16.0,85.7,9.1,83,345,2,16,54.2,20,4.2,21.6,5.2,107,5.6,601,3,2,AP CPoY-6
115,Mewelde Moore,24,MIN,RB,16,0,62,46,468,10.2,1,15,29.0,50,2.9,29.3,74.2,7.5,24,131,0,4,33.3,15,5.5,8.2,1.5,70,8.6,599,1,3,
116,Brandon Jacobs,24,NYG,RB,15,0,14,11,149,13.5,0,3,50.0,43,0.7,9.9,78.6,10.6,96,423,9,32,57.3,16,4.4,28.2,6.4,107,5.3,572,9,2,
117,Samie Parker,25,KAN,WR,16,15,68,41,561,13.7,1,32,54.4,43,2.6,35.1,60.3,8.3,3,7,0,0,33.3,5,2.3,0.4,0.2,44,12.9,568,1,0,
118,Eric Moulds,33,HOU,WR,16,16,78,57,557,9.8,1,32,56.4,29,3.6,34.8,73.1,7.1,1,6,0,0,100.0,6,6.0,0.4,0.1,58,9.7,563,1,1,
119,Sammy Morris,29,MIA,RB,12,4,35,21,162,7.7,0,8,34.3,44,1.8,13.5,60.0,4.6,92,400,1,17,41.3,55,4.3,33.3,7.7,113,5.0,562,1,4,
120,Randy Moss,29,OAK,WR,13,13,96,42,553,13.2,3,27,42.7,51,3.2,42.5,43.8,5.8,0,0,0,0,,,,0.0,0.0,42,13.2,553,3,0,
121,Vince Young,23,TEN,QB,15,13,0,0,0,,0,0,,,0.0,0.0,,,83,552,7,32,45.8,39,6.7,36.8,5.5,83,6.7,552,7,12,"PB,AP ORoY-1"
122,Vernand Morency,26,2TM,RB,14,2,19,17,118,6.9,0,5,52.6,29,1.2,8.4,89.5,6.2,96,434,2,26,37.5,39,4.5,31.0,6.9,113,4.9,552,2,2,
122,Vernand Morency,26,HOU,RB,1,0,1,1,6,6.0,0,0,100.0,6,1.0,6.0,100.0,6.0,5,13,0,2,40.0,12,2.6,13.0,5.0,6,3.2,19,0,0,
122,Vernand Morency,26,GNB,RB,13,2,18,16,112,7.0,0,5,50.0,29,1.2,8.6,88.9,6.2,91,421,2,24,37.4,39,4.6,32.4,7.0,107,5.0,533,2,2,
123,Michael Turner,24,SDG,RB,13,0,3,3,47,15.7,0,2,66.7,30,0.2,3.6,100.0,15.7,80,502,2,25,52.5,73,6.3,38.6,6.2,83,6.6,549,2,0,
124,Ernest Wilford,27,JAX,WR,16,12,74,36,524,14.6,2,27,41.9,41,2.3,32.8,48.6,7.1,0,0,0,0,,,,0.0,0.0,36,14.6,524,2,1,
125,Cedrick Wilson,28,PIT,WR,15,12,69,37,504,13.6,1,25,49.3,38,2.5,33.6,53.6,7.3,2,14,0,1,50.0,14,7.0,0.9,0.1,39,13.3,518,1,2,
126,Anthony Thomas,29,BUF,RB,16,2,24,22,139,6.3,0,6,58.3,18,1.4,8.7,91.7,5.8,107,378,2,15,35.5,19,3.5,23.6,6.7,129,4.0,517,2,1,
127,Patrick Crayton,27,DAL,WR,16,7,48,36,516,14.3,4,28,62.5,53,2.3,32.3,75.0,10.8,0,0,0,0,,,,0.0,0.0,36,14.3,516,4,1,
128,LaMont Jordan,28,OAK,RB,9,8,16,10,74,7.4,0,4,37.5,21,1.1,8.2,62.5,4.6,114,434,2,18,35.1,59,3.8,48.2,12.7,124,4.1,508,2,1,
129,Rod Smith,36,DEN,WR,16,16,94,52,512,9.8,3,34,47.9,20,3.3,32.0,55.3,5.4,1,-5,0,0,0.0,-5,-5.0,-0.3,0.1,53,9.6,507,3,2,
130,Roddy White,25,ATL,WR,16,5,65,30,506,16.9,0,18,36.9,55,1.9,31.6,46.2,7.8,0,0,0,0,,,,0.0,0.0,30,16.9,506,0,1,
131,Joe Jurevicius,32,CLE,WR,13,8,65,40,495,12.4,3,31,55.4,52,3.1,38.1,61.5,7.6,0,0,0,0,,,,0.0,0.0,40,12.4,495,3,0,
132,Kevin Curtis,28,STL,WR,16,1,57,40,479,12.0,4,26,59.6,42,2.5,29.9,70.2,8.4,4,4,0,1,50.0,7,1.0,0.3,0.3,44,11.0,483,4,1,
133,Kevin Faulk,30,NWE,RB,15,1,56,43,356,8.3,2,15,50.0,43,2.9,23.7,76.8,6.4,25,123,1,6,44.0,11,4.9,8.2,1.7,68,7.0,479,3,2,
134,Vincent Jackson,23,SDG,WR,16,7,56,27,453,16.8,6,18,39.3,55,1.7,28.3,48.2,8.1,3,16,0,0,66.7,8,5.3,1.0,0.2,30,15.6,469,6,0,
135,Antwaan Randle El,27,WAS,WR,16,16,63,32,351,11.0,3,20,46.0,34,2.0,21.9,50.8,5.6,19,118,0,4,52.6,20,6.2,7.4,1.2,51,9.2,469,3,2,
